"","x","y","two_trees","one_tree","no_trees"
"17105",577407.086821778,873872.485761684,65,8,0
"17106",583827.086821778,873872.485761684,63,7,0
"17107",590247.086821778,873872.485761684,64,8,0
"17108",596667.086821778,873872.485761684,59,12,0
"17109",603087.086821778,873872.485761684,69,15,0
"17110",609507.086821778,873872.485761684,67,7,0
"17111",615927.086821778,873872.485761684,75,1,0
"17112",622347.086821778,873872.485761684,70,0,0
"17113",628767.086821778,873872.485761684,73,7,0
"17114",635187.086821778,873872.485761684,63,5,0
"17115",641607.086821778,873872.485761684,72,3,0
"17116",648027.086821778,873872.485761684,70,1,0
"17117",654447.086821778,873872.485761684,71,2,0
"17118",660867.086821778,873872.485761684,21,3,0
"17133",757167.086821778,873872.485761684,1,0,0
"17134",763587.086821778,873872.485761684,44,0,0
"17135",770007.086821778,873872.485761684,60,1,0
"17136",776427.086821778,873872.485761684,54,2,0
"17137",782847.086821778,873872.485761684,64,1,0
"17138",789267.086821778,873872.485761684,64,0,0
"17139",795687.086821778,873872.485761684,64,0,0
"17140",802107.086821778,873872.485761684,64,0,0
"17141",808527.086821778,873872.485761684,66,5,1
"17142",814947.086821778,873872.485761684,61,3,0
"17143",821367.086821778,873872.485761684,62,4,0
"17144",827787.086821778,873872.485761684,71,2,0
"17145",834207.086821778,873872.485761684,71,2,0
"17146",840627.086821778,873872.485761684,69,0,0
"17147",847047.086821778,873872.485761684,67,0,0
"17148",853467.086821778,873872.485761684,70,0,0
"17149",859887.086821778,873872.485761684,64,0,0
"17150",866307.086821778,873872.485761684,64,2,0
"17151",872727.086821778,873872.485761684,62,1,0
"17152",879147.086821778,873872.485761684,62,0,0
"17153",885567.086821778,873872.485761684,55,2,0
"17154",891987.086821778,873872.485761684,71,2,0
"17155",898407.086821778,873872.485761684,69,0,0
"17156",904827.086821778,873872.485761684,70,1,0
"17157",911247.086821778,873872.485761684,67,4,0
"17158",917667.086821778,873872.485761684,62,3,0
"17159",924087.086821778,873872.485761684,71,6,0
"17160",930507.086821778,873872.485761684,70,1,0
"17161",936927.086821778,873872.485761684,70,0,0
"17162",943347.086821778,873872.485761684,66,0,0
"17163",949767.086821778,873872.485761684,72,1,0
"17164",956187.086821778,873872.485761684,60,5,0
"17165",962607.086821778,873872.485761684,67,9,0
"17166",969027.086821778,873872.485761684,67,6,0
"17167",975447.086821778,873872.485761684,72,6,0
"17168",981867.086821778,873872.485761684,72,9,0
"17169",988287.086821778,873872.485761684,67,9,0
"17170",994707.086821778,873872.485761684,19,3,0
"17213",-58172.9131782223,864632.485761684,66,0,66
"17214",-51752.9131782223,864632.485761684,69,0,69
"17215",-45332.9131782223,864632.485761684,68,0,67
"17216",-38912.9131782223,864632.485761684,69,0,66
"17217",-32492.9131782223,864632.485761684,70,0,69
"17218",-26072.9131782223,864632.485761684,72,0,69
"17219",-19652.9131782223,864632.485761684,69,0,69
"17220",-13232.9131782223,864632.485761684,70,0,69
"17221",-6812.91317822225,864632.485761684,68,0,67
"17222",-392.913178222254,864632.485761684,69,0,60
"17223",6027.08682177775,864632.485761684,67,0,65
"17224",12447.0868217777,864632.485761684,66,0,65
"17225",18867.0868217777,864632.485761684,80,0,79
"17226",25287.0868217777,864632.485761684,68,0,63
"17227",31707.0868217777,864632.485761684,68,0,64
"17228",38127.0868217777,864632.485761684,67,0,48
"17229",44547.0868217777,864632.485761684,68,0,61
"17230",50967.0868217777,864632.485761684,71,0,67
"17231",57387.0868217777,864632.485761684,70,0,63
"17232",63807.0868217777,864632.485761684,71,0,71
"17233",70227.0868217777,864632.485761684,72,0,66
"17234",76647.0868217777,864632.485761684,68,1,63
"17235",83067.0868217777,864632.485761684,69,0,64
"17236",89487.0868217777,864632.485761684,65,0,58
"17237",95907.0868217777,864632.485761684,70,0,62
"17238",102327.086821778,864632.485761684,64,0,54
"17239",108747.086821778,864632.485761684,68,0,63
"17240",115167.086821778,864632.485761684,67,0,62
"17241",121587.086821778,864632.485761684,68,0,55
"17242",128007.086821778,864632.485761684,62,0,53
"17243",134427.086821778,864632.485761684,61,0,47
"17244",140847.086821778,864632.485761684,62,0,53
"17245",147267.086821778,864632.485761684,61,0,54
"17246",153687.086821778,864632.485761684,61,1,50
"17247",160107.086821778,864632.485761684,75,0,73
"17248",166527.086821778,864632.485761684,75,0,71
"17249",172947.086821778,864632.485761684,70,0,62
"17250",179367.086821778,864632.485761684,71,0,70
"17251",185787.086821778,864632.485761684,76,4,50
"17252",192207.086821778,864632.485761684,69,2,27
"17253",198627.086821778,864632.485761684,69,2,40
"17254",205047.086821778,864632.485761684,68,0,2
"17255",211467.086821778,864632.485761684,68,5,13
"17256",217887.086821778,864632.485761684,75,1,56
"17257",224307.086821778,864632.485761684,64,0,64
"17258",230727.086821778,864632.485761684,68,0,68
"17259",237147.086821778,864632.485761684,70,0,70
"17260",243567.086821778,864632.485761684,75,1,53
"17261",249987.086821778,864632.485761684,71,6,41
"17262",256407.086821778,864632.485761684,68,11,26
"17263",262827.086821778,864632.485761684,70,10,31
"17264",269247.086821778,864632.485761684,68,7,28
"17265",275667.086821778,864632.485761684,71,3,33
"17266",282087.086821778,864632.485761684,68,1,44
"17267",288507.086821778,864632.485761684,67,7,47
"17268",294927.086821778,864632.485761684,75,7,35
"17269",301347.086821778,864632.485761684,71,7,21
"17270",307767.086821778,864632.485761684,69,5,33
"17271",314187.086821778,864632.485761684,69,1,10
"17272",320607.086821778,864632.485761684,72,2,1
"17273",327027.086821778,864632.485761684,64,0,14
"17274",333447.086821778,864632.485761684,57,9,4
"17275",339867.086821778,864632.485761684,44,19,2
"17276",346287.086821778,864632.485761684,32,36,1
"17277",352707.086821778,864632.485761684,56,13,0
"17278",359127.086821778,864632.485761684,60,11,1
"17279",365547.086821778,864632.485761684,57,11,0
"17280",371967.086821778,864632.485761684,64,8,0
"17281",378387.086821778,864632.485761684,70,2,0
"17282",384807.086821778,864632.485761684,65,3,0
"17283",391227.086821778,864632.485761684,68,1,0
"17284",397647.086821778,864632.485761684,72,0,0
"17285",404067.086821778,864632.485761684,67,3,0
"17286",410487.086821778,864632.485761684,69,1,0
"17287",416907.086821778,864632.485761684,71,0,0
"17288",423327.086821778,864632.485761684,68,1,0
"17289",429747.086821778,864632.485761684,65,1,0
"17290",436167.086821778,864632.485761684,67,3,0
"17291",442587.086821778,864632.485761684,69,0,0
"17292",449007.086821778,864632.485761684,65,2,0
"17293",455427.086821778,864632.485761684,73,2,0
"17294",461847.086821778,864632.485761684,69,5,0
"17295",468267.086821778,864632.485761684,67,4,0
"17296",474687.086821778,864632.485761684,71,0,0
"17297",481107.086821778,864632.485761684,71,0,0
"17298",487527.086821778,864632.485761684,66,0,0
"17299",493947.086821778,864632.485761684,71,2,0
"17300",500367.086821778,864632.485761684,69,3,0
"17301",506787.086821778,864632.485761684,50,19,0
"17302",513207.086821778,864632.485761684,35,33,0
"17303",519627.086821778,864632.485761684,67,4,0
"17304",526047.086821778,864632.485761684,70,6,0
"17305",532467.086821778,864632.485761684,61,4,0
"17306",538887.086821778,864632.485761684,73,5,0
"17307",545307.086821778,864632.485761684,73,1,0
"17308",551727.086821778,864632.485761684,71,0,0
"17309",558147.086821778,864632.485761684,53,29,0
"17310",564567.086821778,864632.485761684,60,15,0
"17311",570987.086821778,864632.485761684,59,18,0
"17312",577407.086821778,864632.485761684,64,8,0
"17313",583827.086821778,864632.485761684,69,13,0
"17314",590247.086821778,864632.485761684,73,19,0
"17315",596667.086821778,864632.485761684,74,24,0
"17316",603087.086821778,864632.485761684,69,4,0
"17317",609507.086821778,864632.485761684,76,0,0
"17318",615927.086821778,864632.485761684,74,4,0
"17319",622347.086821778,864632.485761684,64,2,0
"17320",628767.086821778,864632.485761684,61,6,0
"17321",635187.086821778,864632.485761684,67,6,0
"17322",641607.086821778,864632.485761684,66,0,0
"17323",648027.086821778,864632.485761684,71,2,0
"17324",654447.086821778,864632.485761684,63,1,0
"17325",660867.086821778,864632.485761684,15,0,0
"17340",757167.086821778,864632.485761684,28,1,0
"17341",763587.086821778,864632.485761684,65,0,0
"17342",770007.086821778,864632.485761684,58,0,0
"17343",776427.086821778,864632.485761684,59,0,0
"17344",782847.086821778,864632.485761684,60,0,0
"17345",789267.086821778,864632.485761684,66,0,0
"17346",795687.086821778,864632.485761684,61,0,0
"17347",802107.086821778,864632.485761684,63,0,0
"17348",808527.086821778,864632.485761684,69,3,0
"17349",814947.086821778,864632.485761684,68,1,0
"17350",821367.086821778,864632.485761684,67,2,0
"17351",827787.086821778,864632.485761684,66,0,0
"17352",834207.086821778,864632.485761684,66,2,0
"17353",840627.086821778,864632.485761684,53,1,0
"17354",847047.086821778,864632.485761684,72,0,0
"17355",853467.086821778,864632.485761684,65,1,0
"17356",859887.086821778,864632.485761684,67,0,0
"17357",866307.086821778,864632.485761684,72,1,0
"17358",872727.086821778,864632.485761684,67,5,0
"17359",879147.086821778,864632.485761684,25,0,0
"17360",885567.086821778,864632.485761684,27,0,0
"17361",891987.086821778,864632.485761684,66,1,0
"17362",898407.086821778,864632.485761684,68,0,0
"17363",904827.086821778,864632.485761684,63,1,0
"17364",911247.086821778,864632.485761684,70,4,0
"17365",917667.086821778,864632.485761684,66,8,0
"17366",924087.086821778,864632.485761684,68,22,0
"17367",930507.086821778,864632.485761684,58,1,0
"17368",936927.086821778,864632.485761684,61,1,0
"17369",943347.086821778,864632.485761684,53,0,0
"17370",949767.086821778,864632.485761684,77,0,0
"17371",956187.086821778,864632.485761684,71,0,0
"17372",962607.086821778,864632.485761684,64,6,0
"17373",969027.086821778,864632.485761684,58,4,0
"17374",975447.086821778,864632.485761684,62,1,0
"17375",981867.086821778,864632.485761684,58,2,0
"17376",988287.086821778,864632.485761684,55,5,0
"17377",994707.086821778,864632.485761684,11,1,0
"17419",-64592.9131782223,855392.485761684,3,0,3
"17420",-58172.9131782223,855392.485761684,22,0,22
"17421",-51752.9131782223,855392.485761684,28,0,28
"17422",-45332.9131782223,855392.485761684,38,0,38
"17423",-38912.9131782223,855392.485761684,44,0,43
"17424",-32492.9131782223,855392.485761684,56,0,54
"17425",-26072.9131782223,855392.485761684,66,0,66
"17426",-19652.9131782223,855392.485761684,68,0,68
"17427",-13232.9131782223,855392.485761684,67,0,67
"17428",-6812.91317822225,855392.485761684,69,0,69
"17429",-392.913178222254,855392.485761684,68,0,65
"17430",6027.08682177775,855392.485761684,69,0,52
"17431",12447.0868217777,855392.485761684,68,0,59
"17432",18867.0868217777,855392.485761684,73,0,65
"17433",25287.0868217777,855392.485761684,70,0,68
"17434",31707.0868217777,855392.485761684,68,0,63
"17435",38127.0868217777,855392.485761684,74,0,68
"17436",44547.0868217777,855392.485761684,68,0,62
"17437",50967.0868217777,855392.485761684,67,0,60
"17438",57387.0868217777,855392.485761684,69,0,60
"17439",63807.0868217777,855392.485761684,67,0,66
"17440",70227.0868217777,855392.485761684,75,0,74
"17441",76647.0868217777,855392.485761684,68,0,57
"17442",83067.0868217777,855392.485761684,69,0,62
"17443",89487.0868217777,855392.485761684,67,0,63
"17444",95907.0868217777,855392.485761684,64,0,57
"17445",102327.086821778,855392.485761684,69,0,54
"17446",108747.086821778,855392.485761684,68,0,57
"17447",115167.086821778,855392.485761684,78,0,71
"17448",121587.086821778,855392.485761684,68,0,52
"17449",128007.086821778,855392.485761684,70,0,58
"17450",134427.086821778,855392.485761684,68,0,64
"17451",140847.086821778,855392.485761684,70,0,56
"17452",147267.086821778,855392.485761684,68,0,58
"17453",153687.086821778,855392.485761684,68,0,62
"17454",160107.086821778,855392.485761684,67,0,64
"17455",166527.086821778,855392.485761684,77,0,72
"17456",172947.086821778,855392.485761684,69,0,53
"17457",179367.086821778,855392.485761684,70,1,60
"17458",185787.086821778,855392.485761684,68,7,32
"17459",192207.086821778,855392.485761684,69,5,18
"17460",198627.086821778,855392.485761684,69,0,21
"17461",205047.086821778,855392.485761684,73,2,26
"17462",211467.086821778,855392.485761684,69,5,25
"17463",217887.086821778,855392.485761684,81,1,54
"17464",224307.086821778,855392.485761684,76,6,41
"17465",230727.086821778,855392.485761684,78,0,76
"17466",237147.086821778,855392.485761684,79,0,79
"17467",243567.086821778,855392.485761684,87,6,59
"17468",249987.086821778,855392.485761684,77,6,42
"17469",256407.086821778,855392.485761684,77,8,34
"17470",262827.086821778,855392.485761684,71,4,38
"17471",269247.086821778,855392.485761684,70,8,26
"17472",275667.086821778,855392.485761684,69,1,17
"17473",282087.086821778,855392.485761684,70,8,14
"17474",288507.086821778,855392.485761684,69,5,34
"17475",294927.086821778,855392.485761684,74,7,31
"17476",301347.086821778,855392.485761684,70,3,31
"17477",307767.086821778,855392.485761684,68,2,21
"17478",314187.086821778,855392.485761684,70,0,9
"17479",320607.086821778,855392.485761684,66,1,0
"17480",327027.086821778,855392.485761684,70,0,0
"17481",333447.086821778,855392.485761684,70,1,1
"17482",339867.086821778,855392.485761684,70,0,0
"17483",346287.086821778,855392.485761684,56,7,0
"17484",352707.086821778,855392.485761684,61,8,0
"17485",359127.086821778,855392.485761684,50,18,0
"17486",365547.086821778,855392.485761684,66,4,1
"17487",371967.086821778,855392.485761684,64,7,0
"17488",378387.086821778,855392.485761684,66,1,0
"17489",384807.086821778,855392.485761684,68,3,0
"17490",391227.086821778,855392.485761684,70,1,0
"17491",397647.086821778,855392.485761684,67,0,0
"17492",404067.086821778,855392.485761684,68,1,0
"17493",410487.086821778,855392.485761684,67,3,0
"17494",416907.086821778,855392.485761684,68,2,0
"17495",423327.086821778,855392.485761684,67,1,0
"17496",429747.086821778,855392.485761684,64,5,0
"17497",436167.086821778,855392.485761684,69,1,0
"17498",442587.086821778,855392.485761684,67,0,0
"17499",449007.086821778,855392.485761684,62,8,0
"17500",455427.086821778,855392.485761684,71,6,1
"17501",461847.086821778,855392.485761684,66,5,0
"17502",468267.086821778,855392.485761684,71,0,0
"17503",474687.086821778,855392.485761684,69,0,0
"17504",481107.086821778,855392.485761684,68,0,0
"17505",487527.086821778,855392.485761684,70,0,0
"17506",493947.086821778,855392.485761684,62,12,0
"17507",500367.086821778,855392.485761684,73,2,0
"17508",506787.086821778,855392.485761684,65,2,0
"17509",513207.086821778,855392.485761684,72,1,0
"17510",519627.086821778,855392.485761684,72,2,0
"17511",526047.086821778,855392.485761684,65,6,0
"17512",532467.086821778,855392.485761684,69,2,0
"17513",538887.086821778,855392.485761684,69,1,0
"17514",545307.086821778,855392.485761684,66,18,0
"17515",551727.086821778,855392.485761684,63,39,0
"17516",558147.086821778,855392.485761684,67,31,0
"17517",564567.086821778,855392.485761684,69,24,0
"17518",570987.086821778,855392.485761684,56,17,0
"17519",577407.086821778,855392.485761684,76,1,0
"17520",583827.086821778,855392.485761684,71,33,0
"17521",590247.086821778,855392.485761684,70,70,0
"17522",596667.086821778,855392.485761684,65,27,0
"17523",603087.086821778,855392.485761684,68,4,0
"17524",609507.086821778,855392.485761684,65,11,0
"17525",615927.086821778,855392.485761684,67,3,0
"17526",622347.086821778,855392.485761684,65,5,0
"17527",628767.086821778,855392.485761684,65,3,0
"17528",635187.086821778,855392.485761684,68,3,0
"17529",641607.086821778,855392.485761684,67,3,0
"17530",648027.086821778,855392.485761684,65,2,0
"17531",654447.086821778,855392.485761684,61,9,0
"17532",660867.086821778,855392.485761684,18,0,0
"17546",750747.086821778,855392.485761684,20,0,0
"17547",757167.086821778,855392.485761684,55,2,0
"17548",763587.086821778,855392.485761684,65,1,0
"17549",770007.086821778,855392.485761684,63,4,0
"17550",776427.086821778,855392.485761684,68,1,0
"17551",782847.086821778,855392.485761684,64,0,0
"17552",789267.086821778,855392.485761684,59,0,0
"17553",795687.086821778,855392.485761684,67,0,0
"17554",802107.086821778,855392.485761684,67,0,0
"17555",808527.086821778,855392.485761684,67,0,0
"17556",814947.086821778,855392.485761684,64,0,0
"17557",821367.086821778,855392.485761684,56,1,0
"17558",827787.086821778,855392.485761684,67,0,0
"17559",834207.086821778,855392.485761684,71,1,0
"17560",840627.086821778,855392.485761684,64,1,0
"17561",847047.086821778,855392.485761684,63,0,0
"17562",853467.086821778,855392.485761684,69,1,0
"17563",859887.086821778,855392.485761684,71,0,0
"17564",866307.086821778,855392.485761684,65,1,0
"17565",872727.086821778,855392.485761684,67,2,0
"17566",879147.086821778,855392.485761684,72,1,0
"17567",885567.086821778,855392.485761684,69,2,0
"17568",891987.086821778,855392.485761684,70,2,0
"17569",898407.086821778,855392.485761684,63,0,0
"17570",904827.086821778,855392.485761684,61,1,0
"17571",911247.086821778,855392.485761684,58,3,0
"17572",917667.086821778,855392.485761684,61,14,0
"17573",924087.086821778,855392.485761684,57,18,0
"17574",930507.086821778,855392.485761684,63,7,0
"17575",936927.086821778,855392.485761684,63,8,0
"17576",943347.086821778,855392.485761684,62,0,0
"17577",949767.086821778,855392.485761684,79,1,0
"17578",956187.086821778,855392.485761684,65,2,0
"17579",962607.086821778,855392.485761684,68,1,0
"17580",969027.086821778,855392.485761684,71,5,0
"17581",975447.086821778,855392.485761684,62,2,0
"17582",981867.086821778,855392.485761684,26,2,0
"17583",988287.086821778,855392.485761684,10,2,0
"17633",-19652.9131782223,846152.485761684,4,0,4
"17634",-13232.9131782223,846152.485761684,11,0,11
"17635",-6812.91317822225,846152.485761684,20,0,20
"17636",-392.913178222254,846152.485761684,27,0,25
"17637",6027.08682177775,846152.485761684,34,0,33
"17638",12447.0868217777,846152.485761684,41,0,35
"17639",18867.0868217777,846152.485761684,48,0,34
"17640",25287.0868217777,846152.485761684,55,0,47
"17641",31707.0868217777,846152.485761684,64,0,52
"17642",38127.0868217777,846152.485761684,64,0,59
"17643",44547.0868217777,846152.485761684,78,0,62
"17644",50967.0868217777,846152.485761684,70,0,64
"17645",57387.0868217777,846152.485761684,68,0,66
"17646",63807.0868217777,846152.485761684,71,0,67
"17647",70227.0868217777,846152.485761684,72,0,70
"17648",76647.0868217777,846152.485761684,69,0,62
"17649",83067.0868217777,846152.485761684,68,0,54
"17650",89487.0868217777,846152.485761684,69,1,51
"17651",95907.0868217777,846152.485761684,65,0,48
"17652",102327.086821778,846152.485761684,71,0,54
"17653",108747.086821778,846152.485761684,68,0,57
"17654",115167.086821778,846152.485761684,74,0,57
"17655",121587.086821778,846152.485761684,69,0,61
"17656",128007.086821778,846152.485761684,67,2,48
"17657",134427.086821778,846152.485761684,69,0,60
"17658",140847.086821778,846152.485761684,68,0,54
"17659",147267.086821778,846152.485761684,69,1,54
"17660",153687.086821778,846152.485761684,69,0,43
"17661",160107.086821778,846152.485761684,71,0,60
"17662",166527.086821778,846152.485761684,71,0,65
"17663",172947.086821778,846152.485761684,70,1,49
"17664",179367.086821778,846152.485761684,66,1,25
"17665",185787.086821778,846152.485761684,71,2,15
"17666",192207.086821778,846152.485761684,67,3,20
"17667",198627.086821778,846152.485761684,69,1,14
"17668",205047.086821778,846152.485761684,67,1,0
"17669",211467.086821778,846152.485761684,74,0,5
"17670",217887.086821778,846152.485761684,68,7,35
"17671",224307.086821778,846152.485761684,70,5,16
"17672",230727.086821778,846152.485761684,68,0,62
"17673",237147.086821778,846152.485761684,69,0,67
"17674",243567.086821778,846152.485761684,68,0,58
"17675",249987.086821778,846152.485761684,73,0,68
"17676",256407.086821778,846152.485761684,73,1,54
"17677",262827.086821778,846152.485761684,84,0,69
"17678",269247.086821778,846152.485761684,79,0,56
"17679",275667.086821778,846152.485761684,79,0,25
"17680",282087.086821778,846152.485761684,79,1,18
"17681",288507.086821778,846152.485761684,77,0,49
"17682",294927.086821778,846152.485761684,76,3,33
"17683",301347.086821778,846152.485761684,68,0,55
"17684",307767.086821778,846152.485761684,73,0,23
"17685",314187.086821778,846152.485761684,73,2,2
"17686",320607.086821778,846152.485761684,70,2,1
"17687",327027.086821778,846152.485761684,71,0,4
"17688",333447.086821778,846152.485761684,68,5,0
"17689",339867.086821778,846152.485761684,70,1,1
"17690",346287.086821778,846152.485761684,69,2,0
"17691",352707.086821778,846152.485761684,61,3,2
"17692",359127.086821778,846152.485761684,45,25,0
"17693",365547.086821778,846152.485761684,54,12,3
"17694",371967.086821778,846152.485761684,52,14,3
"17695",378387.086821778,846152.485761684,60,8,0
"17696",384807.086821778,846152.485761684,64,5,0
"17697",391227.086821778,846152.485761684,67,0,0
"17698",397647.086821778,846152.485761684,67,3,0
"17699",404067.086821778,846152.485761684,68,3,0
"17700",410487.086821778,846152.485761684,68,0,0
"17701",416907.086821778,846152.485761684,70,2,0
"17702",423327.086821778,846152.485761684,65,2,0
"17703",429747.086821778,846152.485761684,68,1,0
"17704",436167.086821778,846152.485761684,67,0,0
"17705",442587.086821778,846152.485761684,69,2,0
"17706",449007.086821778,846152.485761684,64,6,0
"17707",455427.086821778,846152.485761684,65,6,1
"17708",461847.086821778,846152.485761684,70,4,1
"17709",468267.086821778,846152.485761684,69,0,0
"17710",474687.086821778,846152.485761684,67,1,0
"17711",481107.086821778,846152.485761684,70,0,0
"17712",487527.086821778,846152.485761684,68,0,0
"17713",493947.086821778,846152.485761684,66,4,0
"17714",500367.086821778,846152.485761684,69,1,0
"17715",506787.086821778,846152.485761684,68,1,0
"17716",513207.086821778,846152.485761684,63,10,0
"17717",519627.086821778,846152.485761684,63,4,0
"17718",526047.086821778,846152.485761684,70,6,0
"17719",532467.086821778,846152.485761684,65,9,0
"17720",538887.086821778,846152.485761684,69,3,0
"17721",545307.086821778,846152.485761684,60,19,0
"17722",551727.086821778,846152.485761684,65,9,0
"17723",558147.086821778,846152.485761684,69,6,0
"17724",564567.086821778,846152.485761684,50,25,0
"17725",570987.086821778,846152.485761684,63,32,0
"17726",577407.086821778,846152.485761684,63,25,0
"17727",583827.086821778,846152.485761684,71,69,0
"17728",590247.086821778,846152.485761684,64,64,0
"17729",596667.086821778,846152.485761684,72,72,0
"17730",603087.086821778,846152.485761684,63,19,0
"17731",609507.086821778,846152.485761684,65,3,0
"17732",615927.086821778,846152.485761684,64,11,0
"17733",622347.086821778,846152.485761684,63,8,0
"17734",628767.086821778,846152.485761684,65,8,0
"17735",635187.086821778,846152.485761684,62,4,0
"17736",641607.086821778,846152.485761684,66,3,0
"17737",648027.086821778,846152.485761684,48,1,0
"17738",654447.086821778,846152.485761684,4,0,0
"17752",744327.086821778,846152.485761684,8,0,0
"17753",750747.086821778,846152.485761684,60,2,0
"17754",757167.086821778,846152.485761684,62,1,0
"17755",763587.086821778,846152.485761684,62,2,0
"17756",770007.086821778,846152.485761684,64,6,0
"17757",776427.086821778,846152.485761684,63,1,0
"17758",782847.086821778,846152.485761684,61,4,0
"17759",789267.086821778,846152.485761684,69,3,0
"17760",795687.086821778,846152.485761684,72,17,0
"17761",802107.086821778,846152.485761684,68,5,0
"17762",808527.086821778,846152.485761684,66,3,0
"17763",814947.086821778,846152.485761684,64,5,0
"17764",821367.086821778,846152.485761684,65,9,0
"17765",827787.086821778,846152.485761684,67,4,0
"17766",834207.086821778,846152.485761684,63,2,0
"17767",840627.086821778,846152.485761684,69,5,0
"17768",847047.086821778,846152.485761684,72,0,0
"17769",853467.086821778,846152.485761684,58,0,0
"17770",859887.086821778,846152.485761684,42,1,0
"17771",866307.086821778,846152.485761684,48,0,0
"17772",872727.086821778,846152.485761684,48,0,0
"17773",879147.086821778,846152.485761684,48,0,0
"17774",885567.086821778,846152.485761684,48,0,0
"17775",891987.086821778,846152.485761684,50,1,0
"17776",898407.086821778,846152.485761684,56,2,0
"17777",904827.086821778,846152.485761684,56,0,0
"17778",911247.086821778,846152.485761684,45,0,0
"17779",917667.086821778,846152.485761684,44,4,0
"17780",924087.086821778,846152.485761684,55,13,0
"17781",930507.086821778,846152.485761684,53,8,0
"17782",936927.086821778,846152.485761684,50,0,0
"17783",943347.086821778,846152.485761684,48,0,0
"17784",949767.086821778,846152.485761684,59,0,0
"17785",956187.086821778,846152.485761684,56,0,0
"17786",962607.086821778,846152.485761684,60,3,0
"17787",969027.086821778,846152.485761684,56,0,0
"17788",975447.086821778,846152.485761684,27,1,0
"17849",38127.0868217777,836912.485761684,3,0,2
"17850",44547.0868217777,836912.485761684,9,1,5
"17851",50967.0868217777,836912.485761684,18,0,15
"17852",57387.0868217777,836912.485761684,22,0,20
"17853",63807.0868217777,836912.485761684,31,0,30
"17854",70227.0868217777,836912.485761684,34,0,30
"17855",76647.0868217777,836912.485761684,43,0,39
"17856",83067.0868217777,836912.485761684,50,0,42
"17857",89487.0868217777,836912.485761684,57,0,27
"17858",95907.0868217777,836912.485761684,58,0,43
"17859",102327.086821778,836912.485761684,65,0,47
"17860",108747.086821778,836912.485761684,70,0,55
"17861",115167.086821778,836912.485761684,74,0,61
"17862",121587.086821778,836912.485761684,70,0,55
"17863",128007.086821778,836912.485761684,67,1,54
"17864",134427.086821778,836912.485761684,69,0,60
"17865",140847.086821778,836912.485761684,68,0,56
"17866",147267.086821778,836912.485761684,69,0,63
"17867",153687.086821778,836912.485761684,68,0,64
"17868",160107.086821778,836912.485761684,69,0,65
"17869",166527.086821778,836912.485761684,68,0,64
"17870",172947.086821778,836912.485761684,69,0,61
"17871",179367.086821778,836912.485761684,70,5,27
"17872",185787.086821778,836912.485761684,68,8,5
"17873",192207.086821778,836912.485761684,69,4,4
"17874",198627.086821778,836912.485761684,70,2,45
"17875",205047.086821778,836912.485761684,69,1,2
"17876",211467.086821778,836912.485761684,71,1,30
"17877",217887.086821778,836912.485761684,69,0,6
"17878",224307.086821778,836912.485761684,67,6,24
"17879",230727.086821778,836912.485761684,68,2,51
"17880",237147.086821778,836912.485761684,69,0,60
"17881",243567.086821778,836912.485761684,69,0,69
"17882",249987.086821778,836912.485761684,69,0,66
"17883",256407.086821778,836912.485761684,67,0,30
"17884",262827.086821778,836912.485761684,77,5,23
"17885",269247.086821778,836912.485761684,68,0,16
"17886",275667.086821778,836912.485761684,70,0,36
"17887",282087.086821778,836912.485761684,67,0,21
"17888",288507.086821778,836912.485761684,70,0,31
"17889",294927.086821778,836912.485761684,69,2,17
"17890",301347.086821778,836912.485761684,70,1,17
"17891",307767.086821778,836912.485761684,71,3,7
"17892",314187.086821778,836912.485761684,68,9,9
"17893",320607.086821778,836912.485761684,71,5,5
"17894",327027.086821778,836912.485761684,66,8,7
"17895",333447.086821778,836912.485761684,71,3,9
"17896",339867.086821778,836912.485761684,70,3,5
"17897",346287.086821778,836912.485761684,72,1,1
"17898",352707.086821778,836912.485761684,69,1,2
"17899",359127.086821778,836912.485761684,38,37,1
"17900",365547.086821778,836912.485761684,63,8,0
"17901",371967.086821778,836912.485761684,50,17,1
"17902",378387.086821778,836912.485761684,57,12,0
"17903",384807.086821778,836912.485761684,62,5,0
"17904",391227.086821778,836912.485761684,61,10,0
"17905",397647.086821778,836912.485761684,66,4,0
"17906",404067.086821778,836912.485761684,65,4,0
"17907",410487.086821778,836912.485761684,70,0,0
"17908",416907.086821778,836912.485761684,71,1,0
"17909",423327.086821778,836912.485761684,62,4,0
"17910",429747.086821778,836912.485761684,63,6,0
"17911",436167.086821778,836912.485761684,70,0,0
"17912",442587.086821778,836912.485761684,73,0,0
"17913",449007.086821778,836912.485761684,68,0,0
"17914",455427.086821778,836912.485761684,71,3,0
"17915",461847.086821778,836912.485761684,73,2,0
"17916",468267.086821778,836912.485761684,63,5,0
"17917",474687.086821778,836912.485761684,70,0,0
"17918",481107.086821778,836912.485761684,71,1,0
"17919",487527.086821778,836912.485761684,68,0,0
"17920",493947.086821778,836912.485761684,76,0,0
"17921",500367.086821778,836912.485761684,76,1,0
"17922",506787.086821778,836912.485761684,69,2,0
"17923",513207.086821778,836912.485761684,65,3,0
"17924",519627.086821778,836912.485761684,70,1,0
"17925",526047.086821778,836912.485761684,61,7,1
"17926",532467.086821778,836912.485761684,44,21,0
"17927",538887.086821778,836912.485761684,54,13,0
"17928",545307.086821778,836912.485761684,65,6,0
