"","x","y","cell","plots"
"22883",653000,878000,22883,75
"22884",661000,878000,22884,33
"22897",765000,878000,22897,58
"22898",773000,878000,22898,66
"22899",781000,878000,22899,66
"22900",789000,878000,22900,69
"22901",797000,878000,22901,70
"22902",805000,878000,22902,70
"22903",813000,878000,22903,67
"22904",821000,878000,22904,69
"22905",829000,878000,22905,75
"22906",837000,878000,22906,74
"22907",845000,878000,22907,71
"22908",853000,878000,22908,72
"22909",861000,878000,22909,73
"22910",869000,878000,22910,73
"22911",877000,878000,22911,65
"22912",885000,878000,22912,41
"22913",893000,878000,22913,68
"22914",901000,878000,22914,73
"22915",909000,878000,22915,73
"22916",917000,878000,22916,66
"22917",925000,878000,22917,72
"22918",933000,878000,22918,72
"22919",941000,878000,22919,73
"22920",949000,878000,22920,53
"22921",957000,878000,22921,25
"22922",965000,878000,22922,21
"22923",973000,878000,22923,18
"22924",981000,878000,22924,72
"22925",989000,878000,22925,61
"22926",997000,878000,22926,10
"23090",-59000,870000,23090,49
"23091",-51000,870000,23091,74
"23092",-43000,870000,23092,73
"23093",-35000,870000,23093,71
"23094",-27000,870000,23094,80
"23095",-19000,870000,23095,76
"23096",-11000,870000,23096,74
"23097",-3000,870000,23097,64
"23098",5000,870000,23098,74
"23099",13000,870000,23099,72
"23100",21000,870000,23100,78
"23101",29000,870000,23101,67
"23102",37000,870000,23102,47
"23103",45000,870000,23103,63
"23104",53000,870000,23104,66
"23105",61000,870000,23105,67
"23106",69000,870000,23106,72
"23107",77000,870000,23107,69
"23108",85000,870000,23108,69
"23109",93000,870000,23109,67
"23110",101000,870000,23110,66
"23111",109000,870000,23111,76
"23112",117000,870000,23112,70
"23113",125000,870000,23113,56
"23114",133000,870000,23114,55
"23115",141000,870000,23115,64
"23116",149000,870000,23116,67
"23117",157000,870000,23117,74
"23118",165000,870000,23118,69
"23119",173000,870000,23119,72
"23120",181000,870000,23120,70
"23121",189000,870000,23121,74
"23122",197000,870000,23122,71
"23123",205000,870000,23123,68
"23124",213000,870000,23124,66
"23125",221000,870000,23125,71
"23126",229000,870000,23126,69
"23127",237000,870000,23127,75
"23128",245000,870000,23128,78
"23129",253000,870000,23129,75
"23130",261000,870000,23130,72
"23131",269000,870000,23131,75
"23132",277000,870000,23132,71
"23133",285000,870000,23133,75
"23134",293000,870000,23134,71
"23135",301000,870000,23135,74
"23136",309000,870000,23136,74
"23137",317000,870000,23137,74
"23138",325000,870000,23138,60
"23139",333000,870000,23139,68
"23140",341000,870000,23140,73
"23141",349000,870000,23141,68
"23142",357000,870000,23142,74
"23143",365000,870000,23143,72
"23144",373000,870000,23144,72
"23145",381000,870000,23145,72
"23146",389000,870000,23146,66
"23147",397000,870000,23147,70
"23148",405000,870000,23148,72
"23149",413000,870000,23149,71
"23150",421000,870000,23150,71
"23151",429000,870000,23151,70
"23152",437000,870000,23152,74
"23153",445000,870000,23153,71
"23154",453000,870000,23154,75
"23155",461000,870000,23155,72
"23156",469000,870000,23156,73
"23157",477000,870000,23157,65
"23158",485000,870000,23158,75
"23159",493000,870000,23159,73
"23160",501000,870000,23160,68
"23161",509000,870000,23161,77
"23162",517000,870000,23162,73
"23163",525000,870000,23163,69
"23164",533000,870000,23164,68
"23165",541000,870000,23165,78
"23166",549000,870000,23166,66
"23167",557000,870000,23167,75
"23168",565000,870000,23168,79
"23169",573000,870000,23169,76
"23170",581000,870000,23170,78
"23171",589000,870000,23171,70
"23172",597000,870000,23172,42
"23173",605000,870000,23173,64
"23174",613000,870000,23174,68
"23175",621000,870000,23175,72
"23176",629000,870000,23176,68
"23177",637000,870000,23177,75
"23178",645000,870000,23178,74
"23179",653000,870000,23179,77
"23180",661000,870000,23180,11
"23192",757000,870000,23192,10
"23193",765000,870000,23193,55
"23194",773000,870000,23194,60
"23195",781000,870000,23195,60
"23196",789000,870000,23196,68
"23197",797000,870000,23197,67
"23198",805000,870000,23198,69
"23199",813000,870000,23199,71
"23200",821000,870000,23200,70
"23201",829000,870000,23201,72
"23202",837000,870000,23202,71
"23203",845000,870000,23203,73
"23204",853000,870000,23204,72
"23205",861000,870000,23205,71
"23206",869000,870000,23206,69
"23207",877000,870000,23207,55
"23208",885000,870000,23208,59
"23209",893000,870000,23209,74
"23210",901000,870000,23210,65
"23211",909000,870000,23211,69
"23212",917000,870000,23212,66
"23213",925000,870000,23213,75
"23214",933000,870000,23214,71
"23215",941000,870000,23215,65
"23216",949000,870000,23216,68
"23217",957000,870000,23217,56
"23218",965000,870000,23218,63
"23219",973000,870000,23219,62
"23220",981000,870000,23220,72
"23221",989000,870000,23221,67
"23222",997000,870000,23222,2
"23386",-59000,862000,23386,59
"23387",-51000,862000,23387,76
"23388",-43000,862000,23388,73
"23389",-35000,862000,23389,74
"23390",-27000,862000,23390,75
"23391",-19000,862000,23391,74
"23392",-11000,862000,23392,74
"23393",-3000,862000,23393,68
"23394",5000,862000,23394,63
"23395",13000,862000,23395,71
"23396",21000,862000,23396,78
"23397",29000,862000,23397,67
"23398",37000,862000,23398,61
"23399",45000,862000,23399,69
"23400",53000,862000,23400,72
"23401",61000,862000,23401,71
"23402",69000,862000,23402,75
"23403",77000,862000,23403,71
"23404",85000,862000,23404,71
"23405",93000,862000,23405,64
"23406",101000,862000,23406,57
"23407",109000,862000,23407,66
"23408",117000,862000,23408,74
"23409",125000,862000,23409,71
"23410",133000,862000,23410,57
"23411",141000,862000,23411,63
"23412",149000,862000,23412,52
"23413",157000,862000,23413,69
"23414",165000,862000,23414,79
"23415",173000,862000,23415,68
"23416",181000,862000,23416,76
"23417",189000,862000,23417,72
"23418",197000,862000,23418,66
"23419",205000,862000,23419,66
"23420",213000,862000,23420,66
"23421",221000,862000,23421,76
"23422",229000,862000,23422,70
"23423",237000,862000,23423,74
"23424",245000,862000,23424,80
"23425",253000,862000,23425,73
"23426",261000,862000,23426,72
"23427",269000,862000,23427,74
"23428",277000,862000,23428,74
"23429",285000,862000,23429,74
"23430",293000,862000,23430,78
"23431",301000,862000,23431,73
"23432",309000,862000,23432,73
"23433",317000,862000,23433,74
"23434",325000,862000,23434,75
"23435",333000,862000,23435,67
"23436",341000,862000,23436,69
"23437",349000,862000,23437,72
"23438",357000,862000,23438,72
"23439",365000,862000,23439,73
"23440",373000,862000,23440,73
"23441",381000,862000,23441,73
"23442",389000,862000,23442,73
"23443",397000,862000,23443,74
"23444",405000,862000,23444,75
"23445",413000,862000,23445,76
"23446",421000,862000,23446,71
"23447",429000,862000,23447,71
"23448",437000,862000,23448,75
"23449",445000,862000,23449,72
"23450",453000,862000,23450,75
"23451",461000,862000,23451,73
"23452",469000,862000,23452,69
"23453",477000,862000,23453,74
"23454",485000,862000,23454,74
"23455",493000,862000,23455,74
"23456",501000,862000,23456,74
"23457",509000,862000,23457,70
"23458",517000,862000,23458,72
"23459",525000,862000,23459,70
"23460",533000,862000,23460,69
"23461",541000,862000,23461,74
"23462",549000,862000,23462,68
"23463",557000,862000,23463,61
"23464",565000,862000,23464,74
"23465",573000,862000,23465,76
"23466",581000,862000,23466,65
"23467",589000,862000,23467,49
"23468",597000,862000,23468,73
"23469",605000,862000,23469,73
"23470",613000,862000,23470,75
"23471",621000,862000,23471,74
"23472",629000,862000,23472,73
"23473",637000,862000,23473,74
"23474",645000,862000,23474,74
"23475",653000,862000,23475,74
"23476",661000,862000,23476,21
"23488",757000,862000,23488,35
"23489",765000,862000,23489,66
"23490",773000,862000,23490,65
"23491",781000,862000,23491,62
"23492",789000,862000,23492,67
"23493",797000,862000,23493,70
"23494",805000,862000,23494,72
"23495",813000,862000,23495,68
"23496",821000,862000,23496,70
"23497",829000,862000,23497,72
"23498",837000,862000,23498,60
"23499",845000,862000,23499,62
"23500",853000,862000,23500,68
"23501",861000,862000,23501,75
"23502",869000,862000,23502,65
"23503",877000,862000,23503,55
"23504",885000,862000,23504,27
"23505",893000,862000,23505,67
"23506",901000,862000,23506,73
"23507",909000,862000,23507,75
"23508",917000,862000,23508,72
"23509",925000,862000,23509,69
"23510",933000,862000,23510,64
"23511",941000,862000,23511,66
"23512",949000,862000,23512,70
"23513",957000,862000,23513,69
"23514",965000,862000,23514,58
"23515",973000,862000,23515,68
"23516",981000,862000,23516,61
"23517",989000,862000,23517,41
"23682",-59000,854000,23682,8
"23683",-51000,854000,23683,19
"23684",-43000,854000,23684,31
"23685",-35000,854000,23685,44
"23686",-27000,854000,23686,60
"23687",-19000,854000,23687,69
"23688",-11000,854000,23688,74
"23689",-3000,854000,23689,72
"23690",5000,854000,23690,64
"23691",13000,854000,23691,64
"23692",21000,854000,23692,68
"23693",29000,854000,23693,69
"23694",37000,854000,23694,72
"23695",45000,854000,23695,69
"23696",53000,854000,23696,71
"23697",61000,854000,23697,72
"23698",69000,854000,23698,77
"23699",77000,854000,23699,63
"23700",85000,854000,23700,66
"23701",93000,854000,23701,62
"23702",101000,854000,23702,59
"23703",109000,854000,23703,62
"23704",117000,854000,23704,75
"23705",125000,854000,23705,73
"23706",133000,854000,23706,69
"23707",141000,854000,23707,56
"23708",149000,854000,23708,67
"23709",157000,854000,23709,69
"23710",165000,854000,23710,75
"23711",173000,854000,23711,58
"23712",181000,854000,23712,63
"23713",189000,854000,23713,62
"23714",197000,854000,23714,53
"23715",205000,854000,23715,69
"23716",213000,854000,23716,69
"23717",221000,854000,23717,85
"23718",229000,854000,23718,82
"23719",237000,854000,23719,88
"23720",245000,854000,23720,93
"23721",253000,854000,23721,86
"23722",261000,854000,23722,84
"23723",269000,854000,23723,78
"23724",277000,854000,23724,72
"23725",285000,854000,23725,72
"23726",293000,854000,23726,75
"23727",301000,854000,23727,73
"23728",309000,854000,23728,69
"23729",317000,854000,23729,75
"23730",325000,854000,23730,72
"23731",333000,854000,23731,76
"23732",341000,854000,23732,75
"23733",349000,854000,23733,61
"23734",357000,854000,23734,72
"23735",365000,854000,23735,75
"23736",373000,854000,23736,72
"23737",381000,854000,23737,75
"23738",389000,854000,23738,71
"23739",397000,854000,23739,72
"23740",405000,854000,23740,72
"23741",413000,854000,23741,71
"23742",421000,854000,23742,69
"23743",429000,854000,23743,71
"23744",437000,854000,23744,71
"23745",445000,854000,23745,68
"23746",453000,854000,23746,72
"23747",461000,854000,23747,68
"23748",469000,854000,23748,74
"23749",477000,854000,23749,74
"23750",485000,854000,23750,75
"23751",493000,854000,23751,78
"23752",501000,854000,23752,77
"23753",509000,854000,23753,78
"23754",517000,854000,23754,70
"23755",525000,854000,23755,68
"23756",533000,854000,23756,68
"23757",541000,854000,23757,67
"23758",549000,854000,23758,48
"23759",557000,854000,23759,46
"23760",565000,854000,23760,58
"23761",573000,854000,23761,79
"23762",581000,854000,23762,67
"23763",589000,854000,23763,4
"23764",597000,854000,23764,35
"23765",605000,854000,23765,70
"23766",613000,854000,23766,77
"23767",621000,854000,23767,76
"23768",629000,854000,23768,74
"23769",637000,854000,23769,74
"23770",645000,854000,23770,78
"23771",653000,854000,23771,70
"23772",661000,854000,23772,17
"23783",749000,854000,23783,19
"23784",757000,854000,23784,64
"23785",765000,854000,23785,69
"23786",773000,854000,23786,69
"23787",781000,854000,23787,66
"23788",789000,854000,23788,67
"23789",797000,854000,23789,72
"23790",805000,854000,23790,66
"23791",813000,854000,23791,69
"23792",821000,854000,23792,59
"23793",829000,854000,23793,68
"23794",837000,854000,23794,66
"23795",845000,854000,23795,70
"23796",853000,854000,23796,75
"23797",861000,854000,23797,70
"23798",869000,854000,23798,73
"23799",877000,854000,23799,75
"23800",885000,854000,23800,70
"23801",893000,854000,23801,68
"23802",901000,854000,23802,71
"23803",909000,854000,23803,66
"23804",917000,854000,23804,68
"23805",925000,854000,23805,70
"23806",933000,854000,23806,62
"23807",941000,854000,23807,62
"23808",949000,854000,23808,69
"23809",957000,854000,23809,57
"23810",965000,854000,23810,69
"23811",973000,854000,23811,67
"23812",981000,854000,23812,12
"23813",989000,854000,23813,3
"23983",-19000,846000,23983,2
"23984",-11000,846000,23984,10
"23985",-3000,846000,23985,21
"23986",5000,846000,23986,34
"23987",13000,846000,23987,35
"23988",21000,846000,23988,42
"23989",29000,846000,23989,60
"23990",37000,846000,23990,65
"23991",45000,846000,23991,62
"23992",53000,846000,23992,70
"23993",61000,846000,23993,74
"23994",69000,846000,23994,75
"23995",77000,846000,23995,65
"23996",85000,846000,23996,57
"23997",93000,846000,23997,57
"23998",101000,846000,23998,56
"23999",109000,846000,23999,62
"24000",117000,846000,24000,59
"24001",125000,846000,24001,69
"24002",133000,846000,24002,67
"24003",141000,846000,24003,58
"24004",149000,846000,24004,58
"24005",157000,846000,24005,54
"24006",165000,846000,24006,72
"24007",173000,846000,24007,61
"24008",181000,846000,24008,62
"24009",189000,846000,24009,69
"24010",197000,846000,24010,46
"24011",205000,846000,24011,37
"24012",213000,846000,24012,75
"24013",221000,846000,24013,73
"24014",229000,846000,24014,72
"24015",237000,846000,24015,72
"24016",245000,846000,24016,72
"24017",253000,846000,24017,75
"24018",261000,846000,24018,84
"24019",269000,846000,24019,80
"24020",277000,846000,24020,88
"24021",285000,846000,24021,80
"24022",293000,846000,24022,77
"24023",301000,846000,24023,78
"24024",309000,846000,24024,72
"24025",317000,846000,24025,74
"24026",325000,846000,24026,69
"24027",333000,846000,24027,69
"24028",341000,846000,24028,74
"24029",349000,846000,24029,75
"24030",357000,846000,24030,71
"24031",365000,846000,24031,74
"24032",373000,846000,24032,73
"24033",381000,846000,24033,71
"24034",389000,846000,24034,71
"24035",397000,846000,24035,69
"24036",405000,846000,24036,70
"24037",413000,846000,24037,76
"24038",421000,846000,24038,68
"24039",429000,846000,24039,71
"24040",437000,846000,24040,71
"24041",445000,846000,24041,75
"24042",453000,846000,24042,72
"24043",461000,846000,24043,72
"24044",469000,846000,24044,71
"24045",477000,846000,24045,74
"24046",485000,846000,24046,72
"24047",493000,846000,24047,75
"24048",501000,846000,24048,73
"24049",509000,846000,24049,75
"24050",517000,846000,24050,75
"24051",525000,846000,24051,69
"24052",533000,846000,24052,70
"24053",541000,846000,24053,73
"24054",549000,846000,24054,64
"24055",557000,846000,24055,64
"24056",565000,846000,24056,66
"24057",573000,846000,24057,61
"24058",581000,846000,24058,17
"24061",605000,846000,24061,74
"24062",613000,846000,24062,79
"24063",621000,846000,24063,80
"24064",629000,846000,24064,73
"24065",637000,846000,24065,73
"24066",645000,846000,24066,65
"24067",653000,846000,24067,8
"24079",749000,846000,24079,47
"24080",757000,846000,24080,72
"24081",765000,846000,24081,62
"24082",773000,846000,24082,69
"24083",781000,846000,24083,69
"24084",789000,846000,24084,69
"24085",797000,846000,24085,68
"24086",805000,846000,24086,71
"24087",813000,846000,24087,73
"24088",821000,846000,24088,68
"24089",829000,846000,24089,73
"24090",837000,846000,24090,67
"24091",845000,846000,24091,69
"24092",853000,846000,24092,58
"24093",861000,846000,24093,46
"24094",869000,846000,24094,54
"24095",877000,846000,24095,55
"24096",885000,846000,24096,55
"24097",893000,846000,24097,59
"24098",901000,846000,24098,55
"24099",909000,846000,24099,53
"24100",917000,846000,24100,45
"24101",925000,846000,24101,56
"24102",933000,846000,24102,57
"24103",941000,846000,24103,47
"24104",949000,846000,24104,66
"24105",957000,846000,24105,66
"24106",965000,846000,24106,65
"24107",973000,846000,24107,42
"24286",37000,838000,24286,4
"24287",45000,838000,24287,12
"24288",53000,838000,24288,25
"24289",61000,838000,24289,35
"24290",69000,838000,24290,45
"24291",77000,838000,24291,54
"24292",85000,838000,24292,46
"24293",93000,838000,24293,48
"24294",101000,838000,24294,61
"24295",109000,838000,24295,60
"24296",117000,838000,24296,66
"24297",125000,838000,24297,62
"24298",133000,838000,24298,69
"24299",141000,838000,24299,64
"24300",149000,838000,24300,65
"24301",157000,838000,24301,70
"24302",165000,838000,24302,71
"24303",173000,838000,24303,67
"24304",181000,838000,24304,68
"24305",189000,838000,24305,61
"24306",197000,838000,24306,64
"24307",205000,838000,24307,61
"24308",213000,838000,24308,74
"24309",221000,838000,24309,75
"24310",229000,838000,24310,72
"24311",237000,838000,24311,73
"24312",245000,838000,24312,75
"24313",253000,838000,24313,72
"24314",261000,838000,24314,79
"24315",269000,838000,24315,73
"24316",277000,838000,24316,75
"24317",285000,838000,24317,70
"24318",293000,838000,24318,75
"24319",301000,838000,24319,75
"24320",309000,838000,24320,70
"24321",317000,838000,24321,73
"24322",325000,838000,24322,76
"24323",333000,838000,24323,73
"24324",341000,838000,24324,71
"24325",349000,838000,24325,73
"24326",357000,838000,24326,63
"24327",365000,838000,24327,71
"24328",373000,838000,24328,68
"24329",381000,838000,24329,70
"24330",389000,838000,24330,73
"24331",397000,838000,24331,73
"24332",405000,838000,24332,74
"24333",413000,838000,24333,71
"24334",421000,838000,24334,71
"24335",429000,838000,24335,76
"24336",437000,838000,24336,75
"24337",445000,838000,24337,71
"24338",453000,838000,24338,78
"24339",461000,838000,24339,74
"24340",469000,838000,24340,74
"24341",477000,838000,24341,75
"24342",485000,838000,24342,72
"24343",493000,838000,24343,80
"24344",501000,838000,24344,74
"24345",509000,838000,24345,70
"24346",517000,838000,24346,73
"24347",525000,838000,24347,67
"24348",533000,838000,24348,68
"24349",541000,838000,24349,71
"24350",549000,838000,24350,70
"24351",557000,838000,24351,65
"24352",565000,838000,24352,73
"24353",573000,838000,24353,71
"24354",581000,838000,24354,5
"24357",605000,838000,24357,52
"24358",613000,838000,24358,76
"24359",621000,838000,24359,70
"24360",629000,838000,24360,74
"24361",637000,838000,24361,73
"24362",645000,838000,24362,42
"24374",741000,838000,24374,27
"24375",749000,838000,24375,63
"24376",757000,838000,24376,63
"24377",765000,838000,24377,68
"24378",773000,838000,24378,59
"24379",781000,838000,24379,73
"24380",789000,838000,24380,80
"24381",797000,838000,24381,78
"24382",805000,838000,24382,77
"24383",813000,838000,24383,74
"24384",821000,838000,24384,75
"24385",829000,838000,24385,75
"24386",837000,838000,24386,73
"24387",845000,838000,24387,78
"24388",853000,838000,24388,42
"24589",93000,830000,24589,4
"24590",101000,830000,24590,7
"24591",109000,830000,24591,14
"24592",117000,830000,24592,31
"24593",125000,830000,24593,38
"24594",133000,830000,24594,52
"24595",141000,830000,24595,69
"24596",149000,830000,24596,71
"24597",157000,830000,24597,68
"24598",165000,830000,24598,74
"24599",173000,830000,24599,59
"24600",181000,830000,24600,62
"24601",189000,830000,24601,64
"24602",197000,830000,24602,74
"24603",205000,830000,24603,73
"24604",213000,830000,24604,73
"24605",221000,830000,24605,72
"24606",229000,830000,24606,74
"24607",237000,830000,24607,72
"24608",245000,830000,24608,74
"24609",253000,830000,24609,74
"24610",261000,830000,24610,83
"24611",269000,830000,24611,73
"24612",277000,830000,24612,71
"24613",285000,830000,24613,72
"24614",293000,830000,24614,74
"24615",301000,830000,24615,75
"24616",309000,830000,24616,69
"24617",317000,830000,24617,82
"24618",325000,830000,24618,73
"24619",333000,830000,24619,74
"24620",341000,830000,24620,67
"24621",349000,830000,24621,73
"24622",357000,830000,24622,62
"24623",365000,830000,24623,71
"24624",373000,830000,24624,71
"24625",381000,830000,24625,72
"24626",389000,830000,24626,69
"24627",397000,830000,24627,70
"24628",405000,830000,24628,71
"24629",413000,830000,24629,74
"24630",421000,830000,24630,68
"24631",429000,830000,24631,73
"24632",437000,830000,24632,71
"24633",445000,830000,24633,72
"24634",453000,830000,24634,74
"24635",461000,830000,24635,74
"24636",469000,830000,24636,73
"24637",477000,830000,24637,75
"24638",485000,830000,24638,72
"24639",493000,830000,24639,86
"24640",501000,830000,24640,75
"24641",509000,830000,24641,72
"24642",517000,830000,24642,69
"24643",525000,830000,24643,71
"24644",533000,830000,24644,71
"24645",541000,830000,24645,71
"24646",549000,830000,24646,73
"24647",557000,830000,24647,60
"24648",565000,830000,24648,69
"24649",573000,830000,24649,73
"24650",581000,830000,24650,41
"24651",589000,830000,24651,5
"24652",597000,830000,24652,49
"24653",605000,830000,24653,51
"24654",613000,830000,24654,73
"24655",621000,830000,24655,71
"24656",629000,830000,24656,73
"24657",637000,830000,24657,74
"24658",645000,830000,24658,16
"24670",741000,830000,24670,25
"24671",749000,830000,24671,66
"24672",757000,830000,24672,69
"24673",765000,830000,24673,69
"24674",773000,830000,24674,64
"24675",781000,830000,24675,73
"24676",789000,830000,24676,64
"24677",797000,830000,24677,77
"24678",805000,830000,24678,76
"24679",813000,830000,24679,78
"24680",821000,830000,24680,80
"24681",829000,830000,24681,77
"24682",837000,830000,24682,75
"24683",845000,830000,24683,73
"24684",853000,830000,24684,36
"24892",149000,822000,24892,7
"24893",157000,822000,24893,16
"24894",165000,822000,24894,24
"24895",173000,822000,24895,29
"24896",181000,822000,24896,40
"24897",189000,822000,24897,40
"24898",197000,822000,24898,62
"24899",205000,822000,24899,71
"24900",213000,822000,24900,71
"24901",221000,822000,24901,71
"24902",229000,822000,24902,74
"24903",237000,822000,24903,74
"24904",245000,822000,24904,75
"24905",253000,822000,24905,74
"24906",261000,822000,24906,80
"24907",269000,822000,24907,70
"24908",277000,822000,24908,71
"24909",285000,822000,24909,72
"24910",293000,822000,24910,72
"24911",301000,822000,24911,75
"24912",309000,822000,24912,72
"24913",317000,822000,24913,78
"24914",325000,822000,24914,74
"24915",333000,822000,24915,73
"24916",341000,822000,24916,73
"24917",349000,822000,24917,75
"24918",357000,822000,24918,65
"24919",365000,822000,24919,68
"24920",373000,822000,24920,69
"24921",381000,822000,24921,74
"24922",389000,822000,24922,73
"24923",397000,822000,24923,72
"24924",405000,822000,24924,73
"24925",413000,822000,24925,73
"24926",421000,822000,24926,73
"24927",429000,822000,24927,70
"24928",437000,822000,24928,70
"24929",445000,822000,24929,72
"24930",453000,822000,24930,72
"24931",461000,822000,24931,73
"24932",469000,822000,24932,73
"24933",477000,822000,24933,72
"24934",485000,822000,24934,75
"24935",493000,822000,24935,74
"24936",501000,822000,24936,73
"24937",509000,822000,24937,68
"24938",517000,822000,24938,73
"24939",525000,822000,24939,71
"24940",533000,822000,24940,63
"24941",541000,822000,24941,52
"24942",549000,822000,24942,71
"24943",557000,822000,24943,73
"24944",565000,822000,24944,76
"24945",573000,822000,24945,76
"24946",581000,822000,24946,43
"24947",589000,822000,24947,41
"24948",597000,822000,24948,71
"24949",605000,822000,24949,72
"24950",613000,822000,24950,79
"24951",621000,822000,24951,70
"24952",629000,822000,24952,74
"24953",637000,822000,24953,72
"24966",741000,822000,24966,10
"24967",749000,822000,24967,56
"24968",757000,822000,24968,59
"24969",765000,822000,24969,64
"24970",773000,822000,24970,69
"24971",781000,822000,24971,76
"24972",789000,822000,24972,74
"24973",797000,822000,24973,75
"24974",805000,822000,24974,75
"24975",813000,822000,24975,73
"24976",821000,822000,24976,75
"24977",829000,822000,24977,72
"24978",837000,822000,24978,76
"24979",845000,822000,24979,77
"24980",853000,822000,24980,38
"25196",213000,814000,25196,10
"25197",221000,814000,25197,17
"25198",229000,814000,25198,26
"25199",237000,814000,25199,28
"25200",245000,814000,25200,36
"25201",253000,814000,25201,42
"25202",261000,814000,25202,53
"25203",269000,814000,25203,66
"25204",277000,814000,25204,68
"25205",285000,814000,25205,74
"25206",293000,814000,25206,67
"25207",301000,814000,25207,74
"25208",309000,814000,25208,74
"25209",317000,814000,25209,81
"25210",325000,814000,25210,74
"25211",333000,814000,25211,74
"25212",341000,814000,25212,73
"25213",349000,814000,25213,75
"25214",357000,814000,25214,64
"25215",365000,814000,25215,79
"25216",373000,814000,25216,75
"25217",381000,814000,25217,73
"25218",389000,814000,25218,72
"25219",397000,814000,25219,75
"25220",405000,814000,25220,79
"25221",413000,814000,25221,75
"25222",421000,814000,25222,76
"25223",429000,814000,25223,80
"25224",437000,814000,25224,75
"25225",445000,814000,25225,75
"25226",453000,814000,25226,74
"25227",461000,814000,25227,72
"25228",469000,814000,25228,65
"25229",477000,814000,25229,69
"25230",485000,814000,25230,72
"25231",493000,814000,25231,78
"25232",501000,814000,25232,64
"25233",509000,814000,25233,75
"25234",517000,814000,25234,60
"25235",525000,814000,25235,55
"25236",533000,814000,25236,68
"25237",541000,814000,25237,73
"25238",549000,814000,25238,73
"25239",557000,814000,25239,74
"25240",565000,814000,25240,74
"25241",573000,814000,25241,72
"25242",581000,814000,25242,64
"25243",589000,814000,25243,69
"25244",597000,814000,25244,74
"25245",605000,814000,25245,82
"25246",613000,814000,25246,77
"25247",621000,814000,25247,79
"25248",629000,814000,25248,78
"25249",637000,814000,25249,68
"25250",645000,814000,25250,1
"25262",741000,814000,25262,7
"25263",749000,814000,25263,64
"25264",757000,814000,25264,65
"25265",765000,814000,25265,64
"25266",773000,814000,25266,64
"25267",781000,814000,25267,69
"25268",789000,814000,25268,74
"25269",797000,814000,25269,75
"25270",805000,814000,25270,79
"25271",813000,814000,25271,79
"25272",821000,814000,25272,77
"25273",829000,814000,25273,79
"25274",837000,814000,25274,71
"25275",845000,814000,25275,76
"25276",853000,814000,25276,41
"25500",277000,806000,25500,1
"25501",285000,806000,25501,3
"25502",293000,806000,25502,13
"25503",301000,806000,25503,21
"25504",309000,806000,25504,33
"25505",317000,806000,25505,44
"25506",325000,806000,25506,47
"25507",333000,806000,25507,55
"25508",341000,806000,25508,58
"25509",349000,806000,25509,68
"25510",357000,806000,25510,65
"25511",365000,806000,25511,76
"25512",373000,806000,25512,72
"25513",381000,806000,25513,73
"25514",389000,806000,25514,76
"25515",397000,806000,25515,77
"25516",405000,806000,25516,76
"25517",413000,806000,25517,73
"25518",421000,806000,25518,72
"25519",429000,806000,25519,66
"25520",437000,806000,25520,72
"25521",445000,806000,25521,71
"25522",453000,806000,25522,72
"25523",461000,806000,25523,73
"25524",469000,806000,25524,73
"25525",477000,806000,25525,74
"25526",485000,806000,25526,70
"25527",493000,806000,25527,71
"25528",501000,806000,25528,70
"25529",509000,806000,25529,71
"25530",517000,806000,25530,72
"25531",525000,806000,25531,78
"25532",533000,806000,25532,72
"25533",541000,806000,25533,72
"25534",549000,806000,25534,72
"25535",557000,806000,25535,66
"25536",565000,806000,25536,71
"25537",573000,806000,25537,73
"25538",581000,806000,25538,73
"25539",589000,806000,25539,76
"25540",597000,806000,25540,78
"25541",605000,806000,25541,76
"25542",613000,806000,25542,81
"25543",621000,806000,25543,76
"25544",629000,806000,25544,77
"25545",637000,806000,25545,78
"25546",645000,806000,25546,4
"25558",741000,806000,25558,12
"25559",749000,806000,25559,66
"25560",757000,806000,25560,66
"25561",765000,806000,25561,63
"25562",773000,806000,25562,67
"25563",781000,806000,25563,69
"25564",789000,806000,25564,70
"25565",797000,806000,25565,75
"25566",805000,806000,25566,74
"25567",813000,806000,25567,75
"25568",821000,806000,25568,73
"25569",829000,806000,25569,69
"25570",837000,806000,25570,76
"25571",845000,806000,25571,75
"25572",853000,806000,25572,32
"25806",357000,798000,25806,38
"25807",365000,798000,25807,77
"25808",373000,798000,25808,74
"25809",381000,798000,25809,73
"25810",389000,798000,25810,71
"25811",397000,798000,25811,74
"25812",405000,798000,25812,69
"25813",413000,798000,25813,72
"25814",421000,798000,25814,73
"25815",429000,798000,25815,75
"25816",437000,798000,25816,74
"25817",445000,798000,25817,77
"25818",453000,798000,25818,69
"25819",461000,798000,25819,72
"25820",469000,798000,25820,76
"25821",477000,798000,25821,73
"25822",485000,798000,25822,70
"25823",493000,798000,25823,68
"25824",501000,798000,25824,67
"25825",509000,798000,25825,69
"25826",517000,798000,25826,71
"25827",525000,798000,25827,77
"25828",533000,798000,25828,73
"25829",541000,798000,25829,60
"25830",549000,798000,25830,74
"25831",557000,798000,25831,74
"25832",565000,798000,25832,74
"25833",573000,798000,25833,75
"25834",581000,798000,25834,72
"25835",589000,798000,25835,74
"25836",597000,798000,25836,78
"25837",605000,798000,25837,72
"25838",613000,798000,25838,74
"25839",621000,798000,25839,75
"25840",629000,798000,25840,80
"25841",637000,798000,25841,63
"25853",733000,798000,25853,1
