"","x","y","cell","points"
"22624",949000,886000,16956,78
"22625",957000,886000,16957,67
"22626",965000,886000,16958,75
"22627",973000,886000,16960,69
"22628",981000,886000,16961,80
"22629",989000,886000,16962,77
"22630",997000,886000,16963,10
"22794",-59000,878000,17006,37
"22795",-51000,878000,17007,73
"22796",-43000,878000,17008,74
"22797",-35000,878000,17010,72
"22798",-27000,878000,17011,78
"22799",-19000,878000,17012,73
"22800",-11000,878000,17013,70
"22801",-3000,878000,17015,70
"22802",5000,878000,17016,74
"22803",13000,878000,17017,71
"22804",21000,878000,17018,73
"22805",29000,878000,17020,74
"22806",37000,878000,17021,65
"22807",45000,878000,17022,66
"22808",53000,878000,17023,66
"22809",61000,878000,17025,74
"22810",69000,878000,17026,80
"22811",77000,878000,17027,73
"22812",85000,878000,17028,64
"22813",93000,878000,17030,66
"22814",101000,878000,17031,73
"22815",109000,878000,17032,76
"22816",117000,878000,17033,68
"22817",125000,878000,17035,69
"22818",133000,878000,17036,69
"22819",141000,878000,17037,68
"22820",149000,878000,17038,70
"22821",157000,878000,17040,71
"22822",165000,878000,17041,65
"22823",173000,878000,17042,70
"22824",181000,878000,17043,68
"22825",189000,878000,17045,69
"22826",197000,878000,17046,69
"22827",205000,878000,17047,72
"22828",213000,878000,17048,68
"22829",221000,878000,17049,68
"22830",229000,878000,17051,67
"22831",237000,878000,17052,74
"22832",245000,878000,17053,78
"22833",253000,878000,17054,72
"22834",261000,878000,17056,74
"22835",269000,878000,17057,74
"22836",277000,878000,17058,79
"22837",285000,878000,17059,80
"22838",293000,878000,17061,83
"22839",301000,878000,17062,75
"22840",309000,878000,17063,74
"22841",317000,878000,17064,65
"22842",325000,878000,17066,71
"22843",333000,878000,17067,72
"22844",341000,878000,17068,73
"22845",349000,878000,17069,75
"22846",357000,878000,17071,75
"22847",365000,878000,17072,75
"22848",373000,878000,17073,75
"22849",381000,878000,17074,76
"22850",389000,878000,17076,69
"22851",397000,878000,17077,76
"22852",405000,878000,17078,74
"22853",413000,878000,17079,79
"22854",421000,878000,17081,76
"22855",429000,878000,17082,76
"22856",437000,878000,17083,72
"22857",445000,878000,17084,74
"22858",453000,878000,17086,73
"22859",461000,878000,17087,69
"22860",469000,878000,17088,73
"22861",477000,878000,17089,82
"22862",485000,878000,17091,77
"22863",493000,878000,17092,74
"22864",501000,878000,17093,54
"22865",509000,878000,17094,66
"22866",517000,878000,17096,71
"22867",525000,878000,17097,71
"22868",533000,878000,17098,75
"22869",541000,878000,17099,74
"22870",549000,878000,17101,72
"22871",557000,878000,17102,72
"22872",565000,878000,17103,73
"22873",573000,878000,17104,78
"22874",581000,878000,17106,77
"22875",589000,878000,17107,80
"22876",597000,878000,17108,76
"22877",605000,878000,17109,71
"22878",613000,878000,17111,63
"22879",621000,878000,17112,74
"22880",629000,878000,17113,74
"22881",637000,878000,17114,76
"22882",645000,878000,17116,77
"22883",653000,878000,17117,75
"22884",661000,878000,17118,33
"22897",765000,878000,17134,59
"22898",773000,878000,17135,67
"22899",781000,878000,17137,67
"22900",789000,878000,17138,70
"22901",797000,878000,17139,71
"22902",805000,878000,17140,70
"22903",813000,878000,17142,71
"22904",821000,878000,17143,71
"22905",829000,878000,17144,75
"22906",837000,878000,17145,74
"22907",845000,878000,17147,73
"22908",853000,878000,17148,73
"22909",861000,878000,17149,73
"22910",869000,878000,17150,73
"22911",877000,878000,17152,65
"22912",885000,878000,17153,42
"22913",893000,878000,17154,73
"22914",901000,878000,17155,75
"22915",909000,878000,17157,74
"22916",917000,878000,17158,65
"22917",925000,878000,17159,67
"22918",933000,878000,17160,73
"22919",941000,878000,17162,73
"22920",949000,878000,17163,78
"22921",957000,878000,17164,73
"22922",965000,878000,17165,68
"22923",973000,878000,17167,62
"22924",981000,878000,17168,64
"22925",989000,878000,17169,57
"22926",997000,878000,17170,10
"23090",-59000,870000,17006,49
"23091",-51000,870000,17007,74
"23092",-43000,870000,17008,73
"23093",-35000,870000,17010,71
"23094",-27000,870000,17011,80
"23095",-19000,870000,17012,76
"23096",-11000,870000,17013,74
"23097",-3000,870000,17015,64
"23098",5000,870000,17016,74
"23099",13000,870000,17017,72
"23100",21000,870000,17018,78
"23101",29000,870000,17020,67
"23102",37000,870000,17021,47
"23103",45000,870000,17022,63
"23104",53000,870000,17023,66
"23105",61000,870000,17025,67
"23106",69000,870000,17026,72
"23107",77000,870000,17027,69
"23108",85000,870000,17028,69
"23109",93000,870000,17030,67
"23110",101000,870000,17031,66
"23111",109000,870000,17032,76
"23112",117000,870000,17033,70
"23113",125000,870000,17035,56
"23114",133000,870000,17036,55
"23115",141000,870000,17037,64
"23116",149000,870000,17038,67
"23117",157000,870000,17040,74
"23118",165000,870000,17041,69
"23119",173000,870000,17042,72
"23120",181000,870000,17043,72
"23121",189000,870000,17045,74
"23122",197000,870000,17046,71
"23123",205000,870000,17047,70
"23124",213000,870000,17048,66
"23125",221000,870000,17049,71
"23126",229000,870000,17051,69
"23127",237000,870000,17052,75
"23128",245000,870000,17053,79
"23129",253000,870000,17054,75
"23130",261000,870000,17056,74
"23131",269000,870000,17057,75
"23132",277000,870000,17058,73
"23133",285000,870000,17059,75
"23134",293000,870000,17061,76
"23135",301000,870000,17062,74
"23136",309000,870000,17063,75
"23137",317000,870000,17064,76
"23138",325000,870000,17066,60
"23139",333000,870000,17067,70
"23140",341000,870000,17068,75
"23141",349000,870000,17069,74
"23142",357000,870000,17071,75
"23143",365000,870000,17072,74
"23144",373000,870000,17073,74
"23145",381000,870000,17074,75
"23146",389000,870000,17076,73
"23147",397000,870000,17077,76
"23148",405000,870000,17078,73
"23149",413000,870000,17079,74
"23150",421000,870000,17081,76
"23151",429000,870000,17082,73
"23152",437000,870000,17083,75
"23153",445000,870000,17084,74
"23154",453000,870000,17086,75
"23155",461000,870000,17087,74
"23156",469000,870000,17088,73
"23157",477000,870000,17089,65
"23158",485000,870000,17091,77
"23159",493000,870000,17092,81
"23160",501000,870000,17093,74
"23161",509000,870000,17094,80
"23162",517000,870000,17096,76
"23163",525000,870000,17097,77
"23164",533000,870000,17098,73
"23165",541000,870000,17099,80
"23166",549000,870000,17101,74
"23167",557000,870000,17102,75
"23168",565000,870000,17103,79
"23169",573000,870000,17104,76
"23170",581000,870000,17106,78
"23171",589000,870000,17107,70
"23172",597000,870000,17108,42
"23173",605000,870000,17109,68
"23174",613000,870000,17111,76
"23175",621000,870000,17112,77
"23176",629000,870000,17113,74
"23177",637000,870000,17114,76
"23178",645000,870000,17116,75
"23179",653000,870000,17117,78
"23180",661000,870000,17118,11
"23192",757000,870000,17133,10
"23193",765000,870000,17134,56
"23194",773000,870000,17135,62
"23195",781000,870000,17137,60
"23196",789000,870000,17138,68
"23197",797000,870000,17139,67
"23198",805000,870000,17140,72
"23199",813000,870000,17142,73
"23200",821000,870000,17143,70
"23201",829000,870000,17144,72
"23202",837000,870000,17145,73
"23203",845000,870000,17147,75
"23204",853000,870000,17148,73
"23205",861000,870000,17149,71
"23206",869000,870000,17150,69
"23207",877000,870000,17152,55
"23208",885000,870000,17153,59
"23209",893000,870000,17154,75
"23210",901000,870000,17155,66
"23211",909000,870000,17157,68
"23212",917000,870000,17158,62
"23213",925000,870000,17159,74
"23214",933000,870000,17160,72
"23215",941000,870000,17162,68
"23216",949000,870000,17163,70
"23217",957000,870000,17164,59
"23218",965000,870000,17165,69
"23219",973000,870000,17167,71
"23220",981000,870000,17168,71
"23221",989000,870000,17169,62
"23222",997000,870000,17170,2
"23386",-59000,862000,17213,59
"23387",-51000,862000,17214,76
"23388",-43000,862000,17215,74
"23389",-35000,862000,17217,74
"23390",-27000,862000,17218,75
"23391",-19000,862000,17219,74
"23392",-11000,862000,17220,74
"23393",-3000,862000,17222,68
"23394",5000,862000,17223,63
"23395",13000,862000,17224,71
"23396",21000,862000,17225,78
"23397",29000,862000,17227,67
"23398",37000,862000,17228,61
"23399",45000,862000,17229,69
"23400",53000,862000,17230,72
"23401",61000,862000,17232,71
"23402",69000,862000,17233,75
"23403",77000,862000,17234,71
"23404",85000,862000,17235,71
"23405",93000,862000,17237,64
"23406",101000,862000,17238,57
"23407",109000,862000,17239,67
"23408",117000,862000,17240,74
"23409",125000,862000,17242,71
"23410",133000,862000,17243,57
"23411",141000,862000,17244,63
"23412",149000,862000,17245,52
"23413",157000,862000,17247,69
"23414",165000,862000,17248,79
"23415",173000,862000,17249,68
"23416",181000,862000,17250,76
"23417",189000,862000,17252,72
"23418",197000,862000,17253,68
"23419",205000,862000,17254,67
"23420",213000,862000,17255,67
"23421",221000,862000,17256,76
"23422",229000,862000,17258,70
"23423",237000,862000,17259,74
"23424",245000,862000,17260,80
"23425",253000,862000,17261,73
"23426",261000,862000,17263,73
"23427",269000,862000,17264,74
"23428",277000,862000,17265,75
"23429",285000,862000,17266,75
"23430",293000,862000,17268,82
"23431",301000,862000,17269,74
"23432",309000,862000,17270,74
"23433",317000,862000,17271,75
"23434",325000,862000,17273,75
"23435",333000,862000,17274,70
"23436",341000,862000,17275,70
"23437",349000,862000,17276,75
"23438",357000,862000,17278,74
"23439",365000,862000,17279,76
"23440",373000,862000,17280,76
"23441",381000,862000,17281,76
"23442",389000,862000,17283,75
"23443",397000,862000,17284,76
"23444",405000,862000,17285,76
"23445",413000,862000,17286,77
"23446",421000,862000,17288,73
"23447",429000,862000,17289,72
"23448",437000,862000,17290,75
"23449",445000,862000,17291,75
"23450",453000,862000,17293,76
"23451",461000,862000,17294,73
"23452",469000,862000,17295,69
"23453",477000,862000,17296,75
"23454",485000,862000,17298,75
"23455",493000,862000,17299,75
"23456",501000,862000,17300,75
"23457",509000,862000,17301,74
"23458",517000,862000,17303,75
"23459",525000,862000,17304,73
"23460",533000,862000,17305,73
"23461",541000,862000,17306,75
"23462",549000,862000,17308,70
"23463",557000,862000,17309,61
"23464",565000,862000,17310,74
"23465",573000,862000,17311,76
"23466",581000,862000,17313,65
"23467",589000,862000,17314,48
"23468",597000,862000,17315,73
"23469",605000,862000,17316,78
"23470",613000,862000,17318,79
"23471",621000,862000,17319,75
"23472",629000,862000,17320,74
"23473",637000,862000,17321,76
"23474",645000,862000,17323,75
"23475",653000,862000,17324,75
"23476",661000,862000,17325,21
"23488",757000,862000,17340,35
"23489",765000,862000,17341,65
"23490",773000,862000,17342,64
"23491",781000,862000,17344,63
"23492",789000,862000,17345,68
"23493",797000,862000,17346,71
"23494",805000,862000,17347,73
"23495",813000,862000,17349,69
"23496",821000,862000,17350,70
"23497",829000,862000,17351,73
"23498",837000,862000,17352,68
"23499",845000,862000,17354,66
"23500",853000,862000,17355,73
"23501",861000,862000,17356,77
"23502",869000,862000,17357,69
"23503",877000,862000,17359,56
"23504",885000,862000,17360,28
"23505",893000,862000,17361,71
"23506",901000,862000,17362,73
"23507",909000,862000,17364,75
"23508",917000,862000,17365,63
"23509",925000,862000,17366,68
"23510",933000,862000,17367,65
"23511",941000,862000,17369,65
"23512",949000,862000,17370,76
"23513",957000,862000,17371,74
"23514",965000,862000,17372,60
"23515",973000,862000,17374,69
"23516",981000,862000,17375,62
"23517",989000,862000,17376,39
"23682",-59000,854000,17420,8
"23683",-51000,854000,17421,19
"23684",-43000,854000,17422,31
"23685",-35000,854000,17424,44
"23686",-27000,854000,17425,60
"23687",-19000,854000,17426,69
"23688",-11000,854000,17427,74
"23689",-3000,854000,17429,72
"23690",5000,854000,17430,64
"23691",13000,854000,17431,64
"23692",21000,854000,17432,68
"23693",29000,854000,17434,69
"23694",37000,854000,17435,72
"23695",45000,854000,17436,69
"23696",53000,854000,17437,71
"23697",61000,854000,17439,72
"23698",69000,854000,17440,77
"23699",77000,854000,17441,63
"23700",85000,854000,17442,66
"23701",93000,854000,17444,62
"23702",101000,854000,17445,59
"23703",109000,854000,17446,62
"23704",117000,854000,17447,75
"23705",125000,854000,17449,73
"23706",133000,854000,17450,69
"23707",141000,854000,17451,56
"23708",149000,854000,17452,67
"23709",157000,854000,17454,69
"23710",165000,854000,17455,75
"23711",173000,854000,17456,58
"23712",181000,854000,17457,63
"23713",189000,854000,17459,63
"23714",197000,854000,17460,55
"23715",205000,854000,17461,72
"23716",213000,854000,17462,73
"23717",221000,854000,17463,85
"23718",229000,854000,17465,82
"23719",237000,854000,17466,88
"23720",245000,854000,17467,93
"23721",253000,854000,17468,88
"23722",261000,854000,17470,85
"23723",269000,854000,17471,80
"23724",277000,854000,17472,75
"23725",285000,854000,17473,74
"23726",293000,854000,17475,82
"23727",301000,854000,17476,74
"23728",309000,854000,17477,74
"23729",317000,854000,17478,76
"23730",325000,854000,17480,73
"23731",333000,854000,17481,76
"23732",341000,854000,17482,75
"23733",349000,854000,17483,63
"23734",357000,854000,17485,75
"23735",365000,854000,17486,76
"23736",373000,854000,17487,75
"23737",381000,854000,17488,76
"23738",389000,854000,17490,74
"23739",397000,854000,17491,75
"23740",405000,854000,17492,74
"23741",413000,854000,17493,75
"23742",421000,854000,17495,74
"23743",429000,854000,17496,74
"23744",437000,854000,17497,73
"23745",445000,854000,17498,75
"23746",453000,854000,17500,74
"23747",461000,854000,17501,71
"23748",469000,854000,17502,74
"23749",477000,854000,17503,75
"23750",485000,854000,17505,75
"23751",493000,854000,17506,79
"23752",501000,854000,17507,78
"23753",509000,854000,17508,78
"23754",517000,854000,17510,74
"23755",525000,854000,17511,72
"23756",533000,854000,17512,72
"23757",541000,854000,17513,72
"23758",549000,854000,17515,55
"23759",557000,854000,17516,45
"23760",565000,854000,17517,61
"23761",573000,854000,17518,82
"23762",581000,854000,17520,67
"23763",589000,854000,17521,4
"23764",597000,854000,17522,35
"23765",605000,854000,17523,71
"23766",613000,854000,17525,78
"23767",621000,854000,17526,76
"23768",629000,854000,17527,75
"23769",637000,854000,17528,75
"23770",645000,854000,17530,78
"23771",653000,854000,17531,71
"23772",661000,854000,17532,17
"23783",749000,854000,17546,19
"23784",757000,854000,17547,64
"23785",765000,854000,17548,69
"23786",773000,854000,17549,70
"23787",781000,854000,17551,67
"23788",789000,854000,17552,69
"23789",797000,854000,17553,73
"23790",805000,854000,17554,69
"23791",813000,854000,17556,73
"23792",821000,854000,17557,62
"23793",829000,854000,17558,72
"23794",837000,854000,17559,72
"23795",845000,854000,17561,71
"23796",853000,854000,17562,75
"23797",861000,854000,17563,74
"23798",869000,854000,17564,73
"23799",877000,854000,17566,75
"23800",885000,854000,17567,72
"23801",893000,854000,17568,69
"23802",901000,854000,17569,71
"23803",909000,854000,17571,69
"23804",917000,854000,17572,60
"23805",925000,854000,17573,59
"23806",933000,854000,17574,61
"23807",941000,854000,17576,60
"23808",949000,854000,17577,80
"23809",957000,854000,17578,69
"23810",965000,854000,17579,71
"23811",973000,854000,17581,67
"23812",981000,854000,17582,14
"23813",989000,854000,17583,2
"23983",-19000,846000,17633,2
"23984",-11000,846000,17634,10
"23985",-3000,846000,17636,21
"23986",5000,846000,17637,34
"23987",13000,846000,17638,35
"23988",21000,846000,17639,42
"23989",29000,846000,17641,60
"23990",37000,846000,17642,65
"23991",45000,846000,17643,62
"23992",53000,846000,17644,70
"23993",61000,846000,17646,74
"23994",69000,846000,17647,75
"23995",77000,846000,17648,65
"23996",85000,846000,17649,57
"23997",93000,846000,17651,57
"23998",101000,846000,17652,56
"23999",109000,846000,17653,62
"24000",117000,846000,17654,59
"24001",125000,846000,17656,69
"24002",133000,846000,17657,67
"24003",141000,846000,17658,58
"24004",149000,846000,17659,58
"24005",157000,846000,17661,54
"24006",165000,846000,17662,72
"24007",173000,846000,17663,61
"24008",181000,846000,17664,62
"24009",189000,846000,17666,70
"24010",197000,846000,17667,47
"24011",205000,846000,17668,38
"24012",213000,846000,17669,77
"24013",221000,846000,17670,73
"24014",229000,846000,17672,73
"24015",237000,846000,17673,72
"24016",245000,846000,17674,72
"24017",253000,846000,17675,75
"24018",261000,846000,17677,84
"24019",269000,846000,17678,80
"24020",277000,846000,17679,89
"24021",285000,846000,17680,84
"24022",293000,846000,17682,82
"24023",301000,846000,17683,78
"24024",309000,846000,17684,77
"24025",317000,846000,17685,77
"24026",325000,846000,17687,74
"24027",333000,846000,17688,75
"24028",341000,846000,17689,76
"24029",349000,846000,17690,75
"24030",357000,846000,17692,72
"24031",365000,846000,17693,76
"24032",373000,846000,17694,74
"24033",381000,846000,17695,73
"24034",389000,846000,17697,75
"24035",397000,846000,17698,74
"24036",405000,846000,17699,76
"24037",413000,846000,17700,78
"24038",421000,846000,17702,72
"24039",429000,846000,17703,72
"24040",437000,846000,17704,73
"24041",445000,846000,17705,77
"24042",453000,846000,17707,75
"24043",461000,846000,17708,73
"24044",469000,846000,17709,73
"24045",477000,846000,17710,74
"24046",485000,846000,17712,76
"24047",493000,846000,17713,75
"24048",501000,846000,17714,76
"24049",509000,846000,17715,75
"24050",517000,846000,17717,75
"24051",525000,846000,17718,71
"24052",533000,846000,17719,74
"24053",541000,846000,17720,75
"24054",549000,846000,17722,73
"24055",557000,846000,17723,72
"24056",565000,846000,17724,67
"24057",573000,846000,17725,61
"24058",581000,846000,17727,17
"24061",605000,846000,17730,76
"24062",613000,846000,17732,79
"24063",621000,846000,17733,80
"24064",629000,846000,17734,73
"24065",637000,846000,17735,73
"24066",645000,846000,17737,66
"24067",653000,846000,17738,8
"24079",749000,846000,17753,48
"24080",757000,846000,17754,73
"24081",765000,846000,17755,63
"24082",773000,846000,17756,68
"24083",781000,846000,17758,70
"24084",789000,846000,17759,68
"24085",797000,846000,17760,68
"24086",805000,846000,17761,72
"24087",813000,846000,17763,74
"24088",821000,846000,17764,72
"24089",829000,846000,17765,74
"24090",837000,846000,17766,73
"24091",845000,846000,17768,69
"24092",853000,846000,17769,59
"24093",861000,846000,17770,48
"24094",869000,846000,17771,55
"24095",877000,846000,17773,55
"24096",885000,846000,17774,55
"24097",893000,846000,17775,59
"24098",901000,846000,17776,56
"24099",909000,846000,17778,54
"24100",917000,846000,17779,42
"24101",925000,846000,17780,50
"24102",933000,846000,17781,53
"24103",941000,846000,17783,50
"24104",949000,846000,17784,67
"24105",957000,846000,17785,66
"24106",965000,846000,17786,69
"24107",973000,846000,17788,47
"24286",37000,838000,17849,4
"24287",45000,838000,17850,12
"24288",53000,838000,17851,25
"24289",61000,838000,17853,35
"24290",69000,838000,17854,45
"24291",77000,838000,17855,54
"24292",85000,838000,17856,46
"24293",93000,838000,17858,48
"24294",101000,838000,17859,61
"24295",109000,838000,17860,61
"24296",117000,838000,17861,66
"24297",125000,838000,17863,62
"24298",133000,838000,17864,69
"24299",141000,838000,17865,64
"24300",149000,838000,17866,65
"24301",157000,838000,17868,70
"24302",165000,838000,17869,71
"24303",173000,838000,17870,67
"24304",181000,838000,17871,70
"24305",189000,838000,17873,63
"24306",197000,838000,17874,64
"24307",205000,838000,17875,63
"24308",213000,838000,17876,74
"24309",221000,838000,17877,75
"24310",229000,838000,17879,74
"24311",237000,838000,17880,73
"24312",245000,838000,17881,75
"24313",253000,838000,17882,73
"24314",261000,838000,17884,82
"24315",269000,838000,17885,73
"24316",277000,838000,17886,75
"24317",285000,838000,17887,72
"24318",293000,838000,17889,75
"24319",301000,838000,17890,76
"24320",309000,838000,17891,74
"24321",317000,838000,17892,74
"24322",325000,838000,17894,76
"24323",333000,838000,17895,74
"24324",341000,838000,17896,75
"24325",349000,838000,17897,77
"24326",357000,838000,17899,64
"24327",365000,838000,17900,75
"24328",373000,838000,17901,75
"24329",381000,838000,17902,74
"24330",389000,838000,17904,75
"24331",397000,838000,17905,75
"24332",405000,838000,17906,76
"24333",413000,838000,17907,76
"24334",421000,838000,17909,73
"24335",429000,838000,17910,76
"24336",437000,838000,17911,76
"24337",445000,838000,17912,75
"24338",453000,838000,17914,79
"24339",461000,838000,17915,76
"24340",469000,838000,17916,76
"24341",477000,838000,17917,77
"24342",485000,838000,17919,74
"24343",493000,838000,17920,80
"24344",501000,838000,17921,76
"24345",509000,838000,17922,71
"24346",517000,838000,17924,74
"24347",525000,838000,17925,73
"24348",533000,838000,17926,69
"24349",541000,838000,17927,72
"24350",549000,838000,17929,72
"24351",557000,838000,17930,69
"24352",565000,838000,17931,74
"24353",573000,838000,17932,72
"24354",581000,838000,17934,5
"24357",605000,838000,17937,52
"24358",613000,838000,17939,78
"24359",621000,838000,17940,72
"24360",629000,838000,17941,74
"24361",637000,838000,17942,74
"24362",645000,838000,17944,42
"24374",741000,838000,17958,27
"24375",749000,838000,17960,63
"24376",757000,838000,17961,64
"24377",765000,838000,17962,67
"24378",773000,838000,17963,60
"24379",781000,838000,17965,75
"24380",789000,838000,17966,80
"24381",797000,838000,17967,77
"24382",805000,838000,17968,78
"24383",813000,838000,17970,75
"24384",821000,838000,17971,77
"24385",829000,838000,17972,77
"24386",837000,838000,17973,74
"24387",845000,838000,17975,78
"24388",853000,838000,17976,43
"24589",93000,830000,18065,4
"24590",101000,830000,18066,7
"24591",109000,830000,18067,14
"24592",117000,830000,18068,31
"24593",125000,830000,18070,38
"24594",133000,830000,18071,52
"24595",141000,830000,18072,69
"24596",149000,830000,18073,71
"24597",157000,830000,18075,68
"24598",165000,830000,18076,75
"24599",173000,830000,18077,59
"24600",181000,830000,18078,64
"24601",189000,830000,18080,67
"24602",197000,830000,18081,74
"24603",205000,830000,18082,73
"24604",213000,830000,18083,74
"24605",221000,830000,18084,73
"24606",229000,830000,18086,74
"24607",237000,830000,18087,72
"24608",245000,830000,18088,74
"24609",253000,830000,18089,74
"24610",261000,830000,18091,83
"24611",269000,830000,18092,73
"24612",277000,830000,18093,72
"24613",285000,830000,18094,74
"24614",293000,830000,18096,74
"24615",301000,830000,18097,75
"24616",309000,830000,18098,75
"24617",317000,830000,18099,82
"24618",325000,830000,18101,74
"24619",333000,830000,18102,75
"24620",341000,830000,18103,72
"24621",349000,830000,18104,75
"24622",357000,830000,18106,63
"24623",365000,830000,18107,75
"24624",373000,830000,18108,74
"24625",381000,830000,18109,74
"24626",389000,830000,18111,73
"24627",397000,830000,18112,74
"24628",405000,830000,18113,75
"24629",413000,830000,18114,77
"24630",421000,830000,18116,72
"24631",429000,830000,18117,74
"24632",437000,830000,18118,73
"24633",445000,830000,18119,72
"24634",453000,830000,18121,75
"24635",461000,830000,18122,75
"24636",469000,830000,18123,73
"24637",477000,830000,18124,75
"24638",485000,830000,18126,72
"24639",493000,830000,18127,86
"24640",501000,830000,18128,77
"24641",509000,830000,18129,76
"24642",517000,830000,18131,77
"24643",525000,830000,18132,75
"24644",533000,830000,18133,72
"24645",541000,830000,18134,72
"24646",549000,830000,18136,76
"24647",557000,830000,18137,62
"24648",565000,830000,18138,75
"24649",573000,830000,18139,74
"24650",581000,830000,18141,41
"24651",589000,830000,18142,5
"24652",597000,830000,18143,49
"24653",605000,830000,18144,51
"24654",613000,830000,18146,74
"24655",621000,830000,18147,73
"24656",629000,830000,18148,75
"24657",637000,830000,18149,75
"24658",645000,830000,18151,16
"24670",741000,830000,18165,25
"24671",749000,830000,18167,66
"24672",757000,830000,18168,71
"24673",765000,830000,18169,69
"24674",773000,830000,18170,64
"24675",781000,830000,18172,74
"24676",789000,830000,18173,65
"24677",797000,830000,18174,78
"24678",805000,830000,18175,77
"24679",813000,830000,18177,80
"24680",821000,830000,18178,81
"24681",829000,830000,18179,78
"24682",837000,830000,18180,75
"24683",845000,830000,18182,75
"24684",853000,830000,18183,40
"24892",149000,822000,18280,7
"24893",157000,822000,18282,16
"24894",165000,822000,18283,24
"24895",173000,822000,18284,30
"24896",181000,822000,18285,44
"24897",189000,822000,18287,44
"24898",197000,822000,18288,62
"24899",205000,822000,18289,72
"24900",213000,822000,18290,71
"24901",221000,822000,18291,71
"24902",229000,822000,18293,74
"24903",237000,822000,18294,74
"24904",245000,822000,18295,75
"24905",253000,822000,18296,74
"24906",261000,822000,18298,80
"24907",269000,822000,18299,74
"24908",277000,822000,18300,74
"24909",285000,822000,18301,76
"24910",293000,822000,18303,74
"24911",301000,822000,18304,75
"24912",309000,822000,18305,73
"24913",317000,822000,18306,78
"24914",325000,822000,18308,75
"24915",333000,822000,18309,74
"24916",341000,822000,18310,74
"24917",349000,822000,18311,75
"24918",357000,822000,18313,66
"24919",365000,822000,18314,70
"24920",373000,822000,18315,74
"24921",381000,822000,18316,75
"24922",389000,822000,18318,75
"24923",397000,822000,18319,73
"24924",405000,822000,18320,75
"24925",413000,822000,18321,74
"24926",421000,822000,18323,75
"24927",429000,822000,18324,70
"24928",437000,822000,18325,71
"24929",445000,822000,18326,73
"24930",453000,822000,18328,75
"24931",461000,822000,18329,74
"24932",469000,822000,18330,74
"24933",477000,822000,18331,73
"24934",485000,822000,18333,76
"24935",493000,822000,18334,76
"24936",501000,822000,18335,73
"24937",509000,822000,18336,69
"24938",517000,822000,18338,76
"24939",525000,822000,18339,73
"24940",533000,822000,18340,63
"24941",541000,822000,18341,52
"24942",549000,822000,18343,71
"24943",557000,822000,18344,74
"24944",565000,822000,18345,77
"24945",573000,822000,18346,79
"24946",581000,822000,18348,44
"24947",589000,822000,18349,44
"24948",597000,822000,18350,72
"24949",605000,822000,18351,74
"24950",613000,822000,18353,80
"24951",621000,822000,18354,72
"24952",629000,822000,18355,74
"24953",637000,822000,18356,72
"24966",741000,822000,18372,10
"24967",749000,822000,18374,56
"24968",757000,822000,18375,59
"24969",765000,822000,18376,66
"24970",773000,822000,18377,69
"24971",781000,822000,18379,77
"24972",789000,822000,18380,76
"24973",797000,822000,18381,75
"24974",805000,822000,18382,75
"24975",813000,822000,18384,74
"24976",821000,822000,18385,75
"24977",829000,822000,18386,72
"24978",837000,822000,18387,78
"24979",845000,822000,18389,79
"24980",853000,822000,18390,38
"25196",213000,814000,18290,10
"25197",221000,814000,18291,18
"25198",229000,814000,18293,26
"25199",237000,814000,18294,29
"25200",245000,814000,18295,36
"25201",253000,814000,18296,43
"25202",261000,814000,18298,54
"25203",269000,814000,18299,67
"25204",277000,814000,18300,69
"25205",285000,814000,18301,75
"25206",293000,814000,18303,73
"25207",301000,814000,18304,75
"25208",309000,814000,18305,74
"25209",317000,814000,18306,81
"25210",325000,814000,18308,74
"25211",333000,814000,18309,76
"25212",341000,814000,18310,74
"25213",349000,814000,18311,76
"25214",357000,814000,18313,64
"25215",365000,814000,18314,82
"25216",373000,814000,18315,77
"25217",381000,814000,18316,75
"25218",389000,814000,18318,76
"25219",397000,814000,18319,75
"25220",405000,814000,18320,79
"25221",413000,814000,18321,78
"25222",421000,814000,18323,78
"25223",429000,814000,18324,80
"25224",437000,814000,18325,76
"25225",445000,814000,18326,75
"25226",453000,814000,18328,75
"25227",461000,814000,18329,73
"25228",469000,814000,18330,67
"25229",477000,814000,18331,70
"25230",485000,814000,18333,72
"25231",493000,814000,18334,79
"25232",501000,814000,18335,67
"25233",509000,814000,18336,76
"25234",517000,814000,18338,63
"25235",525000,814000,18339,56
"25236",533000,814000,18340,71
"25237",541000,814000,18341,74
"25238",549000,814000,18343,74
"25239",557000,814000,18344,75
"25240",565000,814000,18345,74
"25241",573000,814000,18346,73
"25242",581000,814000,18348,66
"25243",589000,814000,18349,72
"25244",597000,814000,18350,77
"25245",605000,814000,18351,82
"25246",613000,814000,18353,78
"25247",621000,814000,18354,79
"25248",629000,814000,18355,79
"25249",637000,814000,18356,68
"25250",645000,814000,18358,1
"25262",741000,814000,18372,7
"25263",749000,814000,18374,64
"25264",757000,814000,18375,65
"25265",765000,814000,18376,64
"25266",773000,814000,18377,63
"25267",781000,814000,18379,69
"25268",789000,814000,18380,76
"25269",797000,814000,18381,76
"25270",805000,814000,18382,79
"25271",813000,814000,18384,79
"25272",821000,814000,18385,78
"25273",829000,814000,18386,79
"25274",837000,814000,18387,74
"25275",845000,814000,18389,78
"25276",853000,814000,18390,41
"25500",277000,806000,18507,1
"25501",285000,806000,18508,4
"25502",293000,806000,18510,16
