"x","y","cell","Grass","TBDT","TNDT","TNET"
141000,1486000,323,0,0.660274904660456,1.25027673446984,0.871963248831362
149000,1486000,324,0,6.24989524172648,0.85365771448185,18.2840798207624
157000,1486000,325,0,0.267590832730641,0,0.415220831567206
133000,1478000,618,0,0,0.335390653392234,0.335390653392234
141000,1478000,619,0,1.89086260308956,5.92430201379678,3.92059615398618
149000,1478000,620,0,9.87412655179597,7.30550668727263,12.9295531983869
157000,1478000,621,0,3.91032990442455,0.0915650123709173,2.14476884323776
-19000,1470000,895,0,0.49630421193586,0,0
-11000,1470000,896,0,0,0,0
-3000,1470000,897,0,0,0,0
5000,1470000,898,0,0,0,0
133000,1470000,914,0,3.22655654308933,7.05806125020428,3.63899418447024
141000,1470000,915,0,1.14718833136799,5.66496711487432,3.62229424742325
149000,1470000,916,0,1.62104872753003,5.18399147762478,3.99451302228902
157000,1470000,917,0,1.63703550250443,0,0
-19000,1462000,1191,0,0.852508444459185,0,0
-11000,1462000,1192,0,0,0,0
-3000,1462000,1193,0,0,0,0
5000,1462000,1194,0,0.396371878881698,0,0
13000,1462000,1195,0,1.29689693946616,0,0
21000,1462000,1196,0,1.94855109528254,0,0
29000,1462000,1197,0,1.94252488575112,4.32777288096831,0
37000,1462000,1198,0,0.121132876420344,0,0.111171614026702
45000,1462000,1199,0,0.591016941595219,0.0308767628168667,0.0260751151578657
53000,1462000,1200,0,0.369772469585656,0.192582473667043,0
133000,1462000,1210,0,0.534421336411407,0,0
141000,1462000,1211,0,5.59955270469528,10.4164774065564,1.10250989770183
149000,1462000,1212,0,5.82173205639041,2.70876383885493,5.69732415859868
157000,1462000,1213,0,26.812525710299,0,0
-19000,1454000,1487,0,1.00026212620502,0,0
-11000,1454000,1488,0,0,0,0
-3000,1454000,1489,0,0.282232998484343,0,0
5000,1454000,1490,0,0.00242266981293548,0,0
13000,1454000,1491,0,3.87711064080001,0,0
21000,1454000,1492,0,5.37347509125693,0,0
29000,1454000,1493,0,0.17534821221395,0,0
37000,1454000,1494,0,0,0,0
45000,1454000,1495,0,0.554595314228052,2.19782878838198,0
53000,1454000,1496,0,0,0.395613984418263,0
61000,1454000,1497,0,0,1.44787192465834,0.326770024978303
69000,1454000,1498,0,6.66428503579532,4.84632302712687,7.69935144001683
77000,1454000,1499,0,0.968675269451915,4.49004872480636,0.983193147877042
85000,1454000,1500,0,0.0113596504888729,4.82983182309607,0.399678574023553
93000,1454000,1501,0,0.258430403482114,6.4507644354015,0.582400339760896
101000,1454000,1502,0,5.17001086268611,9.65290106258824,0.642305371285722
-19000,1446000,1783,0,0.670942403109504,0,0
-11000,1446000,1784,0,0.215348533668483,0,0
-3000,1446000,1785,0,0.498094306328328,0,0
5000,1446000,1786,0,0.765037039670883,0,0
13000,1446000,1787,0,0.403085272138344,0,0
21000,1446000,1788,0,0.360614018636743,0,0
29000,1446000,1789,0,3.04537013285878,0,0
37000,1446000,1790,0,3.5550688861552,0,0
45000,1446000,1791,0,6.53778043725212,0,0
53000,1446000,1792,0,5.5843585441136,0,0
61000,1446000,1793,0,1.78260471336635,0.00933906699847414,0
69000,1446000,1794,0,0.492355680204885,0,0
77000,1446000,1795,0,0.232293437450031,0.395566683476496,0
85000,1446000,1796,0,0.00272173041986947,2.34701788320115,0
93000,1446000,1797,0,0.0768197102373195,6.75341247246266,2.64143616230488
101000,1446000,1798,0,5.90443229727303,4.86470696169645,10.923850303516
109000,1446000,1799,0,1.0734997642688,5.25967179369538,1.25022628816618
117000,1446000,1800,0,22.3923210746846,4.40652687265402,14.0966735753262
-19000,1438000,2079,0,0,0,0
-11000,1438000,2080,0,0.00674603115333276,0,0
-3000,1438000,2081,0,0.172678893130252,0,0
5000,1438000,2082,0,5.08858292327102,0,0
13000,1438000,2083,0,0.410135664314237,0,0
21000,1438000,2084,0,0.63228491619472,0,0
29000,1438000,2085,0,1.62254610773525,0,0
37000,1438000,2086,0,1.70278331914027,0,0
45000,1438000,2087,0,2.38791380284036,0,0
53000,1438000,2088,0,2.61554149291682,0,0
61000,1438000,2089,0,0.204101666463141,0,0
69000,1438000,2090,0,0.305512191744536,0,0
77000,1438000,2091,0,0.975118515834217,0.0682451643859863,0
85000,1438000,2092,0,1.33236829359062,0,0
93000,1438000,2093,0,0.316910694812262,0.36733719871802,0
101000,1438000,2094,0,3.8579082646482,5.59936495849448,3.78684975628732
109000,1438000,2095,0,1.54947185625179,6.96176916919819,4.2331074128256
117000,1438000,2096,0,16.0191130477571,6.05535105969563,3.09157442112868
125000,1438000,2097,0,12.1426895819949,0,0
133000,1438000,2098,0,21.9855167516726,0.0558817780564095,3.97567670055988
141000,1438000,2099,0,22.1985530125289,3.16657865650756,7.43706715562568
149000,1438000,2100,0,21.2829795232824,0.697955511069787,6.69059412682578
-19000,1430000,2375,0,246.964563844834,0,0
-11000,1430000,2376,0,0.00807093676927688,0,0
-3000,1430000,2377,0,0,0,0
5000,1430000,2378,0,0,0,0
13000,1430000,2379,0,0.208489050024652,0,0
21000,1430000,2380,0,0.605707211799937,0,0
29000,1430000,2381,0,0.842764713452504,0,0
37000,1430000,2382,0,0.469075782251127,0,0
45000,1430000,2383,0,0.240021637720188,0,0
53000,1430000,2384,0,0.340115279761441,0,0
61000,1430000,2385,0,0.138281846685874,0.00353276602874619,0
69000,1430000,2386,0,0.250792910164686,0,0
77000,1430000,2387,0,0.252146910047014,0.0656649690877403,0.00562454701428765
85000,1430000,2388,0,5.19012728894044,4.01333092030618,0.190175264671739
93000,1430000,2389,0,3.6690224728976,1.51657950841045,4.18242725692276
101000,1430000,2390,0,16.7907047297864,10.2780169451219,17.4305661617103
109000,1430000,2391,0,21.7872504868715,12.0179008115429,2.51444692479953
117000,1430000,2392,0,2.53558000525839,3.20074724290113,0.831913671213858
125000,1430000,2393,0,16.1656154696965,10.6271124989245,9.88334368298535
133000,1430000,2394,0,35.2315595920862,3.70798083420242,17.6550748701962
141000,1430000,2395,0,4.90868382553535,28.0919883647988,18.3093264240333
149000,1430000,2396,0,1.45732636826069,8.68425355068312,13.9383475020207
157000,1430000,2397,0,45.4185766580797,0.778864484252565,0
-19000,1422000,2671,0,3.73451919209916,0,0
-11000,1422000,2672,0,0,0,0
-3000,1422000,2673,0,0,0,0
5000,1422000,2674,0,0,0,0
13000,1422000,2675,0,0.242705119488522,0,0
21000,1422000,2676,0,0.927605784143046,0,0
29000,1422000,2677,0,0.724883510446625,0,0
37000,1422000,2678,0,2.86136977190838,0,0
45000,1422000,2679,0,1.3522542083935,0,0
53000,1422000,2680,0,0.554225079547773,0,0
61000,1422000,2681,0,0.960980093998972,0.00181724934785154,0
69000,1422000,2682,0,0.342376133584183,0,0
77000,1422000,2683,0,2.35282366517351,0.0990969564620823,0
