"x","y","cell","plots"
197000,1118000,13946,12
205000,1118000,13947,1
213000,1118000,13948,45
221000,1118000,13949,71
229000,1118000,13950,72
237000,1118000,13951,70
245000,1118000,13952,84
253000,1118000,13953,73
261000,1118000,13954,83
269000,1118000,13955,74
277000,1118000,13956,66
285000,1118000,13957,64
293000,1118000,13958,75
301000,1118000,13959,75
309000,1118000,13960,78
317000,1118000,13961,74
325000,1118000,13962,73
333000,1118000,13963,74
341000,1118000,13964,71
349000,1118000,13965,72
357000,1118000,13966,73
365000,1118000,13967,66
373000,1118000,13968,71
381000,1118000,13969,74
389000,1118000,13970,70
397000,1118000,13971,74
405000,1118000,13972,74
413000,1118000,13973,72
421000,1118000,13974,74
429000,1118000,13975,74
437000,1118000,13976,73
445000,1118000,13977,74
453000,1118000,13978,74
461000,1118000,13979,78
469000,1118000,13980,68
477000,1118000,13981,69
485000,1118000,13982,76
493000,1118000,13983,71
501000,1118000,13984,74
509000,1118000,13985,75
517000,1118000,13986,46
525000,1118000,13987,73
533000,1118000,13988,82
541000,1118000,13989,71
549000,1118000,13990,76
557000,1118000,13991,81
565000,1118000,13992,69
573000,1118000,13993,74
581000,1118000,13994,75
589000,1118000,13995,72
597000,1118000,13996,72
605000,1118000,13997,69
613000,1118000,13998,74
621000,1118000,13999,66
629000,1118000,14000,58
637000,1118000,14001,65
645000,1118000,14002,70
653000,1118000,14003,71
661000,1118000,14004,66
669000,1118000,14005,73
677000,1118000,14006,71
685000,1118000,14007,20
733000,1118000,14013,3
741000,1118000,14014,8
757000,1118000,14016,11
765000,1118000,14017,33
773000,1118000,14018,72
781000,1118000,14019,67
789000,1118000,14020,69
797000,1118000,14021,84
805000,1118000,14022,69
813000,1118000,14023,70
821000,1118000,14024,72
829000,1118000,14025,73
837000,1118000,14026,67
845000,1118000,14027,73
853000,1118000,14028,69
861000,1118000,14029,59
-35000,1110000,14213,13
-27000,1110000,14214,67
-19000,1110000,14215,74
-11000,1110000,14216,68
-3000,1110000,14217,80
5000,1110000,14218,63
13000,1110000,14219,59
21000,1110000,14220,66
29000,1110000,14221,57
37000,1110000,14222,66
45000,1110000,14223,64
53000,1110000,14224,62
61000,1110000,14225,58
69000,1110000,14226,58
77000,1110000,14227,70
85000,1110000,14228,70
93000,1110000,14229,74
101000,1110000,14230,73
109000,1110000,14231,70
117000,1110000,14232,71
125000,1110000,14233,68
133000,1110000,14234,67
141000,1110000,14235,68
149000,1110000,14236,67
157000,1110000,14237,65
165000,1110000,14238,60
173000,1110000,14239,62
181000,1110000,14240,68
189000,1110000,14241,72
197000,1110000,14242,48
205000,1110000,14243,65
213000,1110000,14244,66
221000,1110000,14245,75
229000,1110000,14246,70
237000,1110000,14247,78
245000,1110000,14248,77
253000,1110000,14249,69
261000,1110000,14250,73
269000,1110000,14251,67
277000,1110000,14252,72
285000,1110000,14253,72
293000,1110000,14254,72
301000,1110000,14255,77
309000,1110000,14256,74
317000,1110000,14257,75
325000,1110000,14258,70
333000,1110000,14259,72
341000,1110000,14260,70
349000,1110000,14261,74
357000,1110000,14262,73
365000,1110000,14263,67
373000,1110000,14264,75
381000,1110000,14265,68
389000,1110000,14266,66
397000,1110000,14267,74
405000,1110000,14268,72
413000,1110000,14269,74
421000,1110000,14270,70
429000,1110000,14271,75
437000,1110000,14272,73
445000,1110000,14273,72
453000,1110000,14274,74
461000,1110000,14275,74
469000,1110000,14276,77
477000,1110000,14277,70
485000,1110000,14278,73
493000,1110000,14279,71
501000,1110000,14280,73
509000,1110000,14281,70
517000,1110000,14282,70
525000,1110000,14283,73
533000,1110000,14284,83
541000,1110000,14285,74
549000,1110000,14286,70
557000,1110000,14287,82
565000,1110000,14288,79
573000,1110000,14289,82
581000,1110000,14290,82
589000,1110000,14291,78
597000,1110000,14292,82
605000,1110000,14293,74
613000,1110000,14294,80
621000,1110000,14295,76
629000,1110000,14296,73
637000,1110000,14297,69
645000,1110000,14298,73
653000,1110000,14299,69
661000,1110000,14300,69
669000,1110000,14301,66
677000,1110000,14302,72
685000,1110000,14303,66
693000,1110000,14304,33
701000,1110000,14305,42
709000,1110000,14306,65
717000,1110000,14307,30
733000,1110000,14309,13
741000,1110000,14310,40
749000,1110000,14311,35
757000,1110000,14312,74
765000,1110000,14313,83
773000,1110000,14314,82
781000,1110000,14315,81
789000,1110000,14316,76
797000,1110000,14317,90
805000,1110000,14318,69
813000,1110000,14319,71
821000,1110000,14320,75
829000,1110000,14321,75
837000,1110000,14322,70
845000,1110000,14323,82
853000,1110000,14324,72
861000,1110000,14325,50
925000,1110000,14333,8
933000,1110000,14334,5
-43000,1102000,14508,39
-35000,1102000,14509,70
-27000,1102000,14510,74
-19000,1102000,14511,71
-11000,1102000,14512,72
-3000,1102000,14513,85
5000,1102000,14514,59
13000,1102000,14515,65
21000,1102000,14516,63
29000,1102000,14517,73
37000,1102000,14518,70
45000,1102000,14519,54
53000,1102000,14520,48
61000,1102000,14521,57
69000,1102000,14522,64
77000,1102000,14523,68
85000,1102000,14524,49
93000,1102000,14525,68
101000,1102000,14526,72
109000,1102000,14527,74
117000,1102000,14528,77
125000,1102000,14529,69
133000,1102000,14530,73
141000,1102000,14531,61
149000,1102000,14532,62
157000,1102000,14533,53
165000,1102000,14534,65
173000,1102000,14535,65
181000,1102000,14536,67
189000,1102000,14537,78
197000,1102000,14538,70
205000,1102000,14539,70
213000,1102000,14540,74
221000,1102000,14541,69
229000,1102000,14542,67
237000,1102000,14543,69
245000,1102000,14544,75
253000,1102000,14545,66
261000,1102000,14546,72
269000,1102000,14547,72
277000,1102000,14548,72
285000,1102000,14549,73
293000,1102000,14550,72
301000,1102000,14551,73
309000,1102000,14552,74
317000,1102000,14553,71
325000,1102000,14554,69
333000,1102000,14555,67
341000,1102000,14556,70
349000,1102000,14557,76
357000,1102000,14558,74
365000,1102000,14559,73
373000,1102000,14560,72
381000,1102000,14561,72
389000,1102000,14562,75
397000,1102000,14563,63
405000,1102000,14564,73
413000,1102000,14565,73
421000,1102000,14566,76
429000,1102000,14567,74
437000,1102000,14568,72
445000,1102000,14569,75
453000,1102000,14570,74
461000,1102000,14571,68
469000,1102000,14572,72
477000,1102000,14573,72
485000,1102000,14574,67
493000,1102000,14575,68
501000,1102000,14576,67
509000,1102000,14577,71
517000,1102000,14578,73
525000,1102000,14579,74
533000,1102000,14580,75
541000,1102000,14581,78
549000,1102000,14582,84
557000,1102000,14583,88
565000,1102000,14584,69
573000,1102000,14585,70
581000,1102000,14586,67
589000,1102000,14587,72
597000,1102000,14588,66
605000,1102000,14589,70
613000,1102000,14590,70
621000,1102000,14591,71
629000,1102000,14592,80
637000,1102000,14593,71
645000,1102000,14594,71
653000,1102000,14595,72
661000,1102000,14596,72
669000,1102000,14597,68
677000,1102000,14598,70
685000,1102000,14599,76
693000,1102000,14600,70
701000,1102000,14601,72
709000,1102000,14602,71
717000,1102000,14603,75
725000,1102000,14604,48
733000,1102000,14605,65
741000,1102000,14606,44
749000,1102000,14607,72
757000,1102000,14608,75
765000,1102000,14609,74
773000,1102000,14610,74
781000,1102000,14611,72
789000,1102000,14612,74
797000,1102000,14613,79
805000,1102000,14614,69
813000,1102000,14615,74
821000,1102000,14616,72
829000,1102000,14617,68
837000,1102000,14618,75
845000,1102000,14619,85
853000,1102000,14620,72
861000,1102000,14621,66
869000,1102000,14622,41
877000,1102000,14623,19
885000,1102000,14624,26
893000,1102000,14625,35
909000,1102000,14627,28
917000,1102000,14628,43
925000,1102000,14629,56
933000,1102000,14630,12
-51000,1094000,14803,1
-43000,1094000,14804,60
-35000,1094000,14805,69
-27000,1094000,14806,72
-19000,1094000,14807,70
-11000,1094000,14808,78
-3000,1094000,14809,74
5000,1094000,14810,57
13000,1094000,14811,61
21000,1094000,14812,57
29000,1094000,14813,82
37000,1094000,14814,77
45000,1094000,14815,69
53000,1094000,14816,60
61000,1094000,14817,63
69000,1094000,14818,74
77000,1094000,14819,72
85000,1094000,14820,69
93000,1094000,14821,65
101000,1094000,14822,66
109000,1094000,14823,62
117000,1094000,14824,69
125000,1094000,14825,69
133000,1094000,14826,73
141000,1094000,14827,66
149000,1094000,14828,54
157000,1094000,14829,60
165000,1094000,14830,59
173000,1094000,14831,78
181000,1094000,14832,70
189000,1094000,14833,71
197000,1094000,14834,69
205000,1094000,14835,82
213000,1094000,14836,77
221000,1094000,14837,75
229000,1094000,14838,75
237000,1094000,14839,77
245000,1094000,14840,86
253000,1094000,14841,80
261000,1094000,14842,72
269000,1094000,14843,69
277000,1094000,14844,72
285000,1094000,14845,66
293000,1094000,14846,74
301000,1094000,14847,77
309000,1094000,14848,68
317000,1094000,14849,71
325000,1094000,14850,72
333000,1094000,14851,64
341000,1094000,14852,73
349000,1094000,14853,74
357000,1094000,14854,75
365000,1094000,14855,74
373000,1094000,14856,74
381000,1094000,14857,72
389000,1094000,14858,69
397000,1094000,14859,70
405000,1094000,14860,66
413000,1094000,14861,75
421000,1094000,14862,73
429000,1094000,14863,75
437000,1094000,14864,74
445000,1094000,14865,75
453000,1094000,14866,74
461000,1094000,14867,71
469000,1094000,14868,80
477000,1094000,14869,66
485000,1094000,14870,72
493000,1094000,14871,62
501000,1094000,14872,52
509000,1094000,14873,58
517000,1094000,14874,63
525000,1094000,14875,55
533000,1094000,14876,66
541000,1094000,14877,67
549000,1094000,14878,70
557000,1094000,14879,77
565000,1094000,14880,70
573000,1094000,14881,74
581000,1094000,14882,75
589000,1094000,14883,72
597000,1094000,14884,72
605000,1094000,14885,74
613000,1094000,14886,71
621000,1094000,14887,72
629000,1094000,14888,76
637000,1094000,14889,70
645000,1094000,14890,72
653000,1094000,14891,74
661000,1094000,14892,66
669000,1094000,14893,68
677000,1094000,14894,69
685000,1094000,14895,68
693000,1094000,14896,71
701000,1094000,14897,71
709000,1094000,14898,74
717000,1094000,14899,75
725000,1094000,14900,73
733000,1094000,14901,73
741000,1094000,14902,76
749000,1094000,14903,84
757000,1094000,14904,87
765000,1094000,14905,71
773000,1094000,14906,71
781000,1094000,14907,74
789000,1094000,14908,73
797000,1094000,14909,82
805000,1094000,14910,73
813000,1094000,14911,75
821000,1094000,14912,72
829000,1094000,14913,71
837000,1094000,14914,71
845000,1094000,14915,81
853000,1094000,14916,71
861000,1094000,14917,69
869000,1094000,14918,74
877000,1094000,14919,73
885000,1094000,14920,73
893000,1094000,14921,68
901000,1094000,14922,60
909000,1094000,14923,55
917000,1094000,14924,69
925000,1094000,14925,43
933000,1094000,14926,3
-43000,1086000,15100,76
-35000,1086000,15101,71
-27000,1086000,15102,70
-19000,1086000,15103,76
-11000,1086000,15104,84
-3000,1086000,15105,65
5000,1086000,15106,51
13000,1086000,15107,73
21000,1086000,15108,63
29000,1086000,15109,65
37000,1086000,15110,67
45000,1086000,15111,65
53000,1086000,15112,65
61000,1086000,15113,66
69000,1086000,15114,58
77000,1086000,15115,78
85000,1086000,15116,76
93000,1086000,15117,71
101000,1086000,15118,71
109000,1086000,15119,61
117000,1086000,15120,73
125000,1086000,15121,77
133000,1086000,15122,69
141000,1086000,15123,75
149000,1086000,15124,67
157000,1086000,15125,68
165000,1086000,15126,70
173000,1086000,15127,79
181000,1086000,15128,77
189000,1086000,15129,72
197000,1086000,15130,70
205000,1086000,15131,77
213000,1086000,15132,68
221000,1086000,15133,68
229000,1086000,15134,65
237000,1086000,15135,76
245000,1086000,15136,71
253000,1086000,15137,68
261000,1086000,15138,78
269000,1086000,15139,79
277000,1086000,15140,75
285000,1086000,15141,69
293000,1086000,15142,75
301000,1086000,15143,67
309000,1086000,15144,75
317000,1086000,15145,64
325000,1086000,15146,73
333000,1086000,15147,74
341000,1086000,15148,67
349000,1086000,15149,74
357000,1086000,15150,72
365000,1086000,15151,71
373000,1086000,15152,74
381000,1086000,15153,64
389000,1086000,15154,71
397000,1086000,15155,67
405000,1086000,15156,71
413000,1086000,15157,73
421000,1086000,15158,75
429000,1086000,15159,73
437000,1086000,15160,77
445000,1086000,15161,75
453000,1086000,15162,71
461000,1086000,15163,70
469000,1086000,15164,63
477000,1086000,15165,67
485000,1086000,15166,69
493000,1086000,15167,66
501000,1086000,15168,64
509000,1086000,15169,62
517000,1086000,15170,62
525000,1086000,15171,52
533000,1086000,15172,55
541000,1086000,15173,64
549000,1086000,15174,70
557000,1086000,15175,79
565000,1086000,15176,72
573000,1086000,15177,70
581000,1086000,15178,72
589000,1086000,15179,71
597000,1086000,15180,72
605000,1086000,15181,72
613000,1086000,15182,72
621000,1086000,15183,72
629000,1086000,15184,51
637000,1086000,15185,49
645000,1086000,15186,48
653000,1086000,15187,48
661000,1086000,15188,59
669000,1086000,15189,72
677000,1086000,15190,69
685000,1086000,15191,64
693000,1086000,15192,72
701000,1086000,15193,69
709000,1086000,15194,74
717000,1086000,15195,71
725000,1086000,15196,69
733000,1086000,15197,66
741000,1086000,15198,76
749000,1086000,15199,71
757000,1086000,15200,72
765000,1086000,15201,69
773000,1086000,15202,73
781000,1086000,15203,38
789000,1086000,15204,44
797000,1086000,15205,80
805000,1086000,15206,70
813000,1086000,15207,71
821000,1086000,15208,73
829000,1086000,15209,74
837000,1086000,15210,72
845000,1086000,15211,75
853000,1086000,15212,53
861000,1086000,15213,72
869000,1086000,15214,72
877000,1086000,15215,73
885000,1086000,15216,73
893000,1086000,15217,74
901000,1086000,15218,71
909000,1086000,15219,60
917000,1086000,15220,63
925000,1086000,15221,37
933000,1086000,15222,25
-51000,1078000,15395,1
-43000,1078000,15396,45
-35000,1078000,15397,69
-27000,1078000,15398,63
-19000,1078000,15399,55
-11000,1078000,15400,63
-3000,1078000,15401,63
5000,1078000,15402,58
13000,1078000,15403,62
21000,1078000,15404,71
29000,1078000,15405,69
37000,1078000,15406,68
45000,1078000,15407,68
53000,1078000,15408,46
61000,1078000,15409,62
69000,1078000,15410,70
77000,1078000,15411,70
85000,1078000,15412,70
93000,1078000,15413,74
101000,1078000,15414,71
109000,1078000,15415,67
117000,1078000,15416,61
125000,1078000,15417,73
133000,1078000,15418,71
141000,1078000,15419,69
149000,1078000,15420,72
157000,1078000,15421,58
165000,1078000,15422,67
173000,1078000,15423,68
181000,1078000,15424,77
189000,1078000,15425,78
197000,1078000,15426,74
205000,1078000,15427,76
213000,1078000,15428,70
221000,1078000,15429,67
229000,1078000,15430,61
237000,1078000,15431,70
245000,1078000,15432,61
253000,1078000,15433,70
261000,1078000,15434,76
269000,1078000,15435,70
277000,1078000,15436,75
285000,1078000,15437,73
293000,1078000,15438,60
301000,1078000,15439,57
309000,1078000,15440,58
317000,1078000,15441,63
325000,1078000,15442,62
333000,1078000,15443,75
341000,1078000,15444,70
349000,1078000,15445,76
357000,1078000,15446,78
365000,1078000,15447,79
373000,1078000,15448,71
381000,1078000,15449,71
389000,1078000,15450,76
397000,1078000,15451,74
405000,1078000,15452,81
413000,1078000,15453,72
421000,1078000,15454,76
429000,1078000,15455,74
437000,1078000,15456,72
445000,1078000,15457,75
453000,1078000,15458,72
461000,1078000,15459,70
469000,1078000,15460,67
477000,1078000,15461,74
485000,1078000,15462,68
493000,1078000,15463,61
501000,1078000,15464,65
509000,1078000,15465,61
517000,1078000,15466,70
525000,1078000,15467,66
533000,1078000,15468,65
541000,1078000,15469,71
549000,1078000,15470,44
557000,1078000,15471,74
565000,1078000,15472,69
573000,1078000,15473,70
581000,1078000,15474,72
589000,1078000,15475,72
597000,1078000,15476,69
605000,1078000,15477,67
613000,1078000,15478,64
621000,1078000,15479,71
629000,1078000,15480,24
637000,1078000,15481,20
645000,1078000,15482,20
653000,1078000,15483,28
661000,1078000,15484,43
669000,1078000,15485,71
677000,1078000,15486,68
685000,1078000,15487,72
693000,1078000,15488,73
701000,1078000,15489,73
709000,1078000,15490,75
717000,1078000,15491,74
725000,1078000,15492,72
733000,1078000,15493,71
741000,1078000,15494,77
749000,1078000,15495,64
757000,1078000,15496,68
765000,1078000,15497,74
773000,1078000,15498,74
781000,1078000,15499,60
789000,1078000,15500,64
797000,1078000,15501,81
805000,1078000,15502,34
813000,1078000,15503,81
821000,1078000,15504,83
829000,1078000,15505,77
837000,1078000,15506,82
845000,1078000,15507,75
853000,1078000,15508,71
861000,1078000,15509,70
869000,1078000,15510,71
877000,1078000,15511,73
885000,1078000,15512,70
893000,1078000,15513,66
901000,1078000,15514,70
909000,1078000,15515,66
917000,1078000,15516,65
925000,1078000,15517,53
933000,1078000,15518,26
-43000,1070000,15692,13
-35000,1070000,15693,67
-27000,1070000,15694,60
-19000,1070000,15695,61
-11000,1070000,15696,69
-3000,1070000,15697,67
5000,1070000,15698,64
13000,1070000,15699,74
21000,1070000,15700,71
29000,1070000,15701,78
37000,1070000,15702,59
45000,1070000,15703,70
53000,1070000,15704,66
61000,1070000,15705,75
69000,1070000,15706,78
77000,1070000,15707,81
85000,1070000,15708,77
93000,1070000,15709,78
101000,1070000,15710,77
109000,1070000,15711,65
117000,1070000,15712,63
125000,1070000,15713,71
133000,1070000,15714,71
141000,1070000,15715,72
149000,1070000,15716,65
157000,1070000,15717,61
165000,1070000,15718,71
173000,1070000,15719,71
181000,1070000,15720,73
189000,1070000,15721,73
197000,1070000,15722,73
205000,1070000,15723,74
213000,1070000,15724,73
221000,1070000,15725,74
229000,1070000,15726,63
237000,1070000,15727,67
245000,1070000,15728,69
253000,1070000,15729,73
261000,1070000,15730,69
269000,1070000,15731,69
277000,1070000,15732,72
285000,1070000,15733,74
293000,1070000,15734,66
301000,1070000,15735,59
309000,1070000,15736,68
317000,1070000,15737,68
325000,1070000,15738,70
333000,1070000,15739,70
341000,1070000,15740,73
349000,1070000,15741,73
357000,1070000,15742,75
365000,1070000,15743,46
373000,1070000,15744,64
381000,1070000,15745,71
389000,1070000,15746,67
397000,1070000,15747,73
405000,1070000,15748,70
413000,1070000,15749,79
421000,1070000,15750,83
429000,1070000,15751,76
437000,1070000,15752,68
445000,1070000,15753,67
453000,1070000,15754,78
461000,1070000,15755,79
469000,1070000,15756,74
477000,1070000,15757,75
485000,1070000,15758,72
493000,1070000,15759,59
501000,1070000,15760,60
509000,1070000,15761,61
517000,1070000,15762,54
525000,1070000,15763,66
533000,1070000,15764,68
541000,1070000,15765,60
549000,1070000,15766,64
557000,1070000,15767,61
565000,1070000,15768,70
573000,1070000,15769,57
581000,1070000,15770,71
589000,1070000,15771,71
597000,1070000,15772,61
605000,1070000,15773,69
613000,1070000,15774,70
621000,1070000,15775,74
629000,1070000,15776,34
637000,1070000,15777,31
645000,1070000,15778,32
653000,1070000,15779,54
661000,1070000,15780,81
669000,1070000,15781,73
677000,1070000,15782,73
685000,1070000,15783,71
693000,1070000,15784,78
701000,1070000,15785,81
709000,1070000,15786,81
717000,1070000,15787,78
725000,1070000,15788,77
733000,1070000,15789,75
741000,1070000,15790,78
749000,1070000,15791,78
757000,1070000,15792,71
765000,1070000,15793,69
773000,1070000,15794,71
781000,1070000,15795,68
789000,1070000,15796,74
797000,1070000,15797,77
805000,1070000,15798,52
813000,1070000,15799,71
821000,1070000,15800,68
829000,1070000,15801,71
837000,1070000,15802,72
845000,1070000,15803,66
853000,1070000,15804,69
861000,1070000,15805,74
869000,1070000,15806,84
877000,1070000,15807,81
885000,1070000,15808,79
893000,1070000,15809,67
901000,1070000,15810,67
909000,1070000,15811,72
917000,1070000,15812,73
925000,1070000,15813,27
933000,1070000,15814,10
-35000,1062000,15989,5
-27000,1062000,15990,59
-19000,1062000,15991,45
-11000,1062000,15992,66
-3000,1062000,15993,73
5000,1062000,15994,77
13000,1062000,15995,78
21000,1062000,15996,74
29000,1062000,15997,79
37000,1062000,15998,70
45000,1062000,15999,66
53000,1062000,16000,67
61000,1062000,16001,70
69000,1062000,16002,63
77000,1062000,16003,78
85000,1062000,16004,72
93000,1062000,16005,72
101000,1062000,16006,72
109000,1062000,16007,78
117000,1062000,16008,66
125000,1062000,16009,71
133000,1062000,16010,73
141000,1062000,16011,76
149000,1062000,16012,71
157000,1062000,16013,63
165000,1062000,16014,66
173000,1062000,16015,74
181000,1062000,16016,77
189000,1062000,16017,67
197000,1062000,16018,69
205000,1062000,16019,66
213000,1062000,16020,72
221000,1062000,16021,72
229000,1062000,16022,76
237000,1062000,16023,68
245000,1062000,16024,73
253000,1062000,16025,74
261000,1062000,16026,73
269000,1062000,16027,72
277000,1062000,16028,71
285000,1062000,16029,67
293000,1062000,16030,64
301000,1062000,16031,61
309000,1062000,16032,69
317000,1062000,16033,68
325000,1062000,16034,71
333000,1062000,16035,66
341000,1062000,16036,72
349000,1062000,16037,72
357000,1062000,16038,65
365000,1062000,16039,58
373000,1062000,16040,73
381000,1062000,16041,74
389000,1062000,16042,72
397000,1062000,16043,74
405000,1062000,16044,70
413000,1062000,16045,73
421000,1062000,16046,78
429000,1062000,16047,74
437000,1062000,16048,76
445000,1062000,16049,63
453000,1062000,16050,77
461000,1062000,16051,78
469000,1062000,16052,78
477000,1062000,16053,71
485000,1062000,16054,51
493000,1062000,16055,54
501000,1062000,16056,70
509000,1062000,16057,75
517000,1062000,16058,66
525000,1062000,16059,73
533000,1062000,16060,80
541000,1062000,16061,68
549000,1062000,16062,76
557000,1062000,16063,74
565000,1062000,16064,79
573000,1062000,16065,79
581000,1062000,16066,72
589000,1062000,16067,79
597000,1062000,16068,75
605000,1062000,16069,72
613000,1062000,16070,75
621000,1062000,16071,77
629000,1062000,16072,72
637000,1062000,16073,73
645000,1062000,16074,73
653000,1062000,16075,71
661000,1062000,16076,84
669000,1062000,16077,70
677000,1062000,16078,73
685000,1062000,16079,66
693000,1062000,16080,77
701000,1062000,16081,72
709000,1062000,16082,75
717000,1062000,16083,72
725000,1062000,16084,72
733000,1062000,16085,70
741000,1062000,16086,69
749000,1062000,16087,72
757000,1062000,16088,72
765000,1062000,16089,71
773000,1062000,16090,69
781000,1062000,16091,73
789000,1062000,16092,72
797000,1062000,16093,75
805000,1062000,16094,61
813000,1062000,16095,73
821000,1062000,16096,69
829000,1062000,16097,41
837000,1062000,16098,46
845000,1062000,16099,62
853000,1062000,16100,64
861000,1062000,16101,68
869000,1062000,16102,65
877000,1062000,16103,67
885000,1062000,16104,61
893000,1062000,16105,67
901000,1062000,16106,71
909000,1062000,16107,55
917000,1062000,16108,76
925000,1062000,16109,71
933000,1062000,16110,64
941000,1062000,16111,9
957000,1062000,16113,3
965000,1062000,16114,9
973000,1062000,16115,4
-27000,1054000,16286,50
-19000,1054000,16287,63
-11000,1054000,16288,68
-3000,1054000,16289,58
5000,1054000,16290,64
13000,1054000,16291,69
21000,1054000,16292,72
29000,1054000,16293,74
37000,1054000,16294,68
45000,1054000,16295,71
53000,1054000,16296,74
61000,1054000,16297,70
69000,1054000,16298,70
77000,1054000,16299,75
85000,1054000,16300,74
93000,1054000,16301,73
101000,1054000,16302,75
109000,1054000,16303,73
117000,1054000,16304,53
125000,1054000,16305,62
133000,1054000,16306,71
141000,1054000,16307,69
149000,1054000,16308,70
157000,1054000,16309,69
165000,1054000,16310,70
173000,1054000,16311,66
181000,1054000,16312,67
189000,1054000,16313,75
197000,1054000,16314,70
205000,1054000,16315,62
213000,1054000,16316,65
221000,1054000,16317,71
229000,1054000,16318,72
237000,1054000,16319,64
245000,1054000,16320,65
253000,1054000,16321,73
261000,1054000,16322,68
269000,1054000,16323,72
277000,1054000,16324,66
285000,1054000,16325,73
293000,1054000,16326,72
301000,1054000,16327,72
309000,1054000,16328,74
317000,1054000,16329,74
325000,1054000,16330,69
333000,1054000,16331,62
341000,1054000,16332,70
349000,1054000,16333,69
357000,1054000,16334,66
365000,1054000,16335,72
373000,1054000,16336,76
381000,1054000,16337,73
389000,1054000,16338,72
397000,1054000,16339,68
405000,1054000,16340,76
413000,1054000,16341,71
421000,1054000,16342,69
429000,1054000,16343,75
437000,1054000,16344,75
445000,1054000,16345,56
453000,1054000,16346,73
461000,1054000,16347,73
469000,1054000,16348,75
477000,1054000,16349,66
485000,1054000,16350,67
493000,1054000,16351,74
501000,1054000,16352,62
509000,1054000,16353,67
517000,1054000,16354,71
525000,1054000,16355,73
533000,1054000,16356,72
541000,1054000,16357,62
549000,1054000,16358,74
557000,1054000,16359,69
565000,1054000,16360,68
573000,1054000,16361,71
581000,1054000,16362,73
589000,1054000,16363,71
597000,1054000,16364,82
605000,1054000,16365,70
613000,1054000,16366,72
621000,1054000,16367,80
629000,1054000,16368,71
637000,1054000,16369,68
645000,1054000,16370,70
653000,1054000,16371,73
661000,1054000,16372,85
669000,1054000,16373,82
677000,1054000,16374,85
685000,1054000,16375,89
693000,1054000,16376,81
701000,1054000,16377,72
709000,1054000,16378,68
717000,1054000,16379,70
725000,1054000,16380,71
733000,1054000,16381,74
741000,1054000,16382,69
749000,1054000,16383,80
757000,1054000,16384,59
765000,1054000,16385,52
773000,1054000,16386,73
781000,1054000,16387,68
789000,1054000,16388,57
797000,1054000,16389,78
805000,1054000,16390,70
813000,1054000,16391,69
821000,1054000,16392,11
845000,1054000,16395,4
853000,1054000,16396,26
861000,1054000,16397,51
869000,1054000,16398,60
877000,1054000,16399,59
885000,1054000,16400,58
893000,1054000,16401,37
901000,1054000,16402,65
909000,1054000,16403,59
917000,1054000,16404,78
925000,1054000,16405,79
933000,1054000,16406,68
941000,1054000,16407,38
949000,1054000,16408,5
957000,1054000,16409,5
965000,1054000,16410,36
973000,1054000,16411,56
-27000,1046000,16582,61
-19000,1046000,16583,60
-11000,1046000,16584,70
-3000,1046000,16585,72
5000,1046000,16586,69
13000,1046000,16587,71
21000,1046000,16588,75
29000,1046000,16589,58
37000,1046000,16590,64
45000,1046000,16591,67
53000,1046000,16592,69
61000,1046000,16593,66
69000,1046000,16594,60
77000,1046000,16595,65
85000,1046000,16596,66
93000,1046000,16597,75
101000,1046000,16598,81
109000,1046000,16599,70
117000,1046000,16600,60
125000,1046000,16601,64
133000,1046000,16602,68
141000,1046000,16603,66
149000,1046000,16604,67
157000,1046000,16605,64
165000,1046000,16606,62
173000,1046000,16607,65
181000,1046000,16608,59
189000,1046000,16609,68
197000,1046000,16610,68
205000,1046000,16611,72
213000,1046000,16612,57
221000,1046000,16613,67
229000,1046000,16614,66
237000,1046000,16615,72
245000,1046000,16616,65
253000,1046000,16617,73
261000,1046000,16618,68
269000,1046000,16619,71
277000,1046000,16620,72
285000,1046000,16621,75
293000,1046000,16622,69
301000,1046000,16623,68
309000,1046000,16624,71
317000,1046000,16625,70
325000,1046000,16626,74
333000,1046000,16627,66
341000,1046000,16628,62
349000,1046000,16629,68
357000,1046000,16630,61
365000,1046000,16631,73
373000,1046000,16632,75
381000,1046000,16633,70
389000,1046000,16634,74
397000,1046000,16635,74
405000,1046000,16636,74
413000,1046000,16637,73
421000,1046000,16638,70
429000,1046000,16639,73
437000,1046000,16640,75
445000,1046000,16641,61
453000,1046000,16642,74
461000,1046000,16643,70
469000,1046000,16644,74
477000,1046000,16645,71
485000,1046000,16646,71
493000,1046000,16647,73
501000,1046000,16648,54
509000,1046000,16649,58
517000,1046000,16650,68
525000,1046000,16651,68
533000,1046000,16652,63
541000,1046000,16653,55
549000,1046000,16654,70
557000,1046000,16655,74
565000,1046000,16656,77
573000,1046000,16657,72
581000,1046000,16658,67
589000,1046000,16659,74
597000,1046000,16660,70
605000,1046000,16661,71
613000,1046000,16662,76
621000,1046000,16663,64
629000,1046000,16664,77
637000,1046000,16665,75
645000,1046000,16666,70
653000,1046000,16667,82
661000,1046000,16668,84
669000,1046000,16669,77
677000,1046000,16670,77
685000,1046000,16671,94
693000,1046000,16672,74
701000,1046000,16673,72
709000,1046000,16674,66
717000,1046000,16675,71
725000,1046000,16676,77
733000,1046000,16677,71
741000,1046000,16678,66
749000,1046000,16679,81
757000,1046000,16680,71
765000,1046000,16681,39
773000,1046000,16682,21
781000,1046000,16683,15
789000,1046000,16684,38
