"x","y","cell","tree","no tree"
109000,1158000,12455,71,4
117000,1158000,12456,71,9
125000,1158000,12457,64,1
133000,1158000,12458,65,0
141000,1158000,12459,69,2
149000,1158000,12460,47,4
157000,1158000,12461,31,0
165000,1158000,12462,45,1
173000,1158000,12463,64,10
181000,1158000,12464,53,11
189000,1158000,12465,64,0
197000,1158000,12466,53,0
205000,1158000,12467,62,0
213000,1158000,12468,71,0
221000,1158000,12469,61,2
229000,1158000,12470,47,0
237000,1158000,12471,68,2
245000,1158000,12472,66,0
253000,1158000,12473,64,0
261000,1158000,12474,69,0
269000,1158000,12475,63,4
277000,1158000,12476,69,1
285000,1158000,12477,80,0
293000,1158000,12478,67,0
301000,1158000,12479,70,0
309000,1158000,12480,76,0
317000,1158000,12481,71,0
325000,1158000,12482,74,0
333000,1158000,12483,64,0
341000,1158000,12484,54,1
349000,1158000,12485,56,1
357000,1158000,12486,74,0
365000,1158000,12487,71,2
373000,1158000,12488,75,0
381000,1158000,12489,79,1
389000,1158000,12490,75,0
397000,1158000,12491,76,3
405000,1158000,12492,65,18
413000,1158000,12493,75,0
421000,1158000,12494,19,0
429000,1158000,12495,16,1
437000,1158000,12496,3,0
493000,1158000,12503,7,0
501000,1158000,12504,41,0
509000,1158000,12505,50,0
517000,1158000,12506,11,0
525000,1158000,12507,7,0
533000,1158000,12508,61,1
541000,1158000,12509,24,0
549000,1158000,12510,16,1
557000,1158000,12511,20,0
565000,1158000,12512,45,0
573000,1158000,12513,72,0
581000,1158000,12514,71,0
589000,1158000,12515,78,2
597000,1158000,12516,83,1
605000,1158000,12517,14,0
613000,1158000,12518,32,1
621000,1158000,12519,57,3
629000,1158000,12520,62,0
637000,1158000,12521,53,2
645000,1158000,12522,33,2
653000,1158000,12523,16,0
-27000,1150000,12734,0,2
-19000,1150000,12735,0,79
-11000,1150000,12736,0,83
-3000,1150000,12737,0,75
5000,1150000,12738,1,73
13000,1150000,12739,1,74
21000,1150000,12740,11,51
29000,1150000,12741,49,11
37000,1150000,12742,51,3
45000,1150000,12743,24,36
53000,1150000,12744,31,32
61000,1150000,12745,53,9
69000,1150000,12746,53,15
77000,1150000,12747,60,5
85000,1150000,12748,73,4
93000,1150000,12749,68,10
101000,1150000,12750,69,6
109000,1150000,12751,68,4
117000,1150000,12752,70,4
125000,1150000,12753,62,13
133000,1150000,12754,72,1
141000,1150000,12755,65,5
149000,1150000,12756,53,3
157000,1150000,12757,51,3
165000,1150000,12758,66,2
173000,1150000,12759,68,8
181000,1150000,12760,46,8
189000,1150000,12761,50,1
197000,1150000,12762,53,0
205000,1150000,12763,62,1
213000,1150000,12764,57,1
221000,1150000,12765,67,0
229000,1150000,12766,64,1
237000,1150000,12767,70,0
245000,1150000,12768,77,1
253000,1150000,12769,77,8
261000,1150000,12770,79,5
269000,1150000,12771,76,0
277000,1150000,12772,75,0
285000,1150000,12773,73,1
293000,1150000,12774,70,1
301000,1150000,12775,73,0
309000,1150000,12776,75,2
317000,1150000,12777,74,0
325000,1150000,12778,73,0
333000,1150000,12779,72,0
341000,1150000,12780,73,0
349000,1150000,12781,73,0
357000,1150000,12782,72,0
365000,1150000,12783,74,0
373000,1150000,12784,74,0
381000,1150000,12785,75,7
389000,1150000,12786,76,8
397000,1150000,12787,75,0
405000,1150000,12788,72,7
413000,1150000,12789,64,0
421000,1150000,12790,11,0
429000,1150000,12791,16,10
437000,1150000,12792,2,0
485000,1150000,12798,10,0
493000,1150000,12799,67,0
501000,1150000,12800,74,1
509000,1150000,12801,77,1
517000,1150000,12802,73,0
525000,1150000,12803,64,0
533000,1150000,12804,79,0
541000,1150000,12805,57,1
549000,1150000,12806,48,1
557000,1150000,12807,46,0
565000,1150000,12808,50,0
573000,1150000,12809,85,0
581000,1150000,12810,68,0
589000,1150000,12811,85,4
597000,1150000,12812,74,0
605000,1150000,12813,38,1
613000,1150000,12814,70,0
621000,1150000,12815,69,2
629000,1150000,12816,74,2
637000,1150000,12817,68,1
645000,1150000,12818,72,0
653000,1150000,12819,69,4
661000,1150000,12820,36,1
669000,1150000,12821,3,0
-27000,1142000,13030,0,3
-19000,1142000,13031,0,72
-11000,1142000,13032,0,73
-3000,1142000,13033,0,79
5000,1142000,13034,1,77
13000,1142000,13035,0,77
21000,1142000,13036,8,46
29000,1142000,13037,14,37
37000,1142000,13038,39,26
45000,1142000,13039,53,13
53000,1142000,13040,50,18
61000,1142000,13041,68,7
69000,1142000,13042,54,20
77000,1142000,13043,66,5
85000,1142000,13044,75,0
93000,1142000,13045,68,1
101000,1142000,13046,77,0
109000,1142000,13047,77,1
117000,1142000,13048,69,3
125000,1142000,13049,63,5
133000,1142000,13050,70,2
141000,1142000,13051,70,5
149000,1142000,13052,63,3
157000,1142000,13053,65,0
165000,1142000,13054,68,4
173000,1142000,13055,70,6
181000,1142000,13056,58,2
189000,1142000,13057,57,0
197000,1142000,13058,59,1
205000,1142000,13059,50,2
213000,1142000,13060,68,0
221000,1142000,13061,73,1
229000,1142000,13062,72,0
237000,1142000,13063,76,0
245000,1142000,13064,70,3
253000,1142000,13065,82,0
261000,1142000,13066,73,1
269000,1142000,13067,68,0
277000,1142000,13068,69,1
285000,1142000,13069,71,0
293000,1142000,13070,69,0
301000,1142000,13071,74,0
309000,1142000,13072,83,0
317000,1142000,13073,78,1
325000,1142000,13074,80,0
333000,1142000,13075,79,1
341000,1142000,13076,80,1
349000,1142000,13077,78,0
357000,1142000,13078,72,0
365000,1142000,13079,74,0
373000,1142000,13080,70,0
381000,1142000,13081,70,5
389000,1142000,13082,74,2
397000,1142000,13083,76,0
405000,1142000,13084,76,2
413000,1142000,13085,49,0
421000,1142000,13086,55,0
429000,1142000,13087,47,0
437000,1142000,13088,43,2
445000,1142000,13089,2,0
461000,1142000,13091,15,0
469000,1142000,13092,37,1
477000,1142000,13093,49,1
485000,1142000,13094,69,1
493000,1142000,13095,82,0
501000,1142000,13096,70,0
509000,1142000,13097,71,1
517000,1142000,13098,74,1
525000,1142000,13099,74,0
533000,1142000,13100,73,0
541000,1142000,13101,69,0
549000,1142000,13102,74,0
557000,1142000,13103,73,0
565000,1142000,13104,80,0
573000,1142000,13105,85,0
581000,1142000,13106,71,0
589000,1142000,13107,83,0
597000,1142000,13108,73,4
605000,1142000,13109,74,0
613000,1142000,13110,77,1
621000,1142000,13111,80,1
629000,1142000,13112,80,3
637000,1142000,13113,78,0
645000,1142000,13114,76,2
653000,1142000,13115,78,0
661000,1142000,13116,75,4
669000,1142000,13117,34,3
-27000,1134000,13326,0,19
-19000,1134000,13327,0,80
-11000,1134000,13328,0,77
-3000,1134000,13329,0,80
5000,1134000,13330,0,76
13000,1134000,13331,0,62
21000,1134000,13332,1,67
29000,1134000,13333,3,69
37000,1134000,13334,32,33
45000,1134000,13335,30,37
53000,1134000,13336,63,7
61000,1134000,13337,67,11
69000,1134000,13338,53,17
77000,1134000,13339,59,9
85000,1134000,13340,73,1
93000,1134000,13341,73,1
101000,1134000,13342,72,0
109000,1134000,13343,71,2
117000,1134000,13344,65,1
125000,1134000,13345,63,1
133000,1134000,13346,58,0
141000,1134000,13347,67,0
149000,1134000,13348,64,5
157000,1134000,13349,69,4
165000,1134000,13350,57,8
173000,1134000,13351,74,3
181000,1134000,13352,66,7
189000,1134000,13353,32,1
197000,1134000,13354,1,0
213000,1134000,13356,48,0
221000,1134000,13357,74,0
229000,1134000,13358,72,2
237000,1134000,13359,73,1
245000,1134000,13360,77,1
253000,1134000,13361,72,1
261000,1134000,13362,74,0
269000,1134000,13363,60,10
277000,1134000,13364,75,3
285000,1134000,13365,71,0
293000,1134000,13366,70,0
301000,1134000,13367,75,0
309000,1134000,13368,78,1
317000,1134000,13369,74,0
325000,1134000,13370,72,0
333000,1134000,13371,69,0
341000,1134000,13372,73,2
349000,1134000,13373,76,4
357000,1134000,13374,77,0
365000,1134000,13375,64,16
373000,1134000,13376,79,1
381000,1134000,13377,76,0
389000,1134000,13378,76,0
397000,1134000,13379,77,0
405000,1134000,13380,76,1
413000,1134000,13381,75,0
421000,1134000,13382,76,2
429000,1134000,13383,75,0
437000,1134000,13384,70,1
445000,1134000,13385,72,0
453000,1134000,13386,55,0
461000,1134000,13387,70,1
469000,1134000,13388,72,0
477000,1134000,13389,71,0
485000,1134000,13390,75,1
493000,1134000,13391,80,0
501000,1134000,13392,86,0
509000,1134000,13393,73,0
517000,1134000,13394,63,0
525000,1134000,13395,74,0
533000,1134000,13396,71,0
541000,1134000,13397,70,0
549000,1134000,13398,71,0
557000,1134000,13399,72,1
565000,1134000,13400,79,0
573000,1134000,13401,72,0
581000,1134000,13402,76,0
589000,1134000,13403,81,1
597000,1134000,13404,74,2
605000,1134000,13405,76,3
613000,1134000,13406,73,0
621000,1134000,13407,74,0
629000,1134000,13408,72,0
637000,1134000,13409,69,0
645000,1134000,13410,73,0
653000,1134000,13411,71,2
661000,1134000,13412,72,2
669000,1134000,13413,64,1
677000,1134000,13414,7,0
837000,1134000,13434,2,0
845000,1134000,13435,33,2
853000,1134000,13436,41,3
861000,1134000,13437,37,2
869000,1134000,13438,17,1
-27000,1126000,13622,0,26
-19000,1126000,13623,0,71
-11000,1126000,13624,0,66
-3000,1126000,13625,0,77
5000,1126000,13626,0,72
13000,1126000,13627,0,71
21000,1126000,13628,2,64
29000,1126000,13629,5,55
37000,1126000,13630,14,45
45000,1126000,13631,43,22
53000,1126000,13632,40,23
61000,1126000,13633,36,34
69000,1126000,13634,51,2
77000,1126000,13635,65,1
85000,1126000,13636,82,1
93000,1126000,13637,72,0
101000,1126000,13638,73,0
109000,1126000,13639,62,9
117000,1126000,13640,60,3
125000,1126000,13641,69,0
133000,1126000,13642,69,0
141000,1126000,13643,70,2
149000,1126000,13644,68,7
157000,1126000,13645,72,8
165000,1126000,13646,71,6
173000,1126000,13647,71,0
181000,1126000,13648,65,3
189000,1126000,13649,53,3
213000,1126000,13652,62,5
221000,1126000,13653,81,0
229000,1126000,13654,82,1
237000,1126000,13655,83,0
245000,1126000,13656,75,0
253000,1126000,13657,71,3
261000,1126000,13658,67,1
269000,1126000,13659,66,4
277000,1126000,13660,72,0
285000,1126000,13661,69,0
293000,1126000,13662,74,0
301000,1126000,13663,75,0
309000,1126000,13664,76,0
317000,1126000,13665,76,1
325000,1126000,13666,72,0
333000,1126000,13667,75,1
341000,1126000,13668,72,0
349000,1126000,13669,74,4
357000,1126000,13670,76,4
365000,1126000,13671,69,6
373000,1126000,13672,75,1
381000,1126000,13673,75,0
389000,1126000,13674,71,1
397000,1126000,13675,74,2
405000,1126000,13676,70,0
413000,1126000,13677,74,0
421000,1126000,13678,74,1
429000,1126000,13679,71,1
437000,1126000,13680,74,1
445000,1126000,13681,77,0
453000,1126000,13682,73,0
461000,1126000,13683,73,1
469000,1126000,13684,76,2
477000,1126000,13685,73,0
485000,1126000,13686,75,2
493000,1126000,13687,71,0
501000,1126000,13688,82,2
509000,1126000,13689,82,1
517000,1126000,13690,55,0
525000,1126000,13691,82,0
533000,1126000,13692,75,1
541000,1126000,13693,75,1
549000,1126000,13694,71,0
557000,1126000,13695,81,0
565000,1126000,13696,74,1
573000,1126000,13697,70,0
581000,1126000,13698,83,3
589000,1126000,13699,73,1
597000,1126000,13700,74,2
605000,1126000,13701,73,1
613000,1126000,13702,74,2
621000,1126000,13703,69,2
629000,1126000,13704,72,1
637000,1126000,13705,71,1
645000,1126000,13706,70,3
653000,1126000,13707,74,0
661000,1126000,13708,74,4
669000,1126000,13709,70,1
677000,1126000,13710,38,4
773000,1126000,13722,15,0
781000,1126000,13723,35,2
789000,1126000,13724,35,6
797000,1126000,13725,62,0
805000,1126000,13726,49,3
813000,1126000,13727,37,2
821000,1126000,13728,31,0
829000,1126000,13729,40,0
837000,1126000,13730,63,1
845000,1126000,13731,78,5
853000,1126000,13732,74,1
861000,1126000,13733,69,3
-27000,1118000,13918,0,44
-19000,1118000,13919,0,75
-11000,1118000,13920,0,58
-3000,1118000,13921,0,77
5000,1118000,13922,0,72
13000,1118000,13923,0,69
21000,1118000,13924,2,61
29000,1118000,13925,1,61
37000,1118000,13926,3,68
45000,1118000,13927,12,51
53000,1118000,13928,37,25
61000,1118000,13929,45,2
69000,1118000,13930,54,1
77000,1118000,13931,72,1
85000,1118000,13932,79,0
93000,1118000,13933,66,1
101000,1118000,13934,71,1
109000,1118000,13935,70,3
117000,1118000,13936,72,0
125000,1118000,13937,66,0
133000,1118000,13938,72,0
141000,1118000,13939,71,0
149000,1118000,13940,59,19
157000,1118000,13941,71,6
165000,1118000,13942,73,1
173000,1118000,13943,72,5
181000,1118000,13944,59,3
189000,1118000,13945,61,4
197000,1118000,13946,11,1
205000,1118000,13947,1,0
213000,1118000,13948,40,7
221000,1118000,13949,70,1
229000,1118000,13950,69,4
237000,1118000,13951,70,2
245000,1118000,13952,82,4
253000,1118000,13953,71,4
261000,1118000,13954,83,1
269000,1118000,13955,74,0
277000,1118000,13956,66,0
285000,1118000,13957,64,0
293000,1118000,13958,75,1
301000,1118000,13959,75,0
309000,1118000,13960,78,3
317000,1118000,13961,74,0
325000,1118000,13962,73,1
333000,1118000,13963,74,0
341000,1118000,13964,71,1
349000,1118000,13965,71,5
357000,1118000,13966,73,4
365000,1118000,13967,66,4
373000,1118000,13968,71,1
381000,1118000,13969,74,0
389000,1118000,13970,70,0
397000,1118000,13971,72,2
405000,1118000,13972,74,0
413000,1118000,13973,72,0
421000,1118000,13974,74,0
429000,1118000,13975,74,0
437000,1118000,13976,72,1
445000,1118000,13977,74,1
453000,1118000,13978,74,0
461000,1118000,13979,78,0
469000,1118000,13980,68,2
477000,1118000,13981,69,0
485000,1118000,13982,76,2
493000,1118000,13983,70,2
501000,1118000,13984,74,0
509000,1118000,13985,75,2
517000,1118000,13986,46,0
525000,1118000,13987,73,1
533000,1118000,13988,82,0
541000,1118000,13989,71,1
549000,1118000,13990,76,0
557000,1118000,13991,80,2
565000,1118000,13992,69,0
573000,1118000,13993,74,1
581000,1118000,13994,75,1
589000,1118000,13995,72,1
597000,1118000,13996,72,1
605000,1118000,13997,69,2
613000,1118000,13998,74,0
621000,1118000,13999,66,3
629000,1118000,14000,58,7
637000,1118000,14001,65,2
645000,1118000,14002,70,2
653000,1118000,14003,71,1
661000,1118000,14004,66,1
669000,1118000,14005,73,0
677000,1118000,14006,71,5
685000,1118000,14007,20,2
733000,1118000,14013,3,0
741000,1118000,14014,8,0
757000,1118000,14016,11,0
765000,1118000,14017,33,1
773000,1118000,14018,72,0
781000,1118000,14019,67,2
789000,1118000,14020,69,4
797000,1118000,14021,84,4
805000,1118000,14022,69,2
813000,1118000,14023,70,2
821000,1118000,14024,72,1
829000,1118000,14025,73,3
837000,1118000,14026,67,3
845000,1118000,14027,73,1
853000,1118000,14028,69,5
861000,1118000,14029,59,1
-35000,1110000,14213,0,13
-27000,1110000,14214,0,67
-19000,1110000,14215,0,74
-11000,1110000,14216,0,68
-3000,1110000,14217,0,80
5000,1110000,14218,0,63
13000,1110000,14219,0,59
21000,1110000,14220,0,66
29000,1110000,14221,8,51
37000,1110000,14222,1,65
45000,1110000,14223,17,51
53000,1110000,14224,40,27
61000,1110000,14225,51,11
69000,1110000,14226,58,1
77000,1110000,14227,66,5
85000,1110000,14228,68,2
93000,1110000,14229,74,1
101000,1110000,14230,71,2
109000,1110000,14231,68,2
117000,1110000,14232,71,0
125000,1110000,14233,68,0
133000,1110000,14234,67,0
141000,1110000,14235,67,6
149000,1110000,14236,59,24
157000,1110000,14237,52,38
165000,1110000,14238,29,45
173000,1110000,14239,54,23
181000,1110000,14240,68,4
189000,1110000,14241,70,2
197000,1110000,14242,47,3
205000,1110000,14243,65,0
213000,1110000,14244,66,1
221000,1110000,14245,75,1
229000,1110000,14246,70,1
237000,1110000,14247,78,1
245000,1110000,14248,77,2
253000,1110000,14249,68,2
261000,1110000,14250,73,1
269000,1110000,14251,67,0
277000,1110000,14252,72,0
285000,1110000,14253,72,0
293000,1110000,14254,72,0
301000,1110000,14255,77,0
309000,1110000,14256,74,0
317000,1110000,14257,75,0
325000,1110000,14258,70,2
333000,1110000,14259,72,3
341000,1110000,14260,70,4
349000,1110000,14261,74,2
357000,1110000,14262,71,16
365000,1110000,14263,67,4
373000,1110000,14264,75,0
381000,1110000,14265,68,0
389000,1110000,14266,66,0
397000,1110000,14267,70,5
405000,1110000,14268,72,0
413000,1110000,14269,74,0
421000,1110000,14270,70,1
429000,1110000,14271,75,0
437000,1110000,14272,72,2
445000,1110000,14273,72,0
453000,1110000,14274,74,0
461000,1110000,14275,74,0
469000,1110000,14276,77,0
477000,1110000,14277,70,3
485000,1110000,14278,73,2
493000,1110000,14279,71,0
501000,1110000,14280,73,0
509000,1110000,14281,70,1
517000,1110000,14282,70,0
525000,1110000,14283,73,0
533000,1110000,14284,83,0
541000,1110000,14285,74,1
549000,1110000,14286,70,0
557000,1110000,14287,82,0
565000,1110000,14288,79,0
573000,1110000,14289,82,0
581000,1110000,14290,82,2
589000,1110000,14291,78,3
597000,1110000,14292,82,1
605000,1110000,14293,74,3
613000,1110000,14294,80,2
621000,1110000,14295,76,0
629000,1110000,14296,73,7
637000,1110000,14297,69,8
645000,1110000,14298,73,7
653000,1110000,14299,69,3
661000,1110000,14300,69,1
669000,1110000,14301,66,2
677000,1110000,14302,72,1
685000,1110000,14303,66,3
693000,1110000,14304,33,1
701000,1110000,14305,42,0
709000,1110000,14306,65,1
717000,1110000,14307,30,0
733000,1110000,14309,13,0
741000,1110000,14310,40,0
749000,1110000,14311,35,1
757000,1110000,14312,74,1
765000,1110000,14313,83,0
773000,1110000,14314,82,1
781000,1110000,14315,81,6
789000,1110000,14316,76,3
797000,1110000,14317,90,5
805000,1110000,14318,69,1
813000,1110000,14319,71,2
821000,1110000,14320,75,3
829000,1110000,14321,75,1
837000,1110000,14322,70,2
845000,1110000,14323,82,2
853000,1110000,14324,72,2
861000,1110000,14325,50,2
925000,1110000,14333,8,0
933000,1110000,14334,5,0
-43000,1102000,14508,4,37
-35000,1102000,14509,0,70
-27000,1102000,14510,0,74
-19000,1102000,14511,0,71
-11000,1102000,14512,0,72
-3000,1102000,14513,0,85
5000,1102000,14514,0,59
13000,1102000,14515,0,65
21000,1102000,14516,1,63
29000,1102000,14517,0,73
37000,1102000,14518,1,69
45000,1102000,14519,31,25
53000,1102000,14520,47,3
61000,1102000,14521,50,9
69000,1102000,14522,53,15
77000,1102000,14523,14,54
85000,1102000,14524,28,22
93000,1102000,14525,65,4
101000,1102000,14526,63,13
109000,1102000,14527,74,5
117000,1102000,14528,73,8
125000,1102000,14529,69,2
133000,1102000,14530,73,0
141000,1102000,14531,61,9
149000,1102000,14532,62,12
157000,1102000,14533,47,13
165000,1102000,14534,49,31
173000,1102000,14535,60,9
181000,1102000,14536,67,4
189000,1102000,14537,78,1
197000,1102000,14538,67,3
205000,1102000,14539,70,0
213000,1102000,14540,74,1
221000,1102000,14541,67,4
229000,1102000,14542,67,0
237000,1102000,14543,69,0
245000,1102000,14544,75,0
253000,1102000,14545,66,0
261000,1102000,14546,72,0
269000,1102000,14547,72,1
277000,1102000,14548,71,1
285000,1102000,14549,73,0
293000,1102000,14550,72,0
301000,1102000,14551,73,0
309000,1102000,14552,74,2
317000,1102000,14553,71,1
325000,1102000,14554,69,3
333000,1102000,14555,67,6
341000,1102000,14556,70,2
349000,1102000,14557,75,3
357000,1102000,14558,74,4
365000,1102000,14559,73,0
373000,1102000,14560,72,2
381000,1102000,14561,72,4
389000,1102000,14562,75,1
397000,1102000,14563,62,1
405000,1102000,14564,73,0
413000,1102000,14565,73,0
421000,1102000,14566,75,3
429000,1102000,14567,74,1
437000,1102000,14568,72,1
445000,1102000,14569,75,0
453000,1102000,14570,74,0
461000,1102000,14571,68,0
469000,1102000,14572,72,0
477000,1102000,14573,72,0
485000,1102000,14574,67,0
493000,1102000,14575,68,0
501000,1102000,14576,67,2
509000,1102000,14577,71,1
517000,1102000,14578,73,0
525000,1102000,14579,74,0
533000,1102000,14580,75,1
541000,1102000,14581,78,1
549000,1102000,14582,84,1
557000,1102000,14583,88,2
565000,1102000,14584,69,2
573000,1102000,14585,70,1
581000,1102000,14586,67,0
589000,1102000,14587,72,0
597000,1102000,14588,66,1
605000,1102000,14589,70,1
613000,1102000,14590,70,1
621000,1102000,14591,71,5
629000,1102000,14592,80,1
637000,1102000,14593,71,2
645000,1102000,14594,71,2
653000,1102000,14595,72,5
661000,1102000,14596,72,2
669000,1102000,14597,68,5
677000,1102000,14598,70,1
685000,1102000,14599,76,1
693000,1102000,14600,70,0
701000,1102000,14601,72,0
709000,1102000,14602,71,0
717000,1102000,14603,75,2
725000,1102000,14604,48,2
733000,1102000,14605,65,1
741000,1102000,14606,44,0
749000,1102000,14607,72,1
757000,1102000,14608,75,1
765000,1102000,14609,74,0
773000,1102000,14610,74,2
781000,1102000,14611,72,0
789000,1102000,14612,74,0
797000,1102000,14613,79,1
805000,1102000,14614,69,2
813000,1102000,14615,74,3
821000,1102000,14616,72,1
829000,1102000,14617,68,3
837000,1102000,14618,75,1
845000,1102000,14619,85,3
853000,1102000,14620,72,0
861000,1102000,14621,66,5
869000,1102000,14622,41,1
877000,1102000,14623,19,0
885000,1102000,14624,25,1
893000,1102000,14625,35,0
909000,1102000,14627,28,1
917000,1102000,14628,43,2
925000,1102000,14629,56,1
933000,1102000,14630,12,0
-51000,1094000,14803,0,1
-43000,1094000,14804,0,60
-35000,1094000,14805,0,69
-27000,1094000,14806,0,72
-19000,1094000,14807,0,70
-11000,1094000,14808,0,78
-3000,1094000,14809,0,74
5000,1094000,14810,0,57
13000,1094000,14811,0,61
21000,1094000,14812,0,57
29000,1094000,14813,0,82
37000,1094000,14814,0,77
45000,1094000,14815,7,62
53000,1094000,14816,8,54
61000,1094000,14817,33,33
69000,1094000,14818,10,67
77000,1094000,14819,6,66
85000,1094000,14820,8,61
93000,1094000,14821,55,11
101000,1094000,14822,65,8
109000,1094000,14823,62,4
117000,1094000,14824,69,1
125000,1094000,14825,69,0
133000,1094000,14826,72,1
141000,1094000,14827,63,5
149000,1094000,14828,51,11
157000,1094000,14829,45,24
165000,1094000,14830,59,8
173000,1094000,14831,78,0
181000,1094000,14832,70,0
189000,1094000,14833,71,0
197000,1094000,14834,69,0
205000,1094000,14835,82,0
213000,1094000,14836,77,0
221000,1094000,14837,73,3
229000,1094000,14838,74,6
237000,1094000,14839,77,1
245000,1094000,14840,86,2
253000,1094000,14841,80,0
261000,1094000,14842,72,1
269000,1094000,14843,69,0
277000,1094000,14844,72,0
285000,1094000,14845,64,2
293000,1094000,14846,73,1
301000,1094000,14847,77,2
309000,1094000,14848,68,4
317000,1094000,14849,70,6
325000,1094000,14850,72,2
333000,1094000,14851,64,3
341000,1094000,14852,73,10
349000,1094000,14853,74,0
357000,1094000,14854,75,0
365000,1094000,14855,74,0
373000,1094000,14856,74,2
381000,1094000,14857,72,1
389000,1094000,14858,69,1
397000,1094000,14859,69,1
405000,1094000,14860,66,0
413000,1094000,14861,75,0
421000,1094000,14862,73,0
429000,1094000,14863,75,0
437000,1094000,14864,74,0
445000,1094000,14865,75,0
453000,1094000,14866,74,0
461000,1094000,14867,71,1
469000,1094000,14868,80,3
477000,1094000,14869,66,1
485000,1094000,14870,72,1
493000,1094000,14871,62,0
501000,1094000,14872,52,0
509000,1094000,14873,58,1
517000,1094000,14874,63,0
525000,1094000,14875,55,0
533000,1094000,14876,66,0
541000,1094000,14877,67,0
549000,1094000,14878,70,0
557000,1094000,14879,77,2
565000,1094000,14880,70,1
573000,1094000,14881,74,1
581000,1094000,14882,75,0
589000,1094000,14883,72,0
597000,1094000,14884,72,1
605000,1094000,14885,74,0
613000,1094000,14886,71,0
621000,1094000,14887,72,1
629000,1094000,14888,76,2
637000,1094000,14889,70,9
645000,1094000,14890,72,2
653000,1094000,14891,74,2
661000,1094000,14892,66,1
669000,1094000,14893,68,1
677000,1094000,14894,69,2
685000,1094000,14895,67,3
693000,1094000,14896,71,0
701000,1094000,14897,71,0
709000,1094000,14898,74,0
717000,1094000,14899,75,2
725000,1094000,14900,73,1
733000,1094000,14901,73,1
741000,1094000,14902,76,2
749000,1094000,14903,84,0
757000,1094000,14904,87,3
765000,1094000,14905,71,2
773000,1094000,14906,71,3
781000,1094000,14907,74,3
789000,1094000,14908,73,2
797000,1094000,14909,82,8
805000,1094000,14910,73,2
813000,1094000,14911,75,5
821000,1094000,14912,72,2
829000,1094000,14913,71,2
837000,1094000,14914,71,3
845000,1094000,14915,81,5
853000,1094000,14916,71,3
861000,1094000,14917,69,6
869000,1094000,14918,74,1
877000,1094000,14919,73,0
885000,1094000,14920,73,1
893000,1094000,14921,68,0
901000,1094000,14922,60,0
909000,1094000,14923,55,2
917000,1094000,14924,69,0
925000,1094000,14925,43,0
933000,1094000,14926,3,0
-43000,1086000,15100,0,76
-35000,1086000,15101,0,71
-27000,1086000,15102,0,70
-19000,1086000,15103,0,76
-11000,1086000,15104,0,84
-3000,1086000,15105,0,65
5000,1086000,15106,0,51
13000,1086000,15107,0,73
21000,1086000,15108,0,63
29000,1086000,15109,1,65
37000,1086000,15110,0,67
45000,1086000,15111,1,64
53000,1086000,15112,11,54
61000,1086000,15113,2,64
69000,1086000,15114,8,50
77000,1086000,15115,1,77
85000,1086000,15116,2,74
93000,1086000,15117,33,41
101000,1086000,15118,71,0
109000,1086000,15119,61,0
117000,1086000,15120,73,0
125000,1086000,15121,77,0
133000,1086000,15122,69,1
141000,1086000,15123,63,12
149000,1086000,15124,48,25
157000,1086000,15125,33,49
165000,1086000,15126,64,18
173000,1086000,15127,79,0
181000,1086000,15128,77,0
189000,1086000,15129,72,0
197000,1086000,15130,70,0
205000,1086000,15131,77,0
213000,1086000,15132,68,1
221000,1086000,15133,68,2
229000,1086000,15134,65,4
237000,1086000,15135,76,1
245000,1086000,15136,71,0
253000,1086000,15137,68,0
261000,1086000,15138,78,0
269000,1086000,15139,79,0
277000,1086000,15140,75,0
285000,1086000,15141,65,8
293000,1086000,15142,75,10
301000,1086000,15143,66,3
309000,1086000,15144,75,2
317000,1086000,15145,63,6
325000,1086000,15146,73,2
333000,1086000,15147,74,3
341000,1086000,15148,67,5
349000,1086000,15149,74,7
357000,1086000,15150,72,1
365000,1086000,15151,71,0
373000,1086000,15152,74,1
381000,1086000,15153,64,0
389000,1086000,15154,71,0
397000,1086000,15155,67,0
405000,1086000,15156,71,0
413000,1086000,15157,73,4
421000,1086000,15158,75,0
429000,1086000,15159,73,1
437000,1086000,15160,77,3
445000,1086000,15161,75,0
453000,1086000,15162,71,3
461000,1086000,15163,69,5
469000,1086000,15164,62,5
477000,1086000,15165,67,8
485000,1086000,15166,68,6
493000,1086000,15167,66,0
501000,1086000,15168,64,1
509000,1086000,15169,62,2
517000,1086000,15170,62,1
525000,1086000,15171,52,1
533000,1086000,15172,53,2
541000,1086000,15173,64,0
549000,1086000,15174,70,0
557000,1086000,15175,79,0
565000,1086000,15176,72,0
573000,1086000,15177,70,0
581000,1086000,15178,72,0
589000,1086000,15179,71,0
597000,1086000,15180,72,0
605000,1086000,15181,72,0
613000,1086000,15182,72,0
621000,1086000,15183,72,2
629000,1086000,15184,50,1
637000,1086000,15185,48,3
645000,1086000,15186,48,1
653000,1086000,15187,48,0
661000,1086000,15188,59,4
669000,1086000,15189,72,0
677000,1086000,15190,69,1
685000,1086000,15191,64,1
693000,1086000,15192,72,1
701000,1086000,15193,69,1
709000,1086000,15194,74,2
717000,1086000,15195,71,2
725000,1086000,15196,69,2
733000,1086000,15197,66,1
741000,1086000,15198,76,3
749000,1086000,15199,71,1
757000,1086000,15200,72,2
765000,1086000,15201,69,1
773000,1086000,15202,73,5
781000,1086000,15203,38,6
