"x","y","cell","tree","no tree"
205000,894000,22235,54,21
213000,894000,22236,16,56
221000,894000,22237,0,79
229000,894000,22238,2,67
237000,894000,22239,23,54
245000,894000,22240,41,44
253000,894000,22241,19,57
261000,894000,22242,48,33
269000,894000,22243,52,27
277000,894000,22244,63,12
285000,894000,22245,55,22
293000,894000,22246,70,2
301000,894000,22247,68,6
309000,894000,22248,46,17
317000,894000,22249,71,1
325000,894000,22250,58,9
333000,894000,22251,64,4
341000,894000,22252,42,29
349000,894000,22253,45,31
357000,894000,22254,56,17
365000,894000,22255,31,43
373000,894000,22256,44,28
381000,894000,22257,60,10
389000,894000,22258,60,16
397000,894000,22259,61,9
405000,894000,22260,65,12
413000,894000,22261,74,1
421000,894000,22262,72,2
429000,894000,22263,69,1
437000,894000,22264,74,2
445000,894000,22265,73,1
453000,894000,22266,72,5
461000,894000,22267,69,8
469000,894000,22268,69,5
477000,894000,22269,71,4
485000,894000,22270,64,3
493000,894000,22271,68,3
501000,894000,22272,70,4
509000,894000,22273,52,7
517000,894000,22274,69,4
525000,894000,22275,71,5
533000,894000,22276,71,4
541000,894000,22277,72,0
549000,894000,22278,70,0
557000,894000,22279,71,1
565000,894000,22280,75,0
573000,894000,22281,63,12
581000,894000,22282,70,10
589000,894000,22283,80,7
597000,894000,22284,66,3
605000,894000,22285,2,0
613000,894000,22286,14,1
621000,894000,22287,18,10
629000,894000,22288,50,7
637000,894000,22289,77,6
645000,894000,22290,79,2
653000,894000,22291,76,2
661000,894000,22292,66,4
669000,894000,22293,2,0
765000,894000,22305,38,4
773000,894000,22306,73,2
781000,894000,22307,72,9
789000,894000,22308,76,5
797000,894000,22309,62,3
805000,894000,22310,74,4
813000,894000,22311,75,4
821000,894000,22312,71,1
829000,894000,22313,73,2
837000,894000,22314,69,0
845000,894000,22315,81,2
853000,894000,22316,68,2
861000,894000,22317,72,2
869000,894000,22318,67,0
877000,894000,22319,75,0
885000,894000,22320,67,1
893000,894000,22321,63,5
901000,894000,22322,70,3
909000,894000,22323,69,1
917000,894000,22324,74,1
925000,894000,22325,71,0
933000,894000,22326,71,1
941000,894000,22327,68,9
949000,894000,22328,68,3
957000,894000,22329,69,6
965000,894000,22330,73,7
973000,894000,22331,75,4
981000,894000,22332,71,7
989000,894000,22333,73,3
997000,894000,22334,18,0
-59000,886000,22498,0,26
-51000,886000,22499,0,72
-43000,886000,22500,0,74
-35000,886000,22501,0,72
-27000,886000,22502,0,75
-19000,886000,22503,0,76
-11000,886000,22504,0,72
-3000,886000,22505,0,72
5000,886000,22506,0,71
13000,886000,22507,0,71
21000,886000,22508,0,77
29000,886000,22509,0,70
37000,886000,22510,0,72
45000,886000,22511,2,73
53000,886000,22512,0,67
61000,886000,22513,0,65
69000,886000,22514,0,72
77000,886000,22515,0,74
85000,886000,22516,0,69
93000,886000,22517,0,60
101000,886000,22518,2,72
109000,886000,22519,0,75
117000,886000,22520,9,63
125000,886000,22521,9,64
133000,886000,22522,22,51
141000,886000,22523,37,32
149000,886000,22524,16,57
157000,886000,22525,29,47
165000,886000,22526,39,20
173000,886000,22527,21,47
181000,886000,22528,13,47
189000,886000,22529,23,32
197000,886000,22530,16,54
205000,886000,22531,44,27
213000,886000,22532,30,35
221000,886000,22533,25,48
229000,886000,22534,0,68
237000,886000,22535,19,57
245000,886000,22536,53,23
253000,886000,22537,51,35
261000,886000,22538,38,45
269000,886000,22539,24,52
277000,886000,22540,14,67
285000,886000,22541,19,55
293000,886000,22542,56,21
301000,886000,22543,72,6
309000,886000,22544,59,9
317000,886000,22545,61,14
325000,886000,22546,58,16
333000,886000,22547,72,13
341000,886000,22548,66,15
349000,886000,22549,51,44
357000,886000,22550,55,24
365000,886000,22551,62,16
373000,886000,22552,43,25
381000,886000,22553,61,12
389000,886000,22554,71,3
397000,886000,22555,66,9
405000,886000,22556,71,3
413000,886000,22557,70,6
421000,886000,22558,71,1
429000,886000,22559,66,7
437000,886000,22560,57,18
445000,886000,22561,55,14
453000,886000,22562,72,9
461000,886000,22563,60,28
469000,886000,22564,59,17
477000,886000,22565,69,6
485000,886000,22566,65,10
493000,886000,22567,51,15
501000,886000,22568,60,8
509000,886000,22569,61,1
517000,886000,22570,71,1
525000,886000,22571,73,1
533000,886000,22572,71,3
541000,886000,22573,70,1
549000,886000,22574,65,0
557000,886000,22575,69,6
565000,886000,22576,73,4
573000,886000,22577,71,7
581000,886000,22578,68,10
589000,886000,22579,77,13
597000,886000,22580,47,7
605000,886000,22581,5,0
613000,886000,22582,34,2
621000,886000,22583,22,0
629000,886000,22584,75,10
637000,886000,22585,71,11
645000,886000,22586,75,1
653000,886000,22587,72,2
661000,886000,22588,51,5
765000,886000,22601,49,1
773000,886000,22602,74,0
781000,886000,22603,70,1
789000,886000,22604,67,2
797000,886000,22605,70,3
805000,886000,22606,71,3
813000,886000,22607,71,2
821000,886000,22608,71,3
829000,886000,22609,67,0
837000,886000,22610,70,1
845000,886000,22611,73,0
853000,886000,22612,73,0
861000,886000,22613,74,0
869000,886000,22614,65,2
877000,886000,22615,62,0
885000,886000,22616,73,0
893000,886000,22617,72,3
901000,886000,22618,72,3
909000,886000,22619,71,0
917000,886000,22620,68,0
925000,886000,22621,70,0
933000,886000,22622,73,0
941000,886000,22623,72,3
949000,886000,22624,77,0
957000,886000,22625,72,12
965000,886000,22626,78,8
973000,886000,22627,75,11
981000,886000,22628,84,5
989000,886000,22629,82,8
997000,886000,22630,14,4
-59000,878000,22794,0,37
-51000,878000,22795,0,73
-43000,878000,22796,0,74
-35000,878000,22797,0,72
-27000,878000,22798,0,78
-19000,878000,22799,0,73
-11000,878000,22800,0,70
-3000,878000,22801,0,70
5000,878000,22802,0,74
13000,878000,22803,0,71
21000,878000,22804,1,73
29000,878000,22805,0,74
37000,878000,22806,0,65
45000,878000,22807,0,66
53000,878000,22808,1,65
61000,878000,22809,0,74
69000,878000,22810,0,80
77000,878000,22811,1,72
85000,878000,22812,5,60
93000,878000,22813,1,64
101000,878000,22814,0,73
109000,878000,22815,0,76
117000,878000,22816,1,67
125000,878000,22817,20,48
133000,878000,22818,13,56
141000,878000,22819,0,68
149000,878000,22820,14,57
157000,878000,22821,7,65
165000,878000,22822,5,62
173000,878000,22823,11,60
181000,878000,22824,17,52
189000,878000,22825,36,33
197000,878000,22826,32,38
205000,878000,22827,50,21
213000,878000,22828,40,32
221000,878000,22829,43,34
229000,878000,22830,27,40
237000,878000,22831,15,58
245000,878000,22832,40,40
253000,878000,22833,36,35
261000,878000,22834,10,65
269000,878000,22835,44,37
277000,878000,22836,29,54
285000,878000,22837,34,57
293000,878000,22838,67,15
301000,878000,22839,67,12
309000,878000,22840,67,7
317000,878000,22841,63,6
325000,878000,22842,67,4
333000,878000,22843,63,20
341000,878000,22844,59,26
349000,878000,22845,63,29
357000,878000,22846,35,49
365000,878000,22847,66,25
373000,878000,22848,38,38
381000,878000,22849,66,10
389000,878000,22850,64,3
397000,878000,22851,75,4
405000,878000,22852,71,3
413000,878000,22853,76,2
421000,878000,22854,72,0
429000,878000,22855,66,8
437000,878000,22856,51,17
445000,878000,22857,61,9
453000,878000,22858,67,5
461000,878000,22859,60,18
469000,878000,22860,63,0
477000,878000,22861,72,4
485000,878000,22862,69,10
493000,878000,22863,58,19
501000,878000,22864,54,0
509000,878000,22865,59,3
517000,878000,22866,58,12
525000,878000,22867,68,4
533000,878000,22868,70,3
541000,878000,22869,69,5
549000,878000,22870,67,6
557000,878000,22871,68,14
565000,878000,22872,72,16
573000,878000,22873,77,12
581000,878000,22874,77,8
589000,878000,22875,80,7
597000,878000,22876,74,8
605000,878000,22877,70,8
613000,878000,22878,61,3
621000,878000,22879,72,4
629000,878000,22880,72,6
637000,878000,22881,74,3
645000,878000,22882,75,1
653000,878000,22883,75,1
661000,878000,22884,33,0
765000,878000,22897,58,0
773000,878000,22898,66,0
781000,878000,22899,66,2
789000,878000,22900,69,1
797000,878000,22901,70,0
805000,878000,22902,69,5
813000,878000,22903,67,9
821000,878000,22904,69,4
829000,878000,22905,75,3
837000,878000,22906,74,1
845000,878000,22907,71,0
853000,878000,22908,72,0
861000,878000,22909,73,1
869000,878000,22910,73,2
877000,878000,22911,65,0
885000,878000,22912,41,2
893000,878000,22913,68,5
901000,878000,22914,73,1
909000,878000,22915,73,1
917000,878000,22916,66,2
925000,878000,22917,72,10
933000,878000,22918,72,0
941000,878000,22919,73,0
949000,878000,22920,53,4
957000,878000,22921,25,12
965000,878000,22922,21,7
973000,878000,22923,18,13
981000,878000,22924,72,11
989000,878000,22925,61,11
997000,878000,22926,10,0
-59000,870000,23090,0,49
-51000,870000,23091,0,74
-43000,870000,23092,0,73
-35000,870000,23093,1,70
-27000,870000,23094,0,80
-19000,870000,23095,0,76
-11000,870000,23096,0,74
-3000,870000,23097,0,64
5000,870000,23098,0,74
13000,870000,23099,0,72
21000,870000,23100,0,78
29000,870000,23101,0,67
37000,870000,23102,0,47
45000,870000,23103,0,63
53000,870000,23104,2,64
61000,870000,23105,0,67
69000,870000,23106,0,72
77000,870000,23107,2,68
85000,870000,23108,0,69
93000,870000,23109,0,67
101000,870000,23110,0,66
109000,870000,23111,0,76
117000,870000,23112,0,70
125000,870000,23113,10,46
133000,870000,23114,2,53
141000,870000,23115,15,50
149000,870000,23116,3,64
157000,870000,23117,5,71
165000,870000,23118,2,67
173000,870000,23119,2,70
181000,870000,23120,8,62
189000,870000,23121,14,61
197000,870000,23122,23,49
205000,870000,23123,54,14
213000,870000,23124,51,19
221000,870000,23125,1,70
229000,870000,23126,3,67
237000,870000,23127,0,75
245000,870000,23128,27,55
253000,870000,23129,20,60
261000,870000,23130,34,43
269000,870000,23131,44,45
277000,870000,23132,31,43
285000,870000,23133,41,39
293000,870000,23134,30,48
301000,870000,23135,67,11
309000,870000,23136,67,12
317000,870000,23137,71,6
325000,870000,23138,49,15
333000,870000,23139,66,7
341000,870000,23140,66,22
349000,870000,23141,62,19
357000,870000,23142,73,10
365000,870000,23143,72,21
373000,870000,23144,63,12
381000,870000,23145,70,3
389000,870000,23146,66,1
397000,870000,23147,70,0
405000,870000,23148,72,3
413000,870000,23149,71,2
421000,870000,23150,71,0
429000,870000,23151,68,3
437000,870000,23152,73,6
445000,870000,23153,71,0
453000,870000,23154,71,5
461000,870000,23155,71,1
469000,870000,23156,72,1
477000,870000,23157,65,0
485000,870000,23158,75,3
493000,870000,23159,73,0
501000,870000,23160,64,5
509000,870000,23161,56,21
517000,870000,23162,72,2
525000,870000,23163,68,3
533000,870000,23164,66,4
541000,870000,23165,74,4
549000,870000,23166,57,11
557000,870000,23167,72,13
565000,870000,23168,77,7
573000,870000,23169,74,7
581000,870000,23170,77,10
589000,870000,23171,70,6
597000,870000,23172,40,10
605000,870000,23173,64,3
613000,870000,23174,68,2
621000,870000,23175,72,0
629000,870000,23176,68,8
637000,870000,23177,75,4
645000,870000,23178,74,1
653000,870000,23179,77,3
661000,870000,23180,11,0
757000,870000,23192,10,1
765000,870000,23193,55,0
773000,870000,23194,60,1
781000,870000,23195,60,0
789000,870000,23196,68,0
797000,870000,23197,67,0
805000,870000,23198,69,3
813000,870000,23199,71,4
821000,870000,23200,70,3
829000,870000,23201,72,0
837000,870000,23202,71,0
845000,870000,23203,73,0
853000,870000,23204,72,0
861000,870000,23205,71,0
869000,870000,23206,69,0
877000,870000,23207,55,0
885000,870000,23208,59,1
893000,870000,23209,74,1
901000,870000,23210,65,1
909000,870000,23211,69,3
917000,870000,23212,66,5
925000,870000,23213,75,13
933000,870000,23214,71,0
941000,870000,23215,65,0
949000,870000,23216,68,0
957000,870000,23217,56,3
965000,870000,23218,63,4
973000,870000,23219,62,2
981000,870000,23220,72,4
989000,870000,23221,67,9
997000,870000,23222,2,0
-59000,862000,23386,0,59
-51000,862000,23387,0,76
-43000,862000,23388,2,71
-35000,862000,23389,0,74
-27000,862000,23390,0,75
-19000,862000,23391,0,74
-11000,862000,23392,0,74
-3000,862000,23393,0,68
5000,862000,23394,0,63
13000,862000,23395,0,71
21000,862000,23396,0,78
29000,862000,23397,0,67
37000,862000,23398,0,61
45000,862000,23399,0,69
53000,862000,23400,4,68
61000,862000,23401,0,71
69000,862000,23402,0,75
77000,862000,23403,0,71
85000,862000,23404,0,71
93000,862000,23405,0,64
101000,862000,23406,0,57
109000,862000,23407,1,65
117000,862000,23408,2,72
125000,862000,23409,11,60
133000,862000,23410,3,54
141000,862000,23411,0,63
149000,862000,23412,0,52
157000,862000,23413,3,66
165000,862000,23414,0,79
173000,862000,23415,3,65
181000,862000,23416,0,76
189000,862000,23417,32,47
197000,862000,23418,29,38
205000,862000,23419,62,5
213000,862000,23420,30,41
221000,862000,23421,9,67
229000,862000,23422,1,69
237000,862000,23423,2,72
245000,862000,23424,33,51
253000,862000,23425,44,40
261000,862000,23426,34,44
269000,862000,23427,30,48
277000,862000,23428,52,24
285000,862000,23429,15,61
293000,862000,23430,38,48
301000,862000,23431,48,33
309000,862000,23432,26,51
317000,862000,23433,69,7
325000,862000,23434,73,3
333000,862000,23435,60,12
341000,862000,23436,50,25
349000,862000,23437,50,28
357000,862000,23438,64,14
365000,862000,23439,71,7
373000,862000,23440,68,7
381000,862000,23441,73,2
389000,862000,23442,73,1
397000,862000,23443,74,1
405000,862000,23444,75,2
413000,862000,23445,76,0
421000,862000,23446,71,0
429000,862000,23447,71,4
437000,862000,23448,74,1
445000,862000,23449,71,1
453000,862000,23450,75,1
461000,862000,23451,71,3
469000,862000,23452,69,0
477000,862000,23453,74,0
485000,862000,23454,74,0
493000,862000,23455,74,1
501000,862000,23456,74,1
509000,862000,23457,40,35
517000,862000,23458,58,15
525000,862000,23459,69,1
533000,862000,23460,67,5
541000,862000,23461,74,3
549000,862000,23462,68,1
557000,862000,23463,48,23
565000,862000,23464,60,17
573000,862000,23465,60,20
581000,862000,23466,65,1
589000,862000,23467,49,2
597000,862000,23468,73,3
605000,862000,23469,73,0
613000,862000,23470,75,3
621000,862000,23471,74,5
629000,862000,23472,73,7
637000,862000,23473,74,6
645000,862000,23474,74,4
653000,862000,23475,74,3
661000,862000,23476,21,0
757000,862000,23488,35,1
765000,862000,23489,66,1
773000,862000,23490,65,2
781000,862000,23491,62,0
789000,862000,23492,67,0
797000,862000,23493,70,0
805000,862000,23494,72,0
813000,862000,23495,68,0
821000,862000,23496,70,1
829000,862000,23497,72,0
837000,862000,23498,60,2
845000,862000,23499,62,1
853000,862000,23500,68,1
861000,862000,23501,75,1
869000,862000,23502,65,4
877000,862000,23503,55,1
885000,862000,23504,27,1
893000,862000,23505,67,2
901000,862000,23506,73,0
909000,862000,23507,75,1
917000,862000,23508,72,14
925000,862000,23509,69,20
933000,862000,23510,64,1
941000,862000,23511,66,2
949000,862000,23512,70,1
957000,862000,23513,69,1
965000,862000,23514,58,6
973000,862000,23515,68,3
981000,862000,23516,61,3
989000,862000,23517,41,4
-59000,854000,23682,0,8
-51000,854000,23683,0,19
-43000,854000,23684,1,30
-35000,854000,23685,0,44
-27000,854000,23686,0,60
-19000,854000,23687,0,69
-11000,854000,23688,0,74
-3000,854000,23689,0,72
5000,854000,23690,0,64
13000,854000,23691,0,64
21000,854000,23692,0,68
29000,854000,23693,0,69
37000,854000,23694,0,72
45000,854000,23695,0,69
53000,854000,23696,3,68
61000,854000,23697,1,71
69000,854000,23698,0,77
77000,854000,23699,0,63
85000,854000,23700,1,65
93000,854000,23701,0,62
101000,854000,23702,0,59
109000,854000,23703,0,62
117000,854000,23704,0,75
125000,854000,23705,15,58
133000,854000,23706,0,69
141000,854000,23707,0,56
149000,854000,23708,0,67
157000,854000,23709,1,68
165000,854000,23710,0,75
173000,854000,23711,4,54
181000,854000,23712,13,52
189000,854000,23713,44,24
197000,854000,23714,37,18
205000,854000,23715,41,30
213000,854000,23716,31,43
221000,854000,23717,52,41
229000,854000,23718,4,78
237000,854000,23719,0,88
245000,854000,23720,24,74
253000,854000,23721,42,48
261000,854000,23722,34,59
269000,854000,23723,49,36
277000,854000,23724,55,19
285000,854000,23725,58,24
293000,854000,23726,35,45
301000,854000,23727,26,49
309000,854000,23728,56,14
317000,854000,23729,71,5
325000,854000,23730,72,0
333000,854000,23731,76,1
341000,854000,23732,75,0
349000,854000,23733,61,3
357000,854000,23734,63,16
365000,854000,23735,69,11
373000,854000,23736,70,3
381000,854000,23737,75,2
389000,854000,23738,71,1
397000,854000,23739,71,1
405000,854000,23740,72,3
413000,854000,23741,70,3
421000,854000,23742,68,2
429000,854000,23743,71,3
437000,854000,23744,71,1
445000,854000,23745,64,5
453000,854000,23746,67,5
461000,854000,23747,65,3
469000,854000,23748,74,0
477000,854000,23749,74,0
485000,854000,23750,75,0
493000,854000,23751,66,13
501000,854000,23752,77,1
509000,854000,23753,78,1
517000,854000,23754,70,0
525000,854000,23755,68,3
533000,854000,23756,67,1
541000,854000,23757,66,6
549000,854000,23758,39,18
557000,854000,23759,46,3
565000,854000,23760,53,13
573000,854000,23761,79,11
581000,854000,23762,67,0
589000,854000,23763,4,0
597000,854000,23764,35,0
605000,854000,23765,70,4
613000,854000,23766,74,12
621000,854000,23767,76,2
629000,854000,23768,74,4
637000,854000,23769,74,1
645000,854000,23770,78,2
653000,854000,23771,69,5
661000,854000,23772,17,1
749000,854000,23783,19,0
757000,854000,23784,64,1
765000,854000,23785,69,2
773000,854000,23786,69,0
781000,854000,23787,66,1
789000,854000,23788,67,0
797000,854000,23789,72,0
805000,854000,23790,66,0
813000,854000,23791,69,0
821000,854000,23792,59,1
829000,854000,23793,68,0
837000,854000,23794,66,1
845000,854000,23795,70,1
853000,854000,23796,75,1
861000,854000,23797,70,0
869000,854000,23798,73,2
877000,854000,23799,75,1
885000,854000,23800,70,2
893000,854000,23801,68,1
901000,854000,23802,71,2
909000,854000,23803,66,1
917000,854000,23804,68,10
925000,854000,23805,70,21
933000,854000,23806,62,5
941000,854000,23807,62,3
949000,854000,23808,69,0
957000,854000,23809,57,3
965000,854000,23810,69,1
973000,854000,23811,67,3
981000,854000,23812,12,1
989000,854000,23813,3,1
-19000,846000,23983,0,2
-11000,846000,23984,0,10
-3000,846000,23985,0,21
5000,846000,23986,0,34
13000,846000,23987,0,35
21000,846000,23988,0,42
29000,846000,23989,0,60
37000,846000,23990,1,64
45000,846000,23991,0,62
53000,846000,23992,0,70
61000,846000,23993,2,72
69000,846000,23994,0,75
77000,846000,23995,0,65
85000,846000,23996,0,57
93000,846000,23997,2,56
101000,846000,23998,3,53
109000,846000,23999,0,62
117000,846000,24000,0,59
125000,846000,24001,10,61
133000,846000,24002,4,63
141000,846000,24003,0,58
149000,846000,24004,1,58
157000,846000,24005,2,52
165000,846000,24006,0,72
173000,846000,24007,4,57
181000,846000,24008,46,17
189000,846000,24009,39,35
197000,846000,24010,32,15
205000,846000,24011,37,0
213000,846000,24012,62,16
221000,846000,24013,47,33
229000,846000,24014,18,54
237000,846000,24015,1,71
245000,846000,24016,8,64
253000,846000,24017,7,68
261000,846000,24018,11,73
269000,846000,24019,27,53
277000,846000,24020,69,19
285000,846000,24021,41,40
293000,846000,24022,42,38
301000,846000,24023,15,63
309000,846000,24024,57,15
317000,846000,24025,72,6
325000,846000,24026,66,3
333000,846000,24027,69,4
341000,846000,24028,73,2
349000,846000,24029,74,4
357000,846000,24030,57,23
365000,846000,24031,70,12
373000,846000,24032,64,14
381000,846000,24033,67,8
389000,846000,24034,71,3
397000,846000,24035,66,3
405000,846000,24036,70,2
413000,846000,24037,75,2
421000,846000,24038,68,1
429000,846000,24039,71,1
437000,846000,24040,71,0
445000,846000,24041,72,5
453000,846000,24042,67,5
461000,846000,24043,70,2
469000,846000,24044,71,0
477000,846000,24045,73,1
485000,846000,24046,72,0
493000,846000,24047,73,3
501000,846000,24048,73,1
509000,846000,24049,75,3
517000,846000,24050,71,8
525000,846000,24051,67,3
533000,846000,24052,67,9
541000,846000,24053,71,9
549000,846000,24054,63,7
557000,846000,24055,62,6
565000,846000,24056,52,23
573000,846000,24057,54,16
581000,846000,24058,17,1
605000,846000,24061,74,6
613000,846000,24062,75,9
621000,846000,24063,79,8
629000,846000,24064,73,7
637000,846000,24065,72,6
645000,846000,24066,65,0
653000,846000,24067,8,0
749000,846000,24079,47,1
757000,846000,24080,72,2
765000,846000,24081,62,6
773000,846000,24082,69,2
781000,846000,24083,69,4
789000,846000,24084,69,4
797000,846000,24085,68,15
805000,846000,24086,71,4
813000,846000,24087,73,7
821000,846000,24088,68,10
829000,846000,24089,73,3
837000,846000,24090,67,4
845000,846000,24091,69,3
853000,846000,24092,58,0
861000,846000,24093,46,1
869000,846000,24094,54,0
877000,846000,24095,55,0
885000,846000,24096,55,0
893000,846000,24097,59,1
901000,846000,24098,55,1
909000,846000,24099,53,0
917000,846000,24100,45,4
925000,846000,24101,56,13
933000,846000,24102,57,5
941000,846000,24103,47,0
949000,846000,24104,66,0
957000,846000,24105,66,1
965000,846000,24106,65,1
973000,846000,24107,42,1
37000,838000,24286,0,4
45000,838000,24287,2,11
53000,838000,24288,0,25
61000,838000,24289,0,35
69000,838000,24290,0,45
77000,838000,24291,0,54
85000,838000,24292,2,44
93000,838000,24293,0,48
101000,838000,24294,1,60
109000,838000,24295,3,57
117000,838000,24296,0,66
125000,838000,24297,8,54
133000,838000,24298,5,65
141000,838000,24299,3,61
149000,838000,24300,2,63
157000,838000,24301,0,70
165000,838000,24302,0,71
173000,838000,24303,5,63
181000,838000,24304,49,24
189000,838000,24305,53,15
197000,838000,24306,31,36
205000,838000,24307,56,6
213000,838000,24308,57,18
221000,838000,24309,70,8
229000,838000,24310,16,60
237000,838000,24311,10,63
245000,838000,24312,0,75
253000,838000,24313,27,45
261000,838000,24314,58,25
269000,838000,24315,57,16
277000,838000,24316,43,32
285000,838000,24317,43,27
293000,838000,24318,52,24
301000,838000,24319,58,18
309000,838000,24320,62,11
317000,838000,24321,62,20
325000,838000,24322,69,12
333000,838000,24323,70,8
341000,838000,24324,69,5
349000,838000,24325,73,0
357000,838000,24326,46,25
365000,838000,24327,65,14
373000,838000,24328,55,25
381000,838000,24329,70,7
389000,838000,24330,71,6
397000,838000,24331,73,5
405000,838000,24332,74,2
413000,838000,24333,70,1
421000,838000,24334,69,2
429000,838000,24335,76,8
437000,838000,24336,75,0
445000,838000,24337,71,0
453000,838000,24338,75,3
461000,838000,24339,74,0
469000,838000,24340,74,3
477000,838000,24341,74,1
485000,838000,24342,72,0
493000,838000,24343,80,0
501000,838000,24344,73,1
509000,838000,24345,69,1
517000,838000,24346,72,1
525000,838000,24347,63,6
533000,838000,24348,66,16
541000,838000,24349,67,9
549000,838000,24350,66,11
557000,838000,24351,53,16
565000,838000,24352,72,1
573000,838000,24353,71,0
581000,838000,24354,5,0
605000,838000,24357,52,4
613000,838000,24358,71,9
621000,838000,24359,70,1
629000,838000,24360,74,3
637000,838000,24361,73,1
645000,838000,24362,42,0
741000,838000,24374,27,9
749000,838000,24375,63,1
757000,838000,24376,63,0
765000,838000,24377,68,1
773000,838000,24378,59,0
781000,838000,24379,73,12
789000,838000,24380,80,6
797000,838000,24381,77,16
805000,838000,24382,77,9
813000,838000,24383,74,3
821000,838000,24384,75,5
829000,838000,24385,75,10
837000,838000,24386,73,4
845000,838000,24387,78,3
853000,838000,24388,42,0
93000,830000,24589,0,4
101000,830000,24590,0,7
109000,830000,24591,0,14
117000,830000,24592,0,31
125000,830000,24593,1,38
133000,830000,24594,0,52
141000,830000,24595,0,69
149000,830000,24596,0,71
157000,830000,24597,0,68
165000,830000,24598,3,72
173000,830000,24599,4,55
181000,830000,24600,58,11
189000,830000,24601,55,19
197000,830000,24602,14,60
205000,830000,24603,52,27
213000,830000,24604,8,67
221000,830000,24605,48,31
229000,830000,24606,23,59
237000,830000,24607,0,72
245000,830000,24608,0,74
253000,830000,24609,0,74
261000,830000,24610,10,75
269000,830000,24611,33,41
277000,830000,24612,52,20
285000,830000,24613,41,33
293000,830000,24614,38,40
301000,830000,24615,43,37
309000,830000,24616,42,30
317000,830000,24617,71,24
325000,830000,24618,72,11
333000,830000,24619,66,14
341000,830000,24620,46,22
349000,830000,24621,60,15
357000,830000,24622,53,12
365000,830000,24623,60,16
373000,830000,24624,67,10
381000,830000,24625,59,20
389000,830000,24626,69,10
397000,830000,24627,70,10
405000,830000,24628,66,16
413000,830000,24629,73,2
421000,830000,24630,67,1
429000,830000,24631,73,0
437000,830000,24632,71,0
445000,830000,24633,72,0
453000,830000,24634,74,0
461000,830000,24635,73,1
469000,830000,24636,73,3
477000,830000,24637,75,1
485000,830000,24638,72,1
493000,830000,24639,86,0
501000,830000,24640,75,0
509000,830000,24641,68,5
517000,830000,24642,66,4
525000,830000,24643,68,5
533000,830000,24644,53,28
541000,830000,24645,60,15
549000,830000,24646,58,18
557000,830000,24647,44,20
565000,830000,24648,63,7
573000,830000,24649,73,2
581000,830000,24650,41,1
589000,830000,24651,4,1
597000,830000,24652,46,6
605000,830000,24653,51,3
613000,830000,24654,72,3
621000,830000,24655,71,10
629000,830000,24656,73,3
637000,830000,24657,74,1
645000,830000,24658,16,1
741000,830000,24670,25,2
749000,830000,24671,66,1
757000,830000,24672,69,1
765000,830000,24673,69,0
773000,830000,24674,64,1
781000,830000,24675,73,8
789000,830000,24676,64,5
797000,830000,24677,77,14
805000,830000,24678,76,2
813000,830000,24679,78,7
821000,830000,24680,80,9
829000,830000,24681,77,9
837000,830000,24682,75,16
845000,830000,24683,73,0
853000,830000,24684,36,1
149000,822000,24892,0,7
157000,822000,24893,0,16
165000,822000,24894,0,24
173000,822000,24895,15,15
181000,822000,24896,39,2
189000,822000,24897,32,11
197000,822000,24898,4,58
205000,822000,24899,14,57
213000,822000,24900,21,52
221000,822000,24901,10,61
229000,822000,24902,1,73
237000,822000,24903,29,45
245000,822000,24904,5,71
253000,822000,24905,2,72
261000,822000,24906,9,71
269000,822000,24907,27,43
277000,822000,24908,56,15
285000,822000,24909,67,7
293000,822000,24910,46,30
301000,822000,24911,18,60
309000,822000,24912,53,24
317000,822000,24913,53,32
325000,822000,24914,62,20
333000,822000,24915,52,23
341000,822000,24916,58,19
349000,822000,24917,73,2
357000,822000,24918,65,14
365000,822000,24919,64,10
373000,822000,24920,53,22
381000,822000,24921,65,22
389000,822000,24922,72,10
397000,822000,24923,72,4
405000,822000,24924,72,5
413000,822000,24925,73,1
421000,822000,24926,73,0
429000,822000,24927,70,1
437000,822000,24928,69,1
445000,822000,24929,72,0
453000,822000,24930,72,0
461000,822000,24931,73,0
469000,822000,24932,71,2
477000,822000,24933,72,0
485000,822000,24934,75,0
493000,822000,24935,74,0
501000,822000,24936,73,0
509000,822000,24937,68,1
517000,822000,24938,67,11
525000,822000,24939,69,8
533000,822000,24940,62,5
541000,822000,24941,48,6
549000,822000,24942,29,43
557000,822000,24943,51,23
565000,822000,24944,74,6
573000,822000,24945,65,13
581000,822000,24946,43,1
589000,822000,24947,41,3
597000,822000,24948,66,10
605000,822000,24949,69,8
613000,822000,24950,71,22
621000,822000,24951,70,5
629000,822000,24952,74,3
637000,822000,24953,72,5
741000,822000,24966,10,1
749000,822000,24967,56,1
757000,822000,24968,59,0
765000,822000,24969,64,0
773000,822000,24970,69,0
781000,822000,24971,76,6
789000,822000,24972,74,4
797000,822000,24973,75,13
805000,822000,24974,75,3
813000,822000,24975,73,4
821000,822000,24976,75,3
829000,822000,24977,72,3
837000,822000,24978,76,2
845000,822000,24979,77,2
853000,822000,24980,38,4
213000,814000,25196,2,8
221000,814000,25197,3,15
229000,814000,25198,0,26
237000,814000,25199,3,25
245000,814000,25200,0,36
253000,814000,25201,24,19
261000,814000,25202,8,45
269000,814000,25203,4,64
277000,814000,25204,29,39
285000,814000,25205,48,28
293000,814000,25206,54,15
301000,814000,25207,58,19
