"x","y","cell","Grass","Temperate Broadleaf Deciduous Tree","Temperate Needleleaf Deciduous Tree","Temperate Needleleaf Evergreen Tree","NA"
141000,1182000,11571,2,49,13,35,0
149000,1182000,11572,0,24,18,43,0
157000,1182000,11573,1,23,4,48,0
165000,1182000,11574,0,8,1,35,0
173000,1182000,11575,1,10,3,47,0
181000,1182000,11576,2,8,5,54,0
189000,1182000,11577,2,25,9,47,0
197000,1182000,11578,2,31,32,24,0
205000,1182000,11579,7,25,6,39,0
213000,1182000,11580,2,26,24,24,0
221000,1182000,11581,0,29,34,18,0
229000,1182000,11582,0,33,32,16,0
237000,1182000,11583,3,27,10,18,0
245000,1182000,11584,11,35,17,22,0
253000,1182000,11585,4,38,26,29,0
261000,1182000,11586,2,29,28,33,0
269000,1182000,11587,4,31,21,32,0
277000,1182000,11588,0,43,17,38,0
285000,1182000,11589,2,46,10,32,0
293000,1182000,11590,3,44,16,27,0
301000,1182000,11591,1,41,25,22,0
309000,1182000,11592,2,45,16,33,0
317000,1182000,11593,1,23,28,50,0
325000,1182000,11594,1,48,15,42,0
333000,1182000,11595,0,44,6,58,0
341000,1182000,11596,1,23,8,25,0
349000,1182000,11597,0,3,1,4,0
405000,1182000,11604,0,1,0,1,0
413000,1182000,11605,0,14,0,20,0
421000,1182000,11606,0,19,0,16,0
429000,1182000,11607,0,12,0,8,0
437000,1182000,11608,0,11,0,16,0
445000,1182000,11609,0,16,0,18,0
453000,1182000,11610,0,2,0,4,0
573000,1182000,11625,0,34,0,33,0
581000,1182000,11626,0,48,0,40,0
589000,1182000,11627,1,58,0,23,0
597000,1182000,11628,1,54,1,38,0
605000,1182000,11629,4,24,0,29,0
613000,1182000,11630,0,37,1,33,0
621000,1182000,11631,0,1,0,2,0
-27000,1174000,11846,12,0,0,0,0
-19000,1174000,11847,68,0,0,0,0
-11000,1174000,11848,75,0,0,0,0
-3000,1174000,11849,72,0,0,0,0
5000,1174000,11850,74,0,0,0,0
13000,1174000,11851,39,23,0,0,0
21000,1174000,11852,9,51,1,0,0
29000,1174000,11853,14,49,0,0,0
37000,1174000,11854,20,44,2,0,0
45000,1174000,11855,6,44,4,0,0
53000,1174000,11856,0,58,3,0,0
61000,1174000,11857,6,43,0,0,0
69000,1174000,11858,6,52,14,2,0
77000,1174000,11859,3,53,14,15,0
85000,1174000,11860,11,53,17,9,0
93000,1174000,11861,0,49,24,4,0
101000,1174000,11862,0,43,17,17,0
109000,1174000,11863,4,13,18,47,0
117000,1174000,11864,6,7,10,55,0
125000,1174000,11865,6,18,18,45,0
133000,1174000,11866,0,42,11,25,0
141000,1174000,11867,1,44,20,23,0
149000,1174000,11868,0,27,16,46,0
157000,1174000,11869,0,3,6,68,0
165000,1174000,11870,4,12,1,45,0
173000,1174000,11871,7,8,0,62,0
181000,1174000,11872,3,20,12,33,0
189000,1174000,11873,2,53,7,26,0
197000,1174000,11874,1,44,25,28,0
205000,1174000,11875,11,20,21,12,0
213000,1174000,11876,5,24,14,30,0
221000,1174000,11877,4,18,22,14,0
229000,1174000,11878,4,25,24,11,0
237000,1174000,11879,4,21,22,10,0
245000,1174000,11880,1,30,22,14,0
253000,1174000,11881,0,36,25,27,0
261000,1174000,11882,0,34,26,24,0
269000,1174000,11883,0,27,33,31,0
277000,1174000,11884,9,25,24,38,0
285000,1174000,11885,2,35,18,33,0
293000,1174000,11886,1,46,22,26,0
301000,1174000,11887,0,45,13,39,0
309000,1174000,11888,0,56,18,40,0
317000,1174000,11889,0,54,21,55,0
325000,1174000,11890,2,38,4,31,0
333000,1174000,11891,0,8,0,9,0
381000,1174000,11897,0,1,0,0,0
389000,1174000,11898,0,6,0,11,0
397000,1174000,11899,0,19,2,21,0
405000,1174000,11900,0,26,1,39,0
413000,1174000,11901,0,42,1,56,0
421000,1174000,11902,0,46,0,51,0
429000,1174000,11903,0,26,0,27,0
437000,1174000,11904,0,12,0,18,0
445000,1174000,11905,0,7,0,14,0
453000,1174000,11906,1,3,0,3,0
549000,1174000,11918,1,7,0,7,0
557000,1174000,11919,0,14,0,37,0
565000,1174000,11920,0,42,0,39,0
573000,1174000,11921,0,62,0,31,0
581000,1174000,11922,0,65,1,15,0
589000,1174000,11923,1,54,0,31,0
597000,1174000,11924,2,48,3,39,0
605000,1174000,11925,3,36,9,30,0
613000,1174000,11926,0,8,1,12,0
-19000,1166000,12143,61,2,0,0,0
-11000,1166000,12144,73,0,0,0,0
-3000,1166000,12145,70,0,0,0,0
5000,1166000,12146,71,1,0,0,0
13000,1166000,12147,49,14,0,0,0
21000,1166000,12148,37,46,0,0,0
29000,1166000,12149,14,58,0,0,0
37000,1166000,12150,12,52,0,1,0
45000,1166000,12151,12,38,2,0,0
53000,1166000,12152,13,19,0,0,0
61000,1166000,12153,19,38,1,0,0
69000,1166000,12154,12,58,7,1,0
77000,1166000,12155,10,52,20,6,0
85000,1166000,12156,24,53,6,5,0
93000,1166000,12157,13,50,13,13,0
101000,1166000,12158,13,37,10,31,0
109000,1166000,12159,9,26,6,44,0
117000,1166000,12160,4,10,12,45,0
125000,1166000,12161,5,18,11,44,0
133000,1166000,12162,0,50,12,16,0
141000,1166000,12163,0,48,6,34,0
149000,1166000,12164,1,50,4,31,0
157000,1166000,12165,3,5,3,51,0
165000,1166000,12166,0,3,2,30,0
173000,1166000,12167,3,15,2,46,0
181000,1166000,12168,14,40,6,30,0
189000,1166000,12169,7,39,16,22,0
197000,1166000,12170,12,37,21,9,0
205000,1166000,12171,5,21,34,4,0
213000,1166000,12172,6,10,36,16,0
221000,1166000,12173,5,37,20,23,0
229000,1166000,12174,10,18,24,27,0
237000,1166000,12175,10,14,35,7,0
245000,1166000,12176,1,18,42,14,0
253000,1166000,12177,0,41,30,21,0
261000,1166000,12178,2,43,15,29,0
269000,1166000,12179,2,39,22,29,0
277000,1166000,12180,1,20,27,32,0
285000,1166000,12181,0,32,20,29,0
293000,1166000,12182,0,28,24,45,0
301000,1166000,12183,1,39,15,44,0
309000,1166000,12184,0,54,17,41,0
317000,1166000,12185,0,48,3,38,0
325000,1166000,12186,0,23,12,30,0
333000,1166000,12187,0,5,1,4,0
349000,1166000,12189,0,0,0,1,0
357000,1166000,12190,0,5,0,4,0
365000,1166000,12191,0,9,0,24,0
373000,1166000,12192,0,25,1,22,0
381000,1166000,12193,0,43,2,32,0
389000,1166000,12194,1,52,0,48,0
397000,1166000,12195,1,54,0,42,0
405000,1166000,12196,1,48,1,54,0
413000,1166000,12197,0,43,1,56,0
421000,1166000,12198,0,42,2,40,0
429000,1166000,12199,0,18,4,14,0
437000,1166000,12200,1,12,3,20,0
445000,1166000,12201,0,2,1,1,0
453000,1166000,12202,0,1,0,0,0
533000,1166000,12212,0,0,0,1,0
541000,1166000,12213,0,13,1,15,0
549000,1166000,12214,1,43,1,51,0
557000,1166000,12215,2,59,0,44,0
565000,1166000,12216,0,69,0,37,0
573000,1166000,12217,0,61,1,26,0
581000,1166000,12218,0,59,2,28,0
589000,1166000,12219,0,41,2,52,0
597000,1166000,12220,3,53,15,35,0
605000,1166000,12221,0,22,12,15,0
621000,1166000,12223,0,10,0,10,0
629000,1166000,12224,0,4,0,10,0
-27000,1158000,12438,1,0,0,0,0
-19000,1158000,12439,77,1,0,0,0
-11000,1158000,12440,72,0,0,0,0
-3000,1158000,12441,68,0,0,0,0
5000,1158000,12442,72,0,0,0,0
13000,1158000,12443,65,16,0,0,0
21000,1158000,12444,40,32,0,0,0
29000,1158000,12445,21,42,0,0,0
37000,1158000,12446,9,44,0,0,0
45000,1158000,12447,38,21,0,0,0
53000,1158000,12448,5,32,7,0,0
61000,1158000,12449,24,42,5,0,0
69000,1158000,12450,16,43,15,0,0
77000,1158000,12451,0,53,25,0,0
85000,1158000,12452,18,58,13,0,0
93000,1158000,12453,14,65,6,17,0
101000,1158000,12454,11,53,9,23,0
109000,1158000,12455,4,52,13,18,0
117000,1158000,12456,9,23,8,45,0
125000,1158000,12457,1,16,23,32,0
133000,1158000,12458,0,50,13,18,0
141000,1158000,12459,2,40,20,27,0
149000,1158000,12460,4,16,11,29,0
157000,1158000,12461,0,8,2,26,0
165000,1158000,12462,1,7,1,43,0
173000,1158000,12463,10,14,6,49,0
181000,1158000,12464,11,33,11,25,0
189000,1158000,12465,0,49,12,15,0
197000,1158000,12466,0,35,15,5,0
205000,1158000,12467,0,34,22,17,0
213000,1158000,12468,0,30,28,28,0
221000,1158000,12469,2,31,19,21,0
229000,1158000,12470,0,26,19,13,0
237000,1158000,12471,2,37,14,39,0
245000,1158000,12472,0,26,29,32,0
253000,1158000,12473,0,36,18,25,0
261000,1158000,12474,0,33,27,20,0
269000,1158000,12475,4,29,24,30,0
277000,1158000,12476,1,34,23,39,0
285000,1158000,12477,0,50,14,38,0
293000,1158000,12478,0,32,22,30,0
301000,1158000,12479,0,45,3,49,0
309000,1158000,12480,0,48,3,52,0
317000,1158000,12481,0,31,13,55,0
325000,1158000,12482,0,22,32,44,0
333000,1158000,12483,0,19,30,44,0
341000,1158000,12484,1,28,21,35,0
349000,1158000,12485,1,33,17,32,0
357000,1158000,12486,0,39,8,51,0
365000,1158000,12487,2,32,5,51,0
373000,1158000,12488,0,38,6,54,0
381000,1158000,12489,1,44,0,53,0
389000,1158000,12490,0,42,1,55,0
397000,1158000,12491,3,16,0,70,0
405000,1158000,12492,18,16,0,59,0
413000,1158000,12493,0,35,0,64,0
421000,1158000,12494,0,10,1,15,0
429000,1158000,12495,1,9,2,8,0
437000,1158000,12496,0,3,0,0,0
493000,1158000,12503,0,5,0,4,0
501000,1158000,12504,0,29,0,22,0
509000,1158000,12505,0,42,1,14,0
517000,1158000,12506,0,9,0,6,0
525000,1158000,12507,0,4,0,5,0
533000,1158000,12508,1,43,0,52,0
541000,1158000,12509,0,16,1,15,0
549000,1158000,12510,1,16,0,9,0
557000,1158000,12511,0,12,0,15,0
565000,1158000,12512,0,35,2,19,0
573000,1158000,12513,0,60,3,35,0
581000,1158000,12514,0,53,0,40,0
589000,1158000,12515,2,51,0,54,0
597000,1158000,12516,1,51,12,50,0
605000,1158000,12517,0,12,0,8,0
613000,1158000,12518,1,17,1,25,0
621000,1158000,12519,3,31,0,46,0
629000,1158000,12520,0,37,0,40,0
637000,1158000,12521,2,33,1,36,0
645000,1158000,12522,2,17,0,25,0
653000,1158000,12523,0,11,1,9,1
-27000,1150000,12734,2,0,0,0,0
-19000,1150000,12735,79,0,0,0,0
-11000,1150000,12736,83,0,0,0,0
-3000,1150000,12737,75,0,0,0,0
5000,1150000,12738,73,1,0,0,0
13000,1150000,12739,74,1,0,0,0
21000,1150000,12740,51,11,0,0,0
29000,1150000,12741,11,49,0,0,0
37000,1150000,12742,3,50,1,0,0
45000,1150000,12743,36,24,0,0,0
53000,1150000,12744,32,30,0,1,0
61000,1150000,12745,9,49,4,0,0
69000,1150000,12746,15,49,7,0,0
77000,1150000,12747,5,41,21,3,0
85000,1150000,12748,4,57,17,7,0
93000,1150000,12749,10,62,4,7,0
101000,1150000,12750,6,60,11,3,0
109000,1150000,12751,4,41,16,24,0
117000,1150000,12752,4,30,21,33,0
125000,1150000,12753,13,27,11,37,0
133000,1150000,12754,1,45,12,27,0
141000,1150000,12755,5,21,5,47,0
149000,1150000,12756,3,23,3,34,0
157000,1150000,12757,3,7,5,47,0
165000,1150000,12758,2,9,9,53,0
173000,1150000,12759,8,17,10,50,0
181000,1150000,12760,8,23,4,26,0
189000,1150000,12761,1,39,2,17,0
197000,1150000,12762,0,38,11,14,0
205000,1150000,12763,1,41,17,16,0
213000,1150000,12764,1,39,17,13,0
221000,1150000,12765,0,42,20,26,0
229000,1150000,12766,1,46,12,25,0
237000,1150000,12767,0,31,38,22,0
245000,1150000,12768,1,40,25,29,0
253000,1150000,12769,8,52,19,37,0
261000,1150000,12770,5,56,17,33,0
269000,1150000,12771,0,53,20,35,0
277000,1150000,12772,0,35,20,44,0
285000,1150000,12773,1,40,28,23,0
293000,1150000,12774,1,31,2,53,0
301000,1150000,12775,0,35,3,58,0
309000,1150000,12776,2,21,1,65,0
317000,1150000,12777,0,43,19,42,0
325000,1150000,12778,0,35,16,51,0
333000,1150000,12779,0,35,10,49,0
341000,1150000,12780,0,39,20,47,0
349000,1150000,12781,0,49,12,41,0
357000,1150000,12782,0,50,8,32,0
365000,1150000,12783,0,56,7,28,0
373000,1150000,12784,0,35,8,48,0
381000,1150000,12785,7,21,1,62,0
389000,1150000,12786,8,18,0,67,0
397000,1150000,12787,0,29,0,59,0
405000,1150000,12788,7,32,0,59,0
413000,1150000,12789,0,33,0,56,0
421000,1150000,12790,0,4,0,8,0
429000,1150000,12791,10,6,5,8,0
437000,1150000,12792,0,1,1,0,0
485000,1150000,12798,0,6,0,8,0
493000,1150000,12799,0,58,0,26,0
501000,1150000,12800,1,69,3,18,0
509000,1150000,12801,1,65,1,43,0
517000,1150000,12802,0,58,1,42,0
525000,1150000,12803,0,45,0,38,0
533000,1150000,12804,0,59,0,52,0
541000,1150000,12805,1,42,0,29,0
549000,1150000,12806,1,37,0,21,0
557000,1150000,12807,0,35,0,28,0
565000,1150000,12808,0,35,1,27,0
573000,1150000,12809,0,75,1,47,0
581000,1150000,12810,0,51,1,38,0
589000,1150000,12811,4,38,2,69,0
597000,1150000,12812,0,37,0,53,0
605000,1150000,12813,1,20,0,29,0
613000,1150000,12814,0,44,0,47,0
621000,1150000,12815,2,50,0,44,0
629000,1150000,12816,2,52,0,44,0
637000,1150000,12817,1,56,1,32,0
645000,1150000,12818,0,53,0,45,0
653000,1150000,12819,4,50,1,45,0
661000,1150000,12820,1,24,2,18,0
669000,1150000,12821,0,1,0,2,0
-27000,1142000,13030,3,0,0,0,0
-19000,1142000,13031,72,0,0,0,0
-11000,1142000,13032,73,0,0,0,0
-3000,1142000,13033,79,0,0,0,0
5000,1142000,13034,77,1,0,0,0
13000,1142000,13035,77,0,0,0,0
21000,1142000,13036,46,8,0,0,0
29000,1142000,13037,37,14,0,0,0
37000,1142000,13038,26,39,0,0,0
45000,1142000,13039,13,53,0,0,0
53000,1142000,13040,18,49,1,0,0
61000,1142000,13041,7,68,0,0,0
69000,1142000,13042,20,52,3,0,0
77000,1142000,13043,5,44,28,1,0
85000,1142000,13044,0,63,16,1,0
93000,1142000,13045,1,55,16,2,0
101000,1142000,13046,0,61,19,9,0
109000,1142000,13047,1,66,6,13,0
117000,1142000,13048,3,34,23,26,0
125000,1142000,13049,5,22,22,28,0
133000,1142000,13050,2,35,18,30,0
141000,1142000,13051,5,32,7,38,0
149000,1142000,13052,3,17,9,48,0
157000,1142000,13053,0,11,0,57,0
165000,1142000,13054,4,44,14,19,0
173000,1142000,13055,6,41,14,26,0
181000,1142000,13056,2,35,11,25,0
189000,1142000,13057,0,45,12,12,0
197000,1142000,13058,1,29,22,17,0
205000,1142000,13059,2,22,23,13,0
213000,1142000,13060,0,30,31,27,0
221000,1142000,13061,1,38,29,28,0
229000,1142000,13062,0,32,37,15,0
237000,1142000,13063,0,25,46,15,0
245000,1142000,13064,3,43,24,15,0
253000,1142000,13065,0,57,23,11,0
261000,1142000,13066,1,42,20,31,0
269000,1142000,13067,0,37,18,29,0
277000,1142000,13068,1,38,14,34,0
285000,1142000,13069,0,27,30,33,0
293000,1142000,13070,0,22,19,56,0
301000,1142000,13071,0,26,5,66,0
309000,1142000,13072,0,40,6,60,0
317000,1142000,13073,1,48,6,47,0
325000,1142000,13074,0,61,7,34,0
333000,1142000,13075,1,44,15,53,0
341000,1142000,13076,1,33,35,41,0
349000,1142000,13077,0,37,33,34,0
357000,1142000,13078,0,26,17,49,0
365000,1142000,13079,0,35,2,54,0
373000,1142000,13080,0,29,5,55,0
381000,1142000,13081,5,28,1,49,0
389000,1142000,13082,2,20,0,65,0
397000,1142000,13083,0,34,1,58,0
405000,1142000,13084,2,37,3,59,0
413000,1142000,13085,0,26,6,34,0
421000,1142000,13086,0,23,12,40,0
429000,1142000,13087,0,23,18,23,0
437000,1142000,13088,2,19,13,21,0
445000,1142000,13089,0,2,0,1,0
461000,1142000,13091,0,8,0,10,0
469000,1142000,13092,1,21,0,26,0
477000,1142000,13093,1,38,0,27,0
485000,1142000,13094,1,57,0,40,0
493000,1142000,13095,0,72,0,35,0
501000,1142000,13096,0,60,0,32,0
509000,1142000,13097,1,54,0,37,0
517000,1142000,13098,1,65,0,36,0
525000,1142000,13099,0,60,0,30,0
533000,1142000,13100,0,55,0,42,0
541000,1142000,13101,0,51,1,44,0
549000,1142000,13102,0,41,0,57,0
557000,1142000,13103,0,37,0,55,0
565000,1142000,13104,0,57,0,56,0
573000,1142000,13105,0,52,1,63,0
581000,1142000,13106,0,41,0,53,0
589000,1142000,13107,0,47,0,71,0
597000,1142000,13108,4,40,2,54,0
605000,1142000,13109,0,33,0,60,0
613000,1142000,13110,1,56,0,42,0
621000,1142000,13111,1,70,0,33,0
629000,1142000,13112,3,65,2,38,0
637000,1142000,13113,0,66,5,21,0
645000,1142000,13114,2,35,3,54,0
653000,1142000,13115,0,52,0,55,0
661000,1142000,13116,4,55,2,45,0
669000,1142000,13117,3,24,0,19,1
-27000,1134000,13326,19,0,0,0,0
-19000,1134000,13327,80,0,0,0,0
-11000,1134000,13328,77,0,0,0,0
-3000,1134000,13329,80,0,0,0,0
5000,1134000,13330,76,0,0,0,0
13000,1134000,13331,62,0,0,0,0
21000,1134000,13332,67,1,0,0,0
29000,1134000,13333,69,3,0,0,0
37000,1134000,13334,33,32,0,0,0
45000,1134000,13335,37,30,0,0,0
53000,1134000,13336,7,63,0,0,0
61000,1134000,13337,11,67,0,0,0
69000,1134000,13338,17,52,2,0,0
77000,1134000,13339,9,43,19,1,0
85000,1134000,13340,1,64,12,1,0
93000,1134000,13341,1,64,11,1,0
101000,1134000,13342,0,51,20,3,0
109000,1134000,13343,2,56,13,4,0
117000,1134000,13344,1,54,8,10,0
125000,1134000,13345,1,40,11,32,0
133000,1134000,13346,0,48,0,31,0
141000,1134000,13347,0,55,1,25,0
149000,1134000,13348,5,46,5,21,0
157000,1134000,13349,4,26,14,44,0
165000,1134000,13350,8,43,10,16,0
173000,1134000,13351,3,57,10,16,0
181000,1134000,13352,7,31,15,34,0
189000,1134000,13353,1,26,4,6,0
197000,1134000,13354,0,1,0,0,0
213000,1134000,13356,0,33,13,11,0
221000,1134000,13357,0,41,31,10,0
229000,1134000,13358,2,26,32,27,0
237000,1134000,13359,1,32,34,25,0
245000,1134000,13360,1,46,37,11,0
253000,1134000,13361,1,54,18,4,0
261000,1134000,13362,0,54,16,12,0
269000,1134000,13363,10,19,3,46,0
277000,1134000,13364,3,51,14,24,0
285000,1134000,13365,0,30,32,34,0
293000,1134000,13366,0,28,14,42,0
301000,1134000,13367,0,33,23,49,0
309000,1134000,13368,1,47,14,40,0
317000,1134000,13369,0,39,11,48,0
325000,1134000,13370,0,17,15,57,0
333000,1134000,13371,0,36,16,39,0
341000,1134000,13372,2,32,14,52,0
349000,1134000,13373,4,44,12,32,0
357000,1134000,13374,0,24,4,59,0
365000,1134000,13375,16,10,0,61,0
373000,1134000,13376,1,21,0,66,0
381000,1134000,13377,0,49,2,36,0
389000,1134000,13378,0,35,9,49,0
397000,1134000,13379,0,43,6,57,0
405000,1134000,13380,1,44,2,58,0
413000,1134000,13381,0,42,9,53,0
421000,1134000,13382,2,35,16,48,0
429000,1134000,13383,0,37,13,49,0
437000,1134000,13384,1,45,0,49,0
445000,1134000,13385,0,42,0,50,0
453000,1134000,13386,0,42,1,37,0
461000,1134000,13387,1,51,1,47,0
469000,1134000,13388,0,51,3,37,0
477000,1134000,13389,0,52,2,40,0
485000,1134000,13390,1,64,1,30,0
493000,1134000,13391,0,64,1,47,0
501000,1134000,13392,0,61,2,38,0
509000,1134000,13393,0,62,0,36,0
517000,1134000,13394,0,45,3,29,0
525000,1134000,13395,0,45,1,57,0
533000,1134000,13396,0,42,0,54,0
541000,1134000,13397,0,33,1,58,0
549000,1134000,13398,0,39,1,54,0
557000,1134000,13399,1,41,2,54,0
565000,1134000,13400,0,61,1,48,0
573000,1134000,13401,0,61,0,32,0
581000,1134000,13402,0,48,0,63,0
589000,1134000,13403,1,23,0,72,0
597000,1134000,13404,2,24,4,56,0
605000,1134000,13405,3,67,0,23,0
613000,1134000,13406,0,50,4,35,0
621000,1134000,13407,0,47,8,47,0
629000,1134000,13408,0,37,8,48,0
637000,1134000,13409,0,45,4,45,0
645000,1134000,13410,0,45,8,44,0
653000,1134000,13411,2,54,0,33,0
661000,1134000,13412,2,55,0,35,0
669000,1134000,13413,1,48,1,41,0
677000,1134000,13414,0,3,0,5,0
837000,1134000,13434,0,0,0,2,0
845000,1134000,13435,2,20,0,21,0
853000,1134000,13436,3,15,2,32,0
861000,1134000,13437,2,3,4,32,0
869000,1134000,13438,1,4,2,15,0
-27000,1126000,13622,26,0,0,0,0
-19000,1126000,13623,71,0,0,0,0
-11000,1126000,13624,66,0,0,0,0
-3000,1126000,13625,77,0,0,0,0
5000,1126000,13626,72,0,0,0,0
13000,1126000,13627,71,0,0,0,0
21000,1126000,13628,64,2,0,0,0
29000,1126000,13629,55,5,0,0,0
37000,1126000,13630,45,14,0,0,0
45000,1126000,13631,22,43,0,0,0
53000,1126000,13632,23,40,0,0,0
61000,1126000,13633,34,36,0,0,0
69000,1126000,13634,2,46,5,1,0
77000,1126000,13635,1,54,14,4,0
85000,1126000,13636,1,77,10,5,0
93000,1126000,13637,0,63,12,0,0
101000,1126000,13638,0,70,5,1,0
109000,1126000,13639,9,60,1,2,0
117000,1126000,13640,3,33,6,29,0
125000,1126000,13641,0,34,25,24,0
133000,1126000,13642,0,42,19,27,0
141000,1126000,13643,2,46,14,22,0
149000,1126000,13644,7,38,3,31,0
157000,1126000,13645,8,21,7,53,0
165000,1126000,13646,6,47,8,22,0
173000,1126000,13647,0,54,16,18,0
181000,1126000,13648,3,16,20,36,0
189000,1126000,13649,3,34,12,15,0
213000,1126000,13652,5,48,13,7,0
221000,1126000,13653,0,51,24,21,0
229000,1126000,13654,1,32,42,22,0
237000,1126000,13655,0,47,40,17,0
245000,1126000,13656,0,46,25,17,0
253000,1126000,13657,3,57,10,19,0
261000,1126000,13658,1,29,21,30,0
269000,1126000,13659,4,12,12,50,0
277000,1126000,13660,0,26,21,40,0
285000,1126000,13661,0,27,29,31,0
293000,1126000,13662,0,27,31,35,0
301000,1126000,13663,0,24,21,51,0
309000,1126000,13664,0,19,38,40,0
317000,1126000,13665,1,33,30,36,0
325000,1126000,13666,0,35,18,48,0
333000,1126000,13667,1,48,7,38,0
341000,1126000,13668,0,42,11,44,0
349000,1126000,13669,4,5,6,68,0
357000,1126000,13670,4,2,0,75,0
365000,1126000,13671,6,1,0,68,0
373000,1126000,13672,1,8,0,72,0
381000,1126000,13673,0,51,4,30,0
389000,1126000,13674,1,34,9,55,0
397000,1126000,13675,2,25,17,55,0
405000,1126000,13676,0,45,1,57,0
413000,1126000,13677,0,33,8,63,0
421000,1126000,13678,1,32,19,59,0
429000,1126000,13679,1,22,14,53,0
437000,1126000,13680,1,27,1,68,0
445000,1126000,13681,0,52,2,41,0
453000,1126000,13682,0,46,4,40,0
461000,1126000,13683,1,49,2,45,0
469000,1126000,13684,2,52,4,44,0
477000,1126000,13685,0,48,2,48,0
485000,1126000,13686,2,48,1,44,0
493000,1126000,13687,0,48,5,42,0
501000,1126000,13688,2,48,4,60,0
509000,1126000,13689,1,43,3,58,0
517000,1126000,13690,0,31,6,42,0
525000,1126000,13691,0,40,8,71,0
533000,1126000,13692,1,36,7,61,0
541000,1126000,13693,1,38,5,64,0
549000,1126000,13694,0,35,1,59,0
557000,1126000,13695,0,41,8,52,0
565000,1126000,13696,1,33,10,53,0
573000,1126000,13697,0,33,2,49,0
581000,1126000,13698,3,39,2,74,0
589000,1126000,13699,1,28,1,63,0
597000,1126000,13700,2,51,4,37,0
605000,1126000,13701,1,43,6,48,0
613000,1126000,13702,2,45,4,46,0
621000,1126000,13703,2,43,7,40,0
629000,1126000,13704,1,33,6,53,0
637000,1126000,13705,1,30,4,57,0
645000,1126000,13706,3,46,4,36,0
653000,1126000,13707,0,34,5,53,0
661000,1126000,13708,4,29,2,61,0
669000,1126000,13709,1,56,0,36,0
677000,1126000,13710,4,26,0,23,0
773000,1126000,13722,0,7,0,12,0
781000,1126000,13723,2,30,0,16,0
789000,1126000,13724,6,26,1,16,0
797000,1126000,13725,0,45,1,39,0
805000,1126000,13726,3,14,10,42,0
813000,1126000,13727,2,14,2,31,0
821000,1126000,13728,0,4,0,29,0
829000,1126000,13729,0,5,1,35,0
837000,1126000,13730,1,8,1,61,0
845000,1126000,13731,5,53,8,39,1
853000,1126000,13732,1,13,11,68,0
861000,1126000,13733,3,9,3,64,0
-27000,1118000,13918,44,0,0,0,0
-19000,1118000,13919,75,0,0,0,0
-11000,1118000,13920,58,0,0,0,0
-3000,1118000,13921,77,0,0,0,0
5000,1118000,13922,72,0,0,0,0
13000,1118000,13923,69,0,0,0,0
21000,1118000,13924,61,2,0,0,0
29000,1118000,13925,61,1,0,0,0
37000,1118000,13926,68,3,0,0,0
45000,1118000,13927,51,12,0,0,0
53000,1118000,13928,25,37,0,0,0
61000,1118000,13929,2,45,0,0,0
69000,1118000,13930,1,54,3,0,0
77000,1118000,13931,1,60,15,1,0
85000,1118000,13932,0,67,16,1,0
93000,1118000,13933,1,59,7,1,0
101000,1118000,13934,1,66,7,0,0
109000,1118000,13935,3,64,12,0,0
117000,1118000,13936,0,44,20,18,0
125000,1118000,13937,0,50,13,11,0
133000,1118000,13938,0,54,19,9,0
141000,1118000,13939,0,31,12,41,0
149000,1118000,13940,19,41,11,14,0
157000,1118000,13941,6,49,15,19,0
165000,1118000,13942,1,34,22,33,0
173000,1118000,13943,5,38,22,31,0
181000,1118000,13944,3,29,9,39,0
189000,1118000,13945,4,26,10,33,0
197000,1118000,13946,1,10,1,3,0
205000,1118000,13947,0,1,0,0,0
213000,1118000,13948,7,28,11,12,0
221000,1118000,13949,1,25,32,37,0
229000,1118000,13950,4,37,12,37,0
237000,1118000,13951,2,40,17,36,0
245000,1118000,13952,4,65,11,25,0
253000,1118000,13953,4,39,24,31,0
261000,1118000,13954,1,40,22,44,0
269000,1118000,13955,0,33,26,26,0
277000,1118000,13956,0,32,20,29,0
285000,1118000,13957,0,37,19,26,0
293000,1118000,13958,1,47,22,30,0
301000,1118000,13959,0,30,39,28,0
309000,1118000,13960,3,36,18,41,0
317000,1118000,13961,0,39,23,47,0
325000,1118000,13962,1,37,17,38,0
333000,1118000,13963,0,47,8,43,0
341000,1118000,13964,1,14,5,62,0
349000,1118000,13965,5,1,4,69,0
357000,1118000,13966,4,11,3,61,0
365000,1118000,13967,4,8,1,60,0
373000,1118000,13968,1,20,0,63,0
381000,1118000,13969,0,54,1,32,0
389000,1118000,13970,0,51,6,35,0
397000,1118000,13971,2,32,7,48,0
405000,1118000,13972,0,34,10,54,0
413000,1118000,13973,0,37,0,54,0
421000,1118000,13974,0,37,0,61,0
429000,1118000,13975,0,49,2,44,0
437000,1118000,13976,1,55,0,41,0
445000,1118000,13977,1,44,2,48,0
453000,1118000,13978,0,61,1,40,0
461000,1118000,13979,0,55,2,45,0
469000,1118000,13980,2,36,7,47,0
477000,1118000,13981,0,45,3,46,0
485000,1118000,13982,2,42,5,45,0
493000,1118000,13983,2,45,2,48,0
501000,1118000,13984,0,59,2,44,0
509000,1118000,13985,2,53,1,41,0
517000,1118000,13986,0,35,0,33,0
525000,1118000,13987,1,35,7,55,0
533000,1118000,13988,0,15,3,77,0
541000,1118000,13989,1,28,0,60,0
549000,1118000,13990,0,51,1,43,0
557000,1118000,13991,2,39,4,60,0
565000,1118000,13992,0,30,6,49,0
