"x","y","cell","Grass","Temperate Broadleaf Deciduous Tree","Temperate Needleleaf Deciduous Tree","Temperate Needleleaf Evergreen Tree","NA"
893000,1054000,16401,2,19,9,20,0
901000,1054000,16402,10,26,15,38,0
909000,1054000,16403,1,41,6,28,0
917000,1054000,16404,4,31,20,60,0
925000,1054000,16405,1,27,10,68,0
933000,1054000,16406,1,45,8,33,0
941000,1054000,16407,2,13,4,30,0
949000,1054000,16408,0,1,3,4,0
957000,1054000,16409,1,5,0,2,0
965000,1054000,16410,0,21,7,17,0
973000,1054000,16411,1,24,16,35,0
-27000,1046000,16582,60,1,0,0,0
-19000,1046000,16583,60,1,0,0,0
-11000,1046000,16584,70,0,0,0,0
-3000,1046000,16585,72,0,0,0,0
5000,1046000,16586,69,0,0,0,0
13000,1046000,16587,71,0,0,0,0
21000,1046000,16588,75,0,0,0,0
29000,1046000,16589,57,1,0,0,0
37000,1046000,16590,63,2,0,0,0
45000,1046000,16591,66,1,0,0,0
53000,1046000,16592,69,1,0,0,0
61000,1046000,16593,64,4,0,0,0
69000,1046000,16594,50,17,0,0,0
77000,1046000,16595,40,31,0,0,0
85000,1046000,16596,39,30,0,0,0
93000,1046000,16597,75,0,0,0,0
101000,1046000,16598,80,1,0,0,0
109000,1046000,16599,58,13,0,0,0
117000,1046000,16600,42,21,0,0,0
125000,1046000,16601,18,56,0,0,0
133000,1046000,16602,13,57,6,0,0
141000,1046000,16603,14,53,4,0,0
149000,1046000,16604,14,55,2,0,0
157000,1046000,16605,28,41,1,0,0
165000,1046000,16606,15,52,0,0,0
173000,1046000,16607,3,55,13,0,0
181000,1046000,16608,7,54,5,0,0
189000,1046000,16609,8,60,7,0,0
197000,1046000,16610,13,67,0,0,0
205000,1046000,16611,6,69,5,0,0
213000,1046000,16612,13,51,3,2,0
221000,1046000,16613,12,64,3,0,0
229000,1046000,16614,22,62,4,0,0
237000,1046000,16615,8,64,10,1,0
245000,1046000,16616,5,46,14,7,0
253000,1046000,16617,1,44,3,34,0
261000,1046000,16618,1,26,1,46,0
269000,1046000,16619,5,62,8,4,0
277000,1046000,16620,4,66,6,0,0
285000,1046000,16621,1,68,6,2,0
293000,1046000,16622,0,63,2,12,0
301000,1046000,16623,1,58,1,16,0
309000,1046000,16624,1,63,5,13,0
317000,1046000,16625,0,57,3,28,0
325000,1046000,16626,0,59,9,25,0
333000,1046000,16627,0,54,7,20,0
341000,1046000,16628,2,55,3,6,0
349000,1046000,16629,2,58,0,22,0
357000,1046000,16630,0,47,8,17,0
365000,1046000,16631,0,64,4,16,0
373000,1046000,16632,0,63,3,14,0
381000,1046000,16633,0,41,12,35,0
389000,1046000,16634,0,42,11,44,0
397000,1046000,16635,1,46,5,52,0
405000,1046000,16636,0,49,5,48,0
413000,1046000,16637,0,38,17,35,0
421000,1046000,16638,0,37,15,34,0
429000,1046000,16639,0,35,16,46,0
437000,1046000,16640,0,34,17,51,0
445000,1046000,16641,0,21,22,30,0
453000,1046000,16642,1,29,24,52,0
461000,1046000,16643,0,39,4,49,0
469000,1046000,16644,0,43,5,46,0
477000,1046000,16645,2,16,23,50,0
485000,1046000,16646,1,18,22,52,0
493000,1046000,16647,3,33,9,49,0
501000,1046000,16648,0,36,3,32,0
509000,1046000,16649,1,30,3,41,0
517000,1046000,16650,5,28,24,27,0
525000,1046000,16651,1,31,18,41,0
533000,1046000,16652,0,31,16,41,0
541000,1046000,16653,2,23,20,30,0
549000,1046000,16654,0,44,10,34,0
557000,1046000,16655,7,22,21,52,0
565000,1046000,16656,1,50,10,42,0
573000,1046000,16657,0,39,13,46,0
581000,1046000,16658,1,43,12,41,0
589000,1046000,16659,0,43,16,42,0
597000,1046000,16660,0,51,3,33,0
605000,1046000,16661,1,56,1,41,0
613000,1046000,16662,0,47,1,50,0
621000,1046000,16663,2,37,2,33,0
629000,1046000,16664,4,57,3,34,0
637000,1046000,16665,1,30,3,62,0
645000,1046000,16666,1,23,6,61,0
653000,1046000,16667,0,47,8,54,0
661000,1046000,16668,0,24,17,69,0
669000,1046000,16669,0,20,18,61,0
677000,1046000,16670,0,31,14,58,0
685000,1046000,16671,2,35,6,71,0
693000,1046000,16672,3,27,10,57,0
701000,1046000,16673,2,29,10,57,0
709000,1046000,16674,0,26,9,56,0
717000,1046000,16675,5,17,15,55,0
725000,1046000,16676,8,19,21,60,0
733000,1046000,16677,3,20,25,46,0
741000,1046000,16678,7,27,5,51,0
749000,1046000,16679,3,44,5,47,0
757000,1046000,16680,1,36,0,49,0
765000,1046000,16681,2,7,15,28,0
773000,1046000,16682,1,12,2,16,0
781000,1046000,16683,2,6,1,12,0
789000,1046000,16684,1,7,4,34,0
797000,1046000,16685,0,11,6,16,0
805000,1046000,16686,0,8,5,10,0
813000,1046000,16687,0,6,3,11,0
869000,1046000,16694,2,18,4,14,0
877000,1046000,16695,2,24,7,37,0
885000,1046000,16696,2,19,10,26,0
893000,1046000,16697,3,5,0,0,0
901000,1046000,16698,1,9,4,7,0
909000,1046000,16699,0,13,4,10,0
917000,1046000,16700,1,13,7,25,0
925000,1046000,16701,3,14,3,20,0
933000,1046000,16702,0,12,8,26,0
941000,1046000,16703,1,18,5,25,0
949000,1046000,16704,1,16,2,13,0
957000,1046000,16705,0,17,9,34,0
965000,1046000,16706,5,47,4,36,0
973000,1046000,16707,3,35,9,38,0
981000,1046000,16708,1,18,4,19,0
-35000,1038000,16877,6,0,0,0,0
-27000,1038000,16878,70,3,0,0,0
-19000,1038000,16879,72,0,0,0,0
-11000,1038000,16880,58,0,0,0,0
-3000,1038000,16881,63,4,0,0,0
5000,1038000,16882,73,1,0,0,0
13000,1038000,16883,73,0,0,0,0
21000,1038000,16884,70,0,0,0,0
29000,1038000,16885,71,3,0,0,0
37000,1038000,16886,59,0,0,0,0
45000,1038000,16887,74,0,0,0,0
53000,1038000,16888,73,0,0,0,0
61000,1038000,16889,74,1,0,0,0
69000,1038000,16890,59,9,0,0,0
77000,1038000,16891,40,14,0,0,0
85000,1038000,16892,31,42,0,0,0
93000,1038000,16893,21,50,0,0,0
101000,1038000,16894,35,45,0,0,0
109000,1038000,16895,3,54,0,0,0
117000,1038000,16896,0,69,0,0,0
125000,1038000,16897,1,70,0,0,0
133000,1038000,16898,9,64,2,2,0
141000,1038000,16899,26,44,2,0,0
149000,1038000,16900,1,64,12,0,0
157000,1038000,16901,21,53,0,0,0
165000,1038000,16902,40,23,0,0,0
173000,1038000,16903,22,50,6,0,0
181000,1038000,16904,13,56,5,0,0
189000,1038000,16905,9,67,5,0,0
197000,1038000,16906,9,62,6,1,0
205000,1038000,16907,9,61,9,0,0
213000,1038000,16908,15,55,5,0,0
221000,1038000,16909,22,62,0,0,0
229000,1038000,16910,22,55,7,0,0
237000,1038000,16911,6,62,5,0,0
245000,1038000,16912,8,49,15,3,0
253000,1038000,16913,6,68,3,3,0
261000,1038000,16914,3,77,2,0,0
269000,1038000,16915,2,72,1,1,0
277000,1038000,16916,6,73,0,0,0
285000,1038000,16917,1,56,8,5,0
293000,1038000,16918,2,60,6,9,0
301000,1038000,16919,3,52,8,18,0
309000,1038000,16920,1,66,7,8,0
317000,1038000,16921,1,52,11,20,0
325000,1038000,16922,1,62,4,17,0
333000,1038000,16923,2,60,10,7,0
341000,1038000,16924,1,75,0,2,0
349000,1038000,16925,0,50,4,22,0
357000,1038000,16926,0,65,4,20,0
365000,1038000,16927,0,68,1,18,0
373000,1038000,16928,0,70,0,15,0
381000,1038000,16929,0,43,5,38,0
389000,1038000,16930,0,42,12,39,0
397000,1038000,16931,0,42,10,35,0
405000,1038000,16932,0,52,5,39,0
413000,1038000,16933,0,46,10,45,0
421000,1038000,16934,0,41,14,44,0
429000,1038000,16935,0,41,22,42,0
437000,1038000,16936,1,38,19,50,0
445000,1038000,16937,0,25,4,45,0
453000,1038000,16938,1,26,17,59,0
461000,1038000,16939,0,49,8,48,0
469000,1038000,16940,0,45,12,42,0
477000,1038000,16941,0,37,10,52,0
485000,1038000,16942,3,23,22,46,0
493000,1038000,16943,2,22,19,49,0
501000,1038000,16944,1,28,8,37,0
509000,1038000,16945,0,34,15,38,0
517000,1038000,16946,6,25,16,43,0
525000,1038000,16947,1,36,16,34,0
533000,1038000,16948,1,36,23,38,0
541000,1038000,16949,0,22,18,38,0
549000,1038000,16950,2,20,23,46,0
557000,1038000,16951,1,22,32,39,0
565000,1038000,16952,0,37,17,55,0
573000,1038000,16953,0,36,15,40,0
581000,1038000,16954,0,38,19,41,0
589000,1038000,16955,0,35,17,39,0
597000,1038000,16956,1,51,8,36,0
605000,1038000,16957,1,38,5,47,0
613000,1038000,16958,0,45,3,42,0
621000,1038000,16959,1,54,1,36,0
629000,1038000,16960,1,35,2,40,0
637000,1038000,16961,1,40,2,44,0
645000,1038000,16962,0,37,5,52,0
653000,1038000,16963,0,45,7,60,0
661000,1038000,16964,0,21,16,58,0
669000,1038000,16965,1,21,24,55,0
677000,1038000,16966,0,39,11,52,0
685000,1038000,16967,0,37,3,59,0
693000,1038000,16968,3,28,8,48,0
701000,1038000,16969,2,27,6,59,0
709000,1038000,16970,1,3,4,31,0
717000,1038000,16971,6,21,23,55,0
725000,1038000,16972,1,21,17,47,0
733000,1038000,16973,2,17,13,28,0
741000,1038000,16974,1,5,4,10,0
749000,1038000,16975,11,19,10,76,0
757000,1038000,16976,2,31,10,46,0
765000,1038000,16977,0,1,0,0,0
869000,1038000,16990,0,1,0,0,0
877000,1038000,16991,2,18,13,18,0
885000,1038000,16992,2,13,7,17,0
957000,1038000,17001,1,0,1,3,0
965000,1038000,17002,0,3,1,3,0
973000,1038000,17003,0,3,4,9,0
981000,1038000,17004,0,3,4,4,0
-35000,1030000,17173,17,0,0,0,0
-27000,1030000,17174,70,0,0,0,0
-19000,1030000,17175,73,0,0,0,0
-11000,1030000,17176,67,0,0,0,0
-3000,1030000,17177,72,0,0,0,0
5000,1030000,17178,74,0,0,0,0
13000,1030000,17179,75,0,0,0,0
21000,1030000,17180,78,1,0,0,0
29000,1030000,17181,72,0,0,0,0
37000,1030000,17182,62,0,0,0,0
45000,1030000,17183,75,0,0,0,0
53000,1030000,17184,73,0,0,0,0
61000,1030000,17185,75,0,0,0,0
69000,1030000,17186,78,1,0,0,0
77000,1030000,17187,55,3,0,0,0
85000,1030000,17188,46,17,0,0,0
93000,1030000,17189,37,25,0,0,0
101000,1030000,17190,76,6,0,0,0
109000,1030000,17191,24,37,0,0,0
117000,1030000,17192,5,71,0,0,0
125000,1030000,17193,1,64,0,0,0
133000,1030000,17194,6,71,1,0,0
141000,1030000,17195,5,65,4,0,0
149000,1030000,17196,3,56,3,0,0
157000,1030000,17197,5,58,3,0,0
165000,1030000,17198,11,62,1,0,0
173000,1030000,17199,38,43,0,0,0
181000,1030000,17200,15,58,0,0,0
189000,1030000,17201,4,50,15,0,0
197000,1030000,17202,11,66,13,0,0
205000,1030000,17203,13,70,9,0,0
213000,1030000,17204,21,61,5,0,0
221000,1030000,17205,18,58,10,5,0
229000,1030000,17206,17,54,12,1,0
237000,1030000,17207,2,58,11,8,0
245000,1030000,17208,2,55,14,2,0
253000,1030000,17209,0,61,4,1,0
261000,1030000,17210,0,67,6,0,0
269000,1030000,17211,3,65,1,0,0
277000,1030000,17212,2,67,0,0,0
285000,1030000,17213,1,55,1,3,0
293000,1030000,17214,1,61,4,10,0
301000,1030000,17215,6,54,6,18,0
309000,1030000,17216,1,69,1,2,0
317000,1030000,17217,0,70,0,11,0
325000,1030000,17218,0,66,1,8,0
333000,1030000,17219,0,71,0,8,0
341000,1030000,17220,9,53,3,21,0
349000,1030000,17221,0,69,0,5,0
357000,1030000,17222,0,71,1,20,0
365000,1030000,17223,0,62,2,41,0
373000,1030000,17224,0,65,2,7,0
381000,1030000,17225,0,49,6,30,0
389000,1030000,17226,0,52,11,32,0
397000,1030000,17227,0,52,10,41,0
405000,1030000,17228,0,45,8,41,0
413000,1030000,17229,0,50,7,38,0
421000,1030000,17230,0,47,11,44,0
429000,1030000,17231,0,50,5,51,0
437000,1030000,17232,0,38,20,46,0
445000,1030000,17233,0,26,19,25,0
453000,1030000,17234,0,42,6,48,0
461000,1030000,17235,0,21,17,54,0
469000,1030000,17236,0,27,8,56,0
477000,1030000,17237,0,27,15,51,0
485000,1030000,17238,2,27,19,38,0
493000,1030000,17239,11,9,9,59,0
501000,1030000,17240,3,27,4,52,0
509000,1030000,17241,0,43,6,41,0
517000,1030000,17242,1,25,12,42,0
525000,1030000,17243,0,37,18,37,0
533000,1030000,17244,4,20,10,55,0
541000,1030000,17245,0,26,23,36,0
549000,1030000,17246,0,24,26,40,0
557000,1030000,17247,0,49,7,30,0
565000,1030000,17248,0,45,9,38,0
573000,1030000,17249,0,27,11,49,0
581000,1030000,17250,0,46,8,39,0
589000,1030000,17251,0,26,12,56,0
597000,1030000,17252,0,43,9,39,0
605000,1030000,17253,0,44,3,44,0
613000,1030000,17254,0,28,14,52,0
621000,1030000,17255,0,39,12,59,0
629000,1030000,17256,1,47,3,54,0
637000,1030000,17257,1,31,3,57,0
645000,1030000,17258,1,33,4,56,0
653000,1030000,17259,1,54,2,54,0
661000,1030000,17260,0,24,12,54,0
669000,1030000,17261,0,18,9,65,0
677000,1030000,17262,0,38,4,48,0
685000,1030000,17263,2,48,3,47,0
693000,1030000,17264,2,24,17,54,0
701000,1030000,17265,0,21,10,52,0
709000,1030000,17266,0,6,3,19,0
717000,1030000,17267,1,21,9,63,0
725000,1030000,17268,2,13,0,22,0
741000,1030000,17270,1,28,0,14,0
749000,1030000,17271,2,35,17,47,0
757000,1030000,17272,2,17,2,14,1
-35000,1022000,17469,28,0,0,0,0
-27000,1022000,17470,68,0,0,0,0
-19000,1022000,17471,69,0,0,0,0
-11000,1022000,17472,66,0,0,0,0
-3000,1022000,17473,66,0,0,0,0
5000,1022000,17474,60,1,0,0,0
13000,1022000,17475,70,0,0,0,0
21000,1022000,17476,68,2,0,0,0
29000,1022000,17477,67,0,0,0,0
37000,1022000,17478,68,0,0,0,0
45000,1022000,17479,66,0,0,0,0
53000,1022000,17480,78,0,0,0,0
61000,1022000,17481,79,0,0,0,0
69000,1022000,17482,65,0,0,0,0
77000,1022000,17483,55,7,0,0,0
85000,1022000,17484,65,6,0,0,0
93000,1022000,17485,49,11,0,0,0
101000,1022000,17486,60,7,0,0,0
109000,1022000,17487,52,6,0,0,0
117000,1022000,17488,40,24,0,0,0
125000,1022000,17489,18,52,0,0,0
133000,1022000,17490,2,67,3,0,0
141000,1022000,17491,2,57,2,0,0
149000,1022000,17492,1,60,7,0,0
157000,1022000,17493,0,61,6,0,0
165000,1022000,17494,0,61,7,0,0
173000,1022000,17495,37,30,1,0,0
181000,1022000,17496,21,50,0,0,0
189000,1022000,17497,6,61,1,0,0
197000,1022000,17498,16,65,7,0,0
205000,1022000,17499,18,66,3,0,0
213000,1022000,17500,13,50,7,0,0
221000,1022000,17501,5,50,9,0,0
229000,1022000,17502,6,35,15,1,0
237000,1022000,17503,2,55,13,0,0
245000,1022000,17504,4,48,10,0,0
253000,1022000,17505,0,59,2,0,0
261000,1022000,17506,1,68,4,0,0
269000,1022000,17507,3,68,0,1,0
277000,1022000,17508,0,71,1,1,0
285000,1022000,17509,0,67,0,8,0
293000,1022000,17510,0,67,2,7,0
301000,1022000,17511,0,68,6,6,0
309000,1022000,17512,1,64,4,3,0
317000,1022000,17513,0,70,2,13,0
325000,1022000,17514,0,72,1,13,0
333000,1022000,17515,2,62,3,17,0
341000,1022000,17516,10,54,2,17,0
349000,1022000,17517,1,74,2,5,0
357000,1022000,17518,0,66,3,15,0
365000,1022000,17519,0,66,0,29,0
373000,1022000,17520,0,56,2,31,0
381000,1022000,17521,0,44,7,44,0
389000,1022000,17522,0,41,13,42,0
397000,1022000,17523,0,56,8,33,0
405000,1022000,17524,0,46,5,38,0
413000,1022000,17525,0,53,6,34,0
421000,1022000,17526,0,54,7,35,0
429000,1022000,17527,0,63,0,21,0
437000,1022000,17528,0,44,12,43,0
445000,1022000,17529,0,38,6,45,0
453000,1022000,17530,0,44,12,43,0
461000,1022000,17531,0,38,6,47,0
469000,1022000,17532,1,33,6,48,0
477000,1022000,17533,0,34,8,57,0
485000,1022000,17534,0,28,22,41,0
493000,1022000,17535,15,0,12,65,0
501000,1022000,17536,4,17,8,57,0
509000,1022000,17537,4,30,8,47,0
517000,1022000,17538,11,43,9,27,0
525000,1022000,17539,9,44,10,33,0
533000,1022000,17540,6,35,21,39,0
541000,1022000,17541,0,36,26,38,0
549000,1022000,17542,0,23,29,34,0
557000,1022000,17543,1,33,15,50,0
565000,1022000,17544,1,45,7,44,0
573000,1022000,17545,1,44,13,39,0
581000,1022000,17546,0,44,10,41,0
589000,1022000,17547,0,40,10,45,0
597000,1022000,17548,0,45,6,45,0
605000,1022000,17549,2,36,4,52,0
613000,1022000,17550,0,22,10,58,0
621000,1022000,17551,0,40,7,49,0
629000,1022000,17552,0,35,10,52,0
637000,1022000,17553,1,23,7,61,0
645000,1022000,17554,0,30,7,57,0
653000,1022000,17555,0,34,8,54,0
661000,1022000,17556,0,29,6,56,0
669000,1022000,17557,0,36,8,50,0
677000,1022000,17558,0,34,9,49,0
685000,1022000,17559,2,44,14,52,0
693000,1022000,17560,2,22,23,54,0
701000,1022000,17561,1,9,6,23,0
709000,1022000,17562,1,5,3,20,0
717000,1022000,17563,0,11,14,24,0
725000,1022000,17564,0,0,0,1,1
733000,1022000,17565,0,19,0,13,0
741000,1022000,17566,1,31,6,37,0
749000,1022000,17567,0,2,0,2,0
869000,1022000,17582,7,5,7,22,0
877000,1022000,17583,4,8,6,29,0
885000,1022000,17584,10,22,7,40,0
893000,1022000,17585,1,8,5,4,0
-35000,1014000,17765,32,0,0,0,0
-27000,1014000,17766,62,0,0,0,0
-19000,1014000,17767,68,0,0,0,0
-11000,1014000,17768,62,0,0,0,0
-3000,1014000,17769,70,1,0,0,0
5000,1014000,17770,70,0,0,0,0
13000,1014000,17771,64,4,0,0,0
21000,1014000,17772,67,4,0,0,0
29000,1014000,17773,70,0,0,0,0
37000,1014000,17774,71,0,0,0,0
45000,1014000,17775,60,0,0,0,0
53000,1014000,17776,58,0,0,0,0
61000,1014000,17777,76,0,0,0,0
69000,1014000,17778,60,0,0,0,0
77000,1014000,17779,62,4,0,0,0
85000,1014000,17780,60,5,0,0,0
93000,1014000,17781,56,7,0,0,0
101000,1014000,17782,55,13,0,0,0
109000,1014000,17783,45,13,0,0,0
117000,1014000,17784,51,11,0,0,0
125000,1014000,17785,24,36,0,0,0
133000,1014000,17786,11,61,0,0,0
141000,1014000,17787,0,64,0,0,0
149000,1014000,17788,1,62,4,0,0
157000,1014000,17789,0,59,5,0,0
165000,1014000,17790,0,59,4,0,0
173000,1014000,17791,3,60,0,0,0
181000,1014000,17792,1,57,0,0,0
189000,1014000,17793,0,71,0,0,0
197000,1014000,17794,10,60,1,0,0
205000,1014000,17795,19,64,0,0,0
213000,1014000,17796,13,59,5,0,0
221000,1014000,17797,25,49,7,0,0
229000,1014000,17798,3,35,24,0,0
237000,1014000,17799,5,57,14,0,0
245000,1014000,17800,4,59,7,0,0
253000,1014000,17801,1,71,2,1,0
261000,1014000,17802,1,65,0,0,0
269000,1014000,17803,1,69,2,0,0
277000,1014000,17804,3,62,7,1,0
285000,1014000,17805,1,60,2,6,0
293000,1014000,17806,0,60,9,14,0
301000,1014000,17807,3,58,10,10,0
309000,1014000,17808,0,69,4,6,0
317000,1014000,17809,0,71,0,11,0
325000,1014000,17810,1,69,1,7,0
333000,1014000,17811,1,52,2,32,0
341000,1014000,17812,10,38,6,33,0
349000,1014000,17813,1,66,3,13,0
357000,1014000,17814,0,62,5,22,0
365000,1014000,17815,1,59,6,25,0
373000,1014000,17816,0,44,10,35,0
381000,1014000,17817,0,39,13,39,0
389000,1014000,17818,0,34,21,38,0
397000,1014000,17819,0,49,13,32,0
405000,1014000,17820,0,56,6,36,0
413000,1014000,17821,0,56,3,39,0
421000,1014000,17822,0,44,9,38,0
429000,1014000,17823,0,47,8,45,0
437000,1014000,17824,0,52,11,37,0
445000,1014000,17825,0,39,5,52,0
453000,1014000,17826,1,36,8,61,0
461000,1014000,17827,0,31,10,61,0
469000,1014000,17828,0,29,7,64,0
477000,1014000,17829,2,26,7,61,0
485000,1014000,17830,8,36,8,45,0
493000,1014000,17831,6,11,23,49,0
501000,1014000,17832,4,8,8,60,0
509000,1014000,17833,1,25,13,53,0
517000,1014000,17834,3,40,8,36,0
525000,1014000,17835,2,23,26,40,0
533000,1014000,17836,2,31,21,39,0
541000,1014000,17837,1,25,28,27,0
549000,1014000,17838,1,47,15,29,0
557000,1014000,17839,0,53,5,25,0
565000,1014000,17840,0,53,4,34,0
573000,1014000,17841,0,45,7,44,0
581000,1014000,17842,1,45,4,37,0
589000,1014000,17843,0,53,7,25,0
597000,1014000,17844,0,52,6,39,0
605000,1014000,17845,0,35,6,56,0
613000,1014000,17846,0,23,12,60,0
621000,1014000,17847,0,25,5,56,0
629000,1014000,17848,4,26,8,59,0
637000,1014000,17849,2,27,5,57,0
645000,1014000,17850,2,32,4,60,0
653000,1014000,17851,2,24,8,40,0
661000,1014000,17852,0,14,3,16,0
669000,1014000,17853,0,33,10,53,0
677000,1014000,17854,0,32,5,58,0
685000,1014000,17855,0,27,25,56,0
693000,1014000,17856,1,8,7,26,0
733000,1014000,17861,1,24,2,20,0
741000,1014000,17862,0,5,2,11,0
861000,1014000,17877,2,3,0,7,0
869000,1014000,17878,8,38,1,27,0
877000,1014000,17879,10,44,9,39,0
885000,1014000,17880,10,37,15,33,0
893000,1014000,17881,3,24,22,46,0
901000,1014000,17882,2,8,4,26,0
909000,1014000,17883,0,3,3,3,0
917000,1014000,17884,0,3,1,3,0
-35000,1006000,18061,51,0,0,0,0
-27000,1006000,18062,58,0,0,0,0
-19000,1006000,18063,66,0,0,0,0
-11000,1006000,18064,68,0,0,0,0
-3000,1006000,18065,81,0,0,0,0
5000,1006000,18066,73,0,0,0,0
13000,1006000,18067,70,1,0,0,0
21000,1006000,18068,62,6,0,0,0
29000,1006000,18069,71,0,0,0,0
37000,1006000,18070,72,0,0,0,0
45000,1006000,18071,58,0,0,0,0
53000,1006000,18072,62,0,0,0,0
61000,1006000,18073,62,0,0,0,0
69000,1006000,18074,55,0,0,0,0
77000,1006000,18075,61,0,0,0,0
85000,1006000,18076,43,3,0,0,0
93000,1006000,18077,57,5,0,0,0
101000,1006000,18078,65,3,0,0,0
109000,1006000,18079,35,16,0,0,0
117000,1006000,18080,49,10,0,0,0
125000,1006000,18081,22,34,0,0,0
133000,1006000,18082,1,67,0,0,0
141000,1006000,18083,0,69,0,0,0
149000,1006000,18084,0,69,1,0,0
157000,1006000,18085,0,67,2,0,0
165000,1006000,18086,1,62,2,0,0
173000,1006000,18087,0,60,2,0,0
181000,1006000,18088,0,65,1,0,0
189000,1006000,18089,3,69,1,0,0
197000,1006000,18090,0,61,4,0,0
205000,1006000,18091,14,55,1,0,0
213000,1006000,18092,31,54,2,0,0
221000,1006000,18093,7,50,7,0,0
229000,1006000,18094,5,41,12,0,0
237000,1006000,18095,1,64,13,1,0
245000,1006000,18096,5,47,12,1,0
253000,1006000,18097,17,58,1,2,0
261000,1006000,18098,12,69,0,0,0
269000,1006000,18099,2,65,4,1,0
277000,1006000,18100,30,61,1,1,0
285000,1006000,18101,2,74,1,0,0
293000,1006000,18102,1,67,2,3,0
301000,1006000,18103,1,74,2,3,0
309000,1006000,18104,0,73,1,4,0
317000,1006000,18105,1,71,0,9,0
325000,1006000,18106,1,75,0,2,0
333000,1006000,18107,3,69,2,3,0
341000,1006000,18108,0,43,1,42,0
349000,1006000,18109,4,29,6,41,0
357000,1006000,18110,0,43,7,38,0
365000,1006000,18111,0,46,11,30,0
373000,1006000,18112,0,28,17,39,0
381000,1006000,18113,0,47,5,49,0
389000,1006000,18114,0,45,13,29,0
397000,1006000,18115,1,51,9,31,0
405000,1006000,18116,0,55,5,38,0
413000,1006000,18117,1,56,1,40,0
421000,1006000,18118,0,51,4,43,0
429000,1006000,18119,4,37,4,49,0
437000,1006000,18120,4,35,4,39,0
445000,1006000,18121,0,47,5,51,0
453000,1006000,18122,0,26,2,67,0
461000,1006000,18123,0,34,8,54,0
469000,1006000,18124,0,36,6,52,0
477000,1006000,18125,0,36,5,63,0
485000,1006000,18126,0,34,26,44,0
493000,1006000,18127,2,25,27,44,0
501000,1006000,18128,0,24,16,50,0
509000,1006000,18129,0,44,11,41,0
517000,1006000,18130,0,38,10,42,0
525000,1006000,18131,1,27,18,34,0
533000,1006000,18132,1,46,12,31,0
541000,1006000,18133,0,41,10,41,0
549000,1006000,18134,4,35,13,33,0
557000,1006000,18135,2,34,9,42,0
565000,1006000,18136,0,42,8,38,0
573000,1006000,18137,1,50,10,43,0
581000,1006000,18138,0,58,3,29,0
589000,1006000,18139,0,43,7,42,0
597000,1006000,18140,0,60,2,38,0
605000,1006000,18141,0,41,6,50,0
613000,1006000,18142,0,20,18,56,0
621000,1006000,18143,0,19,9,59,0
629000,1006000,18144,1,35,10,56,0
637000,1006000,18145,1,22,6,67,0
645000,1006000,18146,1,25,5,63,0
653000,1006000,18147,1,29,6,51,0
661000,1006000,18148,0,25,7,48,0
669000,1006000,18149,1,35,9,54,0
677000,1006000,18150,0,34,10,58,0
685000,1006000,18151,0,23,2,66,0
733000,1006000,18157,1,5,0,9,1
741000,1006000,18158,0,1,0,1,0
853000,1006000,18172,0,8,0,1,0
861000,1006000,18173,3,65,0,15,0
869000,1006000,18174,8,56,7,31,0
877000,1006000,18175,15,57,2,22,0
885000,1006000,18176,9,26,22,42,0
893000,1006000,18177,1,52,6,35,0
901000,1006000,18178,2,48,10,63,0
909000,1006000,18179,2,32,3,54,0
917000,1006000,18180,0,23,15,54,0
925000,1006000,18181,0,33,9,33,0
933000,1006000,18182,0,0,0,1,0
-43000,998000,18356,1,0,0,0,0
-35000,998000,18357,71,1,0,0,0
-27000,998000,18358,72,1,0,0,0
-19000,998000,18359,71,0,0,0,0
-11000,998000,18360,69,0,0,0,0
-3000,998000,18361,77,0,0,0,0
5000,998000,18362,72,0,0,0,0
13000,998000,18363,79,0,0,0,0
21000,998000,18364,72,1,0,0,0
29000,998000,18365,61,7,0,0,0
37000,998000,18366,76,0,0,0,0
45000,998000,18367,57,0,0,0,0
53000,998000,18368,60,0,0,0,0
61000,998000,18369,77,0,0,0,0
69000,998000,18370,68,0,0,0,0
77000,998000,18371,61,0,0,0,0
85000,998000,18372,46,4,0,0,0
93000,998000,18373,71,0,0,0,0
101000,998000,18374,70,2,0,0,0
109000,998000,18375,51,5,0,0,0
117000,998000,18376,37,21,0,0,0
125000,998000,18377,0,61,0,0,0
133000,998000,18378,0,55,0,0,0
141000,998000,18379,0,65,0,0,0
149000,998000,18380,0,66,0,0,0
157000,998000,18381,1,60,0,0,0
165000,998000,18382,0,62,1,0,0
173000,998000,18383,1,63,0,0,0
181000,998000,18384,3,58,6,0,0
189000,998000,18385,1,57,3,0,0
197000,998000,18386,1,63,2,0,0
205000,998000,18387,35,42,0,0,0
213000,998000,18388,42,37,4,0,0
221000,998000,18389,9,66,3,0,0
229000,998000,18390,3,42,7,0,0
237000,998000,18391,12,54,10,0,0
245000,998000,18392,23,60,0,0,0
253000,998000,18393,18,66,0,0,0
261000,998000,18394,24,61,0,3,0
269000,998000,18395,46,43,1,0,0
277000,998000,18396,31,48,0,0,0
285000,998000,18397,2,67,1,4,0
293000,998000,18398,0,69,2,13,0
301000,998000,18399,0,70,0,6,0
309000,998000,18400,0,74,0,2,0
317000,998000,18401,19,47,1,12,0
325000,998000,18402,25,38,0,16,0
333000,998000,18403,14,37,3,29,0
341000,998000,18404,19,48,2,9,0
