"x","y","cell","points"
205000,1118000,13947,1
213000,1118000,13948,45
221000,1118000,13949,76
229000,1118000,13950,72
237000,1118000,13951,71
245000,1118000,13952,85
253000,1118000,13953,74
261000,1118000,13954,83
269000,1118000,13955,74
277000,1118000,13956,66
285000,1118000,13957,65
293000,1118000,13958,75
301000,1118000,13959,75
309000,1118000,13960,78
317000,1118000,13961,74
325000,1118000,13962,74
333000,1118000,13963,75
341000,1118000,13964,72
349000,1118000,13965,72
357000,1118000,13966,74
365000,1118000,13967,68
373000,1118000,13968,71
381000,1118000,13969,74
389000,1118000,13970,72
397000,1118000,13971,75
405000,1118000,13972,74
413000,1118000,13973,73
421000,1118000,13974,75
429000,1118000,13975,74
437000,1118000,13976,76
445000,1118000,13977,74
453000,1118000,13978,75
461000,1118000,13979,78
469000,1118000,13980,68
477000,1118000,13981,70
485000,1118000,13982,76
493000,1118000,13983,71
501000,1118000,13984,75
509000,1118000,13985,76
517000,1118000,13986,47
525000,1118000,13987,75
533000,1118000,13988,84
541000,1118000,13989,74
549000,1118000,13990,77
557000,1118000,13991,82
565000,1118000,13992,74
573000,1118000,13993,74
581000,1118000,13994,79
589000,1118000,13995,76
597000,1118000,13996,72
605000,1118000,13997,72
613000,1118000,13998,74
621000,1118000,13999,67
629000,1118000,14000,59
637000,1118000,14001,65
645000,1118000,14002,74
653000,1118000,14003,74
661000,1118000,14004,68
669000,1118000,14005,73
677000,1118000,14006,74
685000,1118000,14007,20
733000,1118000,14013,3
741000,1118000,14014,8
757000,1118000,14016,11
765000,1118000,14017,35
773000,1118000,14018,74
781000,1118000,14019,74
789000,1118000,14020,71
797000,1118000,14021,85
805000,1118000,14022,70
813000,1118000,14023,72
821000,1118000,14024,73
829000,1118000,14025,75
837000,1118000,14026,69
845000,1118000,14027,75
853000,1118000,14028,72
861000,1118000,14029,59
-35000,1110000,14213,13
-27000,1110000,14214,67
-19000,1110000,14215,74
-11000,1110000,14216,68
-3000,1110000,14217,80
5000,1110000,14218,63
13000,1110000,14219,59
21000,1110000,14220,66
29000,1110000,14221,57
37000,1110000,14222,67
45000,1110000,14223,64
53000,1110000,14224,62
61000,1110000,14225,58
69000,1110000,14226,59
77000,1110000,14227,72
85000,1110000,14228,73
93000,1110000,14229,77
101000,1110000,14230,73
109000,1110000,14231,70
117000,1110000,14232,74
125000,1110000,14233,69
133000,1110000,14234,67
141000,1110000,14235,69
149000,1110000,14236,68
157000,1110000,14237,71
165000,1110000,14238,63
173000,1110000,14239,68
181000,1110000,14240,69
189000,1110000,14241,76
197000,1110000,14242,54
205000,1110000,14243,67
213000,1110000,14244,69
221000,1110000,14245,76
229000,1110000,14246,75
237000,1110000,14247,81
245000,1110000,14248,79
253000,1110000,14249,70
261000,1110000,14250,74
269000,1110000,14251,72
277000,1110000,14252,72
285000,1110000,14253,73
293000,1110000,14254,73
301000,1110000,14255,78
309000,1110000,14256,76
317000,1110000,14257,75
325000,1110000,14258,72
333000,1110000,14259,72
341000,1110000,14260,70
349000,1110000,14261,74
357000,1110000,14262,74
365000,1110000,14263,68
373000,1110000,14264,75
381000,1110000,14265,68
389000,1110000,14266,68
397000,1110000,14267,75
405000,1110000,14268,76
413000,1110000,14269,74
421000,1110000,14270,71
429000,1110000,14271,75
437000,1110000,14272,75
445000,1110000,14273,74
453000,1110000,14274,75
461000,1110000,14275,75
469000,1110000,14276,78
477000,1110000,14277,72
485000,1110000,14278,74
493000,1110000,14279,73
501000,1110000,14280,74
509000,1110000,14281,74
517000,1110000,14282,73
525000,1110000,14283,74
533000,1110000,14284,83
541000,1110000,14285,75
549000,1110000,14286,73
557000,1110000,14287,82
565000,1110000,14288,81
573000,1110000,14289,82
581000,1110000,14290,85
589000,1110000,14291,83
597000,1110000,14292,84
605000,1110000,14293,78
613000,1110000,14294,80
621000,1110000,14295,80
629000,1110000,14296,74
637000,1110000,14297,70
645000,1110000,14298,74
653000,1110000,14299,72
661000,1110000,14300,71
669000,1110000,14301,74
677000,1110000,14302,74
685000,1110000,14303,66
693000,1110000,14304,33
701000,1110000,14305,43
709000,1110000,14306,65
717000,1110000,14307,30
733000,1110000,14309,13
741000,1110000,14310,40
749000,1110000,14311,35
757000,1110000,14312,74
765000,1110000,14313,84
773000,1110000,14314,83
781000,1110000,14315,83
789000,1110000,14316,79
797000,1110000,14317,91
805000,1110000,14318,69
813000,1110000,14319,74
821000,1110000,14320,75
829000,1110000,14321,75
837000,1110000,14322,71
845000,1110000,14323,85
853000,1110000,14324,72
861000,1110000,14325,54
925000,1110000,14333,8
933000,1110000,14334,5
-43000,1102000,14508,39
-35000,1102000,14509,70
-27000,1102000,14510,74
-19000,1102000,14511,71
-11000,1102000,14512,72
-3000,1102000,14513,85
5000,1102000,14514,59
13000,1102000,14515,65
21000,1102000,14516,63
29000,1102000,14517,73
37000,1102000,14518,71
45000,1102000,14519,55
53000,1102000,14520,48
61000,1102000,14521,59
69000,1102000,14522,64
77000,1102000,14523,69
85000,1102000,14524,52
93000,1102000,14525,70
101000,1102000,14526,72
109000,1102000,14527,74
117000,1102000,14528,79
125000,1102000,14529,70
133000,1102000,14530,76
141000,1102000,14531,63
149000,1102000,14532,65
157000,1102000,14533,61
165000,1102000,14534,68
173000,1102000,14535,66
181000,1102000,14536,69
189000,1102000,14537,81
197000,1102000,14538,73
205000,1102000,14539,72
213000,1102000,14540,77
221000,1102000,14541,70
229000,1102000,14542,68
237000,1102000,14543,70
245000,1102000,14544,75
253000,1102000,14545,67
261000,1102000,14546,72
269000,1102000,14547,74
277000,1102000,14548,73
285000,1102000,14549,73
293000,1102000,14550,74
301000,1102000,14551,74
309000,1102000,14552,74
317000,1102000,14553,71
325000,1102000,14554,69
333000,1102000,14555,67
341000,1102000,14556,70
349000,1102000,14557,76
357000,1102000,14558,74
365000,1102000,14559,74
373000,1102000,14560,72
381000,1102000,14561,72
389000,1102000,14562,76
397000,1102000,14563,63
405000,1102000,14564,73
413000,1102000,14565,73
421000,1102000,14566,76
429000,1102000,14567,78
437000,1102000,14568,72
445000,1102000,14569,75
453000,1102000,14570,74
461000,1102000,14571,70
469000,1102000,14572,72
477000,1102000,14573,72
485000,1102000,14574,68
493000,1102000,14575,69
501000,1102000,14576,71
509000,1102000,14577,73
517000,1102000,14578,73
525000,1102000,14579,74
533000,1102000,14580,76
541000,1102000,14581,80
549000,1102000,14582,86
557000,1102000,14583,89
565000,1102000,14584,69
573000,1102000,14585,71
581000,1102000,14586,68
589000,1102000,14587,73
597000,1102000,14588,71
605000,1102000,14589,73
613000,1102000,14590,72
621000,1102000,14591,75
629000,1102000,14592,81
637000,1102000,14593,74
645000,1102000,14594,71
653000,1102000,14595,74
661000,1102000,14596,71
669000,1102000,14597,71
677000,1102000,14598,74
685000,1102000,14599,80
693000,1102000,14600,74
701000,1102000,14601,74
709000,1102000,14602,71
717000,1102000,14603,76
725000,1102000,14604,49
733000,1102000,14605,66
741000,1102000,14606,46
749000,1102000,14607,74
757000,1102000,14608,75
765000,1102000,14609,77
773000,1102000,14610,74
781000,1102000,14611,72
789000,1102000,14612,75
797000,1102000,14613,82
805000,1102000,14614,69
813000,1102000,14615,75
821000,1102000,14616,74
829000,1102000,14617,70
837000,1102000,14618,77
845000,1102000,14619,86
853000,1102000,14620,74
861000,1102000,14621,66
869000,1102000,14622,41
877000,1102000,14623,19
885000,1102000,14624,26
893000,1102000,14625,35
909000,1102000,14627,28
917000,1102000,14628,43
925000,1102000,14629,57
933000,1102000,14630,12
-51000,1094000,14803,1
-43000,1094000,14804,60
-35000,1094000,14805,69
-27000,1094000,14806,72
-19000,1094000,14807,70
-11000,1094000,14808,78
-3000,1094000,14809,74
5000,1094000,14810,57
13000,1094000,14811,61
21000,1094000,14812,58
29000,1094000,14813,83
37000,1094000,14814,77
45000,1094000,14815,69
53000,1094000,14816,61
61000,1094000,14817,63
69000,1094000,14818,74
77000,1094000,14819,72
85000,1094000,14820,70
93000,1094000,14821,66
101000,1094000,14822,68
109000,1094000,14823,65
117000,1094000,14824,71
125000,1094000,14825,70
133000,1094000,14826,75
141000,1094000,14827,69
149000,1094000,14828,57
157000,1094000,14829,61
165000,1094000,14830,66
173000,1094000,14831,80
181000,1094000,14832,72
189000,1094000,14833,72
197000,1094000,14834,75
205000,1094000,14835,84
213000,1094000,14836,88
221000,1094000,14837,79
229000,1094000,14838,82
237000,1094000,14839,81
245000,1094000,14840,90
253000,1094000,14841,82
261000,1094000,14842,74
269000,1094000,14843,72
277000,1094000,14844,73
285000,1094000,14845,67
293000,1094000,14846,75
301000,1094000,14847,78
309000,1094000,14848,69
317000,1094000,14849,71
325000,1094000,14850,72
333000,1094000,14851,64
341000,1094000,14852,74
349000,1094000,14853,75
357000,1094000,14854,75
365000,1094000,14855,74
373000,1094000,14856,74
381000,1094000,14857,73
389000,1094000,14858,69
397000,1094000,14859,70
405000,1094000,14860,70
413000,1094000,14861,75
421000,1094000,14862,73
429000,1094000,14863,75
437000,1094000,14864,74
445000,1094000,14865,75
453000,1094000,14866,75
461000,1094000,14867,71
469000,1094000,14868,81
477000,1094000,14869,69
485000,1094000,14870,73
493000,1094000,14871,64
501000,1094000,14872,53
509000,1094000,14873,61
517000,1094000,14874,64
525000,1094000,14875,58
533000,1094000,14876,69
541000,1094000,14877,68
549000,1094000,14878,72
557000,1094000,14879,78
565000,1094000,14880,73
573000,1094000,14881,75
581000,1094000,14882,75
589000,1094000,14883,73
597000,1094000,14884,72
605000,1094000,14885,75
613000,1094000,14886,73
621000,1094000,14887,73
629000,1094000,14888,80
637000,1094000,14889,72
645000,1094000,14890,72
653000,1094000,14891,75
661000,1094000,14892,69
669000,1094000,14893,70
677000,1094000,14894,73
685000,1094000,14895,70
693000,1094000,14896,73
701000,1094000,14897,74
709000,1094000,14898,74
717000,1094000,14899,75
725000,1094000,14900,73
733000,1094000,14901,75
741000,1094000,14902,79
749000,1094000,14903,85
757000,1094000,14904,88
765000,1094000,14905,74
773000,1094000,14906,74
781000,1094000,14907,75
789000,1094000,14908,75
797000,1094000,14909,82
805000,1094000,14910,75
813000,1094000,14911,75
821000,1094000,14912,75
829000,1094000,14913,73
837000,1094000,14914,74
845000,1094000,14915,82
853000,1094000,14916,75
861000,1094000,14917,69
869000,1094000,14918,75
877000,1094000,14919,75
885000,1094000,14920,74
893000,1094000,14921,70
901000,1094000,14922,61
909000,1094000,14923,56
917000,1094000,14924,71
925000,1094000,14925,43
933000,1094000,14926,3
-43000,1086000,15100,76
-35000,1086000,15101,71
-27000,1086000,15102,70
-19000,1086000,15103,76
-11000,1086000,15104,84
-3000,1086000,15105,65
5000,1086000,15106,51
13000,1086000,15107,73
21000,1086000,15108,63
29000,1086000,15109,66
37000,1086000,15110,67
45000,1086000,15111,65
53000,1086000,15112,65
61000,1086000,15113,66
69000,1086000,15114,60
77000,1086000,15115,78
85000,1086000,15116,76
93000,1086000,15117,72
101000,1086000,15118,73
109000,1086000,15119,63
117000,1086000,15120,77
125000,1086000,15121,77
133000,1086000,15122,72
141000,1086000,15123,75
149000,1086000,15124,67
157000,1086000,15125,69
165000,1086000,15126,72
173000,1086000,15127,79
181000,1086000,15128,79
189000,1086000,15129,76
197000,1086000,15130,75
205000,1086000,15131,78
213000,1086000,15132,72
221000,1086000,15133,76
229000,1086000,15134,73
237000,1086000,15135,80
245000,1086000,15136,73
253000,1086000,15137,71
261000,1086000,15138,81
269000,1086000,15139,81
277000,1086000,15140,80
285000,1086000,15141,75
293000,1086000,15142,80
301000,1086000,15143,72
309000,1086000,15144,80
317000,1086000,15145,68
325000,1086000,15146,75
333000,1086000,15147,76
341000,1086000,15148,67
349000,1086000,15149,75
357000,1086000,15150,72
365000,1086000,15151,72
373000,1086000,15152,74
381000,1086000,15153,64
389000,1086000,15154,71
397000,1086000,15155,67
405000,1086000,15156,73
413000,1086000,15157,74
421000,1086000,15158,75
429000,1086000,15159,73
437000,1086000,15160,77
445000,1086000,15161,76
453000,1086000,15162,74
461000,1086000,15163,71
469000,1086000,15164,64
477000,1086000,15165,69
485000,1086000,15166,70
493000,1086000,15167,66
501000,1086000,15168,65
509000,1086000,15169,64
517000,1086000,15170,62
525000,1086000,15171,55
533000,1086000,15172,56
541000,1086000,15173,66
549000,1086000,15174,72
557000,1086000,15175,81
565000,1086000,15176,72
573000,1086000,15177,73
581000,1086000,15178,75
589000,1086000,15179,74
597000,1086000,15180,73
605000,1086000,15181,73
613000,1086000,15182,72
621000,1086000,15183,72
629000,1086000,15184,51
637000,1086000,15185,49
645000,1086000,15186,49
653000,1086000,15187,49
661000,1086000,15188,60
669000,1086000,15189,72
677000,1086000,15190,70
685000,1086000,15191,64
693000,1086000,15192,74
701000,1086000,15193,72
709000,1086000,15194,74
717000,1086000,15195,71
725000,1086000,15196,70
733000,1086000,15197,68
741000,1086000,15198,77
749000,1086000,15199,74
757000,1086000,15200,75
765000,1086000,15201,75
773000,1086000,15202,74
781000,1086000,15203,39
789000,1086000,15204,47
797000,1086000,15205,81
805000,1086000,15206,71
813000,1086000,15207,71
821000,1086000,15208,74
829000,1086000,15209,74
837000,1086000,15210,75
845000,1086000,15211,77
853000,1086000,15212,54
861000,1086000,15213,73
869000,1086000,15214,73
877000,1086000,15215,75
885000,1086000,15216,74
893000,1086000,15217,74
901000,1086000,15218,72
909000,1086000,15219,62
917000,1086000,15220,64
925000,1086000,15221,37
933000,1086000,15222,25
-51000,1078000,15395,1
-43000,1078000,15396,45
-35000,1078000,15397,69
-27000,1078000,15398,63
-19000,1078000,15399,55
-11000,1078000,15400,63
-3000,1078000,15401,63
5000,1078000,15402,58
13000,1078000,15403,62
21000,1078000,15404,71
29000,1078000,15405,69
37000,1078000,15406,68
45000,1078000,15407,69
53000,1078000,15408,46
61000,1078000,15409,62
69000,1078000,15410,71
77000,1078000,15411,70
85000,1078000,15412,70
93000,1078000,15413,74
101000,1078000,15414,71
109000,1078000,15415,67
117000,1078000,15416,64
125000,1078000,15417,74
133000,1078000,15418,73
141000,1078000,15419,72
149000,1078000,15420,72
157000,1078000,15421,59
165000,1078000,15422,69
173000,1078000,15423,71
181000,1078000,15424,78
189000,1078000,15425,80
197000,1078000,15426,75
205000,1078000,15427,78
213000,1078000,15428,75
221000,1078000,15429,74
229000,1078000,15430,73
237000,1078000,15431,76
245000,1078000,15432,65
253000,1078000,15433,70
261000,1078000,15434,77
269000,1078000,15435,73
277000,1078000,15436,75
285000,1078000,15437,75
293000,1078000,15438,65
301000,1078000,15439,64
309000,1078000,15440,61
317000,1078000,15441,67
325000,1078000,15442,64
333000,1078000,15443,78
341000,1078000,15444,77
349000,1078000,15445,85
357000,1078000,15446,82
365000,1078000,15447,81
373000,1078000,15448,74
381000,1078000,15449,73
389000,1078000,15450,78
397000,1078000,15451,78
405000,1078000,15452,83
413000,1078000,15453,72
421000,1078000,15454,77
429000,1078000,15455,74
437000,1078000,15456,72
445000,1078000,15457,76
453000,1078000,15458,76
461000,1078000,15459,72
469000,1078000,15460,68
477000,1078000,15461,75
485000,1078000,15462,68
493000,1078000,15463,62
501000,1078000,15464,66
509000,1078000,15465,62
517000,1078000,15466,73
525000,1078000,15467,69
533000,1078000,15468,67
541000,1078000,15469,76
549000,1078000,15470,45
557000,1078000,15471,75
565000,1078000,15472,74
573000,1078000,15473,74
581000,1078000,15474,72
589000,1078000,15475,72
597000,1078000,15476,71
605000,1078000,15477,70
613000,1078000,15478,67
621000,1078000,15479,70
629000,1078000,15480,23
637000,1078000,15481,19
645000,1078000,15482,20
653000,1078000,15483,28
661000,1078000,15484,41
669000,1078000,15485,72
677000,1078000,15486,71
685000,1078000,15487,74
693000,1078000,15488,74
701000,1078000,15489,75
709000,1078000,15490,75
717000,1078000,15491,74
725000,1078000,15492,74
733000,1078000,15493,74
741000,1078000,15494,78
749000,1078000,15495,66
757000,1078000,15496,69
765000,1078000,15497,74
773000,1078000,15498,74
781000,1078000,15499,60
789000,1078000,15500,64
797000,1078000,15501,81
805000,1078000,15502,34
813000,1078000,15503,81
821000,1078000,15504,85
829000,1078000,15505,81
837000,1078000,15506,84
845000,1078000,15507,77
853000,1078000,15508,76
861000,1078000,15509,72
869000,1078000,15510,75
877000,1078000,15511,73
885000,1078000,15512,72
893000,1078000,15513,66
901000,1078000,15514,72
909000,1078000,15515,68
917000,1078000,15516,66
925000,1078000,15517,53
933000,1078000,15518,26
-43000,1070000,15692,13
-35000,1070000,15693,67
-27000,1070000,15694,60
-19000,1070000,15695,61
-11000,1070000,15696,69
-3000,1070000,15697,67
5000,1070000,15698,64
13000,1070000,15699,74
21000,1070000,15700,71
29000,1070000,15701,78
37000,1070000,15702,59
45000,1070000,15703,70
53000,1070000,15704,66
61000,1070000,15705,76
69000,1070000,15706,78
77000,1070000,15707,81
85000,1070000,15708,77
93000,1070000,15709,78
101000,1070000,15710,77
109000,1070000,15711,66
117000,1070000,15712,63
125000,1070000,15713,72
133000,1070000,15714,73
141000,1070000,15715,73
149000,1070000,15716,70
157000,1070000,15717,65
165000,1070000,15718,73
173000,1070000,15719,73
181000,1070000,15720,74
189000,1070000,15721,75
197000,1070000,15722,74
205000,1070000,15723,76
213000,1070000,15724,74
221000,1070000,15725,80
229000,1070000,15726,72
237000,1070000,15727,72
245000,1070000,15728,70
253000,1070000,15729,74
261000,1070000,15730,73
269000,1070000,15731,74
277000,1070000,15732,75
285000,1070000,15733,75
293000,1070000,15734,70
301000,1070000,15735,62
309000,1070000,15736,70
317000,1070000,15737,71
325000,1070000,15738,75
333000,1070000,15739,73
341000,1070000,15740,74
349000,1070000,15741,74
357000,1070000,15742,76
365000,1070000,15743,46
373000,1070000,15744,64
381000,1070000,15745,71
389000,1070000,15746,70
397000,1070000,15747,73
405000,1070000,15748,72
413000,1070000,15749,82
421000,1070000,15750,86
429000,1070000,15751,79
437000,1070000,15752,69
445000,1070000,15753,69
453000,1070000,15754,78
461000,1070000,15755,82
469000,1070000,15756,74
477000,1070000,15757,76
485000,1070000,15758,73
493000,1070000,15759,61
501000,1070000,15760,61
509000,1070000,15761,62
517000,1070000,15762,56
525000,1070000,15763,66
533000,1070000,15764,68
541000,1070000,15765,64
549000,1070000,15766,66
557000,1070000,15767,61
565000,1070000,15768,72
573000,1070000,15769,60
581000,1070000,15770,73
589000,1070000,15771,72
597000,1070000,15772,61
605000,1070000,15773,71
613000,1070000,15774,71
621000,1070000,15775,77
629000,1070000,15776,34
637000,1070000,15777,32
645000,1070000,15778,32
653000,1070000,15779,55
661000,1070000,15780,85
669000,1070000,15781,75
677000,1070000,15782,75
685000,1070000,15783,70
693000,1070000,15784,86
701000,1070000,15785,81
709000,1070000,15786,83
717000,1070000,15787,79
725000,1070000,15788,82
733000,1070000,15789,81
741000,1070000,15790,79
749000,1070000,15791,81
757000,1070000,15792,74
765000,1070000,15793,72
773000,1070000,15794,73
781000,1070000,15795,73
789000,1070000,15796,75
797000,1070000,15797,78
805000,1070000,15798,55
813000,1070000,15799,72
821000,1070000,15800,71
829000,1070000,15801,71
837000,1070000,15802,72
845000,1070000,15803,67
853000,1070000,15804,70
861000,1070000,15805,75
869000,1070000,15806,85
877000,1070000,15807,85
885000,1070000,15808,79
893000,1070000,15809,69
901000,1070000,15810,70
909000,1070000,15811,72
917000,1070000,15812,74
925000,1070000,15813,27
933000,1070000,15814,10
-35000,1062000,15989,5
-27000,1062000,15990,59
-19000,1062000,15991,45
-11000,1062000,15992,66
-3000,1062000,15993,73
5000,1062000,15994,77
13000,1062000,15995,78
21000,1062000,15996,74
29000,1062000,15997,79
37000,1062000,15998,70
45000,1062000,15999,66
53000,1062000,16000,67
61000,1062000,16001,70
69000,1062000,16002,63
77000,1062000,16003,78
85000,1062000,16004,72
93000,1062000,16005,72
101000,1062000,16006,72
109000,1062000,16007,78
117000,1062000,16008,67
125000,1062000,16009,73
133000,1062000,16010,75
141000,1062000,16011,79
149000,1062000,16012,77
157000,1062000,16013,64
165000,1062000,16014,70
173000,1062000,16015,74
181000,1062000,16016,78
189000,1062000,16017,71
197000,1062000,16018,72
205000,1062000,16019,70
213000,1062000,16020,72
221000,1062000,16021,73
229000,1062000,16022,77
237000,1062000,16023,68
245000,1062000,16024,75
253000,1062000,16025,77
261000,1062000,16026,73
269000,1062000,16027,74
277000,1062000,16028,71
285000,1062000,16029,68
293000,1062000,16030,66
301000,1062000,16031,64
309000,1062000,16032,70
317000,1062000,16033,69
325000,1062000,16034,72
333000,1062000,16035,67
341000,1062000,16036,72
349000,1062000,16037,73
357000,1062000,16038,66
365000,1062000,16039,58
373000,1062000,16040,74
381000,1062000,16041,75
389000,1062000,16042,75
397000,1062000,16043,77
405000,1062000,16044,73
413000,1062000,16045,74
421000,1062000,16046,78
429000,1062000,16047,74
437000,1062000,16048,76
445000,1062000,16049,69
453000,1062000,16050,78
461000,1062000,16051,80
469000,1062000,16052,78
477000,1062000,16053,76
485000,1062000,16054,52
493000,1062000,16055,54
501000,1062000,16056,72
509000,1062000,16057,78
517000,1062000,16058,67
525000,1062000,16059,75
533000,1062000,16060,82
541000,1062000,16061,71
549000,1062000,16062,77
557000,1062000,16063,75
565000,1062000,16064,79
573000,1062000,16065,81
581000,1062000,16066,75
589000,1062000,16067,80
597000,1062000,16068,77
605000,1062000,16069,72
613000,1062000,16070,75
621000,1062000,16071,79
629000,1062000,16072,70
637000,1062000,16073,67
645000,1062000,16074,70
653000,1062000,16075,72
661000,1062000,16076,85
669000,1062000,16077,71
677000,1062000,16078,74
685000,1062000,16079,68
693000,1062000,16080,80
701000,1062000,16081,74
709000,1062000,16082,75
717000,1062000,16083,73
725000,1062000,16084,73
733000,1062000,16085,71
741000,1062000,16086,70
749000,1062000,16087,75
757000,1062000,16088,76
765000,1062000,16089,71
773000,1062000,16090,71
781000,1062000,16091,75
789000,1062000,16092,73
797000,1062000,16093,79
805000,1062000,16094,63
813000,1062000,16095,75
821000,1062000,16096,69
829000,1062000,16097,43
837000,1062000,16098,46
845000,1062000,16099,62
853000,1062000,16100,65
861000,1062000,16101,69
869000,1062000,16102,65
877000,1062000,16103,68
885000,1062000,16104,61
893000,1062000,16105,67
901000,1062000,16106,72
909000,1062000,16107,55
917000,1062000,16108,77
925000,1062000,16109,71
933000,1062000,16110,65
941000,1062000,16111,9
957000,1062000,16113,4
965000,1062000,16114,9
973000,1062000,16115,4
-27000,1054000,16286,50
-19000,1054000,16287,63
-11000,1054000,16288,68
-3000,1054000,16289,58
5000,1054000,16290,64
13000,1054000,16291,69
21000,1054000,16292,72
29000,1054000,16293,74
37000,1054000,16294,68
45000,1054000,16295,71
53000,1054000,16296,75
61000,1054000,16297,71
69000,1054000,16298,71
77000,1054000,16299,75
85000,1054000,16300,74
93000,1054000,16301,73
101000,1054000,16302,75
109000,1054000,16303,73
117000,1054000,16304,54
125000,1054000,16305,64
133000,1054000,16306,71
141000,1054000,16307,70
149000,1054000,16308,70
157000,1054000,16309,70
165000,1054000,16310,73
173000,1054000,16311,70
181000,1054000,16312,70
189000,1054000,16313,76
197000,1054000,16314,73
205000,1054000,16315,68
213000,1054000,16316,70
221000,1054000,16317,72
229000,1054000,16318,76
237000,1054000,16319,67
245000,1054000,16320,67
253000,1054000,16321,74
261000,1054000,16322,71
269000,1054000,16323,73
277000,1054000,16324,68
285000,1054000,16325,75
293000,1054000,16326,74
301000,1054000,16327,73
309000,1054000,16328,76
317000,1054000,16329,76
325000,1054000,16330,69
333000,1054000,16331,65
341000,1054000,16332,73
349000,1054000,16333,71
357000,1054000,16334,68
365000,1054000,16335,72
373000,1054000,16336,76
381000,1054000,16337,73
389000,1054000,16338,74
397000,1054000,16339,73
405000,1054000,16340,76
413000,1054000,16341,73
421000,1054000,16342,69
429000,1054000,16343,75
437000,1054000,16344,75
445000,1054000,16345,56
453000,1054000,16346,74
461000,1054000,16347,75
469000,1054000,16348,75
477000,1054000,16349,70
485000,1054000,16350,70
493000,1054000,16351,75
501000,1054000,16352,63
509000,1054000,16353,68
517000,1054000,16354,72
525000,1054000,16355,75
533000,1054000,16356,73
541000,1054000,16357,62
549000,1054000,16358,74
557000,1054000,16359,69
565000,1054000,16360,71
573000,1054000,16361,74
581000,1054000,16362,73
589000,1054000,16363,72
597000,1054000,16364,82
605000,1054000,16365,71
613000,1054000,16366,72
621000,1054000,16367,80
629000,1054000,16368,71
637000,1054000,16369,68
645000,1054000,16370,75
653000,1054000,16371,73
661000,1054000,16372,88
669000,1054000,16373,84
677000,1054000,16374,85
685000,1054000,16375,91
693000,1054000,16376,82
701000,1054000,16377,72
709000,1054000,16378,71
717000,1054000,16379,73
725000,1054000,16380,70
733000,1054000,16381,74
741000,1054000,16382,71
749000,1054000,16383,83
757000,1054000,16384,59
765000,1054000,16385,56
773000,1054000,16386,73
781000,1054000,16387,69
789000,1054000,16388,59
797000,1054000,16389,79
805000,1054000,16390,72
813000,1054000,16391,69
821000,1054000,16392,13
845000,1054000,16395,4
853000,1054000,16396,26
861000,1054000,16397,52
869000,1054000,16398,61
877000,1054000,16399,61
885000,1054000,16400,59
893000,1054000,16401,39
901000,1054000,16402,65
909000,1054000,16403,59
917000,1054000,16404,80
925000,1054000,16405,82
933000,1054000,16406,71
941000,1054000,16407,40
949000,1054000,16408,6
957000,1054000,16409,5
965000,1054000,16410,37
973000,1054000,16411,58
-27000,1046000,16582,61
-19000,1046000,16583,60
-11000,1046000,16584,70
-3000,1046000,16585,72
5000,1046000,16586,69
13000,1046000,16587,71
21000,1046000,16588,75
29000,1046000,16589,58
37000,1046000,16590,64
45000,1046000,16591,67
53000,1046000,16592,69
61000,1046000,16593,66
69000,1046000,16594,60
77000,1046000,16595,67
85000,1046000,16596,69
93000,1046000,16597,75
101000,1046000,16598,81
109000,1046000,16599,70
117000,1046000,16600,60
125000,1046000,16601,65
133000,1046000,16602,70
141000,1046000,16603,70
149000,1046000,16604,71
157000,1046000,16605,66
165000,1046000,16606,64
173000,1046000,16607,67
181000,1046000,16608,66
189000,1046000,16609,69
197000,1046000,16610,72
205000,1046000,16611,79
213000,1046000,16612,61
221000,1046000,16613,70
229000,1046000,16614,72
237000,1046000,16615,77
245000,1046000,16616,71
253000,1046000,16617,76
261000,1046000,16618,69
269000,1046000,16619,73
277000,1046000,16620,74
285000,1046000,16621,76
293000,1046000,16622,72
301000,1046000,16623,69
309000,1046000,16624,73
317000,1046000,16625,73
325000,1046000,16626,74
333000,1046000,16627,68
341000,1046000,16628,63
349000,1046000,16629,69
357000,1046000,16630,62
365000,1046000,16631,73
373000,1046000,16632,75
381000,1046000,16633,71
389000,1046000,16634,74
397000,1046000,16635,74
405000,1046000,16636,75
413000,1046000,16637,74
421000,1046000,16638,71
429000,1046000,16639,75
437000,1046000,16640,76
445000,1046000,16641,62
453000,1046000,16642,74
461000,1046000,16643,74
469000,1046000,16644,76
477000,1046000,16645,73
485000,1046000,16646,73
493000,1046000,16647,75
501000,1046000,16648,56
509000,1046000,16649,59
517000,1046000,16650,70
525000,1046000,16651,69
533000,1046000,16652,64
541000,1046000,16653,56
549000,1046000,16654,70
557000,1046000,16655,74
565000,1046000,16656,77
573000,1046000,16657,74
581000,1046000,16658,68
589000,1046000,16659,74
597000,1046000,16660,70
605000,1046000,16661,73
613000,1046000,16662,76
621000,1046000,16663,65
629000,1046000,16664,75
637000,1046000,16665,75
645000,1046000,16666,70
653000,1046000,16667,85
661000,1046000,16668,85
669000,1046000,16669,77
677000,1046000,16670,77
685000,1046000,16671,95
693000,1046000,16672,76
701000,1046000,16673,74
709000,1046000,16674,66
717000,1046000,16675,73
725000,1046000,16676,77
733000,1046000,16677,71
741000,1046000,16678,67
749000,1046000,16679,81
757000,1046000,16680,71
765000,1046000,16681,41
773000,1046000,16682,21
781000,1046000,16683,16
789000,1046000,16684,40
797000,1046000,16685,24
