"x","y","cell","points"
285000,1254000,8925,79
293000,1254000,8926,74
301000,1254000,8927,77
309000,1254000,8928,72
317000,1254000,8929,69
325000,1254000,8930,73
333000,1254000,8931,74
341000,1254000,8932,76
349000,1254000,8933,76
357000,1254000,8934,64
365000,1254000,8935,70
373000,1254000,8936,76
381000,1254000,8937,74
389000,1254000,8938,74
397000,1254000,8939,75
405000,1254000,8940,73
413000,1254000,8941,71
421000,1254000,8942,73
429000,1254000,8943,68
437000,1254000,8944,31
445000,1254000,8945,7
-27000,1246000,9182,14
-19000,1246000,9183,75
-11000,1246000,9184,75
-3000,1246000,9185,71
5000,1246000,9186,81
13000,1246000,9187,73
21000,1246000,9188,75
29000,1246000,9189,71
37000,1246000,9190,66
45000,1246000,9191,70
53000,1246000,9192,61
61000,1246000,9193,71
69000,1246000,9194,70
77000,1246000,9195,71
85000,1246000,9196,70
93000,1246000,9197,71
101000,1246000,9198,76
109000,1246000,9199,70
117000,1246000,9200,64
125000,1246000,9201,76
133000,1246000,9202,65
141000,1246000,9203,64
149000,1246000,9204,58
157000,1246000,9205,53
165000,1246000,9206,35
173000,1246000,9207,49
181000,1246000,9208,61
189000,1246000,9209,62
197000,1246000,9210,63
205000,1246000,9211,60
213000,1246000,9212,65
221000,1246000,9213,62
229000,1246000,9214,64
237000,1246000,9215,70
245000,1246000,9216,70
253000,1246000,9217,64
261000,1246000,9218,68
269000,1246000,9219,61
277000,1246000,9220,79
285000,1246000,9221,65
293000,1246000,9222,69
301000,1246000,9223,71
309000,1246000,9224,69
317000,1246000,9225,66
325000,1246000,9226,72
333000,1246000,9227,76
341000,1246000,9228,67
349000,1246000,9229,68
357000,1246000,9230,61
365000,1246000,9231,70
373000,1246000,9232,72
381000,1246000,9233,74
389000,1246000,9234,67
397000,1246000,9235,73
405000,1246000,9236,76
413000,1246000,9237,73
421000,1246000,9238,61
429000,1246000,9239,10
-27000,1238000,9478,8
-19000,1238000,9479,75
-11000,1238000,9480,76
-3000,1238000,9481,67
5000,1238000,9482,87
13000,1238000,9483,76
21000,1238000,9484,70
29000,1238000,9485,74
37000,1238000,9486,65
45000,1238000,9487,68
53000,1238000,9488,61
61000,1238000,9489,64
69000,1238000,9490,59
77000,1238000,9491,73
85000,1238000,9492,63
93000,1238000,9493,71
101000,1238000,9494,76
109000,1238000,9495,70
117000,1238000,9496,69
125000,1238000,9497,74
133000,1238000,9498,53
141000,1238000,9499,48
149000,1238000,9500,23
157000,1238000,9501,4
165000,1238000,9502,18
173000,1238000,9503,65
181000,1238000,9504,71
189000,1238000,9505,53
197000,1238000,9506,71
205000,1238000,9507,68
213000,1238000,9508,60
221000,1238000,9509,58
229000,1238000,9510,74
237000,1238000,9511,64
245000,1238000,9512,67
253000,1238000,9513,62
261000,1238000,9514,75
269000,1238000,9515,75
277000,1238000,9516,75
285000,1238000,9517,70
293000,1238000,9518,66
301000,1238000,9519,53
309000,1238000,9520,64
317000,1238000,9521,64
325000,1238000,9522,66
333000,1238000,9523,64
341000,1238000,9524,74
349000,1238000,9525,69
357000,1238000,9526,73
365000,1238000,9527,81
373000,1238000,9528,73
381000,1238000,9529,72
389000,1238000,9530,73
397000,1238000,9531,76
405000,1238000,9532,75
413000,1238000,9533,45
421000,1238000,9534,3
-27000,1230000,9774,21
-19000,1230000,9775,73
-11000,1230000,9776,75
-3000,1230000,9777,70
5000,1230000,9778,75
13000,1230000,9779,70
21000,1230000,9780,71
29000,1230000,9781,60
37000,1230000,9782,58
45000,1230000,9783,70
53000,1230000,9784,55
61000,1230000,9785,56
69000,1230000,9786,70
77000,1230000,9787,70
85000,1230000,9788,73
93000,1230000,9789,65
101000,1230000,9790,72
109000,1230000,9791,61
117000,1230000,9792,59
125000,1230000,9793,72
133000,1230000,9794,74
141000,1230000,9795,62
149000,1230000,9796,49
157000,1230000,9797,2
165000,1230000,9798,7
173000,1230000,9799,62
181000,1230000,9800,61
189000,1230000,9801,70
197000,1230000,9802,65
205000,1230000,9803,74
213000,1230000,9804,63
221000,1230000,9805,47
229000,1230000,9806,72
237000,1230000,9807,70
245000,1230000,9808,77
253000,1230000,9809,71
261000,1230000,9810,72
269000,1230000,9811,74
277000,1230000,9812,72
285000,1230000,9813,75
293000,1230000,9814,66
301000,1230000,9815,67
309000,1230000,9816,72
317000,1230000,9817,72
325000,1230000,9818,72
333000,1230000,9819,72
341000,1230000,9820,73
349000,1230000,9821,71
357000,1230000,9822,74
365000,1230000,9823,70
373000,1230000,9824,67
381000,1230000,9825,75
389000,1230000,9826,85
397000,1230000,9827,75
405000,1230000,9828,31
-27000,1222000,10070,37
-19000,1222000,10071,74
-11000,1222000,10072,73
-3000,1222000,10073,73
5000,1222000,10074,75
13000,1222000,10075,66
21000,1222000,10076,59
29000,1222000,10077,60
37000,1222000,10078,57
45000,1222000,10079,60
53000,1222000,10080,59
61000,1222000,10081,42
69000,1222000,10082,61
77000,1222000,10083,57
85000,1222000,10084,77
93000,1222000,10085,78
101000,1222000,10086,82
109000,1222000,10087,64
117000,1222000,10088,59
125000,1222000,10089,68
133000,1222000,10090,76
141000,1222000,10091,61
149000,1222000,10092,68
157000,1222000,10093,61
165000,1222000,10094,58
173000,1222000,10095,54
181000,1222000,10096,58
189000,1222000,10097,66
197000,1222000,10098,72
205000,1222000,10099,87
213000,1222000,10100,83
221000,1222000,10101,78
229000,1222000,10102,69
237000,1222000,10103,76
245000,1222000,10104,72
253000,1222000,10105,72
261000,1222000,10106,79
269000,1222000,10107,72
277000,1222000,10108,74
285000,1222000,10109,72
293000,1222000,10110,69
301000,1222000,10111,72
309000,1222000,10112,71
317000,1222000,10113,70
325000,1222000,10114,73
333000,1222000,10115,72
341000,1222000,10116,75
349000,1222000,10117,74
357000,1222000,10118,77
365000,1222000,10119,70
373000,1222000,10120,75
381000,1222000,10121,75
389000,1222000,10122,73
397000,1222000,10123,32
621000,1222000,10151,4
629000,1222000,10152,33
637000,1222000,10153,43
645000,1222000,10154,45
653000,1222000,10155,39
661000,1222000,10156,18
-27000,1214000,10366,53
-19000,1214000,10367,70
-11000,1214000,10368,74
-3000,1214000,10369,77
5000,1214000,10370,69
13000,1214000,10371,62
21000,1214000,10372,59
29000,1214000,10373,42
37000,1214000,10374,57
45000,1214000,10375,61
53000,1214000,10376,67
61000,1214000,10377,62
69000,1214000,10378,51
77000,1214000,10379,69
85000,1214000,10380,69
93000,1214000,10381,76
101000,1214000,10382,78
109000,1214000,10383,64
117000,1214000,10384,64
125000,1214000,10385,64
133000,1214000,10386,74
141000,1214000,10387,45
149000,1214000,10388,61
157000,1214000,10389,56
165000,1214000,10390,50
173000,1214000,10391,57
181000,1214000,10392,54
189000,1214000,10393,56
197000,1214000,10394,71
205000,1214000,10395,87
213000,1214000,10396,73
221000,1214000,10397,74
229000,1214000,10398,66
237000,1214000,10399,69
245000,1214000,10400,67
253000,1214000,10401,66
261000,1214000,10402,68
269000,1214000,10403,71
277000,1214000,10404,65
285000,1214000,10405,76
293000,1214000,10406,78
301000,1214000,10407,82
309000,1214000,10408,78
317000,1214000,10409,73
325000,1214000,10410,74
333000,1214000,10411,74
341000,1214000,10412,72
349000,1214000,10413,74
357000,1214000,10414,78
365000,1214000,10415,75
373000,1214000,10416,75
381000,1214000,10417,72
389000,1214000,10418,28
605000,1214000,10445,2
613000,1214000,10446,44
621000,1214000,10447,71
629000,1214000,10448,74
637000,1214000,10449,71
645000,1214000,10450,54
653000,1214000,10451,44
661000,1214000,10452,34
-27000,1206000,10662,64
-19000,1206000,10663,74
-11000,1206000,10664,65
-3000,1206000,10665,62
5000,1206000,10666,60
13000,1206000,10667,73
21000,1206000,10668,73
29000,1206000,10669,51
37000,1206000,10670,62
45000,1206000,10671,73
53000,1206000,10672,65
61000,1206000,10673,71
69000,1206000,10674,68
77000,1206000,10675,69
85000,1206000,10676,76
93000,1206000,10677,82
101000,1206000,10678,72
109000,1206000,10679,77
117000,1206000,10680,65
125000,1206000,10681,66
133000,1206000,10682,76
141000,1206000,10683,64
149000,1206000,10684,60
157000,1206000,10685,61
165000,1206000,10686,56
173000,1206000,10687,67
181000,1206000,10688,68
189000,1206000,10689,66
197000,1206000,10690,69
205000,1206000,10691,79
213000,1206000,10692,68
221000,1206000,10693,67
229000,1206000,10694,72
237000,1206000,10695,72
245000,1206000,10696,67
253000,1206000,10697,45
261000,1206000,10698,38
269000,1206000,10699,65
277000,1206000,10700,54
285000,1206000,10701,72
293000,1206000,10702,76
301000,1206000,10703,74
309000,1206000,10704,73
317000,1206000,10705,75
325000,1206000,10706,73
333000,1206000,10707,69
341000,1206000,10708,62
349000,1206000,10709,70
357000,1206000,10710,82
365000,1206000,10711,78
373000,1206000,10712,66
381000,1206000,10713,18
605000,1206000,10741,53
613000,1206000,10742,80
621000,1206000,10743,80
629000,1206000,10744,72
637000,1206000,10745,63
645000,1206000,10746,20
-27000,1198000,10958,45
-19000,1198000,10959,72
-11000,1198000,10960,68
-3000,1198000,10961,72
5000,1198000,10962,62
13000,1198000,10963,66
21000,1198000,10964,75
29000,1198000,10965,53
37000,1198000,10966,68
45000,1198000,10967,66
53000,1198000,10968,55
61000,1198000,10969,76
69000,1198000,10970,73
77000,1198000,10971,79
85000,1198000,10972,83
93000,1198000,10973,81
101000,1198000,10974,64
109000,1198000,10975,72
117000,1198000,10976,73
125000,1198000,10977,80
133000,1198000,10978,77
141000,1198000,10979,65
149000,1198000,10980,61
157000,1198000,10981,55
165000,1198000,10982,81
173000,1198000,10983,74
181000,1198000,10984,69
189000,1198000,10985,70
197000,1198000,10986,73
205000,1198000,10987,77
213000,1198000,10988,69
221000,1198000,10989,62
229000,1198000,10990,60
237000,1198000,10991,64
245000,1198000,10992,54
253000,1198000,10993,46
261000,1198000,10994,51
269000,1198000,10995,74
277000,1198000,10996,70
285000,1198000,10997,66
293000,1198000,10998,72
301000,1198000,10999,75
309000,1198000,11000,72
317000,1198000,11001,73
325000,1198000,11002,67
333000,1198000,11003,73
341000,1198000,11004,72
349000,1198000,11005,80
357000,1198000,11006,75
365000,1198000,11007,41
373000,1198000,11008,1
589000,1198000,11035,25
597000,1198000,11036,57
605000,1198000,11037,73
613000,1198000,11038,75
621000,1198000,11039,83
629000,1198000,11040,49
637000,1198000,11041,6
-19000,1190000,11255,63
-11000,1190000,11256,68
-3000,1190000,11257,52
5000,1190000,11258,75
13000,1190000,11259,66
21000,1190000,11260,61
29000,1190000,11261,35
37000,1190000,11262,64
45000,1190000,11263,50
53000,1190000,11264,63
61000,1190000,11265,66
69000,1190000,11266,60
77000,1190000,11267,76
85000,1190000,11268,73
93000,1190000,11269,81
101000,1190000,11270,67
109000,1190000,11271,50
117000,1190000,11272,59
125000,1190000,11273,77
133000,1190000,11274,69
141000,1190000,11275,73
149000,1190000,11276,64
157000,1190000,11277,75
165000,1190000,11278,74
173000,1190000,11279,75
181000,1190000,11280,66
189000,1190000,11281,67
197000,1190000,11282,88
205000,1190000,11283,56
213000,1190000,11284,46
221000,1190000,11285,71
229000,1190000,11286,70
237000,1190000,11287,72
245000,1190000,11288,63
253000,1190000,11289,78
261000,1190000,11290,82
269000,1190000,11291,75
277000,1190000,11292,72
285000,1190000,11293,72
293000,1190000,11294,71
301000,1190000,11295,73
309000,1190000,11296,71
317000,1190000,11297,75
325000,1190000,11298,73
333000,1190000,11299,72
341000,1190000,11300,73
349000,1190000,11301,75
357000,1190000,11302,22
413000,1190000,11309,1
421000,1190000,11310,1
429000,1190000,11311,7
437000,1190000,11312,7
445000,1190000,11313,6
453000,1190000,11314,11
461000,1190000,11315,6
573000,1190000,11329,4
581000,1190000,11330,43
589000,1190000,11331,70
597000,1190000,11332,70
605000,1190000,11333,66
613000,1190000,11334,63
621000,1190000,11335,48
-27000,1182000,11550,36
-19000,1182000,11551,75
-11000,1182000,11552,67
-3000,1182000,11553,61
5000,1182000,11554,68
13000,1182000,11555,55
21000,1182000,11556,68
29000,1182000,11557,63
37000,1182000,11558,53
45000,1182000,11559,49
53000,1182000,11560,65
61000,1182000,11561,75
69000,1182000,11562,61
77000,1182000,11563,71
85000,1182000,11564,73
93000,1182000,11565,81
101000,1182000,11566,78
109000,1182000,11567,67
117000,1182000,11568,66
125000,1182000,11569,79
133000,1182000,11570,74
141000,1182000,11571,77
149000,1182000,11572,68
157000,1182000,11573,69
165000,1182000,11574,39
173000,1182000,11575,52
181000,1182000,11576,66
189000,1182000,11577,65
197000,1182000,11578,76
205000,1182000,11579,62
213000,1182000,11580,63
221000,1182000,11581,69
229000,1182000,11582,69
237000,1182000,11583,49
245000,1182000,11584,69
253000,1182000,11585,82
261000,1182000,11586,71
269000,1182000,11587,71
277000,1182000,11588,71
285000,1182000,11589,74
293000,1182000,11590,72
301000,1182000,11591,68
309000,1182000,11592,70
317000,1182000,11593,72
325000,1182000,11594,72
333000,1182000,11595,72
341000,1182000,11596,39
349000,1182000,11597,5
405000,1182000,11604,1
413000,1182000,11605,23
421000,1182000,11606,26
429000,1182000,11607,14
437000,1182000,11608,17
445000,1182000,11609,25
453000,1182000,11610,4
573000,1182000,11625,53
581000,1182000,11626,74
589000,1182000,11627,69
597000,1182000,11628,66
605000,1182000,11629,43
613000,1182000,11630,58
621000,1182000,11631,3
-27000,1174000,11846,12
-19000,1174000,11847,68
-11000,1174000,11848,75
-3000,1174000,11849,72
5000,1174000,11850,74
13000,1174000,11851,61
21000,1174000,11852,59
29000,1174000,11853,58
37000,1174000,11854,56
45000,1174000,11855,48
53000,1174000,11856,62
61000,1174000,11857,48
69000,1174000,11858,68
77000,1174000,11859,72
85000,1174000,11860,73
93000,1174000,11861,76
101000,1174000,11862,70
109000,1174000,11863,70
117000,1174000,11864,71
125000,1174000,11865,73
133000,1174000,11866,62
141000,1174000,11867,71
149000,1174000,11868,73
157000,1174000,11869,74
165000,1174000,11870,53
173000,1174000,11871,70
181000,1174000,11872,61
189000,1174000,11873,69
197000,1174000,11874,77
205000,1174000,11875,54
213000,1174000,11876,62
221000,1174000,11877,49
229000,1174000,11878,55
237000,1174000,11879,50
245000,1174000,11880,59
253000,1174000,11881,77
261000,1174000,11882,74
269000,1174000,11883,73
277000,1174000,11884,68
285000,1174000,11885,69
293000,1174000,11886,76
301000,1174000,11887,76
309000,1174000,11888,82
317000,1174000,11889,84
325000,1174000,11890,58
333000,1174000,11891,16
381000,1174000,11897,1
389000,1174000,11898,13
397000,1174000,11899,30
405000,1174000,11900,46
413000,1174000,11901,75
421000,1174000,11902,74
429000,1174000,11903,38
437000,1174000,11904,22
445000,1174000,11905,16
453000,1174000,11906,5
549000,1174000,11918,12
557000,1174000,11919,43
565000,1174000,11920,60
573000,1174000,11921,73
581000,1174000,11922,71
589000,1174000,11923,71
597000,1174000,11924,71
605000,1174000,11925,59
613000,1174000,11926,16
-19000,1166000,12143,62
-11000,1166000,12144,73
-3000,1166000,12145,70
5000,1166000,12146,72
13000,1166000,12147,61
21000,1166000,12148,66
29000,1166000,12149,59
37000,1166000,12150,59
45000,1166000,12151,45
53000,1166000,12152,27
61000,1166000,12153,55
69000,1166000,12154,67
77000,1166000,12155,75
85000,1166000,12156,68
93000,1166000,12157,75
101000,1166000,12158,71
109000,1166000,12159,68
117000,1166000,12160,68
125000,1166000,12161,70
133000,1166000,12162,67
141000,1166000,12163,72
149000,1166000,12164,73
157000,1166000,12165,58
165000,1166000,12166,32
173000,1166000,12167,56
181000,1166000,12168,66
189000,1166000,12169,64
197000,1166000,12170,69
205000,1166000,12171,57
213000,1166000,12172,55
221000,1166000,12173,69
229000,1166000,12174,69
237000,1166000,12175,56
245000,1166000,12176,64
253000,1166000,12177,73
261000,1166000,12178,69
269000,1166000,12179,67
277000,1166000,12180,63
285000,1166000,12181,66
293000,1166000,12182,73
301000,1166000,12183,71
309000,1166000,12184,81
317000,1166000,12185,67
325000,1166000,12186,49
333000,1166000,12187,7
349000,1166000,12189,1
357000,1166000,12190,6
365000,1166000,12191,26
373000,1166000,12192,35
381000,1166000,12193,60
389000,1166000,12194,75
397000,1166000,12195,75
405000,1166000,12196,74
413000,1166000,12197,76
421000,1166000,12198,64
429000,1166000,12199,28
437000,1166000,12200,30
445000,1166000,12201,4
453000,1166000,12202,1
533000,1166000,12212,1
541000,1166000,12213,22
549000,1166000,12214,65
557000,1166000,12215,75
565000,1166000,12216,83
573000,1166000,12217,73
581000,1166000,12218,71
589000,1166000,12219,72
597000,1166000,12220,79
605000,1166000,12221,40
621000,1166000,12223,15
629000,1166000,12224,12
-27000,1158000,12438,1
-19000,1158000,12439,77
-11000,1158000,12440,72
-3000,1158000,12441,68
5000,1158000,12442,72
13000,1158000,12443,74
21000,1158000,12444,65
29000,1158000,12445,57
37000,1158000,12446,50
45000,1158000,12447,56
53000,1158000,12448,45
61000,1158000,12449,67
69000,1158000,12450,68
77000,1158000,12451,72
85000,1158000,12452,73
93000,1158000,12453,77
101000,1158000,12454,77
109000,1158000,12455,72
117000,1158000,12456,73
125000,1158000,12457,65
133000,1158000,12458,66
141000,1158000,12459,71
149000,1158000,12460,48
157000,1158000,12461,32
165000,1158000,12462,45
173000,1158000,12463,68
181000,1158000,12464,62
189000,1158000,12465,66
197000,1158000,12466,54
205000,1158000,12467,62
213000,1158000,12468,71
221000,1158000,12469,62
229000,1158000,12470,47
237000,1158000,12471,69
245000,1158000,12472,66
253000,1158000,12473,67
261000,1158000,12474,69
269000,1158000,12475,65
277000,1158000,12476,71
285000,1158000,12477,82
293000,1158000,12478,70
301000,1158000,12479,71
309000,1158000,12480,77
317000,1158000,12481,74
325000,1158000,12482,75
333000,1158000,12483,64
341000,1158000,12484,55
349000,1158000,12485,59
357000,1158000,12486,74
365000,1158000,12487,74
373000,1158000,12488,77
381000,1158000,12489,79
389000,1158000,12490,75
397000,1158000,12491,77
405000,1158000,12492,75
413000,1158000,12493,76
421000,1158000,12494,19
429000,1158000,12495,16
437000,1158000,12496,3
493000,1158000,12503,9
501000,1158000,12504,42
509000,1158000,12505,50
517000,1158000,12506,11
525000,1158000,12507,7
533000,1158000,12508,62
541000,1158000,12509,26
549000,1158000,12510,16
557000,1158000,12511,20
565000,1158000,12512,45
573000,1158000,12513,72
581000,1158000,12514,72
589000,1158000,12515,83
597000,1158000,12516,85
605000,1158000,12517,14
613000,1158000,12518,34
621000,1158000,12519,57
629000,1158000,12520,65
637000,1158000,12521,57
645000,1158000,12522,36
653000,1158000,12523,17
-27000,1150000,12734,2
-19000,1150000,12735,79
-11000,1150000,12736,83
-3000,1150000,12737,75
5000,1150000,12738,73
13000,1150000,12739,75
21000,1150000,12740,61
29000,1150000,12741,57
37000,1150000,12742,56
45000,1150000,12743,54
53000,1150000,12744,62
61000,1150000,12745,60
69000,1150000,12746,64
77000,1150000,12747,67
85000,1150000,12748,73
93000,1150000,12749,70
101000,1150000,12750,72
109000,1150000,12751,74
117000,1150000,12752,73
125000,1150000,12753,65
133000,1150000,12754,73
141000,1150000,12755,67
149000,1150000,12756,57
157000,1150000,12757,55
165000,1150000,12758,67
173000,1150000,12759,70
181000,1150000,12760,53
189000,1150000,12761,50
197000,1150000,12762,55
205000,1150000,12763,63
213000,1150000,12764,59
221000,1150000,12765,67
229000,1150000,12766,65
237000,1150000,12767,75
245000,1150000,12768,77
253000,1150000,12769,86
261000,1150000,12770,83
269000,1150000,12771,78
277000,1150000,12772,75
285000,1150000,12773,73
293000,1150000,12774,72
301000,1150000,12775,75
309000,1150000,12776,78
317000,1150000,12777,74
325000,1150000,12778,75
333000,1150000,12779,74
341000,1150000,12780,74
349000,1150000,12781,74
357000,1150000,12782,74
365000,1150000,12783,74
373000,1150000,12784,74
381000,1150000,12785,75
389000,1150000,12786,76
397000,1150000,12787,75
405000,1150000,12788,73
413000,1150000,12789,65
421000,1150000,12790,11
429000,1150000,12791,19
437000,1150000,12792,2
485000,1150000,12798,10
493000,1150000,12799,68
501000,1150000,12800,73
509000,1150000,12801,78
517000,1150000,12802,73
525000,1150000,12803,66
533000,1150000,12804,82
541000,1150000,12805,56
549000,1150000,12806,48
557000,1150000,12807,46
565000,1150000,12808,50
573000,1150000,12809,85
581000,1150000,12810,68
589000,1150000,12811,86
597000,1150000,12812,77
605000,1150000,12813,39
613000,1150000,12814,71
621000,1150000,12815,69
629000,1150000,12816,74
637000,1150000,12817,71
645000,1150000,12818,73
653000,1150000,12819,72
661000,1150000,12820,36
669000,1150000,12821,3
-27000,1142000,13030,3
-19000,1142000,13031,72
-11000,1142000,13032,73
-3000,1142000,13033,79
5000,1142000,13034,78
13000,1142000,13035,77
21000,1142000,13036,54
29000,1142000,13037,50
37000,1142000,13038,62
45000,1142000,13039,62
53000,1142000,13040,68
61000,1142000,13041,71
69000,1142000,13042,70
77000,1142000,13043,71
85000,1142000,13044,77
93000,1142000,13045,71
101000,1142000,13046,77
109000,1142000,13047,78
117000,1142000,13048,72
125000,1142000,13049,66
133000,1142000,13050,72
141000,1142000,13051,73
149000,1142000,13052,72
157000,1142000,13053,68
165000,1142000,13054,69
173000,1142000,13055,70
181000,1142000,13056,58
189000,1142000,13057,65
197000,1142000,13058,60
205000,1142000,13059,50
213000,1142000,13060,69
221000,1142000,13061,74
229000,1142000,13062,73
237000,1142000,13063,76
245000,1142000,13064,73
253000,1142000,13065,83
261000,1142000,13066,73
269000,1142000,13067,70
277000,1142000,13068,69
285000,1142000,13069,73
293000,1142000,13070,70
301000,1142000,13071,76
309000,1142000,13072,84
317000,1142000,13073,81
325000,1142000,13074,80
333000,1142000,13075,81
341000,1142000,13076,80
349000,1142000,13077,78
357000,1142000,13078,73
365000,1142000,13079,75
373000,1142000,13080,72
381000,1142000,13081,72
389000,1142000,13082,76
397000,1142000,13083,77
405000,1142000,13084,76
413000,1142000,13085,49
421000,1142000,13086,55
429000,1142000,13087,49
437000,1142000,13088,44
445000,1142000,13089,2
453000,1142000,13090,1
461000,1142000,13091,16
469000,1142000,13092,37
477000,1142000,13093,52
485000,1142000,13094,70
493000,1142000,13095,83
501000,1142000,13096,71
509000,1142000,13097,73
517000,1142000,13098,73
525000,1142000,13099,74
533000,1142000,13100,74
541000,1142000,13101,72
549000,1142000,13102,74
557000,1142000,13103,74
565000,1142000,13104,83
573000,1142000,13105,88
581000,1142000,13106,71
589000,1142000,13107,83
597000,1142000,13108,75
605000,1142000,13109,75
613000,1142000,13110,80
621000,1142000,13111,81
629000,1142000,13112,80
637000,1142000,13113,79
645000,1142000,13114,77
653000,1142000,13115,78
661000,1142000,13116,78
669000,1142000,13117,38
-27000,1134000,13326,19
-19000,1134000,13327,80
-11000,1134000,13328,77
-3000,1134000,13329,80
5000,1134000,13330,76
13000,1134000,13331,62
21000,1134000,13332,68
29000,1134000,13333,71
37000,1134000,13334,60
45000,1134000,13335,71
53000,1134000,13336,68
61000,1134000,13337,75
69000,1134000,13338,70
77000,1134000,13339,66
85000,1134000,13340,74
93000,1134000,13341,73
101000,1134000,13342,72
109000,1134000,13343,72
117000,1134000,13344,67
125000,1134000,13345,64
133000,1134000,13346,59
141000,1134000,13347,67
149000,1134000,13348,68
157000,1134000,13349,73
165000,1134000,13350,65
173000,1134000,13351,77
181000,1134000,13352,70
189000,1134000,13353,35
197000,1134000,13354,1
213000,1134000,13356,48
221000,1134000,13357,75
229000,1134000,13358,74
237000,1134000,13359,75
245000,1134000,13360,78
253000,1134000,13361,73
261000,1134000,13362,75
269000,1134000,13363,70
277000,1134000,13364,76
285000,1134000,13365,72
293000,1134000,13366,72
301000,1134000,13367,77
309000,1134000,13368,80
317000,1134000,13369,75
325000,1134000,13370,72
333000,1134000,13371,71
341000,1134000,13372,75
349000,1134000,13373,76
357000,1134000,13374,78
365000,1134000,13375,79
373000,1134000,13376,80
381000,1134000,13377,76
389000,1134000,13378,78
397000,1134000,13379,77
405000,1134000,13380,78
413000,1134000,13381,77
421000,1134000,13382,78
429000,1134000,13383,75
437000,1134000,13384,75
445000,1134000,13385,73
453000,1134000,13386,56
461000,1134000,13387,72
469000,1134000,13388,75
477000,1134000,13389,73
485000,1134000,13390,76
493000,1134000,13391,82
501000,1134000,13392,88
509000,1134000,13393,73
517000,1134000,13394,64
525000,1134000,13395,75
533000,1134000,13396,72
541000,1134000,13397,71
549000,1134000,13398,73
557000,1134000,13399,73
565000,1134000,13400,80
573000,1134000,13401,74
581000,1134000,13402,76
589000,1134000,13403,84
597000,1134000,13404,75
605000,1134000,13405,75
613000,1134000,13406,76
621000,1134000,13407,76
629000,1134000,13408,72
637000,1134000,13409,70
645000,1134000,13410,74
653000,1134000,13411,72
661000,1134000,13412,73
669000,1134000,13413,66
677000,1134000,13414,7
837000,1134000,13434,3
845000,1134000,13435,34
853000,1134000,13436,42
861000,1134000,13437,41
869000,1134000,13438,17
-27000,1126000,13622,26
-19000,1126000,13623,71
-11000,1126000,13624,66
-3000,1126000,13625,77
5000,1126000,13626,72
13000,1126000,13627,71
21000,1126000,13628,66
29000,1126000,13629,60
37000,1126000,13630,58
45000,1126000,13631,57
53000,1126000,13632,59
61000,1126000,13633,63
69000,1126000,13634,53
77000,1126000,13635,71
85000,1126000,13636,82
93000,1126000,13637,73
101000,1126000,13638,73
109000,1126000,13639,71
117000,1126000,13640,64
125000,1126000,13641,69
133000,1126000,13642,70
141000,1126000,13643,72
149000,1126000,13644,75
157000,1126000,13645,73
165000,1126000,13646,74
173000,1126000,13647,73
181000,1126000,13648,70
189000,1126000,13649,57
213000,1126000,13652,65
221000,1126000,13653,82
229000,1126000,13654,83
237000,1126000,13655,84
245000,1126000,13656,77
253000,1126000,13657,73
261000,1126000,13658,70
269000,1126000,13659,69
277000,1126000,13660,72
285000,1126000,13661,72
293000,1126000,13662,74
301000,1126000,13663,75
309000,1126000,13664,76
317000,1126000,13665,76
325000,1126000,13666,75
333000,1126000,13667,75
341000,1126000,13668,72
349000,1126000,13669,75
357000,1126000,13670,76
365000,1126000,13671,71
373000,1126000,13672,75
381000,1126000,13673,75
389000,1126000,13674,73
397000,1126000,13675,75
405000,1126000,13676,73
413000,1126000,13677,74
421000,1126000,13678,76
429000,1126000,13679,72
437000,1126000,13680,75
445000,1126000,13681,77
453000,1126000,13682,74
461000,1126000,13683,74
469000,1126000,13684,76
477000,1126000,13685,75
485000,1126000,13686,75
493000,1126000,13687,71
501000,1126000,13688,83
509000,1126000,13689,82
517000,1126000,13690,55
525000,1126000,13691,84
533000,1126000,13692,77
541000,1126000,13693,75
549000,1126000,13694,72
557000,1126000,13695,81
565000,1126000,13696,74
573000,1126000,13697,73
581000,1126000,13698,81
589000,1126000,13699,77
597000,1126000,13700,75
605000,1126000,13701,73
613000,1126000,13702,75
621000,1126000,13703,70
629000,1126000,13704,72
637000,1126000,13705,73
645000,1126000,13706,71
653000,1126000,13707,75
661000,1126000,13708,74
669000,1126000,13709,75
677000,1126000,13710,40
773000,1126000,13722,15
781000,1126000,13723,36
789000,1126000,13724,35
797000,1126000,13725,66
805000,1126000,13726,49
813000,1126000,13727,39
821000,1126000,13728,31
829000,1126000,13729,41
837000,1126000,13730,65
845000,1126000,13731,83
853000,1126000,13732,75
861000,1126000,13733,71
-27000,1118000,13918,44
-19000,1118000,13919,75
-11000,1118000,13920,58
-3000,1118000,13921,77
5000,1118000,13922,72
13000,1118000,13923,69
21000,1118000,13924,63
29000,1118000,13925,62
37000,1118000,13926,70
45000,1118000,13927,61
53000,1118000,13928,57
61000,1118000,13929,49
69000,1118000,13930,56
77000,1118000,13931,74
85000,1118000,13932,81
93000,1118000,13933,68
101000,1118000,13934,72
109000,1118000,13935,71
117000,1118000,13936,73
125000,1118000,13937,67
133000,1118000,13938,74
141000,1118000,13939,72
149000,1118000,13940,69
157000,1118000,13941,72
165000,1118000,13942,74
173000,1118000,13943,75
181000,1118000,13944,63
189000,1118000,13945,67
197000,1118000,13946,12
