"x","y","cell","Grass","TBDT","TNDT","TNET"
141000,1486000,323,0,12.9632471498203,6.88857834218486,9.42859866449188
149000,1486000,324,0,54.0103157656031,28.0613411005362,94.3207248173225
157000,1486000,325,0,14.8614390978772,0,14.8614390978772
133000,1478000,618,0,0,5.44668897868532,5.44668897868532
141000,1478000,619,0,17.9286596427095,73.5926031407529,42.7187939042839
149000,1478000,620,0,45.9640206630232,71.9285914358816,78.8005708607784
157000,1478000,621,0,45.9306492893695,0.892555880270101,10.8226163955765
-19000,1470000,895,0,4.43834070353407,0,0
-11000,1470000,896,0,0,0,0
-3000,1470000,897,0,0,0,0
5000,1470000,898,0,0,0,0
133000,1470000,914,0,43.4306906155924,90.6504554171717,21.0518186807333
141000,1470000,915,0,11.3201072171667,58.8160041651039,66.7151293349372
149000,1470000,916,0,20.716955574654,86.6867230974819,52.7089317343403
157000,1470000,917,0,61.7288078317933,0,0
-19000,1462000,1191,0,3.02461191563365,0,0
-11000,1462000,1192,0,0,0,0
-3000,1462000,1193,0,0,0,0
5000,1462000,1194,0,2.04922327419392,0,0
13000,1462000,1195,0,11.259288218561,0,0
21000,1462000,1196,0,10.1294869586538,0,0
29000,1462000,1197,0,19.360636620909,14.6811175461889,0
37000,1462000,1198,0,1.43060857616628,0,0.532796523815998
45000,1462000,1199,0,6.94765149027939,0.2936792200443,0.675727577111741
53000,1462000,1200,0,5.05864940677034,0.54067620365937,0
133000,1462000,1210,0,18.9682422988184,0,0
141000,1462000,1211,0,15.9872964145946,101.383971969572,20.2102585635816
149000,1462000,1212,0,29.9743986034074,39.5768213782892,34.7142667880735
157000,1462000,1213,0,67.5238534909194,0,0
-19000,1454000,1487,0,2.32253791426584,0,0
-11000,1454000,1488,0,0,0,0
-3000,1454000,1489,0,2.78961305136026,0,0
5000,1454000,1490,0,0.0174856813548499,0,0
13000,1454000,1491,0,23.6901936926086,0,0
21000,1454000,1492,0,24.7676424262168,0,0
29000,1454000,1493,0,1.05726752848781,0,0
37000,1454000,1494,0,0,0,0
45000,1454000,1495,0,7.0760880854312,35.5465861936832,0
53000,1454000,1496,0,0,6.07912115319522,0
61000,1454000,1497,0,0,24.2341672170082,3.17092742793308
69000,1454000,1498,0,45.8296525292961,32.4049156588871,36.0574777171906
77000,1454000,1499,0,28.5751731246095,59.0452415283281,16.6832001750736
85000,1454000,1500,0,0.170338481632352,101.266866001965,9.42076355464263
93000,1454000,1501,0,3.53544115583051,158.082970293264,19.0765263496774
101000,1454000,1502,0,38.5015123535024,42.1438864528784,20.3784110297908
-19000,1446000,1783,0,2.20355514528296,0,0
-11000,1446000,1784,0,5.88136727842592,0,0
-3000,1446000,1785,0,0.652142512160782,0,0
5000,1446000,1786,0,2.03648337854816,0,0
13000,1446000,1787,0,10.6971981976562,0,0
21000,1446000,1788,0,1.79507586552198,0,0
29000,1446000,1789,0,25.5066835659515,0,0
37000,1446000,1790,0,54.5226739284785,0,0
45000,1446000,1791,0,60.382258945837,0,0
53000,1446000,1792,0,34.5500096348011,0,0
61000,1446000,1793,0,13.3047775837124,0.0661190811916589,0
69000,1446000,1794,0,7.4159478165237,0,0
77000,1446000,1795,0,1.44390035498856,5.87938939077543,0
85000,1446000,1796,0,0.0408124728474061,60.3673394668601,0
93000,1446000,1797,0,2.19667079537025,153.869515333065,42.5139785079914
101000,1446000,1798,0,46.8162294482483,58.2260545341637,69.7911021462468
109000,1446000,1799,0,12.8889565002085,64.5935474419075,14.0197893916956
117000,1446000,1800,0,150.102912896927,59.7372340233433,78.5900572736946
-19000,1438000,2079,0,0,0,0
-11000,1438000,2080,0,0.0103261841139122,0,0
-3000,1438000,2081,0,0.210882121655579,0,0
5000,1438000,2082,0,36.2706200521126,0,0
13000,1438000,2083,0,4.23765929885884,0,0
21000,1438000,2084,0,7.54353125294052,0,0
29000,1438000,2085,0,13.465915383007,0,0
37000,1438000,2086,0,10.6613591195799,0,0
45000,1438000,2087,0,13.4952010901038,0,0
53000,1438000,2088,0,17.0167696722991,0,0
61000,1438000,2089,0,4.08972293878556,0,0
69000,1438000,2090,0,4.3729187458027,0,0
77000,1438000,2091,0,8.03789182145191,0.760298204169864,0
85000,1438000,2092,0,22.2102420690988,0,0
93000,1438000,2093,0,3.53231893217587,9.10876231924159,0
101000,1438000,2094,0,32.6885038769116,76.4653618774589,24.1103044709166
109000,1438000,2095,0,11.3295878184168,51.8402639672953,33.5208890956852
117000,1438000,2096,0,96.2721947869127,45.2563152202686,14.2665898295592
125000,1438000,2097,0,62.9747776809142,0,0
133000,1438000,2098,0,192.209369913223,0.751065264880778,45.2891554637109
141000,1438000,2099,0,215.513160296749,38.5464909388815,54.29272564289
149000,1438000,2100,0,406.573128089434,9.07643222601488,58.8284181304198
-19000,1430000,2375,0,148.340145893058,0,0
-11000,1430000,2376,0,0.111181132751026,0,0
-3000,1430000,2377,0,0,0,0
5000,1430000,2378,0,0,0,0
13000,1430000,2379,0,1.85903661433313,0,0
21000,1430000,2380,0,6.73969023746127,0,0
29000,1430000,2381,0,31.6951710948029,0,0
37000,1430000,2382,0,6.71589450588905,0,0
45000,1430000,2383,0,2.00617022955922,0,0
53000,1430000,2384,0,1.85242465471168,0,0
61000,1430000,2385,0,2.75840825679426,0.141943662688457,0
69000,1430000,2386,0,2.76278764642263,0,0
77000,1430000,2387,0,2.56457937585621,0.725216438023102,0.0399739462916491
85000,1430000,2388,0,17.1180490777752,31.5910034481446,1.02692913303124
93000,1430000,2389,0,38.3441195965496,49.8896115906319,9.55730895178472
101000,1430000,2390,0,62.2818406091004,91.6880118953647,66.6382947604776
109000,1430000,2391,0,70.3198692865725,114.029662274882,10.9733579535925
117000,1430000,2392,0,52.8884601843053,18.0271813707877,3.30044673484291
125000,1430000,2393,0,76.3759268508057,78.4834085175578,49.9148090993496
133000,1430000,2394,0,181.794973376123,30.5258350540068,74.6973057079738
141000,1430000,2395,0,18.5369342853795,171.231485767608,107.355160076227
149000,1430000,2396,0,27.0968102813612,89.0026498763018,149.440874815055
157000,1430000,2397,0,323.768953264785,3.98880519274126,0
-19000,1422000,2671,0,29.3784773674765,0,0
-11000,1422000,2672,0,0,0,0
-3000,1422000,2673,0,0,0,0
5000,1422000,2674,0,0,0,0
13000,1422000,2675,0,0.955810503322759,0,0
21000,1422000,2676,0,5.88985139411689,0,0
29000,1422000,2677,0,11.8452804617593,0,0
37000,1422000,2678,0,25.7024007439044,0,0
45000,1422000,2679,0,10.1369220276023,0,0
53000,1422000,2680,0,7.79583239275765,0,0
61000,1422000,2681,0,8.77509751036539,0.0295118301430139,0
69000,1422000,2682,0,4.53624838584619,0,0
77000,1422000,2683,0,26.1785905965907,1.53061813745511,0
85000,1422000,2684,0,39.2986731799425,2.16338273928704,2.2839584237013
93000,1422000,2685,0,29.6156188817523,32.2436662230939,7.99910366547368
101000,1422000,2686,0,18.3394797019779,75.9266917648636,18.8988226953642
109000,1422000,2687,0,1.54659033525367,54.3438894930019,17.432859871745
117000,1422000,2688,0,9.17939642844552,44.0610553482798,14.5004874287797
125000,1422000,2689,0,31.6101464842476,62.3247120680441,103.633670936196
133000,1422000,2690,0,153.803504495742,68.9074310434583,98.023103908965
141000,1422000,2691,0,34.3033800515017,134.488829662244,110.045397946987
149000,1422000,2692,0,6.73827726357744,216.25662980807,66.8472824249268
157000,1422000,2693,0,30.0865005031546,140.553690752746,83.8570232492766
165000,1422000,2694,0,53.5058068580285,60.2667096332233,0.648876049379694
-19000,1414000,2967,0,1.94527296116297,0,0
-11000,1414000,2968,0,0,0,0
-3000,1414000,2969,0,0,0,0
5000,1414000,2970,0,0,0,0
13000,1414000,2971,0,0.422171473086353,0,0
21000,1414000,2972,0,0,0,0
29000,1414000,2973,0,3.90381803046256,0,0
37000,1414000,2974,0,0.295649633432175,0,0
45000,1414000,2975,0,4.48483106229323,0,0
53000,1414000,2976,0,6.6747355386019,0.0388116377608692,0
61000,1414000,2977,0,46.6527932498465,19.8151924198304,16.5360024018385
69000,1414000,2978,0,26.9532900966387,96.6394481192323,44.0042959704485
77000,1414000,2979,0,39.047417192327,36.2228517572722,5.70687817956007
85000,1414000,2980,0,18.5459229173021,72.8082979501842,0
93000,1414000,2981,0,81.5869084168696,71.6940634815547,90.0191724606923
101000,1414000,2982,0,3.17856820007246,28.6731200320233,48.1830853346709
109000,1414000,2983,0,4.44917337037767,41.5077614830271,52.2804459572508
117000,1414000,2984,0,0.0508183829804982,57.6064780895008,29.1530689318215
125000,1414000,2985,0,1.62331334446966,64.6554559658791,56.7443636492506
133000,1414000,2986,0,6.43552557384219,38.6924875946947,112.35846297154
141000,1414000,2987,0,9.3860681762698,20.7350591350968,85.0720902136574
149000,1414000,2988,0,18.7051575641443,36.4561679361351,100.203063961231
157000,1414000,2989,0,69.0048372572732,142.854886071541,152.682706630289
165000,1414000,2990,0,66.2104636721523,48.5869958948378,153.244943302409
-27000,1406000,3262,0,81.3730795750422,0,0
-19000,1406000,3263,0,19.1543777666229,0,0
-11000,1406000,3264,0,0,0,0
-3000,1406000,3265,0,3.83007564672459,0,0
5000,1406000,3266,0,0,0,0
13000,1406000,3267,0,0,0,0
21000,1406000,3268,0,42.3373087115872,0.83156776165605,0
29000,1406000,3269,0,13.9385724266676,0.00068215726855297,0
37000,1406000,3270,0,4.00580496661239,0.00219047152901612,0
45000,1406000,3271,0,7.27997656422173,8.08567386768686,0.208610324603311
53000,1406000,3272,0,16.7158955054158,25.4949741967614,0.504095421189991
61000,1406000,3273,0,59.0479809999148,44.7604107006886,4.24815247512803
69000,1406000,3274,0,40.105012691782,69.7503167210913,0.43005865014837
77000,1406000,3275,0,43.7754925088642,129.108307579349,1.40653043526087
85000,1406000,3276,0,77.5377497801985,139.096119689376,12.0426014909745
93000,1406000,3277,0,45.8109708535102,123.667504876334,29.8067630502181
101000,1406000,3278,0,31.8208876459783,68.5493105177281,63.4300519736967
109000,1406000,3279,0,53.8924729004144,23.3866456851274,48.841378211922
117000,1406000,3280,0,6.0161592486909,31.2092052029985,77.3456436272123
125000,1406000,3281,0,26.0308466611801,202.212621076757,90.1089634673775
133000,1406000,3282,0,1.02916134876777,206.663804734177,113.128320568484
141000,1406000,3283,0,11.613826160257,95.1877912011733,84.3647024897528
149000,1406000,3284,0,13.0583832567645,83.3537541826768,84.9911407911203
157000,1406000,3285,0,23.3673911906013,143.792200015072,116.429086414035
165000,1406000,3286,0,18.4837698528318,97.7330525117635,229.241915154253
173000,1406000,3287,0,11.4408003266436,62.855507460837,180.609861433821
181000,1406000,3288,0,88.5020655314221,22.5879198983633,114.705481534348
189000,1406000,3289,0,16.6258153906374,27.9597954743388,113.879202269159
-27000,1398000,3558,0,67.158167143167,0,0
-19000,1398000,3559,0,11.5603255589082,0,0
-11000,1398000,3560,0,1.34403311045743,0,0
-3000,1398000,3561,0,0.80500620786822,0,0
5000,1398000,3562,0,2.51069026433707,0,0
13000,1398000,3563,0,0.457260147739455,0,0
21000,1398000,3564,0,27.1218983524689,9.45344018105267,0
29000,1398000,3565,0,9.77605170820307,0.00104087670048059,0
37000,1398000,3566,0,36.0171944804311,11.3486807221528,0.00093611373156767
45000,1398000,3567,0,18.8250815294911,10.1342954760836,11.4816449941993
