"x","y","cell","Grass","TBDT","TNDT","TNET"
53000,1398000,3568,0,15.7032001343794,25.8139834132595,1.86253652803155
61000,1398000,3569,0,13.1292816719399,31.6597129810633,17.4561330257987
69000,1398000,3570,0,5.47125754310317,12.690627928043,0
77000,1398000,3571,0,86.1498438402599,164.746904158871,7.73754089116578
85000,1398000,3572,0,35.9783571110024,184.16583447119,33.0408200934928
93000,1398000,3573,0,34.6197100536087,105.512945221582,42.1848739155052
101000,1398000,3574,0,24.9115233583117,108.1554731436,39.7394723956048
109000,1398000,3575,0,12.4962408518472,83.2734515946525,51.2214356943947
117000,1398000,3576,0,12.512735273938,165.7116710742,35.8624858611282
125000,1398000,3577,0,9.61513310015164,168.565108025386,103.175677229568
133000,1398000,3578,0,23.0593998929411,117.561329665326,79.596964996747
141000,1398000,3579,0,25.2289013476506,104.911045466751,193.586506451263
149000,1398000,3580,0,13.6962934779105,145.952019443062,98.8554554387226
157000,1398000,3581,0,32.8087961977413,260.401770410668,95.5723363231847
165000,1398000,3582,0,32.2769034259716,174.964013536495,59.4026770905877
173000,1398000,3583,0,10.6756857621701,134.760415428751,113.53905363908
181000,1398000,3584,0,15.6723158430207,29.3821974003432,107.527437094963
189000,1398000,3585,0,8.80040808735099,88.537325051017,81.6443861632626
197000,1398000,3586,0,22.0663128201941,50.6007984434204,228.535348596993
205000,1398000,3587,0,82.4790549972513,23.1020708251516,282.521615694392
213000,1398000,3588,0,166.89011259993,0,245.514885254199
-27000,1390000,3854,0,137.070806127662,0,0
-19000,1390000,3855,0,19.1364542295259,0,0
-11000,1390000,3856,0,0,0,0
-3000,1390000,3857,0,2.12209597983887,0,0
5000,1390000,3858,0,3.49676104336094,0,0
13000,1390000,3859,0,0,0,0
21000,1390000,3860,0,3.34166280819249,0,0
29000,1390000,3861,0,17.0157737914378,0,0
37000,1390000,3862,0,17.4928292313389,5.78931362912041,0.0380700844775925
45000,1390000,3863,0,25.5664435648631,0,0
53000,1390000,3864,0,31.103804179464,0.75824945304921,0
61000,1390000,3865,0,20.5037634326251,39.9910744864852,61.5294311692473
69000,1390000,3866,0,0.768134709866779,18.4305158499751,9.77368956349676
77000,1390000,3867,0,18.887361502167,12.963002246323,0.593333202760065
85000,1390000,3868,0,41.2937813640278,113.196508997346,5.74931236293744
93000,1390000,3869,0,22.762483284144,86.4476942578158,41.0311965099973
101000,1390000,3870,0,8.22888507885665,110.343435035285,25.7770798547191
109000,1390000,3871,0,28.8366852367119,209.371655768118,42.3279061648651
117000,1390000,3872,0,42.2408638649066,79.9505510282652,26.6862070614402
125000,1390000,3873,0,4.96616715394543,119.591223827759,27.1531598261147
133000,1390000,3874,0,19.3950391511215,81.8613895331179,57.1564554388825
141000,1390000,3875,0,17.5599037055335,62.7723914301074,84.1550717233277
149000,1390000,3876,0,12.189874167591,67.7052132259457,50.0968033147025
157000,1390000,3877,0,10.3976328754638,89.5207635162099,57.029907433658
165000,1390000,3878,0,19.0468235567173,98.004329588553,106.872100613714
173000,1390000,3879,0,37.8980269593596,54.4020511436891,127.101508964165
181000,1390000,3880,0,27.8936292717162,76.4036101829827,126.469573143852
189000,1390000,3881,0,7.04448724670777,77.2101268048912,70.0920628163717
197000,1390000,3882,0,59.3773008558489,56.488063757097,159.836430542216
205000,1390000,3883,0,34.8154949748565,151.136820917944,227.384295569363
213000,1390000,3884,0,8.83182852347248,60.4734093064954,256.018771594889
221000,1390000,3885,0,85.6322293418448,43.1403265213058,149.988434490404
-27000,1382000,4150,0,10.9702190135311,0,0
-19000,1382000,4151,0,9.99884287280473,0,0
-11000,1382000,4152,0,0,0,0
-3000,1382000,4153,0,0,0,0
5000,1382000,4154,0,0,0,0
13000,1382000,4155,0,0,0,0
21000,1382000,4156,0,2.28481445208326,0,0
29000,1382000,4157,0,9.80391384409668,0,0
37000,1382000,4158,0,3.34587831062028,0,0
45000,1382000,4159,0,22.5451156124027,0,0
53000,1382000,4160,0,14.1646327859075,0,0
61000,1382000,4161,0,9.86085146440861,55.5078677521952,24.9087082120884
69000,1382000,4162,0,0.398573972379127,69.8880010884125,0
77000,1382000,4163,0,15.3040545142023,7.83287046640008,0
85000,1382000,4164,0,5.01923298102369,9.53609157820354,0.0285288263692107
93000,1382000,4165,0,12.9197703606573,22.1963377760391,7.85903396539162
101000,1382000,4166,0,1.09446977010797,58.6165727398128,33.7682675047977
109000,1382000,4167,0,10.1835254897344,91.4587787199351,28.4734357393271
117000,1382000,4168,0,19.4918260275357,141.60586450494,29.0079792009407
125000,1382000,4169,0,1.14699890221083,89.9902505945038,27.6760820439666
133000,1382000,4170,0,1.8101572956936,70.1082665674031,89.8047387777463
141000,1382000,4171,0,11.8366353980726,61.6030079845998,58.2897833377449
149000,1382000,4172,0,2.16459957540365,59.1405967697734,33.3268676804317
157000,1382000,4173,0,43.4714699563666,56.5710876412801,77.0202490836346
165000,1382000,4174,0,20.4652869459664,170.847644358182,54.8895469488059
173000,1382000,4175,0,13.9834222717967,224.71240745244,80.1727457227389
181000,1382000,4176,0,22.178495440325,131.284681501718,192.751059185779
189000,1382000,4177,0,19.800519469815,79.3112248794155,122.52251367134
197000,1382000,4178,0,14.2671231016586,82.3601906401093,190.208831958827
205000,1382000,4179,0,2.85902836660524,152.67005213341,94.8939523504983
213000,1382000,4180,0,18.5451196025509,150.532887328492,171.439002373345
221000,1382000,4181,0,39.2170253520754,14.0275000900894,263.630080582786
229000,1382000,4182,0,185.591804071025,0,28.2355963142673
237000,1382000,4183,0,119.785464107982,0,0
245000,1382000,4184,0,204.577419220227,0,314.003042518012
253000,1382000,4185,0,252.148355363517,19.2293006078868,179.263881431433
261000,1382000,4186,0,92.5734929937165,75.1129343499835,194.417869549069
269000,1382000,4187,0,177.797326538794,3.56704847967031,132.655930769277
277000,1382000,4188,0,91.7555796808361,8.68902875267226,99.0335331856109
285000,1382000,4189,0,138.604868027413,0,18.8294038560242
-27000,1374000,4446,0,7.59353016734117,0,0
-19000,1374000,4447,0,0.67053469752303,0,0
-11000,1374000,4448,0,0,0,0
-3000,1374000,4449,0,0.0294632353297003,0,0
5000,1374000,4450,0,0.783439787430087,0,0
13000,1374000,4451,0,0,0,0
21000,1374000,4452,0,0,0,0
29000,1374000,4453,0,4.51691739255541,0,0
37000,1374000,4454,0,14.3207736456351,0,0
45000,1374000,4455,0,47.5059754136392,0,0
53000,1374000,4456,0,43.097224673811,0,0
61000,1374000,4457,0,0,0,0
69000,1374000,4458,0,15.1112105835526,0,0
77000,1374000,4459,0,6.31862304597435,0,0
85000,1374000,4460,0,74.6928978064771,0.423430481462609,0
93000,1374000,4461,0,2.01516330438152,0,0
101000,1374000,4462,0,10.884054348889,2.72540727857721,8.38150345020499
109000,1374000,4463,0,8.09850566725644,9.6171233125616,0.402836081497541
117000,1374000,4464,0,53.3202637336753,144.597605280975,30.2177669753821
125000,1374000,4465,0,9.07202253245616,129.739829436826,40.6216665612177
133000,1374000,4466,0,1.71703596153476,116.046987384005,65.9544253328324
141000,1374000,4467,0,1.68658600998288,80.3747950388267,26.5533163738914
149000,1374000,4468,0,7.22841662389416,47.188590761308,25.5987950638147
157000,1374000,4469,0,21.877523626855,30.7558956900127,56.1089137275424
165000,1374000,4470,0,2.31769245437378,111.624587442111,31.7581656709202
173000,1374000,4471,0,2.38555404552007,155.193516012733,54.5862409848072
181000,1374000,4472,0,10.3619208445983,307.37607854652,38.7602710731876
189000,1374000,4473,0,6.09778739151814,129.591078709468,63.6914768848116
197000,1374000,4474,0,70.7732554651965,114.773080365829,95.0026002595177
205000,1374000,4475,0,34.1136969344193,108.688849050449,289.046239576804
213000,1374000,4476,0,57.9890819135143,32.7570867960931,206.343605152566
221000,1374000,4477,0,87.4144928585419,101.248563780108,127.178833450721
229000,1374000,4478,0,51.8218395746421,83.9024118865773,132.960826358175
237000,1374000,4479,0,72.4258668485513,91.1246524012327,189.550909137613
245000,1374000,4480,0,88.9753693348282,107.010155917858,126.301182398797
253000,1374000,4481,0,86.4219582894972,52.4009415792123,267.456584511214
261000,1374000,4482,0,56.0347953682761,106.804901295682,241.40534724218
269000,1374000,4483,0,74.8958070315297,110.788019392724,181.60550019988
277000,1374000,4484,0,126.315226341875,38.2719522874371,86.6816497846178
285000,1374000,4485,0,116.93159889016,13.9327030224775,275.373782695093
293000,1374000,4486,0,131.992830202598,14.1126257505787,218.443756042543
301000,1374000,4487,0,51.0707664075115,16.1674112860242,178.116601580092
309000,1374000,4488,0,0,0,72.1221358700056
-19000,1366000,4743,0,0,0,0
-11000,1366000,4744,0,0,0,0
-3000,1366000,4745,0,0,0,0
5000,1366000,4746,0,0,0,0
13000,1366000,4747,0,0.303047956601966,0,0
21000,1366000,4748,0,0,0,0
29000,1366000,4749,0,1.27956488370557,0,0
37000,1366000,4750,0,34.7280840341243,0,0
45000,1366000,4751,0,1.33166870007079,0,0
53000,1366000,4752,0,0.0307258433728442,0,0
61000,1366000,4753,0,0,0,0
69000,1366000,4754,0,0.447020915175947,0,0
77000,1366000,4755,0,81.3120645341788,0,0
85000,1366000,4756,0,25.5613781014768,0,0
93000,1366000,4757,0,2.25432572996054,4.90545591529301,0
101000,1366000,4758,0,29.3134496535235,0,5.55739934836016
109000,1366000,4759,0,39.7267301714824,46.354896308849,11.799339879551
117000,1366000,4760,0,16.8717053892327,287.84964883369,72.0788152385951
125000,1366000,4761,0,0,190.812197045062,21.0106623883819
133000,1366000,4762,0,0,110.098063509427,2.4146627595193
141000,1366000,4763,0,0,48.6705358053389,17.793567433646
149000,1366000,4764,0,0,35.4733870949063,25.3804176011935
157000,1366000,4765,0,0,29.9058911959338,39.2923776887958
165000,1366000,4766,0,0,63.6921140578489,19.9538834038328
173000,1366000,4767,0,0,32.3424749625993,57.8883289564644
181000,1366000,4768,0,0,188.042735047646,37.6796101983135
189000,1366000,4769,0,0,274.098375672661,11.7493584037743
197000,1366000,4770,0,4.93158533986995,216.133600725001,118.273672080935
205000,1366000,4771,0,2.83243645750604,236.222457466048,207.808148166686
213000,1366000,4772,0,111.077699870934,148.795804392894,231.000715509476
221000,1366000,4773,0,46.5818684753695,53.8972054686794,198.116951525516
229000,1366000,4774,0,43.743062335082,33.924982622145,208.301791097516
237000,1366000,4775,0,86.3354544601018,43.8281059261168,248.258861272766
245000,1366000,4776,0,46.114955429121,64.3530486113172,275.052602678146
253000,1366000,4777,0,70.4345980406121,33.4210661968134,210.939736998546
261000,1366000,4778,0,78.8242836892032,20.9264517639898,313.923379196604
269000,1366000,4779,0,82.5829112804667,18.0099842112225,221.239676420974
277000,1366000,4780,0,107.895965295118,59.586275257067,233.006796441098
285000,1366000,4781,0,153.767403067584,53.0518739848258,253.285636648561
293000,1366000,4782,0,99.5094569183553,11.4356678978847,125.044511346747
301000,1366000,4783,0,91.7986802316533,17.2402098822125,181.945451296266
309000,1366000,4784,0,19.7865477236527,0,31.0303919914761
-27000,1358000,5038,0,10.3671677234454,0,0
-19000,1358000,5039,0,0,0,0
-11000,1358000,5040,0,0,0,0
-3000,1358000,5041,0,0,0,0
5000,1358000,5042,0,0,0,0
13000,1358000,5043,0,0,0,0
21000,1358000,5044,0,0,0,0
29000,1358000,5045,0,14.315341779577,0,0
37000,1358000,5046,0,35.1495273456301,0,0
45000,1358000,5047,0,78.6103215235586,0,0
53000,1358000,5048,0,12.1133326791746,0,0
61000,1358000,5049,0,0.160601783604304,0,0
69000,1358000,5050,0,2.20815285255646,0,0
77000,1358000,5051,0,12.4535679370553,0,0
85000,1358000,5052,0,11.7455525839884,0,0
93000,1358000,5053,0,43.3019962136751,0,0
101000,1358000,5054,0,90.3731877517094,27.1139834942405,12.0966246605231
109000,1358000,5055,0,19.8052254414324,137.381121117645,22.8873164501797
117000,1358000,5056,0,11.8092342165465,182.18014130875,65.9918296435729
125000,1358000,5057,0,0,232.807491102262,73.0168144665117
133000,1358000,5058,0,3.96497185983306,183.723671513685,87.1495606758225
141000,1358000,5059,0,0,90.090301442688,4.62048870895356
149000,1358000,5060,0,6.63989415492372,37.0820217687199,48.7637494962713
157000,1358000,5061,0,0.137024468638994,63.6285903534808,50.3471774149642
165000,1358000,5062,0,0.692579303428211,56.1859846592344,47.4249427022514
173000,1358000,5063,0,0,94.7134603090474,179.920661969458
181000,1358000,5064,0,14.4736060250471,313.557883506338,87.0801158840936
189000,1358000,5065,0,7.61618122050556,137.331457356334,174.39414910219
197000,1358000,5066,0,31.6338347657784,172.66996274486,104.844186479597
205000,1358000,5067,0,40.7584523985957,234.425677844037,132.815155201187
213000,1358000,5068,0,22.9147801613655,199.137210228672,134.51787563466
221000,1358000,5069,0,72.5539349068933,75.4321854283045,138.130913264196
229000,1358000,5070,0,56.8085943501528,40.3201994185847,274.927595318024
237000,1358000,5071,0,81.1805234679221,23.3737442202473,197.63402338958
245000,1358000,5072,0,77.0178083029166,24.9599474130061,175.768385720652
253000,1358000,5073,0,32.8980462203895,73.0799803510254,137.707703229274
261000,1358000,5074,0,49.6545730124294,5.44123548004799,125.520711615235
269000,1358000,5075,0,25.2298679807672,32.1463019385038,114.912545826637
277000,1358000,5076,0,40.055033531708,10.1622050596754,84.4730720328423
285000,1358000,5077,0,36.6604439732478,7.27493646321211,130.47326269911
293000,1358000,5078,0,79.8965664801415,21.6963275548487,135.870593962524
301000,1358000,5079,0,25.0654278399395,3.94052676762101,167.958414678893
309000,1358000,5080,0,73.8185169212372,14.5860736405806,206.231633882529
317000,1358000,5081,0,107.553394749515,0,126.072352886534
-27000,1350000,5334,0,29.705617158221,0,0
-19000,1350000,5335,0,32.5901950735581,0,0
-11000,1350000,5336,0,0,0,0
-3000,1350000,5337,0,0,0,0
5000,1350000,5338,0,0,0,0
13000,1350000,5339,0,0,0,0
21000,1350000,5340,0,0.400814441156766,0,0
29000,1350000,5341,0,13.6002582804215,0,0
37000,1350000,5342,0,28.7365826813497,0,0
45000,1350000,5343,0,10.9477083766174,0,0
53000,1350000,5344,0,38.3064673022548,0,0
61000,1350000,5345,0,9.41903336656548,0,0
69000,1350000,5346,0,12.6860965893863,0,0
77000,1350000,5347,0,17.4300815387946,0,0
85000,1350000,5348,0,11.2879561648689,0.157684229801451,0
93000,1350000,5349,0,28.6270456986604,0.0906497137151322,0
101000,1350000,5350,0,43.7374095908224,27.2128723860825,10.4543449745528
109000,1350000,5351,0,28.5990977191954,80.6169716853869,8.2622925372194
117000,1350000,5352,0,56.1529681915963,104.961521334191,22.0112455106322
125000,1350000,5353,0,11.0092813266638,134.776033954506,38.9506128347613
133000,1350000,5354,0,2.43527534746957,200.724743263112,61.8412978767527
141000,1350000,5355,0,4.96413118871981,151.952378013797,0
157000,1350000,5357,0,3.69375267298512,161.934339234187,0
165000,1350000,5358,0,10.5920169015538,91.4387302164201,5.71717794059867
173000,1350000,5359,0,8.74120488332189,160.423503408083,31.2015327600443
181000,1350000,5360,0,0,201.427441351816,81.0285079003422
189000,1350000,5361,0,12.7738621937479,245.603944959982,127.756117013291
197000,1350000,5362,0,17.1044513043379,120.426075004128,184.316935766135
205000,1350000,5363,0,33.9421940831626,358.010508283814,111.955207083366
213000,1350000,5364,0,92.6503510506499,138.190631145599,124.248414526653
221000,1350000,5365,0,27.7746099714668,172.913912289277,154.640195935858
229000,1350000,5366,0,34.2143055293329,123.234400603184,110.086215007452
237000,1350000,5367,0,43.5648870949189,73.422117228512,240.09632860174
245000,1350000,5368,0,86.8267540270238,18.7473494425205,237.08429641395
253000,1350000,5369,0,44.2578370438715,34.2554927698377,167.44512144799
261000,1350000,5370,0,47.3335564242092,11.1967380092995,97.9708222721882
269000,1350000,5371,0,32.2883967074709,29.0187728307434,136.668305817481
277000,1350000,5372,0,26.1798867649911,26.1013761674155,93.6492909893605
285000,1350000,5373,0,44.4862579819167,17.4314370779048,158.431016788473
293000,1350000,5374,0,66.5657380399747,21.0096586324644,126.628196638694
301000,1350000,5375,0,50.0806811351091,29.3745727692474,100.187037698705
309000,1350000,5376,0,62.429303666787,5.7811422326434,93.0444581150309
317000,1350000,5377,0,127.937219401179,18.1954521379471,143.680316151002
333000,1350000,5379,0,0,0,428.589178144036
341000,1350000,5380,0,815.870802411821,0,254.670332003202
-27000,1342000,5630,0,469.806112922526,0,0
-19000,1342000,5631,0,116.805007679768,0,0
-11000,1342000,5632,0,9.14907271168018,0,0
-3000,1342000,5633,0,0,0,0
5000,1342000,5634,0,0,0,0
13000,1342000,5635,0,0,0,0
21000,1342000,5636,0,8.66431754347045,0,0
29000,1342000,5637,0,8.26862233759227,0,0
37000,1342000,5638,0,63.620383991747,0,0
