"x","y","cell","Alder","Ash","Basswood","Beech","Birch","Black gum","Buckeye","Cedar/juniper","Cherry","Dogwood","Elm","Fir","Hackberry","Hemlock","Hickory","Ironwood","Maple","No tree","Oak","Other hardwood","Pine","Poplar","Spruce","Sycamore","Tamarack","Tulip poplar","Unknown tree","Walnut","Willow"
109000,1318000,6535,0,1.24645352018454,0,0,4.52520330009103,0,0,0.162480384562088,0,0,0.101098164761678,3.3249975648794,0,0,0,0,0.836653075697363,0,0.218443161270878,0,31.4762793735277,14.7715920845382,4.05619493911582,0,16.0909175862066,0,0,0,0
117000,1318000,6536,0,0.485127684648274,0.868053983739725,0,1.29909594286513,0,0,0,0,0,9.61441763582448,6.21223121558049,0,0,0,0,1.98313225441616,0,1.11497373799066,0,10.3271230646591,28.7781207875835,0,0,16.8351086410188,0,0,0,0
125000,1318000,6537,0,0,0.04830490588982,0,0.0846875024246945,0,0,0,0,0,0,0.3032676105781,0,0,0,0,0,0,0.138556146180998,0,59.6318052862226,7.47687961433646,0,0,3.65507043477471,0,0,0,0
133000,1318000,6538,0,4.91963094786037,0.841669759510408,0,39.8357846230598,0,0,20.8386643724485,0,0,6.62420196542602,22.4988710946289,0,0,0,0,8.10277540558021,0,3.60863371767062,0,30.9261727783006,20.2853194081864,3.53321321924498,0,15.2017563948241,0,0,0,0
141000,1318000,6539,0,7.91308216336885,0,0,23.6122391556316,0,0,57.6477043538498,0,0,2.0643972020197,33.3658706629727,0,0,0,0,0,0,1.3525134673874,0,36.4213610861614,2.91579689815283,39.7427483807384,0,42.3549577661974,0,0,0,0
149000,1318000,6540,0,11.5617937191961,1.28809910491292,0,20.851886971509,0,0,19.0450739894182,0,0,10.2203500895802,18.1780369882401,0,0,0,0,0,0,0.917904705135599,0,24.5926878137896,11.497989401311,25.5843911104906,0,84.6018198174744,0,0,0,0
157000,1318000,6541,0,3.60675584308332,0,0,32.5191269938288,0,0,28.3725293214373,0,0,10.4370754867603,46.300507303176,0,0,0,0,0.938844012910194,0,0,0,22.3138831587892,14.2550124691284,47.3022655051199,0,32.148166595351,0,0,0,1.4260176472352
165000,1318000,6542,0,6.22136392239949,2.45910145852712,0,35.9438637350391,0,0,17.1814000615905,0,0,6.64935720127764,40.4498293100074,0,0,0,0,0,0,0,0,43.3209957952931,3.23085199652298,15.3943839456234,0,26.3602957728796,0,0,0,0
173000,1318000,6543,0,1.23467785811562,0.486362316540916,0,12.3533603408881,0,0,25.9153373214867,0,0,0,11.3933175287405,0,0,0,3.94449454868763,0,0,0,0,26.5809591251759,13.8359156175248,27.2488512149058,0,50.4351567917792,0,0,0,0.0968342172829025
181000,1318000,6544,0,0,0,0,21.2507362046588,0,0,21.4617744337428,0,0,1.15836690971822,12.274963756962,0,0,0,0,0,0,0,0,3.01560958656763,30.2640911451377,65.3974454365719,0,52.2366458423736,0,0,0,0
189000,1318000,6545,0,8.81397017457051,1.15209589219567,0,24.723243308004,0,0,40.3858172913616,0,0,6.26048422789501,28.3271114448154,0,0,0,0,0,0,0,0,2.85296368798069,25.8016301183293,55.595787430318,0,38.4710816979562,0,0,0,0
197000,1318000,6546,0,2.32566603470638,0,0,25.694873330263,0,0,117.846297760632,0,0,0,33.5107972819464,0,0,0,0,0,0,0,0,3.55632132875171,2.18347020068296,35.2884307513282,0,105.616362893647,0,0,0,0
205000,1318000,6547,0,3.1167578597084,0,0,11.3741491981438,0,0,143.261839604038,0,0,2.28606208989729,23.856067373495,0,0,0,0,0,0,0,0,3.46311417471375,11.688793841509,29.8447885255481,0,127.510335567817,0,0,0,0
213000,1318000,6548,0.602914904158589,13.5836733940004,0,0,10.3218194392788,0,0,76.6184562750507,0,0,6.73028599918653,17.6802623539818,0,0,0,0,0,0,0,0,6.03303905195744,22.2224574959341,48.5993208405113,0,118.426467389501,0,0,0,2.95590354336385
221000,1318000,6549,0,5.78562057060965,0.550219513197235,0,6.70291171522175,0,0,8.98454483985448,0,0,8.68447547395265,10.8730721883987,0,0,0,0,4.92857042069961,0,5.29501695168892,0,2.63137629369032,9.69869264923785,101.286785123469,0,85.5895898110592,0,0,0,0.299700559257493
229000,1318000,6550,0.484031956535795,3.43388757382607,0,0,14.4262264030041,0,0,21.1122485866558,0,0,0,2.62685068412317,0,0,0,0,0.805975243259916,0,0,0,0,16.4464722050031,119.741803224906,0,77.0535832295979,0,0,0,0.61585935787597
237000,1318000,6551,0,8.90272877232448,0,0,13.0356898049343,0,0,132.022233075735,0,0,1.16496447602719,13.4699108388494,0,0,0,0,0.20870074771027,0,0,0,5.50821733602829,2.20260400877838,59.496536344807,0,49.0375552662441,0,0,0,0
245000,1318000,6552,0,7.06465792238556,0,0,3.1984774000236,0,0,30.5425934619503,0,0,0.448675634346325,19.3936161953733,0,0,0,0,0,0,0.411797236596412,0,0,0.502330342149649,52.1347311617286,0,142.318448815459,0,0,0,0
253000,1318000,6553,0,1.34738609217752,0,0,12.8018697384119,0,0,24.4267688056639,0,0,0.232052032790892,4.61967932295171,0,0,0,0,0,0,0,0,5.1641165513065,47.3877741554587,64.3617342357325,0,25.208338155199,0,0,0,0.298173031419842
261000,1318000,6554,0,4.00108829841492,0,0,1.70115816835963,0,0,6.30078866464284,0,0,0.0362608996342887,1.32553662312339,0,0,0,0,0,0,0,0,0.413008725774689,166.905662090733,5.01273072474239,0,15.4397965175639,0,0,0,1.93354441630128
269000,1318000,6555,0,1.17841079061752,0,0,24.4725476695391,0,0,0,0,0,0,0.448275117432481,0,0,0,0,0,0,0,0,5.91858949565001,117.470077304514,42.5748619751543,0,42.2841246590595,0,0,0,0.693265214303293
277000,1318000,6556,0,6.43729562151947,2.17215426747743,0,10.0423615943172,0,0,6.78803466026462,0,0,6.57850324811591,10.9755889173834,0,0,0,0,2.39807173067033,0,0,0,1.33581330265911,53.3538372427168,7.1629785074256,0,6.09838245457833,0,0,0,0
285000,1318000,6557,0,0.721660180869598,0,0,17.6404718201884,0,0,22.2064981520073,0,0,0,18.731356051197,0,0,0,0,0.331031675231164,0,0.993264656351518,0,1.49746812721608,56.1109888094121,11.9561821784071,0,11.2516212264297,0,0,0,0
293000,1318000,6558,0,8.82594606792276,0,0,14.420163300539,0,0,0,0,0,11.5620635289994,5.58672319061312,0,0,0,0,0,0,0.381586192303308,0,7.95106887468489,69.3230869368957,11.8646940090117,0,5.85436746199397,0,0,0,0.404969501821295
301000,1318000,6559,0,0.99926128754774,0,0,23.1118100594124,0,0,0,0,0,0.211564896959808,15.1192850466018,0,0,0,0,0,0,0,0,6.28838962330583,22.4456516615799,39.9345476189194,0,11.7751232058456,0,0,0,0
309000,1318000,6560,0,1.28698023230427,0,0,18.3681238515468,0,0,0,0,0,0,9.29862574678942,0,0,0,0,0,0,0,0,30.5493540478372,26.1091717694333,28.1359115981888,0,4.1673303575791,0,0,0,0
317000,1318000,6561,0,0,0,0,9.90448762588055,0,0,0,0,0,0.109301297035348,10.0691353173809,0,0,0,0,0,0,0.297500438677019,0,74.4556182946616,22.0704782406061,26.9856530654359,0,22.4590942108263,0,0,0,0.151551281398959
325000,1318000,6562,3.88631483287571,0,0,0,17.1493220675435,0,0,0.441774715970454,0,0,0,0,0,0,0,0,0,0,0,0,112.610475842582,52.5413089947924,7.76913950323713,0,4.59193087535452,0,0,0,3.88631483287571
333000,1318000,6563,0.615081009526107,0,0,0,21.1530127129373,0,0,0,0,0,0,10.7604361023936,0,0,0,0,10.5778647883338,0,0.257863548963166,0,100.423834679675,31.1678313664733,101.842923501929,0,24.2993086563854,0,0,0,0
341000,1318000,6564,0,0,0,0,11.4907245627496,0,0,0,0,0,0,29.8565030780671,0,0,0,0,0,0,0,0,148.410172769528,14.9843627151342,44.1260637539601,0,46.3974027327418,0,0,0,0
349000,1318000,6565,0,0,0,0,2.19117436640004,0,0,0,0,0,0,32.8418676974511,0,0,0,0,0,0,0,0,30.3406178683168,2.29285104982994,26.6349450726256,0,4.8378724704449,0,0,0,0
357000,1318000,6566,0,0,0,0,13.0277470886721,0,0,0,0,0,0,8.710884951929,0,0,0,0,0,0,0,0,43.4500717481098,9.67155955616093,15.4289808260946,0,16.6672591260442,0,0,0,0
365000,1318000,6567,0,0,0,0,17.5492065724969,0,0,0.445536314166795,0,0,0,15.3880573764333,0,0,0,0,0,0,0,0,149.324866838285,5.60854279318739,82.5711360736608,0,13.9227711548646,0,0,0,0
373000,1318000,6568,0,0,0,0,32.831029257523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.837020658297,8.2382491413228,222.979967789996,0,23.8986944757697,0,0,0,0
413000,1318000,6573,0,0,0,0,9.03580622332073,0,0,0.246074482798476,0,0,0,0,0,0,0,0,0,0,0,0,42.5980181827079,42.510104228457,131.330740664772,0,0,0,0,0,0
421000,1318000,6574,0,0,0,0,34.5796786104631,0,0,0.119627311566821,0,0,0,7.76778382503785,0,0,0,0,0,0,0,0,17.5375456531124,73.6937223871505,56.2700856173439,0,10.049411027448,0,0,0,0
429000,1318000,6575,0,0.284233053718571,0,0,89.1933395786323,0,0,1.30110472418331,0,0,0,0,0,0,0,0,0,0,0,0,69.1484708035922,62.5999005528392,145.199353699932,0,8.63265576585329,0,0,0,0
437000,1318000,6576,0,0,0,0,20.4898131600655,0,0,0,0,0,0,25.2893523415209,0,0,0,0,0,0,0,0,93.0053500351638,6.29094705974044,130.807262120466,0,43.7541172569371,0,0,0,0
-19000,1310000,6815,0,0.71232895505535,1.10588541706894,0,0,0,0,0,0,0,1.81821437212429,0,1.66000118363702,0,0,0,1.66000118363702,0,0,0,0,0,0,0,0,0,0,0,0
-11000,1310000,6816,0,0,0,0,0,0,0,0,0,0,0.803775211626859,0,0,0,0,0,0,0,0,0,0,0.803775211626859,0,0,0,0,0,0,0
-3000,1310000,6817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,1310000,6818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,1310000,6819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,1310000,6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000,1310000,6821,0,0,0,0,0,0,0,0,0,0,0.856559875381461,0,0,0,0,0,0,0,5.08115243706157,0,0,20.0088246339921,0,0,0,0,0,0,0
37000,1310000,6822,0,2.86645802021778,4.62285198062721,0,7.86633596379896,0,0,0,0,0,6.97508601072827,0,0,0,0,5.534028498461,0.53438589633556,0,21.9125231090876,0,0,40.0243567533611,0,0,0,0,0,0,0
45000,1310000,6823,0,0.296880941427346,1.2917829300982,0,0.00173698638740226,0,0,0,0,0,1.52486756528963,0,0,0,0,0,0,0,12.4484572431313,0,0,23.793426006705,0,0,8.12916902874667,0,0,0,11.6169454418173
53000,1310000,6824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38496436766635,0,0,39.6926349177704,0,0,5.68692564145964,0,0,0,0.730807660078283
61000,1310000,6825,0,0,0,0,4.07689986225861,0,0,0,0,0,0.0648299673650825,0,0,0,0,0,0,0,6.99465209565215,0,0,41.8792843072432,0,0,0.0401527994343457,0,0,0,0
69000,1310000,6826,0,0,0,0,0.0145335952796886,0,0,0,0,0,2.58155424438675,0,0,0,0,0,0,0,4.4751590611142,0,0,91.2820857824979,0,0,0.0180511554300992,0,0,0,0.0549795330125394
77000,1310000,6827,0,0.0273876622555524,0,0,0.0375354739153903,0,0,0,0,0,5.61337851060958,0,0.362144702467194,0,0,0,0,0,3.66322013953424,0,0,46.9524683880405,0.00144355745361802,0,1.22416422170338,0,0,0,0.362144702467194
85000,1310000,6828,0,0.420283476425264,1.71455541698585,0,3.60015305525525,0,0,0,0,0,2.60045031860604,0.14213483067564,0,0,0,0.990894625688725,0,0,2.62623213657955,0,0.591609403587875,44.5421196432842,0.855813183727394,0,11.710270128548,0,0,0,0
93000,1310000,6829,0,0.880375914664647,4.43121887648631,0,0.913824232267844,0,0,0,0,0,0.556512811042348,3.16816769165599,0,0,0,0,1.18625068707124,0,5.38538815776294,0,2.43292194273987,71.9856186036932,1.12587549798159,0,12.2550094058703,0,0,0,0
101000,1310000,6830,0,0.478628272228944,0.798495844020786,0,6.49603753006195,0,0,0,0,0,8.93019851930829,2.29495749668558,0,0,0,2.94113386594439,0,0,8.02693243178227,0,10.3846176134608,36.0092404790383,4.45932361448155,0,18.3312717090049,0,0,0,0
109000,1310000,6831,0,0,0,0,3.37360712250371,0,0,0,0,0,0.576709662022577,0.3919669345987,0,0,0,0,1.53183476578807,0,0.832901856397891,0,9.26900161133691,17.1474758264815,1.20739334391054,0,8.15181115383936,0,0,0,0
117000,1310000,6832,0,3.27058511079914,1.1785337583318,0,19.0586898688767,0,0,0,0,0,1.19066615970707,2.24683712405811,0,0,0,1.33679803388917,0.598161697287947,0,1.31696013219519,0,7.37908631288757,7.4166130034788,7.67276102904302,0,41.8819238897975,0,0,0,0.221842597289545
125000,1310000,6833,0,3.03324806731972,0,0,31.4936335165765,0,0,0,0,0,3.88621550147941,5.21540499278547,0,0,0,0,5.03050179175902,0,0.761031282678846,0,30.8483996522015,47.5333009034237,11.1044496049712,0,49.5850893992969,0,0,0,0
133000,1310000,6834,0,0.196402347530236,6.48622698263453,0,99.8890304899811,0,0,24.7816455501353,0,0,4.56384368360969,59.6730362057492,0,0,0,1.15323400997574,6.87554033153106,0,7.76525189808791,0,39.6748523655255,20.3061778814702,14.5437960002934,0,32.6839939058034,0,0,0,0
141000,1310000,6835,0,4.77207134723542,1.09014665761234,0,57.3462610979749,0,0,57.4253373454673,0,0,14.2510242420982,18.9744146597219,0,0,0,0,3.57832487261218,0,1.19315454109221,0,27.9624805497753,2.55056339540199,9.05955297384129,0,73.3437273764529,0,0,0,0
149000,1310000,6836,0,4.78743717972329,0.345548655928822,0,15.7946361871224,0,0,51.1573393440629,0,0,1.48626354681203,27.9561505809488,0,0,0,0,0.345329016344971,0,0.786621873335887,0,28.4484026794615,16.9535888345552,25.4925531035595,0,40.5497697084555,0,0,0,0
157000,1310000,6837,0,1.56658887467477,0,0,22.5210956074552,0,0,11.3273716528788,0,0,19.6376613949118,31.9909236257001,0,0,0,0,0,0,0,0,8.04298814908812,33.1172537575899,77.5161923421281,0,42.96614986688,0,0,0,0
165000,1310000,6838,0,3.84697839033545,0,0,39.8010064631529,0,0,71.3427826864566,0,0,5.71966017778375,25.4793434430881,0,0,0,0,0,0,0,0,2.93098271768021,8.41582137816747,59.5514583944057,0,51.3710066504116,0,0,0,0
173000,1310000,6839,0,8.13771048031178,2.02146042656057,0,13.0103656842369,0,0,18.6250469941594,0,0,0.0976149377249796,12.0639115504523,0,0,0,0,0.668627677758187,0,0,0,8.22183943369229,24.9862142613234,17.3636858269148,0,35.2732985958753,0,0,0,0
181000,1310000,6840,0,18.3484117490762,2.85831550928371,0,38.3480164908271,0,0,18.2238864795786,0,0,3.70574187670663,22.7763955621969,0,0,0,0,7.16930435823554,0,0,0,5.79890059573116,27.7597759534328,29.7205127099398,0,15.7368489967153,0,0,0,0
189000,1310000,6841,0,8.9044748869286,2.69240799598255,0,17.5507699260986,0,0,36.6033273272402,0,0,0,29.436249314056,0,0,0,0,1.60978090774415,0,0,0,5.39373372583201,48.649680445399,36.3386109263357,0,31.4433772670998,0,0,0,0
197000,1310000,6842,0,4.97593125090281,0,0,24.8675597149123,0,0,78.4092671619426,0,0,17.430996263854,12.1923523491381,0,0,0,0,0,0,0,0,0.553994294903784,14.9016628502243,29.8532023134265,1.27920889278512,18.1864460527712,0,0,0,0
205000,1310000,6843,0,4.90167901920839,0,0,20.482707470863,0,0,41.5064981736077,0,0,8.00258208391164,15.3817831877899,0,0,0,0,0,0,0,0,0,3.46064270722943,11.237715282788,0,27.0123432700241,0,0,0,0
213000,1310000,6844,0,7.69650155604049,0,0,5.06489077533544,0,0,83.1923769932846,0,0,3.72746746354499,26.2197673336991,0,0,0,0,0,0,0,0,0.835034730141225,6.43965409394612,38.651193199162,0,26.3348626131343,0,0,0,0
221000,1310000,6845,0,4.50855369249332,0,0,13.4422795828704,0,0,65.9112098969799,0,0,1.08230573514207,66.5396188262157,0,0,0,0,0,0,0,0,0.798566077889059,13.2592858766154,74.054308186031,0,42.0156386171901,0,0,0,0
229000,1310000,6846,0,4.7575021285825,3.58684629439535,0,22.4509141202794,0,0,17.6129619739029,0,0,1.77024586885436,82.2421916286579,0,0,0,0,0,0,0,0,17.0958117270616,35.3405850700552,56.0317248278163,0,28.0220099587349,0,0,0,0
237000,1310000,6847,0,1.21270606352117,0.973437532263274,0,14.0644094030417,0,0,8.43169780036594,0,0,1.27851397645996,101.18296432549,0,0,0,0,0,0,0,0,33.2072109333429,7.78550537497105,35.8276916234626,0,13.464846744652,0,0,0,0
245000,1310000,6848,0,2.98875306627402,1.77534568504299,0,10.5495592238515,0,0,82.1940555451308,0,0,0,36.7246007617171,0,0,0,0,5.01847415267539,0,0.64559465990635,0,8.22331240939042,25.7752872722869,81.8137758493972,0,70.0434424207791,0,0,0,0
253000,1310000,6849,0,0,0,0,15.833747583139,0,0,61.7776010510754,0,0,0.463773839838256,4.69188762032103,0,0,0,0,0,0,0,0,1.01628299554044,8.02194670241432,39.4729293273532,0,19.9017337009116,0,0,0,0
261000,1310000,6850,0,0,0,0,2.21055143536802,0,0,0,0,0,0,10.2062562210602,0,0,0,0,0,0,0,0,0.00347812042764498,110.279911554862,86.1546360798202,0,15.4494885549329,0,0,0,0
269000,1310000,6851,0,0,0,0,2.7121342003882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.162161106931,35.1346841064835,0,2.7728702445299,0,0,0,0.236817483984234
277000,1310000,6852,0,1.93454322105007,0,0,3.48572688755088,0,0,0.632071802007565,0,0,0.883791870031825,12.3515882522588,0,0,0,0,0,0,0,0,7.10405123609077,55.064702362195,60.6194133139707,0,15.5448247002283,0,0,0,0
285000,1310000,6853,0,3.58055010921889,0,0,34.668447843952,0,0,3.55082157083147,0,0,0,7.21631161757055,0,0,0,0,0,0,0,0,3.44611490031537,71.0366288223732,31.4134775520456,0,8.39511956815775,0,0,0,1.17485581709194
293000,1310000,6854,0,0.410415319140717,0,0,23.5177410657715,0,0,7.33901988035579,0,0,0.353600237770082,5.29733607129737,0,0,0,0,0,0,0,0,16.0919407544198,39.2654980983154,17.1272444170998,0,21.9432522313254,0,0,0,0
301000,1310000,6855,0,1.86749507463351,0,0,27.4084546595195,0,0,0.970548359040651,0,0,1.83134951143984,16.7040617205499,0,0,0,0,7.63844692277733,0,0,0,25.5107375658762,11.0008666005534,23.4044081648643,0,12.2304136967014,0,0,0,0
309000,1310000,6856,0,0,0,0,25.9723549571589,0,0,12.8346185218889,0,0,0,16.6783798762571,0,0,0,0,1.02563987682065,0,0,0,44.2699607620967,22.7364081274328,30.6383437497843,0,5.12745904656002,0,0,0,1.60214465222503
317000,1310000,6857,0,1.4425174033061,0,0,22.8193492712677,0,0,0.792218917701472,0,0,0,8.0764135702666,0,0,0,0,0,0,0,0,28.865374924426,19.3063050082646,13.6367355914366,0,17.4421057696662,0,0,0,0
325000,1310000,6858,0,0,0,0,13.8315196972492,0,0,6.7423111066789,0,0,0,0.993803581287883,0,0,0,0,0,0,0,0,48.6771310682573,12.7532670324711,26.3784432811213,0,16.2796891866878,0,0,0,0
333000,1310000,6859,0,0,0,0,12.3571563866239,0,0,2.05666386806511,0,0,0,8.42658571083409,0,0,0,0,0.614966703322909,0,0,0,42.9415903566827,7.05083046426831,43.405981199381,0,22.8819122509686,0,0,0,0
341000,1310000,6860,0,0,0,0,19.6476832566748,0,0,2.14110713240644,0,0,0,1.23153752054897,0,0,0,0,0.875531970572869,0,0,0,116.083321674839,20.7196610479883,93.0954408995354,0,16.5800109085741,0,0,0,0
349000,1310000,6861,0,0,0,0,14.4668130566364,0,0,0,0,0,0,2.69566952598787,0,0,0,0,0,0,0,0,30.7365116423799,52.3468455717799,39.4366172608971,0,25.5979992349918,0,0,0,0
357000,1310000,6862,0,0,0,0,17.519196270057,0,0,0,0,0,0,4.0833945589623,0,0,0,0,0,0,0,0,118.471413181113,7.41930090550769,65.2081218370887,0,25.3565721508651,0,0,0,0
365000,1310000,6863,0,0,0,0,13.4410434921964,0,0,3.12538936394674,0,0,0,10.1322615203327,0,0,0,0,0,0,0,0,177.892160424141,51.9979850235049,45.8078000852083,0,9.37758514605523,0,0,0,0
373000,1310000,6864,0,0,0,0,27.3008388817574,0,0,0,0,0,0,5.10814256910166,0,0,0,0,0,0,0,0,127.884540765248,14.869133445232,107.071415699035,0,14.4030080034879,0,0,0,0
381000,1310000,6865,0,0,0,0,4.98810556590023,0,0,0,0,0,0,32.5041895590347,0,0,0,0,0,0,0,0,54.0127544062793,24.2261444274807,32.6871989943428,0,37.0116270336978,0,0,0,0
389000,1310000,6866,0,0,0,0,23.7607550157578,0,0,31.2230843726466,0,0,0,5.2033366111479,0,0,0,0,0,0,0,0,24.6217212223596,12.2415605794513,14.9236736849841,0,26.0307738146637,0,0,0,0
397000,1310000,6867,0,0,0,0,17.9654401844598,0,0,55.8585981977374,0,0,0,37.9866791958078,0,0,0,0,0,0,0,0,16.6603868812685,11.4469031026976,27.9024659496747,0,0,0,0,0,0
405000,1310000,6868,0,1.24921573394065,0,0,21.565975350235,0,0,134.910988045779,0,0,0,21.0476199542591,0,0,0,0,0,0,0,0,17.8486788343207,27.5711529778986,70.4396952708339,0,9.21993730809386,0,0,0,0
413000,1310000,6869,0,0.883609334982345,0,0,5.88216766041496,0,0,49.9512669617687,0,0,0,4.46251874800455,0,0,0,0,0,0,0,0,41.7909344683528,14.2175917846142,9.64449935452558,0,0,0,0,0,0
421000,1310000,6870,0,0,0,0,29.8236921073072,0,0,32.0881314093386,0,0,0,0.103283349038948,0,0,0,0,1.69331391870113,0,0,0,40.7760036732746,30.7638977941349,24.7520946817441,0,9.00943382272778,0,0,0,0
429000,1310000,6871,0,0,0,0,33.2428803769466,0,0,10.1824941262839,0,0,0,6.53222322590222,0,0,0,0,3.04334842693455,0,0,0,69.5800680216992,62.6914642043545,39.8819653927591,0,14.8840785484091,0,0,0,0
437000,1310000,6872,0,0,0,0,16.5775298819261,0,0,0,0,0,0,0.510456115766276,0,0,0,0,0,0,0,0,113.730224348296,12.87227066186,150.268101060177,0,17.5010629381446,0,0,0,0
445000,1310000,6873,0,0,0,0,145.884957680414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2529128601804,0,0,0,0
453000,1310000,6874,0,0,0,0,23.57667983793,0,0,27.3374654469736,0,0,0,210.77253727772,0,0,0,0,0,0,0,0,24.5264749745251,26.2437712488364,22.3914579633322,0,0,0,0,0,0
-19000,1302000,7111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6664720593179,0,0,0,0,0,0,0,0,0,0,0,0
-11000,1302000,7112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3000,1302000,7113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,1302000,7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,1302000,7115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112542753371508,0,0,3.59138214786094,0,0,0,0,0,0,0
21000,1302000,7116,0,0,0,0,0,0,0,0,0,0,3.13183350653172,0,0,0,0,0,0,0,0.102759219244264,0,0,3.72866573984304,0,0,0,0,0,0,3.13183350653172
29000,1302000,7117,0,0.194271626621183,0,0,1.00967818793845,0,0,0,0,0,0.0289008594621754,0,0,0,0,0.25866689064724,0,0,6.9504235409604,0,0,74.166627430543,0,0,0,0,0,0,0
37000,1302000,7118,0,1.34461223042904,1.39896309045881,0,1.50149157010201,0,0,0,0,0,12.0378292423237,0,0,0,0,3.57414269100565,2.00156338517829,0,27.8860724313951,0,0,57.6559716693462,0,0,0,0,0,0,0.45061119754909
45000,1302000,7119,0,0.00356388897430571,2.62263087248732,0,6.11635769266723,0,0,0,0,0,0.129735984606838,0,0,0,0,2.62263087248732,0.0385810060383311,0,14.1080628699724,0,0,45.2969775176741,0,0,0,0,0,0,0
53000,1302000,7120,0,0.0112981372319226,0,0,0,0,0,0,0,0,0.278102184719425,0,0,0,0,0,0,0,3.0394802365048,0,0,42.9687449425134,0,0,0,0,0,0,1.06206634980626
61000,1302000,7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884785268790958,0,0,64.4347879925522,0,0,0,0,0,0,6.78652660373465
69000,1302000,7122,0,0.16870060154708,0.359570541878928,0,5.74806157210059,0,0,0,0,0,0.387579792206243,0,0,0,0,0,0,0,0.514666032948404,0,0,32.2827026939035,0,0,0.591850437436988,0,0,0,0
77000,1302000,7123,0,2.39665370516181,7.63814404559374,0,0.809817916391631,0,0,0,0,0,13.2224809611314,1.10606869183562,0,0,0,4.83857594624156,0,0,20.2552087388513,0,3.0793188453092,21.3685714177435,2.54930608484829,0,2.18029955875511,0,0,0,0
85000,1302000,7124,0,0,0.116213005610614,0,10.7876462960299,0,0,0,0,0,0.301760540657116,1.74908213138174,0,0,0,0,0.0282551154958702,0,2.03269380477873,0,1.61866299505248,32.8362168296968,1.84212430075684,0,13.3647016352821,0,0,0,0
93000,1302000,7125,0,5.0387134518429,0.415280675992919,0,3.72546086303121,0,0,0,0,0,0.425173934255385,0.0157032079178057,0,0,0,0,1.76596013534053,0,0.0582857538011268,0,5.78560498478035,24.2185106347236,7.28433884507452,0,11.1440628015848,0,0,0,0
101000,1302000,7126,0,0,0.396166772929668,0,1.89919221142483,0,0,0,0,0,0.580540385218498,8.33795641186145,0,0,0,0,0.00348411756402509,0,0.0141569470853132,0,5.1990456757049,3.86641981083691,0.245790192566643,0,7.22096298641972,0,0,0,0
109000,1302000,7127,0,2.16153988440739,0,0,0.837661071701993,0,0,0,0,0,1.73826278276238,0.550058309967476,0,0,0,0,0,0,0.274567503142618,0,21.1936495440837,15.9066548665022,0.0748801243101952,0,20.7320741055659,0,0,0,0
117000,1302000,7128,0,0.788724450865396,0,0,27.1740520269512,0,0,1.19532691323536,0,0,0.409434143169707,21.1727745059468,0,0,0,0.075924260676371,0.409434143169707,0,0,0,17.9694126991216,14.9966714633589,2.49281117625379,0,42.6253408196104,0,0,0,0
125000,1302000,7129,0,2.320209120668,4.19766393140943,0,37.2850863005677,0,0,13.2083651292561,0,0,3.93160653279481,26.2666034190729,0,0,0,3.25889702747804,20.2470271851207,0,3.30541577239834,0,11.6948329891054,8.2848020756648,13.7012230600475,0,91.5060137581184,0,0,0,0
133000,1302000,7130,0,0.0077509147223602,0,0,19.2026470022856,0,0,13.3641500070347,0,0,0.430579178853044,17.4530588238455,0,0,0,0,2.4475421550392,0,0.189646189269793,0,27.5599927877779,9.90354669542499,2.22695404022173,0,56.6504583832447,0,0,0,0
141000,1302000,7131,0,0.217099222921694,5.77682551676707,0,22.2779693812464,0,0,1.94709104350911,0,0,3.43332551619047,3.73215534333814,0,0,0,0,10.7575656904365,0,0.11520690777204,0,44.2141706177129,32.9827063565844,23.982212957784,0,87.4106427437982,0,0,0,0
149000,1302000,7132,0,12.3502484712891,1.2045427113762,0,29.0353734386503,0,0,23.2811951583056,0,0,3.87473392660026,7.34165276764734,0,0,0,0,0,0,0.976305912571153,0,39.3443330918091,90.2267776361856,26.9964274932394,0,53.2042829187389,0,0,0,0
