"x","y","cell","Alder","Ash","Basswood","Beech","Birch","Black gum","Buckeye","Cedar/juniper","Cherry","Dogwood","Elm","Fir","Hackberry","Hemlock","Hickory","Ironwood","Maple","No tree","Oak","Other hardwood","Pine","Poplar","Spruce","Sycamore","Tamarack","Tulip poplar","Unknown tree","Walnut","Willow"
13000,1462000,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49695652173913,0,0,18.3873913043478,0,0,0,0,0,0,0.220869565217391
21000,1462000,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00541666666667,0,0,20.2670833333333,0,0,0,0,0,0,0
29000,1462000,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8685714285714,0,0,2.17714285714286,0,0,0,0
37000,1462000,1198,0,1.05833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,10.5833333333333,0,0,0,0,0,0,0
45000,1462000,1199,0,3.81,0,0,0,0,0,0,0,0,1.143,0,0,0,0,0,0,0,0,0,1.27,8.382,0,0,3.937,0,0,0,0
53000,1462000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,0,0,16.51,0,0,0,0
133000,1462000,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43
141000,1462000,1211,0,1.35466666666667,0,0,0,0,0,0.677333333333333,0,0,2.37066666666667,0,0,0,0,0,0,0,0,0,0,0.846666666666667,2.032,0,9.56733333333333,0,0,0,0
149000,1462000,1212,0,0,0,0,5.3975,0,0,4.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,5.3975,0,0,0,0
157000,1462000,1213,0,15.24,0,0,0,0,0,0,0,0,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19000,1454000,1487,0,1.905,0,0,0,0,0,0,0,0,16.51,0,0,0,0,0,0,0,8.255,0,0,0,0,0,0,0,0,0,0
-11000,1454000,1488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3000,1454000,1489,0,2.96333333333333,0,0,0,0,0,0,0,0,13.5466666666667,0,0,0,0,0,0,0,3.38666666666667,0,0,0,0,0,0,0,0,0,0
5000,1454000,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.16,0,0,7.62,0,0,0,0,0,0,0
13000,1454000,1491,0,0.262758620689655,0,0,0,0,0,0,0,0,0.788275862068966,0,0,0,0,0,0,0,1.70793103448276,0,0,18.1303448275862,0,0,0,0,0,0,0
21000,1454000,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43933333333333,0,0,20.066,0,0,0,0,0,0,0
29000,1454000,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1733333333333,0,0,0,0,0,0,0
37000,1454000,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45000,1454000,1495,0,0,0,0,1.41111111111111,0,0,0,0,0,0.705555555555556,0,0,0,0,0,0,0,0,0,0,10.7244444444444,0,0,7.62,0,0,0,0
53000,1454000,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.129,0,0,0,0
61000,1454000,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522941176470588,0,12.9988235294118,0,0,0,0
69000,1454000,1498,0,0.802105263157895,0,0,0,0,0,1.00263157894737,0,0,0,0.334210526315789,0,0,0,0,0,0,0,0,0,10.6947368421053,0.802105263157895,0,6.21631578947368,0,0,0,0
77000,1454000,1499,0,0,0,0,0.276086956521739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276086956521739,6.2395652173913,1.49086956521739,0,6.68130434782609,0,0,0,0
85000,1454000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537307692307692,1.61192307692308,0,13.2373076923077,0,0,0,0
93000,1454000,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448235294117647,0.971176470588235,0,10.0852941176471,0,0,0,0
101000,1454000,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9375,2.8575,0,7.3025,0,0,0,0
-19000,1446000,1783,0,4.23333333333333,0,0,0,0,0,0,0,0,13.5466666666667,0,0,0,0,0,0,0,9.31333333333333,0,0,0,0,0,0,0,0,0,0
-11000,1446000,1784,0,2.2225,0,0,0,0,0,0,0,0,6.985,0,0,0,0,0,0,0,10.4775,0,0,0,0,0,0,0,0,0,0
-3000,1446000,1785,0,0,0,0,0,0,0,0,0,0,24.13,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0
5000,1446000,1786,0,0,0,0,0,0,0,0,0,0,5.92666666666667,0,0,0,0,0,0,0,3.81,0,0,13.5466666666667,0,0,0,0,0,0,0
13000,1446000,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5466666666667,0,0,0,0,0,0,0
21000,1446000,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7555555555556,0,0,0,0,0,0,0
29000,1446000,1789,0,0.226785714285714,0,0,0,0,0,0,0,0,2.49464285714286,0,0,0,0,0,0,0,5.53357142857143,0,0,11.1578571428571,0,0,0,0,0,0,0
37000,1446000,1790,0,0,0,0,0,0,0,0,0,0,1.72803278688525,0,0,0,0,0,0,0,4.35131147540984,0,0,10.3890163934426,0,0,0,0,0,0,0
45000,1446000,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82222222222222,0,0,15.5222222222222,0,0,0,0,0,0,0
53000,1446000,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,14.8003846153846,0,0,0,0,0,0,0
61000,1446000,1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,11.2346153846154,0,0,1.66076923076923,0,0,0,0.586153846153846
69000,1446000,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8771428571429,0,0,0,0,0,0,0
77000,1446000,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6877777777778,0,0,3.52777777777778,0,0,0,0
85000,1446000,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467894736842105,0,0,12.1652631578947,0,0,0,0.267368421052632
93000,1446000,1797,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0.381,2.24366666666667,0,9.017,0,0,0,0.338666666666667
101000,1446000,1798,0,0,0,0,0.451555555555556,0,0,1.15711111111111,0,0,0,1.86266666666667,0,0,0,0,0,0,0,0,0,4.572,5.334,0,6.80155555555555,0,0,0,0
109000,1446000,1799,0,0.246944444444444,0,0,0,0,0,0.811388888888889,0,0,0,0,0,0,0,0,0,0,0,0,1.41111111111111,2.43416666666667,2.75166666666667,0,9.2075,0,0,0,0
117000,1446000,1800,0,0.34925,0,0,0,0,0,0.6985,0,0,1.30175,0.127,0,0,0,0,0,0,0,0,0,6.9215,2.6035,0,6.50875,0,0,0,0.254
-19000,1438000,2079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-11000,1438000,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,0,0,0,0,0,0,0,0,0,0
-3000,1438000,2081,0,0,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0
5000,1438000,2082,0,0,1.61636363636364,0,0,0,0,0,0,0,1.38545454545455,0,0,0,0,0,0,0,4.04090909090909,0,0,12.8154545454545,0,0,0,0,0,0,0
13000,1438000,2083,0,0,0,0,0,0,0,0,0,0,1.69333333333333,0,0,0,0,0,0,0,0.846666666666667,0,0,13.5466666666667,0,0,0,0,0,0,0
21000,1438000,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7427272727273,0,0,0,0,0,0,0
29000,1438000,2085,0,0.195384615384615,0,0,0,0,0,0,0,0,1.72589743589744,0,0,0,0,0,0,0,5.86153846153846,0,0,11.7230769230769,0,0,0,0,0,0,0
37000,1438000,2086,0,0,0,0,0,0,0,0,0,0,1.69333333333333,0,0,0,0,0,0,0,6.04212121212121,0,0,12.3921212121212,0,0,0,0,0,0,0
45000,1438000,2087,0,0,0,0,0,0,0,0,0,0,0.185853658536585,0,0,0,0,0,0,0,6.22609756097561,0,0,11.5229268292683,0,0,0,0,0,0,0
53000,1438000,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12980392156863,0,0,12.2766666666667,0,0,0,0,0,0,0
61000,1438000,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.605,0,0,0,0,0,0,0
69000,1438000,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.748,0,0,0,0,0,0,0
77000,1438000,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23333333333333,0,0,11.43,0,0,1.97555555555556,0,0,0,0
85000,1438000,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.97,0,0,0,0,0,0,0
93000,1438000,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35428571428571,0,0,8.89,0,0,0,0
101000,1438000,2094,0,0.184354838709677,0,0,0.245806451612903,0,0,0.389193548387097,0,0,0.389193548387097,1.6591935483871,0,0,0,0,0,0,0.450645161290323,0,1.76161290322581,4.26064516129032,2.02790322580645,0,7.66096774193548,0,0,0,0
109000,1438000,2095,0,0.282222222222222,0,0,0.112888888888889,0,0,0.790222222222222,0,0,0.254,0.282222222222222,0,0,0,0,0,0,0.338666666666667,0,0.762,1.12888888888889,2.85044444444444,0,9.398,0,0,0,0
117000,1438000,2096,0,1.35466666666667,0,0,0.790222222222222,0,0,0.818444444444445,0,0,0.677333333333333,0.508,0,0,0,0,0,0,0,0,1.10066666666667,7.02733333333333,0.987777777777778,0,6.06777777777778,0,0,0,0.338666666666667
125000,1438000,2097,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.605,0,0,0,0,0,0,0
133000,1438000,2098,0,2.286,0,0,0.762,0,0,2.11666666666667,0,0,1.016,0.508,0,0,0,0,0.338666666666667,0,0.846666666666667,0,0,4.064,0.508,0,2.20133333333333,0,0,0,0.508
141000,1438000,2099,0,0.187377049180328,0,0,0.499672131147541,0,0,1.51983606557377,0,0,0.0416393442622951,0,0,0,0,0,0,0,0,0,0,7.26606557377049,1.20754098360656,0,3.12295081967213,0,0,0,0.374754098360656
149000,1438000,2100,0,0,0,0,2.16958333333333,0,0,1.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51416666666667,1.42875,0,1.00541666666667,0,0,0,0
-19000,1430000,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.32,0,0,0,0,0,0,0,0,0,0
-11000,1430000,2376,0,0,7.62,0,0,0,0,0,0,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3000,1430000,2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5000,1430000,2378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,1430000,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9333333333333,0,0,0,0,0,0,0
21000,1430000,2380,0,0,0,0,0,0,0,0,0,0,1.45142857142857,0,0,0,0,0,0,0,4.71714285714286,0,0,8.34571428571429,0,0,0,0,0,0,1.81428571428571
29000,1430000,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46363636363636,0,0,10.7372727272727,0,0,0,0,0,0,0
37000,1430000,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18066666666667,0,0,11.3453333333333,0,0,0,0,0,0,0
45000,1430000,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80785714285714,0,0,10.7042857142857,0,0,0,0,0,0,0
53000,1430000,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92666666666667,0,0,11.9591666666667,0,0,0,0,0,0,0
61000,1430000,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32833333333333,0,0,10.3716666666667,0,0,0.9525,0,0,0,0
69000,1430000,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75166666666667,0,0,12.4883333333333,0,0,0,0,0,0,0
77000,1430000,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423333333333333,0,0,14.6473333333333,0.677333333333333,0,2.54,0,0,0,0
85000,1430000,2388,0,0.461818181818182,0,0,0.173181818181818,0,0,0,0,0,2.65545454545455,0,0,0,0,0,0.519545454545455,0,0.923636363636364,0,0,6.985,0.519545454545455,0,4.79136363636364,0,0,0,0
93000,1430000,2389,0,0.227948717948718,0,0,0.26051282051282,0,0,0,0,0,0.195384615384615,0,0,0,0,0,0,0,0,0,0.26051282051282,10.0297435897436,1.98641025641026,0,2.96333333333333,0,0,0,0
101000,1430000,2390,0,0.695890410958904,0,0,0.487123287671233,0,0,0.40013698630137,0,0,1.4613698630137,1.70493150684932,0,0,0,0,0,0,0.382739726027397,0,0,2.83575342465753,4.81904109589041,0,8.78561643835616,0,0,0,0
109000,1430000,2391,0,1.508125,0,0,0.132291666666667,0,0,1.53458333333333,0,0,1.031875,0.15875,0,0,0,0,0,0,0.15875,0,0,1.53458333333333,1.93145833333333,0,9.33979166666667,0,0,0,0
117000,1430000,2392,0,1.349375,0,0,0.238125,0,0,0.238125,0,0,1.2303125,0,0,0,0,0,0,0,0,0,0,4.8021875,0.8334375,0,7.9771875,0,0,0,0
125000,1430000,2393,0.079375,0.5159375,0,0,1.80578125,0,0,0.1984375,0,0,0.41671875,0.5953125,0,0,0,0,0,0,0,0,0.57546875,5.23875,3.43296875,0,7.1834375,0,0,0,0
133000,1430000,2394,0,0.778933333333333,0,0,2.09973333333333,0,0,2.52306666666667,0,0,0.6096,0.2032,0,0,0,0,0,0,0.270933333333333,0,0.9144,6.4516,3.38666666666667,0,3.6576,0,0,0,0.135466666666667
141000,1430000,2395,0,0.452328767123288,0,0,1.35698630136986,0,0,2.43561643835616,0,0,0,0.852465753424658,0,0,0,0,0,0,0,0,0,1.0786301369863,3.40986301369863,0,10.6123287671233,0,0,0,0
149000,1430000,2396,0,0.2794,0,0,0.5842,0,0,3.3274,0,0,0.3556,0.381,0,0,0,0,0,0,0,0,0.4064,2.0828,3.7338,0,6.1214,0,0,0,0.127
157000,1430000,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.478,0,0,2.54,0,0,0,4.572
-19000,1422000,2671,0,0,2.54,0,0,0,0,0,0,0,8.382,0,0,0,0,0,0,0,4.064,0,0,5.842,0,0,0,0,0,0,0
-11000,1422000,2672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3000,1422000,2673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5000,1422000,2674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,1422000,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38666666666667,0,0,20.32,0,0,0,0,0,0,0
21000,1422000,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905,0,0,16.35125,0,0,0,0,0,0,0
29000,1422000,2677,0,0,0,0,0,0,0,0,0,0,0.931333333333333,0,0,0,0,0,0,0,4.318,0,0,10.8373333333333,0,0,0,0,0,0,0
37000,1422000,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31371428571429,0,0,11.4662857142857,0,0,0,0,0,0,0
45000,1422000,2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41613636363636,0,0,12.5556818181818,0,0,0,0,0,0,0
53000,1422000,2680,0,0.211666666666667,0,0,0,0,0,0,0,0,0.338666666666667,0,0,0,0,0,0,0,6.51933333333333,0,0,10.5833333333333,0,0,0,0,0,0,0
61000,1422000,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692727272727273,0,0,11.8918181818182,0,0,0.692727272727273,0,0,0,0
69000,1422000,2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.524,0,0,10.287,0,0,0,0,0,0,0
77000,1422000,2683,0,0,0,0,0.200526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8978947368421,0,0,2.13894736842105,0,0,0,0
85000,1422000,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.843,0.846666666666667,0,1.60866666666667,0,0,0,0
93000,1422000,2685,0,0.226785714285714,0.226785714285714,0,0.136071428571429,0,0,0,0,0,0.635,0.771071428571429,0,0,0,0,0,0,0.635,0,0,6.93964285714286,3.03892857142857,0,5.82839285714286,0,0,0,0
101000,1422000,2686,0,0.372241379310345,0,0,0.0875862068965517,0,0,1.24810344827586,0,0,0.481724137931034,0.328448275862069,0,0,0,0,0,0,0,0,0,1.905,2.14586206896552,0,8.18931034482759,0,0,0,0
109000,1422000,2687,0,0,0,0,0,0,0,3.60947368421053,0,0,0,0,0,0,0,0,0,0,0,0,3.24184210526316,0.802105263157895,1.13631578947368,0,9.15736842105263,0,0,0,0
117000,1422000,2688,0,1.67821428571429,0,0,0,0,0,0.498928571428571,0,0,0,0,0,0,0,0,0,0,0.226785714285714,0,2.35857142857143,1.81428571428571,2.31321428571429,0,6.07785714285714,0,0,0,0
125000,1422000,2689,0,0.0695890410958904,0,0,0.46972602739726,0,0,0,0,0,0,0.0695890410958904,0,0,0,0,0,0,0,0,1.54835616438356,2.47041095890411,5.01041095890411,0,5.67150684931507,0,0,0,0
133000,1422000,2690,0,0.5588,0,0,1.86266666666667,0,0,0.999066666666667,0,0,0.237066666666667,0.0677333333333333,0,0,0,0,0,0,0,0,2.8448,3.69146666666667,2.35373333333333,0,3.2512,0,0,0,0
141000,1422000,2691,0,0.163285714285714,0,0,0.453571428571429,0,0,5.15257142857143,0,0,0,0.417285714285714,0,0,0,0,0,0,0,0,1.45142857142857,1.68728571428571,1.41514285714286,0,6.27742857142857,0,0,0,0
149000,1422000,2692,0,0,0,0,0,0,0,3.57414285714286,0,0,0,0.145142857142857,0,0,0,0,0,0,0,0,0.181428571428571,1.85057142857143,1.68728571428571,0,8.89,0,0,0,0.0725714285714286
157000,1422000,2693,0.192424242424242,0.307878787878788,0,0,0.346363636363636,0,0,2.48227272727273,0,0,0,0.211666666666667,0,0,0,0,0.0577272727272727,0,0,0,0,2.50151515151515,2.11666666666667,0,7.85090909090909,0,0,0,0.384848484848485
165000,1422000,2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,1.48166666666667,0,0,2.96333333333333,0,0,0,3.175
-19000,1414000,2967,0,2.032,0,0,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,18.288,0,0,3.81,0,0,0,0,0,0,0
-11000,1414000,2968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3000,1414000,2969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5000,1414000,2970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13000,1414000,2971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,0,0,0,0,0,0
21000,1414000,2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29000,1414000,2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550333333333333,0,0,16.6793333333333,0,0,0,0,0,0,0
37000,1414000,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338666666666667,0,0,13.716,0,0,0,0,0,0,0
45000,1414000,2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.8722222222222,0,0,0,0,0,0,0
53000,1414000,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.176,0,0,1.524,0,0,0,0
61000,1414000,2977,0,0.298823529411765,0,0,0.373529411764706,0,0,0,0,0,0.298823529411765,0.39843137254902,0,0,0,0,0,0,1.69333333333333,0,0,5.67764705882353,0.672352941176471,0,5.10490196078431,0,0,0,0
69000,1414000,2978,0,0,0,0,0,0,0,0,0,0,0,0.40531914893617,0,0,0,0,0,0,0.783617021276596,0,0,4.48553191489362,1.91851063829787,0,8.59276595744681,0,0,0,0
77000,1414000,2979,0,0,0,0,0.3175,0,0,0,0,0,0,0.4445,0,0,0,0,0,0,0.508,0,0,6.096,0.34925,0,7.5565,0,0,0,0.127
85000,1414000,2980,0,0,0,0,0.103673469387755,0,0,0,0,0,0.155510204081633,0,0,0,0,0,0.103673469387755,0,0.20734693877551,0,0,8.73448979591837,0,0,6.03897959183673,0,0,0,0
93000,1414000,2981,0,0.371230769230769,0,0,0.390769230769231,0,0,0.468923076923077,0,0,0.781538461538462,2.16876923076923,0,0,0,0,0,0,0,0,0.332153846153846,3.75138461538462,1.56307692307692,0,7.26830769230769,0,0,0,0
101000,1414000,2982,0,0,0,0,0,0,0,0.728382352941176,0,0,0,0.112058823529412,0,0,0,0,0,0,0,0,7.37720588235294,1.12058823529412,1.66220588235294,0,3.26838235294118,0,0,0,0
109000,1414000,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69395833333333,0.396875,1.32291666666667,0,6.48229166666667,0,0,0,0
117000,1414000,2984,0,0,0,0,0,0,0,0.131379310344828,0,0,0,0,0,0,0,0,0,0,0,0,2.73706896551724,0.0875862068965517,0.985344827586207,0,9.74396551724138,0,0,0,0
125000,1414000,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38512195121951,0.867317073170732,0.805365853658537,0,8.17756097560976,0,0,0,0
133000,1414000,2986,0,0,0,0,0.193728813559322,0,0,0.731864406779661,0,0,0,0,0,0,0,0,0,0,0,0,5.57508474576271,0.861016949152542,1.37762711864407,0,5.70423728813559,0,0,0,0
