"","x","y","cell","Grass","Temperate Broadleaf Deciduous Tree","Temperate Needleleaf Deciduous Tree","Temperate Needleleaf Evergreen Tree","NA"
"64",-35000,1006000,18061,59,0,0,0,0
"65",-35000,1014000,17765,43,0,0,0,0
"66",-35000,1022000,17469,30,0,0,0,0
"67",-35000,1030000,17173,17,0,0,0,0
"68",-35000,1038000,16877,6,0,0,0,0
"69",-35000,1062000,15989,5,0,0,0,0
"70",-35000,1070000,15693,69,0,0,0,0
"71",-35000,1078000,15397,76,0,0,0,0
"72",-35000,1086000,15101,91,0,0,0,0
"73",-35000,1094000,14805,72,0,0,0,0
"74",-35000,1102000,14509,72,0,0,0,0
"75",-35000,1110000,14213,14,0,0,0,0
"76",-27000,854000,23686,61,0,0,0,0
"77",-27000,862000,23390,79,0,0,0,0
"78",-27000,870000,23094,82,0,0,0,0
"79",-27000,878000,22798,79,0,0,0,0
"80",-27000,886000,22502,78,0,0,0,0
"81",-27000,894000,22206,80,0,0,0,0
"82",-27000,902000,21910,76,0,0,0,0
"83",-27000,910000,21614,74,0,0,0,0
"84",-27000,918000,21318,75,0,0,0,0
"85",-27000,926000,21022,74,0,0,0,0
"86",-27000,934000,20726,74,0,0,0,0
"87",-27000,942000,20430,67,0,0,0,0
"88",-27000,950000,20134,72,0,0,0,0
"89",-27000,958000,19838,74,0,0,0,0
"90",-27000,966000,19542,76,2,0,0,0
"91",-27000,974000,19246,73,2,0,0,0
"92",-27000,982000,18950,78,2,0,0,0
"93",-27000,990000,18654,72,0,0,0,0
"94",-27000,998000,18358,78,1,0,0,0
"95",-27000,1006000,18062,71,0,0,0,0
"96",-27000,1014000,17766,71,0,0,0,0
"97",-27000,1022000,17470,71,0,0,0,0
"98",-27000,1030000,17174,73,0,0,0,0
"99",-27000,1038000,16878,71,3,0,0,0
"100",-27000,1046000,16582,61,1,0,0,0
"101",-27000,1054000,16286,50,1,0,0,0
"102",-27000,1062000,15990,60,0,0,0,0
"103",-27000,1070000,15694,70,0,0,0,0
"104",-27000,1078000,15398,75,0,0,0,0
"105",-27000,1086000,15102,87,0,0,0,0
"106",-27000,1094000,14806,73,0,0,0,0
"107",-27000,1102000,14510,74,0,0,0,0
"108",-27000,1110000,14214,70,0,0,0,0
"109",-27000,1118000,13918,44,0,0,0,0
"110",-27000,1126000,13622,31,0,0,0,0
"111",-27000,1134000,13326,23,0,0,0,0
"112",-27000,1142000,13030,4,0,0,0,0
"113",-27000,1150000,12734,2,0,0,0,0
"114",-27000,1158000,12438,1,0,0,0,0
"115",-27000,1174000,11846,13,0,0,0,0
"116",-27000,1182000,11550,33,3,0,0,0
"117",-27000,1198000,10958,45,1,0,0,0
"118",-27000,1206000,10662,64,1,0,0,0
"119",-27000,1214000,10366,53,1,0,0,0
"120",-27000,1222000,10070,40,0,0,0,0
"121",-27000,1230000,9774,21,2,0,0,0
"122",-27000,1238000,9478,1,8,0,0,0
"123",-27000,1246000,9182,11,6,0,0,0
"124",-27000,1254000,8886,6,2,0,0,0
"125",-27000,1262000,8590,2,5,0,0,0
"126",-27000,1342000,5630,1,1,0,0,0
"127",-27000,1350000,5334,6,3,0,0,0
"128",-27000,1358000,5038,12,2,0,0,0
"129",-27000,1374000,4446,27,3,0,0,0
"130",-27000,1382000,4150,22,7,0,0,0
"131",-27000,1390000,3854,4,5,0,0,0
"132",-27000,1398000,3558,1,3,0,0,0
"133",-27000,1406000,3262,1,2,0,0,0
"134",-19000,846000,23983,2,0,0,0,0
"135",-19000,854000,23687,69,0,0,0,0
"136",-19000,862000,23391,74,0,0,0,0
"137",-19000,870000,23095,76,0,0,0,0
"138",-19000,878000,22799,73,0,0,0,0
"139",-19000,886000,22503,76,0,0,0,0
"140",-19000,894000,22207,74,0,0,0,0
"141",-19000,902000,21911,78,1,0,0,0
"142",-19000,910000,21615,79,0,0,0,0
"143",-19000,918000,21319,80,0,0,0,0
"144",-19000,926000,21023,81,0,0,0,0
"145",-19000,934000,20727,78,1,0,0,0
"146",-19000,942000,20431,76,0,0,0,0
"147",-19000,950000,20135,75,0,0,0,0
"148",-19000,958000,19839,75,0,0,0,0
"149",-19000,966000,19543,88,1,0,0,0
"150",-19000,974000,19247,74,2,0,0,0
"151",-19000,982000,18951,76,0,0,0,0
"152",-19000,990000,18655,73,1,0,0,0
"153",-19000,998000,18359,79,0,0,0,0
"154",-19000,1006000,18063,74,0,0,0,0
"155",-19000,1014000,17767,72,0,0,0,0
"156",-19000,1022000,17471,74,0,0,0,0
"157",-19000,1030000,17175,75,0,0,0,0
"158",-19000,1038000,16879,74,0,0,0,0
"159",-19000,1046000,16583,63,2,0,0,0
"160",-19000,1054000,16287,67,0,0,0,0
"161",-19000,1062000,15991,52,1,0,0,0
"162",-19000,1070000,15695,71,0,0,0,0
"163",-19000,1078000,15399,68,0,0,0,0
"164",-19000,1086000,15103,78,0,0,0,0
"165",-19000,1094000,14807,70,0,0,0,0
"166",-19000,1102000,14511,71,0,0,0,0
"167",-19000,1110000,14215,74,0,0,0,0
"168",-19000,1118000,13919,75,0,0,0,0
"169",-19000,1126000,13623,72,0,0,0,0
"170",-19000,1134000,13327,80,0,0,0,0
"171",-19000,1142000,13031,75,0,0,0,0
"172",-19000,1150000,12735,79,0,0,0,0
"173",-19000,1158000,12439,79,1,0,0,0
"174",-19000,1166000,12143,63,2,0,0,0
"175",-19000,1174000,11847,71,0,0,0,0
"176",-19000,1182000,11551,76,0,0,0,0
"177",-19000,1190000,11255,63,0,0,0,0
"178",-19000,1198000,10959,73,0,0,0,0
"179",-19000,1206000,10663,74,0,0,0,0
"180",-19000,1214000,10367,74,0,0,0,0
"181",-19000,1222000,10071,75,0,0,0,0
"182",-19000,1230000,9775,73,0,0,0,0
"183",-19000,1238000,9479,73,2,0,0,0
"184",-19000,1246000,9183,72,3,0,0,0
"185",-19000,1254000,8887,72,4,0,0,0
"186",-19000,1262000,8591,77,0,0,0,0
"187",-19000,1270000,8295,57,16,0,0,0
"188",-19000,1278000,7999,55,7,0,0,0
"189",-19000,1286000,7703,45,4,0,0,0
"190",-19000,1294000,7407,28,5,0,0,0
"191",-19000,1302000,7111,28,1,0,0,0
"192",-19000,1310000,6815,17,4,0,0,0
"193",-19000,1318000,6519,20,6,0,0,0
"194",-19000,1326000,6223,40,2,0,0,0
"195",-19000,1334000,5927,40,19,0,0,0
"196",-19000,1342000,5631,39,32,0,0,0
"197",-19000,1350000,5335,62,10,0,0,0
"198",-19000,1358000,5039,74,0,0,0,0
"199",-19000,1366000,4743,46,0,0,0,0
"200",-19000,1374000,4447,68,1,0,0,0
"201",-19000,1382000,4151,69,5,0,0,0
"202",-19000,1390000,3855,65,9,0,0,0
"203",-19000,1398000,3559,62,12,0,0,0
"204",-19000,1406000,3263,44,8,0,0,0
"205",-19000,1414000,2967,48,6,0,0,0
"206",-19000,1422000,2671,53,7,0,0,0
"207",-19000,1430000,2375,11,1,0,0,0
"208",-19000,1438000,2079,4,0,0,0,0
"209",-19000,1446000,1783,12,3,0,0,0
"210",-19000,1454000,1487,18,4,0,0,0
"211",-19000,1462000,1191,26,10,0,0,0
"212",-19000,1470000,895,11,9,0,0,0
"213",-11000,846000,23984,10,0,0,0,0
"214",-11000,854000,23688,74,0,0,0,0
"215",-11000,862000,23392,74,0,0,0,0
"216",-11000,870000,23096,75,0,0,0,0
"217",-11000,878000,22800,73,0,0,0,0
"218",-11000,886000,22504,73,0,0,0,0
"219",-11000,894000,22208,73,0,0,0,0
"220",-11000,902000,21912,75,1,0,0,0
"221",-11000,910000,21616,74,0,0,0,0
"222",-11000,918000,21320,72,0,0,0,0
"223",-11000,926000,21024,79,0,0,0,0
"224",-11000,934000,20728,72,3,0,0,0
"225",-11000,942000,20432,74,1,0,0,0
"226",-11000,950000,20136,71,2,0,0,0
"227",-11000,958000,19840,76,0,0,0,0
"228",-11000,966000,19544,80,1,0,0,0
"229",-11000,974000,19248,86,0,0,0,0
"230",-11000,982000,18952,73,0,0,0,0
"231",-11000,990000,18656,74,0,0,0,0
"232",-11000,998000,18360,77,0,0,0,0
"233",-11000,1006000,18064,76,0,0,0,0
"234",-11000,1014000,17768,74,0,0,0,0
"235",-11000,1022000,17472,76,0,0,0,0
"236",-11000,1030000,17176,74,0,0,0,0
"237",-11000,1038000,16880,60,0,0,0,0
"238",-11000,1046000,16584,70,0,0,0,0
"239",-11000,1054000,16288,73,0,0,0,0
"240",-11000,1062000,15992,75,0,0,0,0
"241",-11000,1070000,15696,81,0,0,0,0
"242",-11000,1078000,15400,80,0,0,0,0
"243",-11000,1086000,15104,86,0,0,0,0
"244",-11000,1094000,14808,79,0,0,0,0
"245",-11000,1102000,14512,72,0,0,0,0
"246",-11000,1110000,14216,69,0,0,0,0
"247",-11000,1118000,13920,67,0,0,0,0
"248",-11000,1126000,13624,74,0,0,0,0
"249",-11000,1134000,13328,79,0,0,0,0
"250",-11000,1142000,13032,75,0,0,0,0
"251",-11000,1150000,12736,83,0,0,0,0
"252",-11000,1158000,12440,73,0,0,0,0
"253",-11000,1166000,12144,74,0,0,0,0
"254",-11000,1174000,11848,75,0,0,0,0
"255",-11000,1182000,11552,76,0,0,0,0
"256",-11000,1190000,11256,75,0,0,0,0
"257",-11000,1198000,10960,70,2,1,0,0
"258",-11000,1206000,10664,76,0,0,0,0
"259",-11000,1214000,10368,74,0,0,0,0
"260",-11000,1222000,10072,75,0,0,0,0
"261",-11000,1230000,9776,74,2,0,0,0
"262",-11000,1238000,9480,72,5,0,0,0
"263",-11000,1246000,9184,75,0,0,0,0
"264",-11000,1254000,8888,74,0,0,0,0
"265",-11000,1262000,8592,80,1,0,0,0
"266",-11000,1270000,8296,70,7,0,0,0
"267",-11000,1278000,8000,77,0,0,0,0
"268",-11000,1286000,7704,74,1,0,0,0
"269",-11000,1294000,7408,74,0,0,0,0
"270",-11000,1302000,7112,79,0,0,0,0
"271",-11000,1310000,6816,72,1,0,0,0
"272",-11000,1318000,6520,75,0,0,0,0
"273",-11000,1326000,6224,72,1,0,0,0
"274",-11000,1334000,5928,58,15,0,0,0
"275",-11000,1342000,5632,67,6,0,0,0
"276",-11000,1350000,5336,76,0,0,0,0
"277",-11000,1358000,5040,74,0,0,0,0
"278",-11000,1366000,4744,72,0,0,0,0
"279",-11000,1374000,4448,73,0,0,0,0
"280",-11000,1382000,4152,74,0,0,0,0
"281",-11000,1390000,3856,73,0,0,0,0
"282",-11000,1398000,3560,73,1,0,0,0
"283",-11000,1406000,3264,74,0,0,0,0
"284",-11000,1414000,2968,74,0,0,0,0
"285",-11000,1422000,2672,77,0,0,0,0
"286",-11000,1430000,2376,75,1,0,0,0
"287",-11000,1438000,2080,73,2,0,0,0
"288",-11000,1446000,1784,70,5,0,0,0
"289",-11000,1454000,1488,73,0,0,0,0
"290",-11000,1462000,1192,74,0,0,0,0
"291",-11000,1470000,896,33,0,0,0,0
"292",-3000,846000,23985,23,0,0,0,0
"293",-3000,854000,23689,74,0,0,0,0
"294",-3000,862000,23393,73,0,0,0,0
"295",-3000,870000,23097,73,0,0,0,0
"296",-3000,878000,22801,74,0,0,0,0
"297",-3000,886000,22505,75,0,0,0,0
"298",-3000,894000,22209,75,0,0,0,0
"299",-3000,902000,21913,72,0,0,0,0
"300",-3000,910000,21617,73,0,0,0,0
"301",-3000,918000,21321,75,1,0,0,0
"302",-3000,926000,21025,78,0,0,0,0
"303",-3000,934000,20729,72,1,0,0,0
"304",-3000,942000,20433,69,4,0,0,0
"305",-3000,950000,20137,68,5,0,0,0
"306",-3000,958000,19841,74,0,0,0,0
"307",-3000,966000,19545,75,0,0,0,0
"308",-3000,974000,19249,79,0,0,0,0
"309",-3000,982000,18953,73,0,0,0,0
"310",-3000,990000,18657,75,0,0,0,0
"311",-3000,998000,18361,83,0,0,0,0
"312",-3000,1006000,18065,85,0,0,0,0
"313",-3000,1014000,17769,72,1,0,0,0
"314",-3000,1022000,17473,72,0,0,0,0
"315",-3000,1030000,17177,73,0,0,0,0
"316",-3000,1038000,16881,72,5,0,0,0
"317",-3000,1046000,16585,77,0,0,0,0
"318",-3000,1054000,16289,77,0,0,0,0
"319",-3000,1062000,15993,78,0,0,0,0
"320",-3000,1070000,15697,74,0,0,0,0
"321",-3000,1078000,15401,73,0,0,0,0
"322",-3000,1086000,15105,75,0,0,0,0
"323",-3000,1094000,14809,75,0,0,0,0
"324",-3000,1102000,14513,85,0,0,0,0
"325",-3000,1110000,14217,80,0,0,0,0
"326",-3000,1118000,13921,78,0,0,0,0
"327",-3000,1126000,13625,77,0,0,0,0
"328",-3000,1134000,13329,82,0,0,0,0
"329",-3000,1142000,13033,79,0,0,0,0
"330",-3000,1150000,12737,77,0,0,0,0
"331",-3000,1158000,12441,68,0,0,0,0
"332",-3000,1166000,12145,75,0,0,0,0
"333",-3000,1174000,11849,75,0,0,0,0
"334",-3000,1182000,11553,77,0,0,0,0
"335",-3000,1190000,11257,75,0,0,0,0
"336",-3000,1198000,10961,72,7,0,1,0
"337",-3000,1206000,10665,79,0,0,0,0
"338",-3000,1214000,10369,79,0,0,0,0
"339",-3000,1222000,10073,73,0,0,0,0
"340",-3000,1230000,9777,74,2,0,0,0
"341",-3000,1238000,9481,75,0,0,0,0
"342",-3000,1246000,9185,73,0,0,0,0
"343",-3000,1254000,8889,75,0,0,0,0
"344",-3000,1262000,8593,80,0,0,0,0
"345",-3000,1270000,8297,74,2,0,0,0
"346",-3000,1278000,8001,74,1,0,0,0
"347",-3000,1286000,7705,74,0,0,0,0
"348",-3000,1294000,7409,73,0,0,0,0
"349",-3000,1302000,7113,80,0,0,0,0
"350",-3000,1310000,6817,76,0,0,0,0
"351",-3000,1318000,6521,74,0,0,0,0
"352",-3000,1326000,6225,69,5,0,0,0
"353",-3000,1334000,5929,68,5,0,0,0
"354",-3000,1342000,5633,75,0,0,0,0
"355",-3000,1350000,5337,74,0,0,0,0
"356",-3000,1358000,5041,75,0,0,0,0
"357",-3000,1366000,4745,74,0,0,0,0
"358",-3000,1374000,4449,75,1,0,0,0
"359",-3000,1382000,4153,76,0,0,0,0
"360",-3000,1390000,3857,72,2,0,0,0
"361",-3000,1398000,3561,72,1,0,0,0
"362",-3000,1406000,3265,70,5,0,0,0
"363",-3000,1414000,2969,76,0,0,0,0
"364",-3000,1422000,2673,73,0,0,0,0
"365",-3000,1430000,2377,74,0,0,0,0
"366",-3000,1438000,2081,72,2,0,0,0
"367",-3000,1446000,1785,74,2,0,0,0
"368",-3000,1454000,1489,70,3,0,0,0
"369",-3000,1462000,1193,74,0,0,0,0
"370",-3000,1470000,897,21,0,0,0,0
"371",5000,846000,23986,35,0,0,0,0
"372",5000,854000,23690,72,0,0,0,0
"373",5000,862000,23394,74,0,0,0,0
"374",5000,870000,23098,74,0,0,0,0
"375",5000,878000,22802,75,0,0,0,0
"376",5000,886000,22506,74,0,0,0,0
"377",5000,894000,22210,75,0,0,0,0
"378",5000,902000,21914,75,0,0,0,0
"379",5000,910000,21618,71,3,0,0,0
"380",5000,918000,21322,72,1,0,0,0
"381",5000,926000,21026,75,0,0,0,0
"382",5000,934000,20730,71,1,0,0,0
"383",5000,942000,20434,75,0,0,0,0
"384",5000,950000,20138,72,1,0,0,0
"385",5000,958000,19842,74,0,0,0,0
"386",5000,966000,19546,75,0,0,0,0
"387",5000,974000,19250,78,0,0,0,0
"388",5000,982000,18954,75,0,0,0,0
"389",5000,990000,18658,79,0,0,0,0
"390",5000,998000,18362,73,0,0,0,0
"391",5000,1006000,18066,83,0,0,0,0
"392",5000,1014000,17770,75,0,0,0,0
"393",5000,1022000,17474,74,1,0,0,0
"394",5000,1030000,17178,80,0,0,0,0
"395",5000,1038000,16882,74,1,0,0,0
"396",5000,1046000,16586,73,0,0,0,0
"397",5000,1054000,16290,72,2,0,0,0
"398",5000,1062000,15994,81,0,0,0,0
"399",5000,1070000,15698,75,0,0,0,0
"400",5000,1078000,15402,76,0,0,0,0
"401",5000,1086000,15106,73,0,0,0,0
"402",5000,1094000,14810,74,0,0,0,0
"403",5000,1102000,14514,80,0,0,0,0
"404",5000,1110000,14218,75,0,0,0,0
"405",5000,1118000,13922,72,0,0,0,0
"406",5000,1126000,13626,73,0,0,0,0
"407",5000,1134000,13330,76,0,0,0,0
"408",5000,1142000,13034,80,1,0,0,0
"409",5000,1150000,12738,75,1,0,0,0
"410",5000,1158000,12442,77,0,0,0,0
"411",5000,1166000,12146,75,1,0,0,0
"412",5000,1174000,11850,78,0,0,0,0
"413",5000,1182000,11554,73,0,0,0,0
"414",5000,1190000,11258,79,0,0,0,0
"415",5000,1198000,10962,75,0,0,0,0
"416",5000,1206000,10666,73,1,0,0,0
"417",5000,1214000,10370,74,0,0,0,0
"418",5000,1222000,10074,78,2,0,0,0
"419",5000,1230000,9778,79,1,0,0,0
"420",5000,1238000,9482,90,0,0,0,0
"421",5000,1246000,9186,81,0,0,0,0
"422",5000,1254000,8890,86,0,0,0,0
"423",5000,1262000,8594,85,0,0,0,0
"424",5000,1270000,8298,76,7,0,0,0
"425",5000,1278000,8002,74,0,0,0,0
"426",5000,1286000,7706,74,0,0,0,0
"427",5000,1294000,7410,79,0,0,0,0
"428",5000,1302000,7114,74,0,0,0,0
"429",5000,1310000,6818,73,0,0,0,0
"430",5000,1318000,6522,74,0,0,0,0
"431",5000,1326000,6226,65,13,0,0,0
"432",5000,1334000,5930,76,0,0,0,0
"433",5000,1342000,5634,73,0,0,0,0
"434",5000,1350000,5338,72,0,0,0,0
"435",5000,1358000,5042,75,0,0,0,0
"436",5000,1366000,4746,74,0,0,0,0
"437",5000,1374000,4450,71,1,0,0,0
"438",5000,1382000,4154,73,0,0,0,0
"439",5000,1390000,3858,69,4,0,0,0
"440",5000,1398000,3562,70,3,0,0,0
"441",5000,1406000,3266,74,0,0,0,0
"442",5000,1414000,2970,78,0,0,0,0
"443",5000,1422000,2674,74,0,0,0,0
"444",5000,1430000,2378,70,0,0,0,0
"445",5000,1438000,2082,66,11,0,0,0
"446",5000,1446000,1786,71,4,0,0,0
"447",5000,1454000,1490,72,3,0,0,0
"448",5000,1462000,1194,71,4,0,0,0
"449",5000,1470000,898,8,0,0,0,0
"450",13000,846000,23987,43,0,0,0,0
"451",13000,854000,23691,75,0,0,0,0
"452",13000,862000,23395,72,0,0,0,0
"453",13000,870000,23099,73,0,0,0,0
"454",13000,878000,22803,74,0,0,0,0
"455",13000,886000,22507,76,0,0,0,0
"456",13000,894000,22211,74,0,0,0,0
"457",13000,902000,21915,74,0,0,0,0
"458",13000,910000,21619,74,1,0,0,0
"459",13000,918000,21323,72,5,0,0,0
"460",13000,926000,21027,75,0,0,0,0
"461",13000,934000,20731,72,1,0,0,0
"462",13000,942000,20435,72,1,0,0,0
"463",13000,950000,20139,74,0,0,0,0
"464",13000,958000,19843,76,0,0,0,0
"465",13000,966000,19547,75,0,0,0,0
"466",13000,974000,19251,81,0,0,0,0
"467",13000,982000,18955,72,0,0,0,0
"468",13000,990000,18659,73,0,0,0,0
"469",13000,998000,18363,84,0,0,0,0
"470",13000,1006000,18067,76,1,0,0,0
"471",13000,1014000,17771,72,4,0,0,0
"472",13000,1022000,17475,74,0,0,0,0
"473",13000,1030000,17179,81,0,0,0,0
"474",13000,1038000,16883,73,0,0,0,0
"475",13000,1046000,16587,75,0,0,0,0
"476",13000,1054000,16291,74,0,0,0,0
"477",13000,1062000,15995,81,0,0,0,0
"478",13000,1070000,15699,75,0,0,0,0
"479",13000,1078000,15403,74,0,0,0,0
"480",13000,1086000,15107,76,0,0,0,0
"481",13000,1094000,14811,73,0,0,0,0
"482",13000,1102000,14515,79,0,0,0,0
"483",13000,1110000,14219,73,0,0,0,0
"484",13000,1118000,13923,75,0,0,0,0
"485",13000,1126000,13627,75,0,0,0,0
"486",13000,1134000,13331,75,0,0,0,0
"487",13000,1142000,13035,79,0,0,0,0
"488",13000,1150000,12739,74,1,0,0,0
"489",13000,1158000,12443,66,16,0,0,0
"490",13000,1166000,12147,62,15,0,0,0
"491",13000,1174000,11851,51,24,0,0,0
"492",13000,1182000,11555,66,8,0,0,0
"493",13000,1190000,11259,59,18,0,0,0
"494",13000,1198000,10963,53,31,0,0,0
"495",13000,1206000,10667,60,16,0,0,0
"496",13000,1214000,10371,54,20,0,0,0
"497",13000,1222000,10075,64,7,0,0,0
"498",13000,1230000,9779,74,0,0,0,0
"499",13000,1238000,9483,78,3,0,0,0
"500",13000,1246000,9187,75,0,0,0,0
"501",13000,1254000,8891,81,5,0,0,0
"502",13000,1262000,8595,62,0,0,0,0
"503",13000,1270000,8299,70,5,0,0,0
"504",13000,1278000,8003,76,0,0,0,0
"505",13000,1286000,7707,74,0,0,0,0
"506",13000,1294000,7411,77,1,0,0,0
"507",13000,1302000,7115,70,2,0,0,0
"508",13000,1310000,6819,76,0,0,0,0
"509",13000,1318000,6523,74,0,0,0,0
"510",13000,1326000,6227,65,6,0,0,0
"511",13000,1334000,5931,67,6,0,0,0
"512",13000,1342000,5635,79,0,0,0,0
"513",13000,1350000,5339,75,1,0,0,0
"514",13000,1358000,5043,75,0,0,0,0
"515",13000,1366000,4747,73,1,0,0,0
"516",13000,1374000,4451,73,0,0,0,0
"517",13000,1382000,4155,73,0,0,0,0
"518",13000,1390000,3859,75,0,0,0,0
"519",13000,1398000,3563,70,4,0,0,0
"520",13000,1406000,3267,75,0,0,0,0
"521",13000,1414000,2971,75,2,0,0,0
"522",13000,1422000,2675,70,3,0,0,0
"523",13000,1430000,2379,73,3,0,0,0
"524",13000,1438000,2083,58,15,0,0,0
"525",13000,1446000,1787,71,5,0,0,0
"526",13000,1454000,1491,46,39,0,0,0
"527",13000,1462000,1195,48,41,0,0,0
"528",21000,846000,23988,55,0,0,0,0
"529",21000,854000,23692,79,0,0,0,0
"530",21000,862000,23396,82,0,0,0,0
"531",21000,870000,23100,81,0,0,0,0
"532",21000,878000,22804,81,1,0,0,0
"533",21000,886000,22508,84,0,0,0,0
"534",21000,894000,22212,76,0,0,0,0
"535",21000,902000,21916,75,0,0,0,0
"536",21000,910000,21620,73,1,0,0,0
"537",21000,918000,21324,75,1,0,0,0
"538",21000,926000,21028,76,0,0,0,0
"539",21000,934000,20732,80,0,0,0,0
"540",21000,942000,20436,78,0,0,0,0
"541",21000,950000,20140,81,0,0,0,0
"542",21000,958000,19844,78,0,0,0,0
"543",21000,966000,19548,77,0,0,0,0
"544",21000,974000,19252,77,0,0,0,0
"545",21000,982000,18956,73,1,0,0,0
"546",21000,990000,18660,73,0,0,0,0
"547",21000,998000,18364,76,1,0,0,0
"548",21000,1006000,18068,69,6,0,0,0
"549",21000,1014000,17772,70,4,0,0,0
"550",21000,1022000,17476,74,2,0,0,0
"551",21000,1030000,17180,81,1,0,0,0
"552",21000,1038000,16884,75,0,0,0,0
"553",21000,1046000,16588,75,0,0,0,0
"554",21000,1054000,16292,75,0,0,0,0
"555",21000,1062000,15996,80,0,0,0,0
"556",21000,1070000,15700,74,0,0,0,0
"557",21000,1078000,15404,74,0,0,0,0
"558",21000,1086000,15108,74,0,0,0,0
"559",21000,1094000,14812,73,0,0,0,0
"560",21000,1102000,14516,79,1,0,0,0
"561",21000,1110000,14220,75,0,0,0,0
"562",21000,1118000,13924,73,2,0,0,0
"563",21000,1126000,13628,71,2,0,0,0
"564",21000,1134000,13332,79,1,0,0,0
"565",21000,1142000,13036,68,8,0,0,0
"566",21000,1150000,12740,64,12,0,0,0
"567",21000,1158000,12444,49,36,0,0,0
"568",21000,1166000,12148,45,49,0,0,0
"569",21000,1174000,11852,24,53,1,0,0
"570",21000,1182000,11556,31,46,0,0,0
"571",21000,1190000,11260,47,30,0,0,0
"572",21000,1198000,10964,39,48,0,0,0
"573",21000,1206000,10668,61,18,0,0,0
"574",21000,1214000,10372,20,40,0,0,0
"575",21000,1222000,10076,48,32,0,0,0
"576",21000,1230000,9780,73,4,0,0,0
"577",21000,1238000,9484,84,1,0,0,0
"578",21000,1246000,9188,75,2,0,0,0
"579",21000,1254000,8892,65,0,0,0,0
"580",21000,1262000,8596,2,1,0,0,0
"581",21000,1270000,8300,41,32,0,0,0
"582",21000,1278000,8004,68,6,0,0,0
"583",21000,1286000,7708,74,0,0,0,0
"584",21000,1294000,7412,60,20,0,0,0
"585",21000,1302000,7116,68,10,0,0,0
"586",21000,1310000,6820,73,0,0,0,0
"587",21000,1318000,6524,73,0,0,0,0
"588",21000,1326000,6228,75,0,0,0,0
"589",21000,1334000,5932,66,10,0,0,0
"590",21000,1342000,5636,66,8,0,0,0
"591",21000,1350000,5340,81,3,0,0,0
"592",21000,1358000,5044,78,0,0,0,0
"593",21000,1366000,4748,78,0,0,0,0
"594",21000,1374000,4452,74,0,0,0,0
