Source,OBJECTID,STATS_,NAME,Tree,DBH,POINT_X,POINT_Y
MortonArboretum,259,394.00000000000,Ash,Ashes,9,-88.01022367200,41.67608269200
MortonArboretum,317,458.00000000000,Ash,Ashes,8,-87.98017409600,41.68574206400
MortonArboretum,372,574.00000000000,Ash,Ashes,8,-87.98929506400,42.03658183200
MortonArboretum,385,607.00000000000,Ash,Ashes,12,-87.77153618500,42.07247809800
MortonArboretum,441,678.00000000000,Ash,Ashes,10,-87.71272031400,42.07889303000
MortonArboretum,443,680.00000000000,Ash,Ashes,10,-87.71265485800,42.07888443100
MortonArboretum,466,703.00000000000,Ash,Ashes,12,-87.72794821400,42.03349101600
MortonArboretum,470,707.00000000000,Ash,Ashes,12,-87.72754610200,42.04795777000
MortonArboretum,473,710.00000000000,Ash,Ashes,10,-87.72754493500,42.05522138700
MortonArboretum,484,721.00000000000,Ash,Ashes,12,-87.74808318000,42.01185874300
MortonArboretum,499,770.00000000000,Ash,Ashes,14,-87.78986423500,42.13069133300
MortonArboretum,624,943.00000000000,Ash,Ashes,16,-87.78963529100,42.15264275500
MortonArboretum,626,946.00000000000,Ash,Ashes,12,-87.78985524900,42.13771607800
MortonArboretum,627,947.00000000000,Ash,Ashes,12,-87.78978262200,42.13777511800
MortonArboretum,628,948.00000000000,Ash,Ashes,12,-87.78975254100,42.13778883500
MortonArboretum,632,953.00000000000,Ash,Ashes,12,-87.77000936200,42.15228450500
MortonArboretum,634,956.00000000000,Ash,Ashes,10,-87.77008628900,42.14513218200
MortonArboretum,658,990.00000000000,Ash,Ashes,12,-87.78994657200,42.12321094400
MortonArboretum,659,991.00000000000,Ash,Ashes,10,-87.79009243700,42.12320543600
MortonArboretum,697,1044.00000000000,Ash,Ashes,24,-87.88743838900,42.10964980900
MortonArboretum,703,1054.00000000000,Ash,Ashes,18,-87.79013520600,42.11628401200
MortonArboretum,704,1055.00000000000,Ash,Ashes,10,-87.79026903000,42.11631461200
MortonArboretum,709,1062.00000000000,Ash,Ashes,10,-87.78052972100,42.10866731300
MortonArboretum,710,1063.00000000000,Ash,Ashes,8,-87.78052267800,42.10858630400
MortonArboretum,725,1084.00000000000,Ash,Ashes,15,-87.71249164800,42.09326848900
MortonArboretum,760,1134.00000000000,Ash,Ashes,18,-87.88786717200,42.08051653200
MortonArboretum,773,1155.00000000000,Ash,Ashes,12,-87.77146694600,42.07953759100
MortonArboretum,774,1156.00000000000,Ash,Ashes,12,-87.77147041500,42.07963663700
MortonArboretum,778,1161.00000000000,Ash,Ashes,8,-87.76176786600,42.07953484100
MortonArboretum,785,1170.00000000000,Ash,Ashes,12,-87.74208885200,42.07938666800
MortonArboretum,789,1176.00000000000,Ash,Ashes,10,-87.73210834500,42.07917979900
MortonArboretum,791,1178.00000000000,Ash,Ashes,8,-87.73206564100,42.07921159400
MortonArboretum,792,1179.00000000000,Ash,Ashes,10,-87.73218483400,42.07926036700
MortonArboretum,802,1194.00000000000,Ash,Ashes,20,-87.69328096100,42.07867810000
MortonArboretum,805,1197.00000000000,Ash,Ashes,15,-87.69339368200,42.07879450000
MortonArboretum,817,1216.00000000000,Ash,Ashes,12,-87.77160003000,42.06507432900
MortonArboretum,940,1401.00000000000,Ash,Ashes,16,-87.78608008900,42.04101302500
MortonArboretum,945,1407.00000000000,Ash,Ashes,12,-87.78615198900,42.03368760900
MortonArboretum,957,1425.00000000000,Ash,Ashes,8,-87.78683164100,42.01191177200
MortonArboretum,964,1434.00000000000,Ash,Ashes,8,-87.77680489400,42.02638136900
MortonArboretum,970,1442.00000000000,Ash,Ashes,8,-87.76625902600,42.05540060000
MortonArboretum,988,1466.00000000000,Ash,Ashes,10,-87.75796968100,42.01192163800
MortonArboretum,1003,1487.00000000000,Ash,Ashes,20,-87.74809214400,42.00454549400
MortonArboretum,1005,1490.00000000000,Ash,Ashes,18,-87.74814258800,41.99746966000
MortonArboretum,1011,1498.00000000000,Ash,Ashes,10,-87.78762386700,41.99735550700
MortonArboretum,1015,1505.00000000000,Ash,Ashes,10,-87.74642026100,41.98266044200
MortonArboretum,1016,1506.00000000000,Ash,Ashes,12,-87.74622596800,41.98278780000
MortonArboretum,1021,1513.00000000000,Ash,Ashes,12,-87.72864530300,41.99010700400
MortonArboretum,1028,1524.00000000000,Ash,Ashes,12,-87.72871241300,42.00455765100
MortonArboretum,1063,1575.00000000000,Ash,Ashes,10,-87.70918980800,42.00021006000
MortonArboretum,1091,1617.00000000000,Ash,Ashes,10,-87.72828179400,41.98269315600
MortonArboretum,1095,1623.00000000000,Ash,Ashes,10,-87.72812150500,41.97548796900
MortonArboretum,1096,1624.00000000000,Ash,Ashes,5,-87.72810052100,41.97553313600
