PointX,PointY,TownRangPM,entry_id,timestamp,reader_initials,surveyor_name,volume,page,year,state,hubtack_county,baseline,meridian,township,townshipdir,rangenum,rangedir,sectiona,sectionb,interiorsection,interiordir,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescode,verbatim1,L1.tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciescode2,verbatim2,L1.tree2,diameter2,bearing2,degrees2,bearingdir2,chainstree2,species3,speciescode3,verbatim3,L1.tree3,bearing3,degrees3,bearingdir3,chainstree3,species4,speciescode4,verbatim4,L1.tree4,diameter4,bearing4,degrees4,bearingdir4,chainstree4,ecotype,ecotypenotes,ecotype2,ecotypenotes2,ecotype3,ecotypenotes3,feature,featurenotes,timbernotes,understorynotes,landnotes,landnotesvb,generalnotes,recheck,reason,fixed
-89.31037497,40.09190422,19N2W3,419574,6/7/2013 14:35,nfantozz,Daniel Walden Dyer,125,121,1822,IL,Logan,3,3,19,N,2,W,35,36,,,600100,N,N,40,(1/4) Section,600140,White Oak,WO,W Oak,W Oak,18,N,56,E,24,White Oak,WO,do,W Oak,12,S,53,W,40,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.31037497,40.09190422,19N2W3,419688,6/7/2013 14:41,nfantozz,Daniel Miller,123,112,1822,IL,Logan,3,3,19,N,2,W,,,34,S,400100,E,Y,40,(1/4) Section,440100,White Oak,WO,W Oak,W Oak,18,N,31,E,41,White Oak,WO,do,W Oak,24,S,11,W,38,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.31037497,40.09190422,19N2W3,419689,6/7/2013 14:41,nfantozz,Daniel Miller,123,112,1822,IL,Logan,3,3,19,N,2,W,,,34,S,400100,E,Y,80,Section,500100,White Oak,WO,W Oak,W Oak,24,N,21,E,51,White Oak,WO,do,W Oak,18,N,9,W,67,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.97216985,39.83266132,16N2E3,415476,1/31/2013 16:02,ahamlin,Wharton Rector,207,7,1822,IL,Macon,3,3,16,N,2,E,,,36,E,700100,N,N,80,Section,700200,White Oak,WO,w oak,w oak,18,S,40,W,36,White Oak,WO,do,w oak,20,N,70,E,4,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"2nd,Prairie,Rolling,",,,,,
-88.97216985,39.83266132,16N2E3,415479,1/31/2013 16:05,ahamlin,Wharton Rector,207,8,1822,IL,Macon,3,3,16,N,2,E,,,25,E,700200,N,N,80,Section,700300,White Oak,WO,w oak,w oak,10,N,49,W,58,White Oak,WO,do,w oak,11,S,57,E,24,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"1st,Rolling,",,,,,
-88.97216985,39.83266132,16N2E3,415481,1/31/2013 16:08,ahamlin,Wharton Rector,207,9,1822,IL,Macon,3,3,16,N,2,E,,,24,E,700300,N,N,80,Section,700400,White Oak,WO,w oak,w oak,11,N,40,W,7,White Oak,WO,do,w oak,20,S,86,W,14,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"1st,Rolling,",,,,,
-88.74564924,39.9237966,17N4E3,422456,6/26/2013 10:41,wchronis,T. L. Bean,209,113,1822,IL,Macon,3,3,17,N,4,E,7,8,,,200500,N,N,40,(1/4) Section,200540,White Oak,WO,w oak,w oak,16,S,38,W,63,White Oak,WO,do,w oak,18,S,25,E,38,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.74564924,39.9237966,17N4E3,422440,6/26/2013 10:14,wchronis,T. L. Bean,209,102,1822,IL,Macon,3,3,17,N,4,E,8,9,,,300500,N,N,40,(1/4) Section,300540,White Oak,WO,w oak,w oak,12,S,34,E,25,White Oak,WO,do,w oak,17,N,32,W,54,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.74564924,39.9237966,17N4E3,422439,6/26/2013 10:12,wchronis,T. L. Bean,209,101,1822,IL,Macon,3,3,17,N,4,E,9,16,,,400500,W,Y,39.94,(1/4) Section,340500,White Oak,WO,w oak,w oak,20,S,3,E,20,White Oak,WO,do,w oak,24,N,52,W,20,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.70832622,40.72972465,26N12W2,416896,2/18/2013 9:11,zvolenec,"WJ Hamilton, Elias Rector ",224,208,1822,IL,Iroquois ,2,2,26,N,12,W,32,33,,,300100,N,N,80,Section,300200,White Oak,WO,W oak,W oak,14,N,66,E,58,White Oak,WO,W oak,W oak,20,N,70,W,157,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Rolling,Sandy,",,,,,
-89.3214469,40.35377291,22N2W3,424877,7/24/2013 11:36,wchronis,P. W. January,132,23,1823,IL,Tazewell,3,3,22,N,2,W,,,35,S,600100,W,Y,80,Section,500100,White Oak,WO,W oak,W oak,18,N,25,88888,28,Black Oak,BO,B oak,B oak,15,N,30,W,70,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.3214469,40.35377291,22N2W3,424755,7/23/2013 11:14,wchronis,P. W. January,132,303,1823,IL,Tazewell,3,3,22,N,2,W,23,26,,,600300,W,Y,40.1,(1/4) Section,540300,White Oak,WO,w oak,w oak,18,S,70,W,83,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"2nd,Prairie,Rich,",,,,,
-89.3214469,40.35377291,22N2W3,424790,7/23/2013 15:03,wchronis,P. W. January,132,324,1823,IL,Tazewell,3,3,22,N,2,W,28,29,,,300200,N,N,80,Section,300300,White Oak,WO,W oak,W oak,18,N,75,E,53,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"2nd,",,,,,
-89.3214469,40.35377291,22N2W3,424872,7/24/2013 11:03,wchronis,P. W. January,132,21,1823,IL,Tazewell,3,3,22,N,2,W,,,33,S,400100,W,Y,40,(1/4) Section,340100,White Oak,WO,w oak,w oak,20,N,58,W,14,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.3214469,40.35377291,22N2W3,424804,7/23/2013 15:16,wchronis,P. W. January,132,326,1823,IL,Tazewell,3,3,22,N,2,W,20,21,,,300300,N,N,80,Section,300400,White Oak,WO,W oak,W oak,15,N,88888,E,83,White Oak,WO,Do,W oak,15,S,18,W,46,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"brushy,WoodLand,",,,,,
-89.43853705,40.61458682,25N3W3,402837,1/17/2013 16:22,gblad,Hampdon Lane,111,7,1823,IL,Tazewell,3,3,25,N,3,W,,,36,S,700100,W,Y,40,(1/4) Section,640100,White Oak,WO,w oak,w oak,24,N,77,E,74,White Oak,WO,do,w oak,18,N,50,W,78,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,set 1/4 sec post on true line,,,,,recorded for north boundary of 24 N 3 W,,,
-88.63119678,40.52959814,24N5E3,405368,3/25/2013 12:46,Ievans,E. Rector,231,190,1824,IL,Mclean,3,3,24,N,5,E,5,6,,,200600,N,N,79.17,Section,200700,White Oak,WO,W oak,W oak,24,S,40,W,90,Red Oak,RO,R oak,R oak,30,S,99999,E,63,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,W and B oak Lynn Hick,,,land rolling 2nd rate ,int township line 137 links W of corner ,,,
-88.86314513,40.3558794,22N3E3,417899,3/1/2013 17:05,ahamlin,Beau Greenup,228,185,1824,IL,Mclean,3,3,22,N,3,E,7,8,,,200500,N,N,80,Section,200600,White Oak,WO,w oak,w oak,18,S,47,W,25,White Oak,WO,do,w oak,36,N,12,E,83,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Rolling,GoodSoil,",,,,,
-90.520483,41.37023013,16N1W4,416236,2/8/2013 16:40,ahamlin,W. W. Rees,322,57,1829,IL,Rock Island,4,4,16,N,1,W,19,30,,,200300,W,N,40,(1/4) Section,140300,White Oak,WO,w oak,w oak,15,S,86,W,46,Black Oak,BO,b oak,b oak,18,N,64,E,15,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-90.520483,41.37023013,16N1W4,416226,2/8/2013 16:27,ahamlin,W. W. Rees,322,50,1829,IL,Rock Island,4,4,16,N,1,W,17,20,,,300400,W,Y,40,(1/4) Section,240400,White Oak,WO,w oak,w oak,16,S,42,W,148,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.96820729,38.42329993,1S14W2,1378,6/21/2012 10:57,gblad,David Littirans,2,14,1807,IL,Wabash,2,2,1,S,14,W,,,33,S,400100,W,N,80,Section,300100,White Oak,WO,w oak ,w oak ,15,N,29,W,115,Ash,AX,ash,ash,15,N,60,E,88,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,oak ,grass,"2nd,",NULL,second rate land timber oak undergrowth grass,,,
-87.96820729,38.42329993,1S14W2,1281,6/21/2012 16:51,gblad,David Littirans,2,9,1807,IL,Wabash,2,2,1,S,14,W,14,15,,,500400,N,N,80,Section,500500,White Oak,WO,w oak ,w oak ,48,S,57,E,70,Ash,AX,ash ,ash ,14,N,42,W,75,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,oak,,"FitForCultivation,",NULL,good farming land timber oak,,,
-87.96820729,38.42329993,1S14W2,1321,6/21/2012 16:51,gblad,David Littirans,2,11,1807,IL,Wabash,2,2,1,S,14,W,27,28,,,400200,N,N,80,Section,400300,White Oak,WO,w oak ,w oak ,24,N,61,E,57,Ash,AX,ash ,ash ,14,S,81,W,24,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,oak,hazle,"FitForCultivation,",NULL,good farming land timber oak and undergrowth hazle,,,
-87.96820729,38.42329993,1S14W2,1495,7/14/2012 19:12,gblad,David Littirans,2,20,1807,IL,Wabash,2,2,1,S,14,W,,,7,W,100500,N,N,80,Section,100600,White Oak,WO,w oak ,w oak ,20,S,19,E,106,B Oak,BO,B oak ,B oak ,18,N,26,W,14,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,oak,,"2nd,",NULL,2nd rate land timber oak ,,,
-87.96820729,38.42329993,1S14W2,1228,1/8/2013 18:07,gblad,David Littirans,2,6,1807,IL,Wabash,2,2,1,S,14,W,13,14,,,600400,N,N,40,(1/4) Section,600440,White Oak,WO,w oak ,w oak ,18,S,67,E,29,Elm,EL,Elm,Elm,20,N,63,W,31,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1438,6/21/2012 10:57,gblad,David Littirans,2,18,1807,IL,Wabash,2,2,1,S,14,W,,,32,S,300100,W,N,80,Section,200100,White Oak,WO,w oak ,w oak ,18,N,48.5,E,198,Elm,EL,Elm,Elm,12,N,44,W,114,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,"oak, hickory",,"2nd,",NULL,second rate land timber oak and hickory,,,
-87.96820729,38.42329993,1S14W2,1203,7/14/2012 19:12,gblad,David Littirans,2,4,1807,IL,Wabash,2,2,1,S,14,W,25,26,,,600200,N,N,80,Section,600300,White Oak,WO,w oak ,w oak ,15,S,52,E,38,Gum,GN,gum,gum,20,N,50,W,62,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,"gum, hickory","briars, grass","2nd,",NULL,second rate land timber gum hickory and undergrowth briars grass and (swampy) or wet,,,
-87.96820729,38.42329993,1S14W2,1393,3/22/2013 10:59,gblad,David Littirans,2,15,1807,IL,Wabash,2,2,1,S,14,W,28,33,,,400200,W,Y,40.5,(1/4) Section,340200,White Oak,WO,w oak ,w oak ,22,S,1,E,60,Hickory,HI,hickory,hickory,7,N,33,W,47,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,"Prairie,Rolling,",NULL,,,,
-87.96820729,38.42329993,1S14W2,1447,1/8/2013 18:07,gblad,David Littirans,2,18,1807,IL,Wabash,2,2,1,S,14,W,,,31,S,200100,W,N,40,(1/4) Section,140100,White Oak,WO,w oak ,w oak ,18,N,38.5,E,850,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1158,1/8/2013 18:07,gblad,David Littirans,2,2,1807,IL,Wabash,2,2,1,S,14,W,,,1,E,700600,N,N,40,(1/4) Section,700640,White Oak,WO,w oak ,w oak ,18,N,82,W,179,W Oak,WO,w oak,w oak,20,S,21,E,53,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1150,3/23/2013 13:19,gblad,David Littirans,2,1,1807,IL,Wabash,2,2,1,S,14,W,,,12,E,700500,N,N,40,(1/4) Section,700540,White Oak,WO,w oak ,w oak ,18,W,0,NA,18,W Oak,WO,w oak,w oak,4,S,42.5,E,20,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1221,1/8/2013 18:07,gblad,David Littirans,2,5,1807,IL,Wabash,2,2,1,S,14,W,13,24,,,700400,W,Y,39.36,(1/4) Section,640400,White Oak,WO,w oak ,w oak ,24,S,29,E,29,W Oak,WO,w oak ,w oak ,24,N,70,W,81,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1207,1/8/2013 18:07,gblad,David Littirans,2,4,1807,IL,Wabash,2,2,1,S,14,W,24,25,,,700300,W,Y,40.08,(1/4) Section,640300,White Oak,WO,w oak ,w oak ,18,N,45,E,51,White Oak,WO,w oak ,w oak ,20,S,62.5,W,38,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1189,1/8/2013 18:07,gblad,David Littirans,2,3,1807,IL,Wabash,2,2,1,S,14,W,25,36,,,700200,W,Y,40.15,(1/4) Section,640200,White Oak,WO,w oak ,w oak ,6,N,61.5,W,25,W Oak,WO,w oak ,w oak ,24,S,87,E,26,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1563,7/14/2012 17:29,gblad,David Littirans,2,22,1807,IL,Wabash,2,2,1,S,14,W,29,30,,,200200,N,N,80,Section,200300,White Oak,WO,w oak ,w oak ,24,S,10,W,16,W Oak,WO,w oak ,w oak ,18,N,99999,99999,50,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,"oak, hickory","oak, hickory","2nd,",NULL,second rate land timber oak hickory and undergrowth same,,,
-87.96820729,38.42329993,1S14W2,1551,1/8/2013 18:07,gblad,David Littirans,2,22,1807,IL,Wabash,2,2,1,S,14,W,29,32,,,300200,W,Y,40.22,(1/4) Section,240200,White Oak,WO,w oak ,w oak ,20,N,6,E,47,W Oak,WO,w oak ,w oak ,20,S,38,W,47,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,This entry occurs at 40.22 1/2 chains,,,
-87.96820729,38.42329993,1S14W2,1511,1/8/2013 18:07,gblad,David Littirans,2,21,1807,IL,Wabash,2,2,1,S,14,W,31,32,,,200100,N,N,40,(1/4) Section,200140,White Oak,WO,w oak ,w oak ,18,S,71,E,404,White Oak,WO,w oak ,w oak ,20,S,78,W,756,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1514,6/21/2012 10:57,gblad,David Littirans,2,21,1807,IL,Wabash,2,2,1,S,14,W,31,32,,,200100,N,N,80,Section,200200,White Oak,WO,w oak ,w oak ,24,N,54.5,W,424,White Oak,WO,w oak ,w oak ,18,N,41.5,E,332,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,"2nd,Prarie,",NULL,2nd rate prairie,,,
-87.96820729,38.42329993,1S14W2,1299,6/21/2012 16:51,gblad,David Littirans,2,10,1807,IL,Wabash,2,2,1,S,14,W,33,34,,,400100,N,N,80,Section,400200,White Oak,WO,w oak ,w oak ,18,S,54,E,20,White Oak,WO,w oak ,w oak ,20,N,26,W,33,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,oak ,grass,"FitForCultivation,",NULL,over good farming land timber oak and undergrowth ...,,,
-87.96820729,38.42329993,1S14W2,1173,1/8/2013 18:07,gblad,David Littirans,2,3,1807,IL,Wabash,2,2,1,S,14,W,35,36,,,600100,N,N,40,(1/4) Section,600140,White Oak,WO,w oak ,w oak ,18,N,68,E,19,W Oak,WO,w oak ,w oak ,18,N,72,W,11,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-88.64402363,38.34280992,2S5E3,413634,8/9/2013 17:34,cmattiso,Charles Lockhart,80,172,1815,IL,Wayne,3,3,2,S,5,E,17,18,,,200400,N,N,80,Section,200500,White Oak,WO,W oak ,W oak ,14,S,28,W,54,Black Oak,BO,B oak,B oak,16,N,28,E,13,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,"set a post corner of sections 7, 8, 17 & 18 ",,,,,,,,
-90.97029045,40.14956413,2N5W4,420054,4/15/2013 14:44,nfantozz,Levi Pyyott,269,78,1816,IL,Adams,4,4,2,N,5,W,,,36,E,700100,N,N,80,Section,700200,White Oak,WO,W Oak ,W Oak ,16,N,80,E,12,Black Oak,BO,B Oak,B Oak,9,N,75,W,26,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Rolling,Rich,",,,,,
-90.97029045,40.14956413,2N5W4,420056,4/15/2013 14:45,nfantozz,Levi Pyyott,269,79,1816,IL,Adams,4,4,2,N,5,W,,,25,E,700200,N,N,80,Section,700300,White Oak,WO,W Oak ,W Oak ,10,S,80,W,18,White Oak,WO,Do,W Oak ,6,N,85,E,8,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Level,Rich,",,,,,
-90.97281485,39.88773965,2S5W4,419821,5/16/2013 16:48,nfantozz,John McDonald,262,148,1817,IL,Adams,4,4,2,S,5,W,1,12,,,700600,W,Y,39.42,(1/4) Section,640600,White Oak,WO,W Oak ,W Oak ,9,S,52,E,57,White Oak,WO,W Oak,W Oak,8,N,8,W,49,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.9714539,39.39080418,11N2E3,421323,6/13/2013 15:30,ahamlin,William J Hamilton,168,55,1820,IL,Shelby,3,3,11,N,2,E,,,31,S,100100,E,Y,23.81,(1/4) Section,140100,White Oak,WO,w oak ,w oak ,14,S,15,W,44,White Oak,WO,do,w oak ,20,S,0,E,59,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.84010265,39.22168639,9N13W2,419029,3/27/2013 12:44,wchronis,T. W. Thruston,189,228,1821,IL,Clark,2,2,9,N,13,W,3,10,,,500600,W,Y,40.82,(1/4) Section,440600,White Oak,WO,W. O.,W. O.,13,S,34,W,36,Hickory,HI,Hickory,Hickory,10,N,36.5,E,49,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.84010265,39.22168639,9N13W2,419424,5/30/2013 17:09,wchronis,T. W. Thruston,189,253,1821,IL,Clark,2,2,9,N,13,W,7,8,,,200500,N,N,40,(1/4) Section,200540,White Oak,WO,W. O.,W. O.,15,N,60.75,W,17,White Oak,WO,W. oak,W. oak,20,S,86,E,90,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.5411684,37.73147719,9S6E3,418511,3/21/2013 23:08,cmattiso,Augustus Stone,62,214,1806,IL,Saline,3,3,9,S,6,E,35,36,,,600100,N,N,80,Section,600200,White Oak,WO,w. o. ,w. o. ,5,N,75,E,21,88888,88888,hof,88888,12,N,88888,W,13,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,section post ,,,,,,,,
-89.2118633,37.55533173,11S1W3,405300,1/8/2013 18:07,kaugust1,William Conner,16,103,1806,IL,Union,3,3,11,S,1,W,,,36,E,700200,S,N,40,(1/4) Section,700140,White Oak,WO,W. oak,W. oak,16,N,10,W,26,White Oak,WO,W oak,W oak,12,S,78,W,35,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.2118633,37.55533173,11S1W3,405278,7/9/2012 17:37,kaugust1,William Conner,16,100,1806,IL,Union,3,3,11,S,1,W,,,13,E,700500,S,N,80,Section,700400,White Oak,WO,W. oak,W. oak,15,N,27,W,21,White Oak,WO,W oak,W oak,15,S,69,99999,25,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,"Oak, B gum [Black gum]",Sassafras,"Hilly,",Land this mile hilly timber oak b gum & e undergrowth sassafras & e,,,,
-88.345926,37.76150249,9S8E3,417932,3/19/2013 12:50,cmattiso,Will Rector,13,255,1806,IL,Gallatin ,3,3,9,S,8,E,,,31,S,100100,E,N,80,Section,200100,White Oak,WO,W. oak,W. oak,14,N,63,E,45,White Oak,WO,Ditto,W. oak,13,N,52,E,54,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,set a post corner,,,"Illegible,",,,,,
-89.19673055,38.78310106,4N1W3,404069,1/9/2013 13:35,amuench,J. Messinger,53,118,1816,IL,Fayette,3,3,4,N,1,W,15,16,,,400400,N,N,40,(1/4) Section,400440,White Oak,WO,W. Oak,W. Oak,20,S,47,W,50,Black Oak,BO,B Oak,B Oak,18,N,47,E,131,Black Oak,BO,do ,B Oak,N,,,67,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.19673055,38.78310106,4N1W3,404114,7/4/2012 13:02,amuench,J. Messinger,53,123,1816,IL,Fayette,3,3,4,N,1,W,32,33,,,300100,N,N,80,Section,300200,White Oak,WO,W. Oak,W. Oak,30,S,50,E,53,White Oak,WO,do,W. Oak,10,N,65.5,W,24,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,Oak and Hickory,,"Good farming,",Good farming land in general,,,,
-89.08230574,39.65504491,14N1E3,423274,7/5/2013 14:14,bfoster1,Hamilton,177,13,1820,IL,Christian,3,3,14,N,1,E,,,31,S,100100,E,Y,40.09,(1/4) Section,140100,White Oak,WO,w. oak,w. oak,20,S,88888,W,34,White Oak,WO,do,w. oak,12,N,37,E,12,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.84010265,39.22168639,9N13W2,419422,5/30/2013 17:19,wchronis,T. W. Thruston,189,252,1821,IL,Clark,2,2,9,N,13,W,8,17,,,300500,W,Y,41,(1/4) Section,240500,White Oak,WO,W. oak,W. oak,12,N,6.5,W,40,Hickory,HI,Hickory,Hickory,4,N,99999,88888,51,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.84010265,39.22168639,9N13W2,419017,3/27/2013 12:13,wchronis,T. W. Thruston,189,220,1821,IL,Clark,2,2,9,N,13,W,27,34,,,500200,W,Y,40.38,(1/4) Section,440200,White Oak,WO,W. oak,W. oak,25,S,30,E,18,Hickory,HI,Hickory,Hickory,24,N,18,E,50,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.64921292,39.74304751,15N5W3,401474,7/29/2013 14:41,amuench,A. Langham,114,154,1821,IL,Sangamon,3,3,15,N,5,W,13,14,,,600400,N,N,40,(1/4) Section,600440,White Oak,WO,W. Oak,W. Oak,12,S,89,E,200,Hickory,HI,HIckory,HIckory,10,N,65,W,150,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.84010265,39.22168639,9N13W2,419398,4/5/2013 13:48,wchronis,T. W. Thruston,189,247,1821,IL,Clark,2,2,9,N,13,W,19,20,,,200300,N,N,40,(1/4) Section,200340,White Oak,WO,W. oak,W. oak,14,N,67,W,9,White Oak,WO,W. O.,W. O.,12,S,45,E,82,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,"Species 2 has bearing ""S E"" - assumed to mean ""S 45 E""",,,
-87.7091788,39.83661717,16N12W2,402928,1/8/2013 18:07,kaugust1,John Messenger,204,64,1821,IL,Edgar,2,2,16,N,12,W,,,34,S,400100,E,N,40,(1/4) Section,440100,White Oak,WO,W. Oak,W. Oak,24,N,35,E,62,White Oak,WO,do,W. Oak,25,S,21,W,98,,,,No Tree,,,,,,,,No Tree,,,,,,Other,Post in a draught,,,,,Post,Set 1/4 sec post in a draught,,,,,,,,
-87.84010265,39.22168639,9N13W2,419015,3/27/2013 12:05,wchronis,T. W. Thruston,189,219,1821,IL,Clark,2,2,9,N,13,W,33,34,,,400100,N,N,40,(1/4) Section,400140,White Oak,WO,W. oak,W. oak,22,N,33,E,4,White Oak,WO,W. oak,W. oak,13,S,33,W,23,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.8594885,40.18312312,20N3E3,422522,7/8/2013 11:08,bfoster1,J.L. Bean,208,249,1822,IL,De Witt,3,3,20,N,3,E,11,12,,,600500,N,N,80,Section,600600,White Oak,WO,w. oak,w. oak,28,S,20,W,102,Black Oak,BO,B. oak,B. oak,24,N,8,E,74,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Rolling,Rich,",,,,,
-88.8594885,40.18312312,20N3E3,422567,6/27/2013 11:44,bfoster1,J.L. Bean,208,267,1822,IL,De Witt,3,3,20,N,3,E,21,22,,,400300,N,N,40,(1/4) Section,400340,White Oak,WO,w. oak,w. oak,9,S,74,E,27,Black Oak,BO,B. oak,B. oak,10,N,41,W,54,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.8594885,40.18312312,20N3E3,422697,6/28/2013 9:19,bfoster1,J.L. Bean,208,276,1822,IL,De Witt,3,3,20,N,3,E,28,29,,,300200,N,N,40,(1/4) Section,300240,White Oak,WO,w. oak,w. oak,9,S,11,W,34,Black Oak,BO,B. oak,B. oak,19,N,15,E,62,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.8594885,40.18312312,20N3E3,422525,6/27/2013 10:47,bfoster1,J.L. Bean,208,252,1822,IL,De Witt,3,3,20,N,3,E,34,35,,,500100,N,N,40,(1/4) Section,500140,White Oak,WO,w. oak,w. oak,10,S,10,W,38,Black Oak,BO,B. oak,B. oak,14,N,23,E,48,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.8594885,40.18312312,20N3E3,422529,6/27/2013 10:59,bfoster1,J.L. Bean,208,254,1822,IL,De Witt,3,3,20,N,3,E,26,27,,,500200,N,N,40,(1/4) Section,500240,White Oak,WO,w. oak,w. oak,11,S,50,E,3,Hickory,HI,Hky,Hky,17,S,41,W,69,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.8594885,40.18312312,20N3E3,422541,7/8/2013 11:08,bfoster1,J.L. Bean,208,260,1822,IL,De Witt,3,3,20,N,3,E,10,11,,,500500,N,N,40,(1/4) Section,500540,White Oak,WO,w. oak,w. oak,36,N,20,W,12,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
