PointX,PointY,TownRangPM,entry_id,timestamp,reader_initials,surveyor_name,volume,page,year,state,hubtack_county,baseline,meridian,township,townshipdir,rangenum,rangedir,sectiona,sectionb,interiorsection,interiordir,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescode,verbatim1,L1.tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciescode2,verbatim2,L1.tree2,diameter2,bearing2,degrees2,bearingdir2,chainstree2,species3,speciescode3,verbatim3,L1.tree3,bearing3,degrees3,bearingdir3,chainstree3,species4,speciescode4,verbatim4,L1.tree4,diameter4,bearing4,degrees4,bearingdir4,chainstree4,ecotype,ecotypenotes,ecotype2,ecotypenotes2,ecotype3,ecotypenotes3,feature,featurenotes,timbernotes,understorynotes,landnotes,landnotesvb,generalnotes,recheck,reason,fixed
-88.19192205,39.21510913,9N9E3,422159,6/22/2013 15:21,mmuelle2,Charles Bent,173,176,1820,IL,Cumberland,3,3,9,N,9,E,2,3,,,500600,N,N,40,(1/4) Section,500640,88888,88888,88888,88888,19,N,34,E,91,Butternut,BU,W Walnt,W Walnt,8,S,61,W,30,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,Y,Check Which oak species,
-88.97216985,39.83266132,16N2E3,415461,2/18/2013 16:24,ahamlin,Wharton Rector,205,209,1822,IL,Macon,3,3,16,N,2,E,8,17,,,300500,W,Y,39.57,(1/4) Section,240500,88888,88888,88888,88888,24,S,24,W,52,White Oak,WO,w o,w o,18,N,24,E,100,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,ink smudge on tree 1 species,Y,possibly another tree?,"JMD - yes, but some illegible values"
-89.4374157,40.52574791,24N3W3,402391,1/8/2013 18:07,gblad,Stephen Rector,138,93,1829,IL,Tazewell,3,3,24,N,3,W,16,17,,,300400,N,N,40,(1/4) Section,300440,88888,88888,88888,88888,6,S,14,E,65,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.5411684,37.73147719,9S6E3,421429,6/24/2013 16:41,ahamlin,Augustus Stone,62,231,1806,IL,Saline,3,3,9,S,6,E,32,33,,,300100,N,N,40,(1/4) Section,300140,88888,88888,dq?,88888,7,S,76,E,12,88888,88888,?,88888,19,N,38,W,27,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.5411684,37.73147719,9S6E3,421335,6/24/2013 16:41,ahamlin,Augustus Stone,62,214,1806,IL,Saline,3,3,9,S,6,E,35,36,,,600100,N,N,40,(1/4) Section,600140,88888,88888,h? sour?,88888,14,S,52,E,24,White Oak,WO,w oak,w oak,11,N,89,E,70,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,Y,tree species ,
-88.5411684,37.73147719,9S6E3,418510,3/21/2013 23:05,cmattiso,Augustus Stone,62,214,1806,IL,Saline,3,3,9,S,6,E,35,36,,,600100,N,N,40,(1/4) Section,600140,88888,88888,hon sours,88888,14,S,52,E,24,White Oak,WO,w oak,w oak,11,N,89,E,70,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,1/4 section post ,,,"Prairie,",,,Y,clarify sp2,WC - illegible
-88.5411684,37.73147719,9S6E3,418512,3/21/2013 23:10,cmattiso,Augustus Stone,62,214,1806,IL,Saline,3,3,9,S,6,E,25,36,,,700200,W,Y,40,(1/4) Section,640200,88888,88888,illegible,88888,18,N,6,E,39,88888,88888,illegible,88888,30,S,74,W,39,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,1/4 section post ,,,,,,Y,"bad scan, check sp1 and sp2",WC - illegible
-88.76551611,37.29260466,14S4E3,414184,1/3/2013 15:15,cmattiso,William Preall,60,189,1807,IL,Massac,3,3,14,S,4,E,26,27,,,500200,N,N,80,Section,500300,88888,88888,illegible,88888,12,S,44,E,24,Elm,EL,elm,elm,5,N,88,E,6,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,88888,likely a post,,,"Illegible,",,bad copy,,,
-88.5411684,37.73147719,9S6E3,422377,6/24/2013 16:16,wchronis,Augustus Stone,62,243,1806,IL,Saline,3,3,9,S,6,E,17,18,,,200400,N,N,80,Section,200500,88888,88888,P. Moh,88888,16,S,55,E,21,Elm,EL,Elm,Elm,30,N,27,W,8,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.5411684,37.73147719,9S6E3,421482,6/17/2013 15:52,ahamlin,99999,13,167,1806,IL,Saline,3,3,9,S,6,E,,,13,E,700500,S,N,40,(1/4) Section,700440,88888,88888,pmia?,88888,5,N,56,W,25,Hickory,HI,hickory,hickory,4,S,29,W,32,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.5411684,37.73147719,9S6E3,422376,6/24/2013 16:07,wchronis,Augustus Stone,62,243,1806,IL,Saline,3,3,9,S,6,E,17,18,,,200400,N,N,40,(1/4) Section,200440,88888,88888,SC. Species,88888,14,S,20,W,15,88888,88888,Do,88888,6,N,20,E,15,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,Y,"Clarify tree 2, ""sugar"" or ""sage"" or something else","ah: no idea, left as 88888"
-87.85138899,38.86462446,5N13W2,413152,4/16/2013 12:49,gblad,DR Mcall,164,124,1818,IL,Lawrence,2,2,5,N,13,W,,,34,S,400100,E,N,80,Section,500100,88888,88888,W ?,88888,20,N,21,E,142,Black Oak,BO,b oak,b oak,12,N,22,W,165,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,Tim W and B oak hickry,undergr same vines [W and B oak hickry],"3rd,",The west half mile level low wet over flower bottom 3rd rate to E gently rolling 3rd rate soil,,,,
-88.43179137,37.55581405,11S7E3,414316,6/17/2013 15:35,ahamlin,99999,13,305,1806,IL,Pope,2,3,11,S,7,E,,,13,E,700500,S,N,80,Section,700400,88888,,,88888,88888,S,19,W,102,Black Oak,BO,b oak,b oak,24,N,71,W,132,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"3rd,Rolling,",,exposure too high on scan - near illegible,Y,clarify sp1 and sp2,WC - illegible
-88.43179137,37.55581405,11S7E3,414321,6/17/2013 15:35,ahamlin,99999,13,308,1806,IL,Pope,2,3,11,S,7,E,,,36,E,700200,S,N,40,(1/4) Section,700140,88888,,,88888,15,N,26,W,3,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,illegible scan,Y,sp2 species,jmd - illegible
-88.98512578,38.0814897,5S2E3,414588,12/11/2012 22:35,ahamlin,Ely Elder,18,54,1807,IL,Franklin,3,3,5,S,2,E,,,36,E,700100,N,N,40,(1/4) Section,700140,88888,,,88888,18,S,12,W,70,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,Y,trees,
-88.98512578,38.0814897,5S2E3,414611,12/11/2012 22:35,ahamlin,Wm Rector,18,32,1807,IL,Franklin,3,3,5,S,2,E,,,31,W,100100,N,N,40,(1/4) Section,100140,88888,,,88888,99999,99999,99999,99999,99999,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.98512578,38.0814897,5S2E3,414620,12/11/2012 22:35,ahamlin,Wm Rector,18,36,1807,IL,Franklin,3,3,5,S,2,E,,,7,W,100500,N,N,80,Section,100600,88888,,,88888,88888,88888,88888,88888,88888,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"2nd,Level,",,,Y,sp2 - should be same as previous recheck,WC - illegible
-88.98512578,38.0814897,5S2E3,414583,12/11/2012 22:35,ahamlin,Ely Elder,18,53,1807,IL,Franklin,3,3,5,S,2,E,,,34,S,400100,E,Y,40,(1/4) Section,440100,88888,,,88888,9,N,68,W,6,White Oak,WO,w oak,w oak,4,N,35,E,40,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,Y,clarify sp2,WC - hickory
-88.98512578,38.0814897,5S2E3,414367,12/11/2012 22:56,ahamlin,Elias Barcroft,74,135,1813,IL,Franklin,3,3,5,S,2,E,23,24,,,600300,N,N,40,(1/4) Section,600340,88888,,,88888,10,S,25,W,29,Hickory,HI,hickory,hickory,6,N,52,W,16,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.96820729,38.42329993,1S14W2,1616,1/8/2013 18:07,gblad,David Littirans,2,24,1807,IL,Wabash,2,2,1,S,14,W,17,20,,,300400,W,Y,39.79,(1/4) Section,240400,99999,99999,99999,99999,9,S,88,W,11,Elm,EL,Elm,Elm,14,S,41,E,43,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-90.97281485,39.88773965,2S5W4,419955,5/16/2013 16:48,nfantozz,John McDonald,262,190,1817,IL,Adams,4,4,2,S,5,W,17,20,,,300400,W,Y,39.64,(1/4) Section,240400,99999,99999,99999,99999,14,N,27,E,44,White Oak,WO,W Oak,W Oak,12,S,13,E,14,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,NULL,NULL,JP 1-21-14 made Tree2 verbatim Ash rather than an Ash
-88.74564924,39.9237966,17N4E3,422455,6/26/2013 10:39,wchronis,T. L. Bean,209,112,1822,IL,Macon,3,3,17,N,4,E,8,17,,,300500,W,Y,40.2,(1/4) Section,240500,99999,99999,99999,99999,99999,99999,99999,99999,99999,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,Clarify species of first tree,JP 1-21-14 made Tree1 verbatim Ash rather than an Ash
-88.98512578,38.0814897,5S2E3,414361,1/3/2013 16:14,ahamlin,Elias Barcroft,74,131,1813,IL,Franklin,3,3,5,S,2,E,35,36,,,600100,N,N,40,(1/4) Section,600140,99999,,,99999,30,N,38,E,13,99999,,ditto,99999,5,S,53,W,22,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,JP 1-21-14 made Tree2 verbatim Ash rather than an Ash
-88.76551611,37.29260466,14S4E3,414272,11/16/2012 12:23,cmattiso,W. Rector,15,42,1806,IL,Massac,3,3,14,S,4,E,,,12,E,700600,S,N,40,(1/4) Section,700540,Ash,AX,ash,ash,10,N,63,W,13,Ash,AX,ditto,ash,9,S,80,W,29,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,set 1/4 section post,,,,,,,,
-88.5411684,37.73147719,9S6E3,421487,6/17/2013 15:56,ahamlin,99999,13,168,1806,IL,Saline,3,3,9,S,6,E,,,24,E,700400,S,N,80,Section,700300,Ash,AX,ash,ash,8,N,35,W,44,Hickory,HI,hickory,hickory,10,S,23,W,13,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.5411684,37.73147719,9S6E3,421412,6/17/2013 13:52,ahamlin,Augustus Stone,62,224,1806,IL,Saline,3,3,9,S,6,E,2,3,,,500600,N,N,40,(1/4) Section,500640,Ash,AX,ash,ash,10,S,27,E,29,Spanish Oak,QE,s oak,s oak,10,N,26,E,29,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.42963567,37.99493006,6S7E3,420454,4/30/2013 14:29,mmuelle2,Her Bradley,66,90,1807,IL,Hamilton,3,3,6,S,7,E,7,8,,,200500,N,N,80,Section,200600,Ash,AX,Ash,Ash,19,N,31,E,23,Ash,AX,Ash,Ash,12,S,50,W,35,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Level,Slashy,",,,,,NULL
-88.42963567,37.99493006,6S7E3,420450,4/30/2013 14:22,mmuelle2,Her Bradley,66,88,1807,IL,Hamilton,3,3,6,S,7,E,17,18,,,200400,N,N,80,Section,200500,Ash,AX,Ash,Ash,10,S,10,E,11,Ash,AX,Ash,Ash,10,N,39,W,22,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-87.96820729,38.42329993,1S14W2,1399,7/14/2012 19:12,gblad,David Littirans,2,15,1807,IL,Wabash,2,2,1,S,14,W,28,29,,,300200,N,N,80,Section,300300,Ash,AX,ash,ash,18,N,37,W,50,Ash,AX,ash,ash,16,S,71,E,56,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,oak elm hickory,,"Good,wet,",NULL,good wet land timber oak elm hickory and undergrowth briars,,,
-89.43298321,37.82114758,8S3W3,414743,1/8/2013 16:53,ahamlin,Elias Rector,10,271,1807,IL,Jackson,3,3,8,S,3,W,,,33,S,400100,W,Y,40,(1/4) Section,340100,Ash,AX,ash,ash,11,N,15,W,15,Ash,AX,ditto,ash,5,S,9,E,16,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.2118633,37.55533173,11S1W3,404753,1/8/2013 18:07,kaugust1,William Conner,26,132,1807,IL,Union,3,3,11,S,1,W,8,17,,,300500,W,Y,99999,(1/4) Section,240500,Ash,AX,Ash,Ash,6,S,86,E,18,Black Gum,GT,B gum,B gum,7,N,27,W,45,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,Corrected the line.,,,
-88.345926,37.76150249,9S8E3,416012,2/6/2013 22:00,cmattiso,Jacob Fowler,69,77,1807,IL,Gallatin,3,3,9,S,8,E,22,23,,,500300,N,N,80,Section,500400,Ash,AX,ash,ash,7,N,72,E,11,Black Oak,BO,b oak,b oak,8,N,66,W,7,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,mile post ,,,"Level,Wet,",,,,,NULL
-89.2118633,37.55533173,11S1W3,404691,1/8/2013 18:07,kaugust1,M. Rector,26,102,1807,IL,Union,3,3,11,S,1,W,14,15,,,500400,N,N,40,(1/4) Section,500440,Ash,AX,Ash,Ash,6,S,23,E,19,Black Walnu,BW,B. walnut,B. walnut,10,N,11,W,22,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.43298321,37.82114758,8S3W3,414736,1/8/2013 16:30,ahamlin,Elias Rector,10,269,1807,IL,Jackson,3,3,8,S,3,W,,,35,S,600100,W,Y,80,Section,500100,Ash,AX,ash,ash,7,N,38,E,42,Elm,EL,elm,elm,6,N,10,W,26,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.43298321,37.82114758,8S3W3,414744,1/8/2013 16:47,ahamlin,Elias Rector,10,271,1807,IL,Jackson,3,3,8,S,3,W,,,33,S,400100,W,Y,80,Section,300100,Ash,AX,ash,ash,22,N,64,E,6,Elm,EL,elm,elm,5,N,25,W,39,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.76551611,37.29260466,14S4E3,414243,11/15/2012 12:33,cmattiso,William Preall,60,199,1807,IL,Massac,3,3,14,S,4,E,20,29,,,300300,W,Y,40,(1/4) Section,240300,Ash,AX,ash,ash,9,S,64,W,8,Elm,EL,elm,elm,7,N,40,E,22,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,1/2 mile post ,,,"Swamp,TooWet,",,,,,
-88.76551611,37.29260466,14S4E3,414133,11/8/2012 13:39,cmattiso,Jacob Fowles,60,135,1807,IL,Massac,3,3,14,S,4,E,28,29,,,300200,N,N,40,(1/4) Section,300240,Ash,AX,ash,ash,7,S,6,W,22,Elm,EL,elm,elm,7,S,78,E,9,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,1/2 mile post ,,,,,,,,
-87.96820729,38.42329993,1S14W2,1412,1/8/2013 18:07,gblad,David Littirans,2,16,1807,IL,Wabash,2,2,1,S,14,W,21,28,,,400300,W,Y,40.45,(1/4) Section,340300,Ash,AX,ash,ash,10,N,38,E,19,Elm,EL,Elm,Elm,24,S,67,W,5,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,NULL
-87.96820729,38.42329993,1S14W2,1255,1/8/2013 18:07,gblad,David Littirans,2,8,1807,IL,Wabash,2,2,1,S,14,W,23,26,,,600300,W,Y,39.73,(1/4) Section,540300,Ash,AX,ash,ash,15,S,87,E,23,Elm,EL,Elm,Elm,6,N,87,W,17,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-87.96820729,38.42329993,1S14W2,1237,1/8/2013 18:07,gblad,David Littirans,2,7,1807,IL,Wabash,2,2,1,S,14,W,,,35,S,600100,W,N,40,(1/4) Section,540100,Ash,AX,ash,ash,4,S,32,E,13,Elm,EL,Elm,Elm,10,S,57,W,18,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,Y,Clarify tree species,"ellem verbatum, code as elm, cmattiso"
-88.76551611,37.29260466,14S4E3,414193,11/16/2012 12:27,cmattiso,William Preall,60,192,1807,IL,Massac,3,3,14,S,4,E,10,11,,,500500,N,N,80,Section,500600,Ash,AX,ash,ash,7,S,87,W,35,Gum,GN,gum,gum,8,N,16,E,25,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,mile post ,,,"TooWet,brushy,",,,,,
-89.2118633,37.55533173,11S1W3,404745,7/6/2012 11:46,kaugust1,William Conner,26,130,1807,IL,Union,3,3,11,S,1,W,18,19,,,200400,W,N,84.97,Section,100400,Ash,AX,Ash,Ash,8,S,51,E,99999,Hickory,HI,Hickory,Hickory,10,N,22,E,99999,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,"Oak, B gum [Black gum], Poplar","Dogwood, Sassafras","2nd,Hilly,",Land this mile hilly 2nd soil timber oak B gum Poplar undergrowth Dogwood sassafras & e,Intersect the range line 11.48 lks N of the post,,,
-87.96820729,38.42329993,1S14W2,1211,1/8/2013 18:07,gblad,David Littirans,2,5,1807,IL,Wabash,2,2,1,S,14,W,23,24,,,600300,N,N,40,(1/4) Section,600340,Ash,AX,ash,ash,15,S,11,E,29,Hickory,HI,hickory,hickory,10,S,26,W,12,,,,No Tree,,,,,,,,No Tree,,,,,,,,NULL,NULL,NULL,NULL,,,,,,NULL,,,,
-88.42963567,37.99493006,6S7E3,419375,4/3/2013 15:20,mmuelle2,Her Bradley,66,74,1807,IL,Hamilton,3,3,6,S,7,E,27,28,,,400200,N,N,80,Section,400300,Ash,AX,Ash,Ash,10,N,16,W,11,Maple,MA,Maple,Maple,16,S,40,E,11,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"Level,subject to overflow,Wet,",,,,,
-88.76551611,37.29260466,14S4E3,414248,11/15/2012 12:44,cmattiso,William Preall,60,200,1807,IL,Massac,3,3,14,S,4,E,8,17,,,300500,W,Y,39.75,(1/4) Section,240500,Ash,AX,ash,ash,12,S,12,E,14,,,,No Tree,,,,,,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,1/2 mile post,,,,,,,,
-88.42963567,37.99493006,6S7E3,419361,5/19/2013 21:32,mmuelle2,Her Bradley,66,72,1807,IL,Hamilton,3,3,6,S,7,E,1,2,,,600600,N,N,40,(1/4) Section,600640,Ash,AX,Ash,Ash,10,N,34,E,9,White Oak,WO,W oak,W oak,14,S,84,W,27,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.76551611,37.29260466,14S4E3,414250,11/15/2012 12:47,cmattiso,William Preall,60,202,1807,IL,Massac,3,3,14,S,4,E,7,8,,,200500,N,N,80,Section,200600,Ash,AX,ash,ash,9,S,74,W,15,White Oak,WO,w oak,w oak,30,N,26,E,15,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,mile post,,,"hilly, rocky,",,,,"Clarify identity of 2nd tree, could be w ash or ash",Ievans
-87.85263335,38.77605847,4N13W2,413117,8/14/2012 14:33,gblad,DR Mcall,164,111,1809,IL,Lawrence,2,2,4,N,13,W,1,2,,,600600,N,N,40,(1/4) Section,600640,Ash,AX,ash,ash,20,N,15,E,14,Ash,AX,ash,ash,10,S,25,W,45,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,Post,set 1/4 sect post in the pond,,,,,,,,
-89.43298321,37.82114758,8S3W3,414697,12/26/2012 19:00,ahamlin,Wm Rector,27,243,1810,IL,Jackson,3,3,8,S,3,W,1,12,,,700600,W,Y,40,(1/4) Section,640600,Ash,AX,ash,ash,8,S,10,E,12,Ash,AX,do,ash,12,N,2,E,25,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-89.43298321,37.82114758,8S3W3,414731,1/8/2013 16:12,ahamlin,Wm Rector,9,133,1810,IL,Jackson,3,3,8,S,3,W,,,36,E,700200,S,N,40,(1/4) Section,700140,Ash,AX,ash,ash,6,S,87,W,13,Hickory,HI,hickory,hickory,5.5,N,51,E,15,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,Y,east bear sp2?,AH yes
-89.87247247,38.43860736,1S7W3,402014,6/21/2012 14:02,gblad,Wm Rector,34,59,1810,IL,St. Clair,3,3,1,S,7,W,6,7,,,200600,W,N,59,Section,100600,Ash,AX,ash,ash,12,S,3,E,36,White Oak,WO,w oak,w oak,36,N,53,E,85,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,timber oak hickory and etc,,"2nd,Rolling,",Land this mile rolling 2nd rate soil,Intersected the Eastward lip line of Samuel Shooks Surveror 382 where set a post to fractional sections 6 and 7. Measured along Samuel Shooks S line S 16 degrees 25 W 2469 lks to his S Eastwardly Corner of S Survey,,,
-88.98512578,38.0814897,5S2E3,414486,12/6/2012 16:50,ahamlin,Elias Barcroft,74,143,1813,IL,Franklin,3,3,5,S,2,E,13,14,,,600400,N,N,80,Section,600500,Ash,AX,ash,ash,12,S,63,E,19,Ash,AX,do,ash,14,N,45,W,75,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,"2nd,",,,,,
-88.98512578,38.0814897,5S2E3,414373,1/3/2013 16:22,ahamlin,Elias Barcroft,74,139,1813,IL,Franklin,3,3,5,S,2,E,26,27,,,500200,N,N,40,(1/4) Section,500240,Ash,AX,Ash,Ash,7,S,51,E,17,Gum,GN,gum,gum,26,N,57,W,21,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.98512578,38.0814897,5S2E3,414527,12/6/2012 16:50,ahamlin,Elias Barcroft,74,169,1813,IL,Franklin,3,3,5,S,2,E,10,11,,,500500,N,N,80,Section,500600,Ash,AX,ash,ash,10,N,82,E,10,Hickory,HI,hickory,hickory,8,S,29,W,48,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
-88.98512578,38.0814897,5S2E3,414519,12/6/2012 16:50,ahamlin,Elias Barcroft,74,164,1813,IL,Franklin,3,3,5,S,2,E,11,14,,,600500,W,Y,39.79,(1/4) Section,540500,Ash,AX,ash,ash,5,N,14,W,11,Hickory,HI,hickory,hickory,99999,S,42,W,24,,,,No Tree,,,,,,,,No Tree,,,,,,,,,,,,,,,,,,,,,
