long.,Lat,Source,Point number,Tree Code,Species,Tree,Diameter,N-S Distance,E-W Distance,county
-90.15488,39.17445,Brugam,7996,8,Post Oak,Oaks,12,75,292,Macoupin
-90.13748,39.10113,Brugam,3742,8,Post Oak,Oaks,24,76,-84,Macoupin
-89.86828,39.21648,Brugam,3177,8,Post Oak,Oaks,15,76,181,Macoupin
-90.05512,39.30543,Brugam,794,8,Post Oak,Oaks,8,77,-103,Macoupin
-90.3373,39.01375,Brugam,1076,8,Post Oak,Oaks,10,78,-150,JerGreene
-90.03683,39.21752,Brugam,9187,8,Post Oak,Oaks,16,79,-65,Macoupin
-90.37557,39.03588,Brugam,1001,8,Post Oak,Oaks,10,80,270,JerGreene
-90.30248,39.08007,Brugam,7921,8,Post Oak,Oaks,9,80,850,JerGreene
-90.55643,39.03588,Brugam,7916,8,Post Oak,Oaks,17,81,-241,JerGreene
-90.01787,39.21742,Brugam,8880,8,Post Oak,Oaks,16,81,-186,Macoupin
-90.46555,39.07225,Brugam,1022,8,Post Oak,Oaks,20,81,-65,JerGreene
-89.95312,39.39117,Brugam,8902,8,Post Oak,Oaks,10,81,-16,Macoupin
-90.03712,39.36057,Brugam,720,8,Post Oak,Oaks,10,81,30,Macoupin
-90.02772,39.3613,Brugam,8919,8,Post Oak,Oaks,18,81,30,Macoupin
-89.87852,39.4352,Brugam,280,8,Post Oak,Oaks,12,81,47,Macoupin
-89.99808,39.14458,Brugam,3461,8,Post Oak,Oaks,16,82,-126,Macoupin
-89.88726,39.26052,Brugam,319,8,Post Oak,Oaks,18,82,-102,Macoupin
-90.52125,39.04312,Brugam,1358,8,Post Oak,Oaks,12,82,79,JerGreene
-90.12773,39.02108,Brugam,3730,8,Post Oak,Oaks,24,83,-275,Macoupin
-89.86875,39.20968,Brugam,3178,8,Post Oak,Oaks,16,83,-152,Macoupin
-90.3896,39.04337,Brugam,1481,8,Post Oak,Oaks,15,83,504,JerGreene
-90.3675,39.01355,Brugam,7888,8,Post Oak,Oaks,17,84,-270,JerGreene
-90.1459,39.01355,Brugam,7888,8,Post Oak,Oaks,17,84,-270,Macoupin
-89.9901,39.28985,Brugam,6398,8,Post Oak,Oaks,14,85,121,Macoupin
-90.3517,39.03565,Brugam,1039,8,Post Oak,Oaks,12,86,53,JerGreene
-90.47335,39.0219,Brugam,1554,8,Post Oak,Oaks,19,86,102,JerGreene
-89.96183,39.22313,Brugam,8804,8,Post Oak,Oaks,14,87,-35,Macoupin
-90.61198,39.00675,Brugam,8060,8,Post Oak,Oaks,18,87,-20,JerGreene
-90.13762,39.10133,Brugam,3743,8,Post Oak,Oaks,8,87,37,Macoupin
-90.12722,39.03515,Brugam,3735,8,Post Oak,Oaks,24,87,59,Macoupin
-90.55623,38.99977,Brugam,7860,8,Post Oak,Oaks,20,88,-408,JerGreene
-89.96252,39.24425,Brugam,8813,8,Post Oak,Oaks,70,90,2,Macoupin
-90.35138,39.0719,Brugam,1060,8,Post Oak,Oaks,18,95,-158,JerGreene
-89.90593,39.17228,Brugam,3248,8,Post Oak,Oaks,12,120,250,Macoupin
-90.53092,39.04288,Brugam,1419,8,Post Oak,Oaks,14,343,0,JerGreene
-90.6079,39.34527,Brugam,8187,8,Post Oak,Oaks,6,378,107,JerGreene
-90.11097,39.19668,Brugam,8716,8,Post Oak,Oaks,12,950,0,Macoupin
-90.2394,39.29112,Brugam,3752,4,Prairie,No Trees,0,0,0,JerGreene
-90.239,39.29853,Brugam,3754,4,Prairie,No Trees,0,0,0,JerGreene
-90.23927,39.30592,Brugam,3755,4,Prairie,No Trees,0,0,0,JerGreene
-90.39503,39.30572,Brugam,3756,4,Prairie,No Trees,0,0,0,JerGreene
-90.33298,39.313,Brugam,3757,4,Prairie,No Trees,0,0,0,JerGreene
-90.23895,39.32027,Brugam,3758,4,Prairie,No Trees,0,0,0,JerGreene
-90.39952,39.32007,Brugam,3759,4,Prairie,No Trees,0,0,0,JerGreene
-90.23995,39.33472,Brugam,3765,4,Prairie,No Trees,0,0,0,JerGreene
-90.24038,39.27653,Brugam,3774,4,Prairie,No Trees,0,0,0,JerGreene
-90.24063,39.28387,Brugam,3777,4,Prairie,No Trees,0,0,0,JerGreene
-90.55947,39.29115,Brugam,3781,4,Prairie,No Trees,0,0,0,JerGreene
-90.39927,39.3058,Brugam,3786,4,Prairie,No Trees,0,0,0,JerGreene
-90.2402,39.30583,Brugam,3787,4,Prairie,No Trees,0,0,0,JerGreene
-90.31433,39.34605,Brugam,3804,4,Prairie,No Trees,0,0,0,JerGreene
-90.57825,39.3202,Brugam,3867,4,Prairie,No Trees,0,0,0,JerGreene
-90.24095,39.33475,Brugam,3874,4,Prairie,No Trees,0,0,0,JerGreene
-90.23945,39.34033,Brugam,3875,4,Prairie,No Trees,0,0,0,JerGreene
-90.13763,39.27642,Brugam,3879,4,Prairie,No Trees,0,0,0,JerGreene
-90.44923,39.27645,Brugam,3882,4,Prairie,No Trees,0,0,0,JerGreene
-90.44903,39.28392,Brugam,3883,4,Prairie,No Trees,0,0,0,JerGreene
-90.24063,39.29102,Brugam,3884,4,Prairie,No Trees,0,0,0,JerGreene
-90.33252,39.29112,Brugam,3887,4,Prairie,No Trees,0,0,0,JerGreene
-90.23963,39.29843,Brugam,3888,4,Prairie,No Trees,0,0,0,JerGreene
-90.25068,39.30573,Brugam,3893,4,Prairie,No Trees,0,0,0,JerGreene
-90.2505,39.33473,Brugam,3910,4,Prairie,No Trees,0,0,0,JerGreene
-90.57367,39.34063,Brugam,3914,4,Prairie,No Trees,0,0,0,JerGreene
-90.39522,39.2984,Brugam,3927,4,Prairie,No Trees,0,0,0,JerGreene
-90.2483,39.30528,Brugam,3928,4,Prairie,No Trees,0,0,0,JerGreene
-90.24848,39.30583,Brugam,3929,4,Prairie,No Trees,0,0,0,JerGreene
-90.59232,39.31277,Brugam,3930,4,Prairie,No Trees,0,0,0,JerGreene
-90.24818,39.31985,Brugam,3931,4,Prairie,No Trees,0,0,0,JerGreene
-90.3949,39.32005,Brugam,3932,4,Prairie,No Trees,0,0,0,JerGreene
-90.2513,39.32738,Brugam,3933,4,Prairie,No Trees,0,0,0,JerGreene
-90.25105,39.33462,Brugam,3934,4,Prairie,No Trees,0,0,0,JerGreene
-90.3382,39.33467,Brugam,3935,4,Prairie,No Trees,0,0,0,JerGreene
-90.2478,39.3415,Brugam,3936,4,Prairie,No Trees,0,0,0,JerGreene
-90.24755,39.34542,Brugam,3937,4,Prairie,No Trees,0,0,0,JerGreene
-90.48113,39.29102,Brugam,3952,4,Prairie,No Trees,0,0,0,JerGreene
-90.24874,39.29805,Brugam,3953,4,Prairie,No Trees,0,0,0,JerGreene
-90.5971,39.30495,Brugam,3954,4,Prairie,No Trees,0,0,0,JerGreene
-90.24838,39.3051,Brugam,3955,4,Prairie,No Trees,0,0,0,JerGreene
-90.24893,39.31218,Brugam,3956,4,Prairie,No Trees,0,0,0,JerGreene
-90.24925,39.31967,Brugam,3957,4,Prairie,No Trees,0,0,0,JerGreene
-90.24905,39.3199,Brugam,3958,4,Prairie,No Trees,0,0,0,JerGreene
-90.33277,39.32708,Brugam,3959,4,Prairie,No Trees,0,0,0,JerGreene
-90.33202,39.33457,Brugam,3960,4,Prairie,No Trees,0,0,0,JerGreene
-90.24912,39.33432,Brugam,3961,4,Prairie,No Trees,0,0,0,JerGreene
-90.24912,39.3415,Brugam,3962,4,Prairie,No Trees,0,0,0,JerGreene
-90.59678,39.3052,Brugam,3981,4,Prairie,No Trees,0,0,0,JerGreene
-90.33237,39.30528,Brugam,3982,4,Prairie,No Trees,0,0,0,JerGreene
-90.39872,39.31228,Brugam,3983,4,Prairie,No Trees,0,0,0,JerGreene
-90.3322,39.31972,Brugam,3984,4,Prairie,No Trees,0,0,0,JerGreene
-90.3327,39.3199,Brugam,3985,4,Prairie,No Trees,0,0,0,JerGreene
-90.25767,39.327,Brugam,3986,4,Prairie,No Trees,0,0,0,JerGreene
-90.50257,39.33467,Brugam,3989,4,Prairie,No Trees,0,0,0,JerGreene
-90.25759,39.31223,Brugam,4018,4,Prairie,No Trees,0,0,0,JerGreene
-90.39872,39.31962,Brugam,4019,4,Prairie,No Trees,0,0,0,JerGreene
-90.33201,39.31957,Brugam,4020,4,Prairie,No Trees,0,0,0,JerGreene
-90.50343,39.3051,Brugam,4058,4,Prairie,No Trees,0,0,0,JerGreene
-90.25738,39.31233,Brugam,4062,4,Prairie,No Trees,0,0,0,JerGreene
-90.48725,39.31952,Brugam,4064,4,Prairie,No Trees,0,0,0,JerGreene
-90.1829,39.33398,Brugam,4070,4,Prairie,No Trees,0,0,0,JerGreene
-90.19293,39.33403,Brugam,4071,4,Prairie,No Trees,0,0,0,JerGreene
-90.48132,39.14508,Brugam,4073,4,Prairie,No Trees,0,0,0,JerGreene
-90.14803,39.2326,Brugam,4076,4,Prairie,No Trees,0,0,0,JerGreene
-90.48132,39.23243,Brugam,4077,4,Prairie,No Trees,0,0,0,JerGreene
-90.48262,39.21097,Brugam,4079,4,Prairie,No Trees,0,0,0,JerGreene
-90.31377,39.2181,Brugam,4084,4,Prairie,No Trees,0,0,0,JerGreene
-90.4684,39.04327,Brugam,4086,4,Prairie,No Trees,0,0,0,JerGreene
-90.3142,39.08712,Brugam,4093,4,Prairie,No Trees,0,0,0,JerGreene
-90.45415,39.04312,Brugam,4095,4,Prairie,No Trees,0,0,0,JerGreene
-90.45503,39.0574,Brugam,4096,4,Prairie,No Trees,0,0,0,JerGreene
-90.46375,39.04312,Brugam,4100,4,Prairie,No Trees,0,0,0,JerGreene
-90.33226,39.05758,Brugam,4101,4,Prairie,No Trees,0,0,0,JerGreene
-90.35747,39.05055,Brugam,4103,4,Prairie,No Trees,0,0,0,JerGreene
-90.35715,39.05768,Brugam,4104,4,Prairie,No Trees,0,0,0,JerGreene
-90.2835,39.0722,Brugam,4105,4,Prairie,No Trees,0,0,0,JerGreene
-90.38982,39.07235,Brugam,4106,4,Prairie,No Trees,0,0,0,JerGreene
-90.36093,39.08692,Brugam,4107,4,Prairie,No Trees,0,0,0,JerGreene
-90.38995,39.08692,Brugam,4108,4,Prairie,No Trees,0,0,0,JerGreene
-90.30085,39.08692,Brugam,4109,4,Prairie,No Trees,0,0,0,JerGreene
-90.36718,39.02152,Brugam,4111,4,Prairie,No Trees,0,0,0,JerGreene
-90.2917,39.05773,Brugam,4112,4,Prairie,No Trees,0,0,0,JerGreene
-90.38028,39.0721,Brugam,4113,4,Prairie,No Trees,0,0,0,JerGreene
-90.38042,39.0722,Brugam,4114,4,Prairie,No Trees,0,0,0,JerGreene
-90.36743,39.0722,Brugam,4115,4,Prairie,No Trees,0,0,0,JerGreene
-90.3673,39.07235,Brugam,4116,4,Prairie,No Trees,0,0,0,JerGreene
-90.30167,39.0723,Brugam,4117,4,Prairie,No Trees,0,0,0,JerGreene
-90.44493,39.0725,Brugam,4118,4,Prairie,No Trees,0,0,0,JerGreene
-90.30185,39.07978,Brugam,4119,4,Prairie,No Trees,0,0,0,JerGreene
-90.36712,39.07953,Brugam,4120,4,Prairie,No Trees,0,0,0,JerGreene
-90.36678,39.08687,Brugam,4121,4,Prairie,No Trees,0,0,0,JerGreene
-90.36662,39.07958,Brugam,4122,4,Prairie,No Trees,0,0,0,JerGreene
-90.36737,39.08682,Brugam,4123,4,Prairie,No Trees,0,0,0,JerGreene
-90.36725,39.08677,Brugam,4124,4,Prairie,No Trees,0,0,0,JerGreene
-90.3997,39.08725,Brugam,4125,4,Prairie,No Trees,0,0,0,JerGreene
-90.31988,39.0655,Brugam,4126,4,Prairie,No Trees,0,0,0,JerGreene
-90.3675,39.05778,Brugam,4127,4,Prairie,No Trees,0,0,0,JerGreene
-90.39665,39.01408,Brugam,4128,4,Prairie,No Trees,0,0,0,JerGreene
-90.36718,39.01413,Brugam,4129,4,Prairie,No Trees,0,0,0,JerGreene
-90.3676,39.04337,Brugam,4130,4,Prairie,No Trees,0,0,0,JerGreene
-90.38977,39.04332,Brugam,4131,4,Prairie,No Trees,0,0,0,JerGreene
-90.31977,39.08042,Brugam,4132,4,Prairie,No Trees,0,0,0,JerGreene
-90.48458,39.06502,Brugam,4133,4,Prairie,No Trees,0,0,0,JerGreene
-90.44468,39.08707,Brugam,4134,4,Prairie,No Trees,0,0,0,JerGreene
-90.14193,39.06668,Brugam,4135,4,Prairie,No Trees,0,0,0,JerGreene
-90.44468,39.05803,Brugam,4136,4,Prairie,No Trees,0,0,0,JerGreene
-90.25695,39.30539,Brugam,4225,4,Prairie,No Trees,0,0,0,JerGreene
-90.25829,39.30505,Brugam,4226,4,Prairie,No Trees,0,0,0,JerGreene
-90.25848,39.2985,Brugam,4254,4,Prairie,No Trees,0,0,0,JerGreene
-90.39822,39.30543,Brugam,4256,4,Prairie,No Trees,0,0,0,JerGreene
-90.25803,39.30543,Brugam,4257,4,Prairie,No Trees,0,0,0,JerGreene
-90.34172,39.3133,Brugam,4258,4,Prairie,No Trees,0,0,0,JerGreene
-90.39942,39.26972,Brugam,4275,4,Prairie,No Trees,0,0,0,JerGreene
-90.26753,39.2915,Brugam,4283,4,Prairie,No Trees,0,0,0,JerGreene
-90.39928,39.29865,Brugam,4286,4,Prairie,No Trees,0,0,0,JerGreene
-90.26742,39.30568,Brugam,4289,4,Prairie,No Trees,0,0,0,JerGreene
-90.26815,39.2701,Brugam,4308,4,Prairie,No Trees,0,0,0,JerGreene
-90.26778,39.27724,Brugam,4309,4,Prairie,No Trees,0,0,0,JerGreene
-90.2673,39.27708,Brugam,4310,4,Prairie,No Trees,0,0,0,JerGreene
-90.21162,39.28501,Brugam,4311,4,Prairie,No Trees,0,0,0,JerGreene
-90.26792,39.29185,Brugam,4312,4,Prairie,No Trees,0,0,0,JerGreene
-90.39898,39.2917,Brugam,4313,4,Prairie,No Trees,0,0,0,JerGreene
-90.26767,39.29928,Brugam,4314,4,Prairie,No Trees,0,0,0,JerGreene
-90.27645,39.27748,Brugam,4341,4,Prairie,No Trees,0,0,0,JerGreene
-90.27608,39.29205,Brugam,4352,4,Prairie,No Trees,0,0,0,JerGreene
-90.27663,39.29938,Brugam,4358,4,Prairie,No Trees,0,0,0,JerGreene
-90.27677,39.34595,Brugam,4395,4,Prairie,No Trees,0,0,0,JerGreene
-90.27638,39.34577,Brugam,4396,4,Prairie,No Trees,0,0,0,JerGreene
-90.17182,39.05743,Brugam,4402,4,Prairie,No Trees,0,0,0,JerGreene
-90.45612,39.07225,Brugam,4408,4,Prairie,No Trees,0,0,0,JerGreene
-90.31402,39.08677,Brugam,4445,4,Prairie,No Trees,0,0,0,JerGreene
-90.36643,39.07938,Brugam,4446,4,Prairie,No Trees,0,0,0,JerGreene
-90.38522,39.07215,Brugam,4447,4,Prairie,No Trees,0,0,0,JerGreene
-90.28363,39.06477,Brugam,4453,4,Prairie,No Trees,0,0,0,JerGreene
-90.28338,39.05753,Brugam,4454,4,Prairie,No Trees,0,0,0,JerGreene
-90.30428,39.21785,Brugam,4585,4,Prairie,No Trees,0,0,0,JerGreene
-90.3137,39.18158,Brugam,4590,4,Prairie,No Trees,0,0,0,JerGreene
-90.28338,39.18882,Brugam,4591,4,Prairie,No Trees,0,0,0,JerGreene
-90.3296,39.1813,Brugam,4597,4,Prairie,No Trees,0,0,0,JerGreene
-90.33902,39.18877,Brugam,4598,4,Prairie,No Trees,0,0,0,JerGreene
-90.36067,39.18887,Brugam,4599,4,Prairie,No Trees,0,0,0,JerGreene
-90.48508,39.196,Brugam,4600,4,Prairie,No Trees,0,0,0,JerGreene
-90.13191,39.20333,Brugam,4601,4,Prairie,No Trees,0,0,0,JerGreene
-90.58847,39.20328,Brugam,4602,4,Prairie,No Trees,0,0,0,JerGreene
-90.13019,39.21052,Brugam,4603,4,Prairie,No Trees,0,0,0,JerGreene
-90.4942,39.18163,Brugam,4609,4,Prairie,No Trees,0,0,0,JerGreene
-90.27702,39.18892,Brugam,4610,4,Prairie,No Trees,0,0,0,JerGreene
-90.50017,39.18887,Brugam,4611,4,Prairie,No Trees,0,0,0,JerGreene
-90.50005,39.19625,Brugam,4612,4,Prairie,No Trees,0,0,0,JerGreene
-90.27663,39.20348,Brugam,4613,4,Prairie,No Trees,0,0,0,JerGreene
-90.27677,39.20338,Brugam,4614,4,Prairie,No Trees,0,0,0,JerGreene
-90.27683,39.21097,Brugam,4615,4,Prairie,No Trees,0,0,0,JerGreene
-90.13051,39.21795,Brugam,4616,4,Prairie,No Trees,0,0,0,JerGreene
-90.27652,39.18158,Brugam,4621,4,Prairie,No Trees,0,0,0,JerGreene
-90.2767,39.18902,Brugam,4622,4,Prairie,No Trees,0,0,0,JerGreene
-90.49425,39.18892,Brugam,4623,4,Prairie,No Trees,0,0,0,JerGreene
-90.27663,39.18892,Brugam,4624,4,Prairie,No Trees,0,0,0,JerGreene
-90.27713,39.1962,Brugam,4625,4,Prairie,No Trees,0,0,0,JerGreene
-90.33932,39.20348,Brugam,4626,4,Prairie,No Trees,0,0,0,JerGreene
-90.27682,39.20343,Brugam,4627,4,Prairie,No Trees,0,0,0,JerGreene
-90.40738,39.23257,Brugam,4631,4,Prairie,No Trees,0,0,0,JerGreene
-90.42643,39.2395,Brugam,4632,4,Prairie,No Trees,0,0,0,JerGreene
-90.34242,39.18897,Brugam,4636,4,Prairie,No Trees,0,0,0,JerGreene
-90.40757,39.2329,Brugam,4638,4,Prairie,No Trees,0,0,0,JerGreene
-90.60653,39.22567,Brugam,4645,4,Prairie,No Trees,0,0,0,JerGreene
-90.39953,39.26238,Brugam,4653,4,Prairie,No Trees,0,0,0,JerGreene
-90.44645,39.24845,Brugam,4768,4,Prairie,No Trees,0,0,0,JerGreene
-90.22058,39.28525,Brugam,4930,4,Prairie,No Trees,0,0,0,JerGreene
-90.24867,39.30748,Brugam,4936,4,Prairie,No Trees,0,0,0,JerGreene
-90.59088,39.29302,Brugam,4950,4,Prairie,No Trees,0,0,0,JerGreene
-90.445,39.30763,Brugam,4958,4,Prairie,No Trees,0,0,0,JerGreene
-90.58277,39.31472,Brugam,4979,4,Prairie,No Trees,0,0,0,JerGreene
-90.23018,39.32215,Brugam,4980,4,Prairie,No Trees,0,0,0,JerGreene
-90.23908,39.3224,Brugam,4991,4,Prairie,No Trees,0,0,0,JerGreene
-90.48425,39.32943,Brugam,5016,4,Prairie,No Trees,0,0,0,JerGreene
-90.27663,39.33682,Brugam,5017,4,Prairie,No Trees,0,0,0,JerGreene
-90.27663,39.33667,Brugam,5018,4,Prairie,No Trees,0,0,0,JerGreene
-90.21105,39.34385,Brugam,5019,4,Prairie,No Trees,0,0,0,JerGreene
-90.21155,39.34723,Brugam,5020,4,Prairie,No Trees,0,0,0,JerGreene
-90.44482,39.32235,Brugam,5021,4,Prairie,No Trees,0,0,0,JerGreene
-90.44645,39.32973,Brugam,5022,4,Prairie,No Trees,0,0,0,JerGreene
-90.4462,39.33707,Brugam,5023,4,Prairie,No Trees,0,0,0,JerGreene
-90.44518,39.33697,Brugam,5024,4,Prairie,No Trees,0,0,0,JerGreene
-90.27663,39.33725,Brugam,5026,4,Prairie,No Trees,0,0,0,JerGreene
-90.44488,39.34438,Brugam,5027,4,Prairie,No Trees,0,0,0,JerGreene
-90.44632,39.34742,Brugam,5028,4,Prairie,No Trees,0,0,0,JerGreene
-90.3902,39.10842,Brugam,5036,4,Prairie,No Trees,0,0,0,JerGreene
-90.4466,39.1158,Brugam,5037,4,Prairie,No Trees,0,0,0,JerGreene
-90.31332,39.1158,Brugam,5038,4,Prairie,No Trees,0,0,0,JerGreene
-90.31395,39.12318,Brugam,5039,4,Prairie,No Trees,0,0,0,JerGreene
-90.39443,39.13036,Brugam,5040,4,Prairie,No Trees,0,0,0,JerGreene
-90.39437,39.13027,Brugam,5041,4,Prairie,No Trees,0,0,0,JerGreene
-90.31352,39.1378,Brugam,5042,4,Prairie,No Trees,0,0,0,JerGreene
-90.3132,39.14508,Brugam,5043,4,Prairie,No Trees,0,0,0,JerGreene
-90.27518,39.14508,Brugam,5044,4,Prairie,No Trees,0,0,0,JerGreene
-90.40807,39.15235,Brugam,5045,4,Prairie,No Trees,0,0,0,JerGreene
-90.31408,39.15958,Brugam,5048,4,Prairie,No Trees,0,0,0,JerGreene
-90.32752,39.17425,Brugam,5049,4,Prairie,No Trees,0,0,0,JerGreene
-90.46562,39.094,Brugam,5050,4,Prairie,No Trees,0,0,0,JerGreene
-90.51927,39.10138,Brugam,5051,4,Prairie,No Trees,0,0,0,JerGreene
-90.31402,39.10123,Brugam,5052,4,Prairie,No Trees,0,0,0,JerGreene
-90.31402,39.10872,Brugam,5053,4,Prairie,No Trees,0,0,0,JerGreene
-90.32112,39.11595,Brugam,5054,4,Prairie,No Trees,0,0,0,JerGreene
-90.32088,39.1161,Brugam,5055,4,Prairie,No Trees,0,0,0,JerGreene
-90.32067,39.12337,Brugam,5056,4,Prairie,No Trees,0,0,0,JerGreene
-90.34217,39.13052,Brugam,5058,4,Prairie,No Trees,0,0,0,JerGreene
-90.48172,39.13803,Brugam,5059,4,Prairie,No Trees,0,0,0,JerGreene
-90.39405,39.14522,Brugam,5060,4,Prairie,No Trees,0,0,0,JerGreene
-90.33958,39.14512,Brugam,5061,4,Prairie,No Trees,0,0,0,JerGreene
-90.40813,39.1525,Brugam,5062,4,Prairie,No Trees,0,0,0,JerGreene
-90.40845,39.15978,Brugam,5063,4,Prairie,No Trees,0,0,0,JerGreene
-90.39423,39.15973,Brugam,5064,4,Prairie,No Trees,0,0,0,JerGreene
-90.52175,39.16707,Brugam,5065,4,Prairie,No Trees,0,0,0,JerGreene
-90.46563,39.1743,Brugam,5066,4,Prairie,No Trees,0,0,0,JerGreene
-90.45625,39.0942,Brugam,5067,4,Prairie,No Trees,0,0,0,JerGreene
-90.13203,39.10148,Brugam,5068,4,Prairie,No Trees,0,0,0,JerGreene
-90.1896,39.10148,Brugam,5069,4,Prairie,No Trees,0,0,0,JerGreene
-90.48172,39.10877,Brugam,5070,4,Prairie,No Trees,0,0,0,JerGreene
-90.40845,39.116,Brugam,5071,4,Prairie,No Trees,0,0,0,JerGreene
-90.32027,39.116,Brugam,5072,4,Prairie,No Trees,0,0,0,JerGreene
-90.45968,39.1376,Brugam,5075,4,Prairie,No Trees,0,0,0,JerGreene
-90.28343,39.14493,Brugam,5076,4,Prairie,No Trees,0,0,0,JerGreene
-90.3235,39.14522,Brugam,5077,4,Prairie,No Trees,0,0,0,JerGreene
-90.3215,39.1524,Brugam,5078,4,Prairie,No Trees,0,0,0,JerGreene
-90.3235,39.15978,Brugam,5079,4,Prairie,No Trees,0,0,0,JerGreene
-90.4085,39.15983,Brugam,5080,4,Prairie,No Trees,0,0,0,JerGreene
-90.32375,39.16697,Brugam,5081,4,Prairie,No Trees,0,0,0,JerGreene
-90.33792,39.17455,Brugam,5082,4,Prairie,No Trees,0,0,0,JerGreene
-90.48182,39.10143,Brugam,5084,4,Prairie,No Trees,0,0,0,JerGreene
-90.283,39.10143,Brugam,5085,4,Prairie,No Trees,0,0,0,JerGreene
-90.27512,39.10867,Brugam,5086,4,Prairie,No Trees,0,0,0,JerGreene
-90.4085,39.11605,Brugam,5087,4,Prairie,No Trees,0,0,0,JerGreene
-90.40857,39.116,Brugam,5088,4,Prairie,No Trees,0,0,0,JerGreene
-90.27487,39.12342,Brugam,5089,4,Prairie,No Trees,0,0,0,JerGreene
-90.18953,39.14527,Brugam,5090,4,Prairie,No Trees,0,0,0,JerGreene
-90.3023,39.14522,Brugam,5091,4,Prairie,No Trees,0,0,0,JerGreene
-90.30223,39.15255,Brugam,5092,4,Prairie,No Trees,0,0,0,JerGreene
-90.4603,39.15988,Brugam,5093,4,Prairie,No Trees,0,0,0,JerGreene
-90.32293,39.15968,Brugam,5094,4,Prairie,No Trees,0,0,0,JerGreene
-90.2929,39.16722,Brugam,5095,4,Prairie,No Trees,0,0,0,JerGreene
-90.3226,39.1747,Brugam,5096,4,Prairie,No Trees,0,0,0,JerGreene
-90.3023,39.10162,Brugam,5098,4,Prairie,No Trees,0,0,0,JerGreene
-90.31957,39.10153,Brugam,5099,4,Prairie,No Trees,0,0,0,JerGreene
-90.48182,39.10153,Brugam,5100,4,Prairie,No Trees,0,0,0,JerGreene
-90.44155,39.11623,Brugam,5101,4,Prairie,No Trees,0,0,0,JerGreene
-90.45562,39.11618,Brugam,5102,4,Prairie,No Trees,0,0,0,JerGreene
-90.37012,39.11628,Brugam,5103,4,Prairie,No Trees,0,0,0,JerGreene
-90.30242,39.14512,Brugam,5104,4,Prairie,No Trees,0,0,0,JerGreene
-90.32013,39.14517,Brugam,5105,4,Prairie,No Trees,0,0,0,JerGreene
-90.31018,39.14508,Brugam,5106,4,Prairie,No Trees,0,0,0,JerGreene
-90.13215,39.15963,Brugam,5107,4,Prairie,No Trees,0,0,0,JerGreene
-90.29297,39.1744,Brugam,5109,4,Prairie,No Trees,0,0,0,JerGreene
-90.44475,39.09415,Brugam,5110,4,Prairie,No Trees,0,0,0,JerGreene
-90.45562,39.10143,Brugam,5112,4,Prairie,No Trees,0,0,0,JerGreene
-90.30248,39.10867,Brugam,5113,4,Prairie,No Trees,0,0,0,JerGreene
-90.30203,39.11585,Brugam,5114,4,Prairie,No Trees,0,0,0,JerGreene
-90.2929,39.11605,Brugam,5115,4,Prairie,No Trees,0,0,0,JerGreene
-90.34002,39.12313,Brugam,5116,4,Prairie,No Trees,0,0,0,JerGreene
-90.40857,39.13052,Brugam,5117,4,Prairie,No Trees,0,0,0,JerGreene
-90.31963,39.13052,Brugam,5118,4,Prairie,No Trees,0,0,0,JerGreene
-90.48182,39.13775,Brugam,5119,4,Prairie,No Trees,0,0,0,JerGreene
-90.32122,39.14512,Brugam,5120,4,Prairie,No Trees,0,0,0,JerGreene
-90.32273,39.15227,Brugam,5121,4,Prairie,No Trees,0,0,0,JerGreene
-90.32257,39.1595,Brugam,5122,4,Prairie,No Trees,0,0,0,JerGreene
-90.32102,39.15964,Brugam,5123,4,Prairie,No Trees,0,0,0,JerGreene
-90.32235,39.16707,Brugam,5124,4,Prairie,No Trees,0,0,0,JerGreene
-90.31157,39.17415,Brugam,5125,4,Prairie,No Trees,0,0,0,JerGreene
-90.44475,39.09415,Brugam,5126,4,Prairie,No Trees,0,0,0,JerGreene
-90.51913,39.10143,Brugam,5127,4,Prairie,No Trees,0,0,0,JerGreene
-90.32108,39.10128,Brugam,5128,4,Prairie,No Trees,0,0,0,JerGreene
-90.32323,39.1159,Brugam,5129,4,Prairie,No Trees,0,0,0,JerGreene
-90.48395,39.1159,Brugam,5130,4,Prairie,No Trees,0,0,0,JerGreene
-90.32348,39.12318,Brugam,5131,4,Prairie,No Trees,0,0,0,JerGreene
-90.31957,39.13042,Brugam,5132,4,Prairie,No Trees,0,0,0,JerGreene
-90.32317,39.13057,Brugam,5133,4,Prairie,No Trees,0,0,0,JerGreene
-90.40875,39.14503,Brugam,5134,4,Prairie,No Trees,0,0,0,JerGreene
-90.32292,39.14503,Brugam,5135,4,Prairie,No Trees,0,0,0,JerGreene
-90.32273,39.15222,Brugam,5136,4,Prairie,No Trees,0,0,0,JerGreene
-90.40902,39.15955,Brugam,5137,4,Prairie,No Trees,0,0,0,JerGreene
-90.31957,39.15958,Brugam,5138,4,Prairie,No Trees,0,0,0,JerGreene
-90.32348,39.16678,Brugam,5139,4,Prairie,No Trees,0,0,0,JerGreene
-90.32305,39.17425,Brugam,5140,4,Prairie,No Trees,0,0,0,JerGreene
-90.36822,39.09435,Brugam,5141,4,Prairie,No Trees,0,0,0,JerGreene
-90.39873,39.10153,Brugam,5142,4,Prairie,No Trees,0,0,0,JerGreene
-90.445,39.10133,Brugam,5143,4,Prairie,No Trees,0,0,0,JerGreene
